"GeographyCode","KS209EW0001","KS209EW0002","KS209EW0003","KS209EW0004","KS209EW0005","KS209EW0006","KS209EW0007","KS209EW0008","KS209EW0009","KS209EW0010","KS209EW0011","KS209EW0012","KS209EW0013","KS209EW0014","KS209EW0015","KS209EW0016","KS209EW0017","KS209EW0018","KS209EW0019"
"E01006512",1880,542,37,50,4,377,6,13,722,129,28.8297872340426,1.96808510638298,2.65957446808511,0.212765957446809,20.0531914893617,0.319148936170213,0.691489361702128,38.4042553191489,6.86170212765957
"E01006513",2941,1165,50,31,8,157,3,8,1332,187,39.6123767426046,1.70010200612037,1.05406324379463,0.272016320979259,5.33832029921795,0.102006120367222,0.272016320979259,45.2907174430466,6.35838150289017
"E01006514",2108,875,28,10,5,121,1,10,872,186,41.5085388994307,1.32827324478178,0.47438330170778,0.23719165085389,5.74003795066414,0.047438330170778,0.47438330170778,41.3662239089184,8.82352941176471
"E01006515",1208,676,38,1,2,94,0,7,294,96,55.9602649006622,3.14569536423841,0.0827814569536424,0.165562913907285,7.78145695364238,0,0.579470198675497,24.3377483443709,7.94701986754967
"E01006518",1696,1194,6,8,3,112,0,6,260,107,70.4009433962264,0.35377358490566,0.471698113207547,0.17688679245283,6.60377358490566,0,0.35377358490566,15.3301886792453,6.30896226415094
"E01006519",1286,942,5,0,3,12,1,1,251,71,73.2503888024883,0.388802488335925,0,0.233281493001555,0.933125972006221,0.0777604976671851,0.0777604976671851,19.5178849144635,5.52099533437014
"E01006520",1706,839,12,10,12,49,0,17,622,145,49.179366940211,0.703399765533412,0.586166471277843,0.703399765533412,2.87221570926143,0,0.996483001172333,36.4595545134818,8.49941383352872
"E01006521",1660,910,10,4,52,58,3,6,455,162,54.8192771084337,0.602409638554217,0.240963855421687,3.13253012048193,3.49397590361446,0.180722891566265,0.36144578313253,27.4096385542169,9.75903614457831
"E01006522",1731,838,19,6,6,56,3,10,655,138,48.4113229347198,1.09763142692086,0.346620450606586,0.346620450606586,3.23512420566147,0.173310225303293,0.577700751010976,37.8393991912189,7.97227036395147
"E01006523",1508,790,4,3,12,64,0,7,487,141,52.3872679045093,0.26525198938992,0.19893899204244,0.795755968169761,4.24403183023873,0,0.464190981432361,32.2944297082228,9.35013262599469
"E01006524",2431,1273,13,30,97,68,8,13,713,216,52.3652817770465,0.53475935828877,1.23406005758947,3.99012751953928,2.7972027972028,0.329082682023858,0.53475935828877,29.3294940353764,8.88523241464418
"E01006525",1209,875,5,1,3,15,1,1,230,78,72.3738626964433,0.413564929693962,0.0827129859387924,0.248138957816377,1.24069478908189,0.0827129859387924,0.0827129859387924,19.0239867659222,6.45161290322581
"E01006526",1404,987,4,2,12,23,0,2,260,114,70.2991452991453,0.284900284900285,0.142450142450142,0.854700854700855,1.63817663817664,0,0.142450142450142,18.5185185185185,8.11965811965812
"E01006527",1454,1066,1,0,6,25,1,4,276,75,73.3149931224209,0.0687757909215956,0,0.412654745529574,1.71939477303989,0.0687757909215956,0.275103163686382,18.9821182943604,5.15818431911967
"E01006528",1461,888,6,6,5,37,1,4,382,132,60.7802874743327,0.410677618069815,0.410677618069815,0.342231348391513,2.53251197809719,0.0684462696783025,0.27378507871321,26.1464750171116,9.03490759753593
