"GeographyCode","KS205EW0001","KS205EW0002","KS205EW0003","KS205EW0004","KS205EW0005","KS205EW0006","KS205EW0007","KS205EW0008","KS205EW0009","KS205EW0010","KS205EW0011","KS205EW0012","KS205EW0013","KS205EW0014","KS205EW0015","KS205EW0016","KS205EW0017","KS205EW0018","KS205EW0019","KS205EW0020","KS205EW0021","KS205EW0022","KS205EW0023","KS205EW0024","KS205EW0025"
"E01006512",1880,76,849,17,122,6,78,737,12,1,2,3,1,4.04255319148936,45.1595744680851,0.904255319148936,6.48936170212766,0.319148936170213,4.14893617021277,39.2021276595745,0.638297872340425,0.0531914893617021,0.106382978723404,0.159574468085106,0.0531914893617021
"E01006513",2941,108,1991,98,116,25,48,530,34,3,11,12,0,3.67222033321999,67.698061883713,3.33219993199592,3.94423665419925,0.850051003060184,1.63209792587555,18.0210812648759,1.15606936416185,0.102006120367222,0.374022441346481,0.408024481468888,0
"E01006514",2108,184,1560,55,106,12,28,139,37,7,8,4,0,8.72865275142315,74.0037950664137,2.60910815939279,5.02846299810247,0.569259962049336,1.32827324478178,6.59392789373814,1.75521821631879,0.332068311195446,0.379506641366224,0.189753320683112,0
"E01006515",1208,205,857,17,44,9,8,71,6,0,4,3,0,16.9701986754967,70.9437086092715,1.40728476821192,3.64238410596026,0.745033112582781,0.662251655629139,5.87748344370861,0.496688741721854,0,0.33112582781457,0.248344370860927,0
"E01006518",1696,466,1108,15,36,0,32,30,8,0,3,4,0,27.4764150943396,65.3301886792453,0.884433962264151,2.12264150943396,0,1.88679245283019,1.7688679245283,0.471698113207547,0,0.17688679245283,0.235849056603774,0
"E01006519",1286,92,1152,16,20,0,2,6,5,0,0,1,0,7.15396578538103,89.5800933125972,1.24416796267496,1.5552099533437,0,0.15552099533437,0.46656298600311,0.388802488335925,0,0,0.0777604976671851,0
"E01006520",1706,232,1331,49,72,5,8,14,13,0,3,7,0,13.599062133646,78.0187573270809,2.87221570926143,4.22039859320047,0.293083235638921,0.468933177022274,0.82063305978898,0.762016412661196,0,0.175849941383353,0.41031652989449,0
"E01006521",1660,209,1359,29,33,3,11,26,16,1,2,8,0,12.5903614457831,81.8674698795181,1.74698795180723,1.98795180722892,0.180722891566265,0.662650602409639,1.56626506024096,0.963855421686747,0.0602409638554217,0.120481927710843,0.481927710843374,0
"E01006522",1731,220,1388,40,47,1,9,22,8,0,5,16,0,12.7094165222415,80.1848642403235,2.31080300404391,2.71519352975159,0.0577700751010976,0.519930675909879,1.27094165222415,0.462160600808781,0,0.288850375505488,0.924321201617562,0
"E01006523",1508,203,1215,19,45,0,10,16,10,0,0,6,1,13.4615384615385,80.5702917771883,1.25994694960212,2.9840848806366,0,0.663129973474801,1.06100795755968,0.663129973474801,0,0,0.397877984084881,0.0663129973474801
"E01006524",2431,288,1937,37,56,3,20,95,15,1,0,9,1,11.8469765528589,79.6791443850267,1.52200740436035,2.30357877416701,0.123406005758947,0.822706705059646,3.90785684903332,0.617030028794735,0.0411353352529823,0,0.370218017276841,0.0411353352529823
"E01006525",1209,113,1068,13,11,0,1,1,0,0,1,1,0,9.34656741108354,88.3374689826303,1.0752688172043,0.909842845326716,0,0.0827129859387924,0.0827129859387924,0,0,0.0827129859387924,0.0827129859387924,0
"E01006526",1404,227,1151,8,9,0,3,9,2,0,0,3,0,16.1680911680912,81.980056980057,0.56980056980057,0.641025641025641,0,0.213675213675214,0.641025641025641,0.142450142450142,0,0,0.213675213675214,0
"E01006527",1454,156,1247,18,28,1,4,11,5,0,0,3,0,10.7290233837689,85.7634112792297,1.23796423658872,1.92572214580468,0.0687757909215956,0.275103163686382,0.756533700137552,0.343878954607978,0,0,0.206327372764787,0
"E01006528",1461,172,1187,27,52,2,24,5,3,0,2,1,0,11.772758384668,81.2457221081451,1.84804928131417,3.55920602327173,0.136892539356605,1.64271047227926,0.342231348391513,0.205338809034908,0,0.136892539356605,0.0684462696783025,0
"E01006529",1304,136,1115,24,13,1,4,12,7,0,1,1,0,10.4294478527607,85.5061349693252,1.84049079754601,0.996932515337423,0.0766871165644172,0.306748466257669,0.920245398773006,0.53680981595092,0,0.0766871165644172,0.0766871165644172,0
"E01006530",1431,148,1266,11,6,0,1,0,2,0,2,3,0,10.3424178895877,88.4696016771488,0.76869322152341,0.419287211740042,0,0.0698812019566736,0,0.139762403913347,0,0.139762403913347,0.209643605870021,0
"E01006531",1458,173,1262,4,1,0,16,7,0,0,1,2,0,11.8655692729767,86.556927297668,0.274348422496571,0.0685871056241426,0,1.09739368998628,0.480109739368999,0,0,0.0685871056241426,0.137174211248285,0
"E01006532",1557,101,1399,20,14,2,4,27,6,0,0,6,0,6.48683365446371,89.8522800256904,1.28452151573539,0.899165061014772,0.128452151573539,0.256904303147078,1.73410404624277,0.385356454720617,0,0,0.385356454720617,0
"E01006533",1408,217,1163,7,9,4,0,12,1,0,0,1,0,15.4119318181818,82.5994318181818,0.497159090909091,0.639204545454546,0.284090909090909,0,0.852272727272727,0.0710227272727273,0,0,0.0710227272727273,0
"E01006534",1542,222,1261,8,28,0,0,26,5,0,1,2,0,14.3968871595331,81.7769130998703,0.518806744487678,1.81582360570687,0,0,1.68612191958495,0.324254215304799,0,0.0648508430609598,0.12970168612192,0
"E01006535",1639,265,1334,6,20,1,2,5,6,0,2,1,0,16.1683953630262,81.3910921293472,0.36607687614399,1.2202562538133,0.061012812690665,0.12202562538133,0.305064063453325,0.36607687614399,0,0.12202562538133,0.061012812690665,0
"E01006536",1848,326,1487,6,14,2,5,8,0,0,0,1,0,17.6406926406926,80.465367965368,0.324675324675325,0.757575757575758,0.108225108225108,0.270562770562771,0.432900432900433,0,0,0,0.0541125541125541,0
"E01006537",2257,239,1830,18,159,2,5,8,2,0,3,3,0,10.5892778023926,81.0810810810811,0.797518830305715,7.04474966770049,0.0886132033673017,0.221533008418254,0.354452813469207,0.0886132033673017,0,0.132919805050953,0.132919805050953,0
"E01006538",1318,166,1144,4,4,2,0,0,3,0,0,0,0,12.5948406676783,86.7981790591806,0.303490136570561,0.303490136570561,0.151745068285281,0,0,0.227617602427921,0,0,0,0
"E01006539",1437,100,1299,10,19,0,1,5,10,0,0,9,0,6.9589422407794,90.3966597077244,0.69589422407794,1.32219902574809,0,0.069589422407794,0.34794711203897,0.69589422407794,0,0,0.626304801670146,0
"E01006540",1509,507,877,8,71,0,20,25,4,0,0,0,0,33.5984095427435,58.1179589131875,0.530152418820411,4.70510271703115,0,1.32538104705103,1.65672630881378,0.265076209410205,0,0,0,0
