"GeographyCode","QS104EW0001","QS104EW0002","QS104EW0003"
"E02001347",7653,3655,3998
"E02001348",7222,3526,3696
"E02001349",7966,3982,3984
"E02001350",7856,3661,4195
"E02001351",8894,4580,4314
"E02001352",7416,4206,3210
"E02001353",7572,3645,3927
"E02001354",7613,3642,3971
"E02001355",6664,3239,3425
"E02001356",5584,2549,3035
"E02001357",6982,3157,3825
"E02001358",7069,3423,3646
"E02001359",5751,2768,2983
"E02001360",8358,4222,4136
"E02001361",7618,3611,4007
"E02001362",7401,3498,3903
"E02001363",7788,3578,4210
"E02001364",5311,2561,2750
"E02001365",9049,4480,4569
"E02001366",8985,4535,4450
"E02001367",9304,4444,4860
"E02001368",5847,2836,3011
"E02001369",7655,3943,3712
"E02001370",6186,3068,3118
"E02001371",7447,3408,4039
"E02001372",6221,3018,3203
"E02001373",9253,4528,4725
"E02001374",8199,4499,3700
"E02001375",7195,3352,3843
"E02001376",8469,4285,4184
"E02001377",11467,5792,5675
"E02001378",7972,3920,4052
"E02001380",7526,3622,3904
"E02001381",9286,4697,4589
"E02001382",7098,3438,3660
"E02001383",7501,4118,3383
"E02001384",10762,5418,5344
"E02001385",8157,4245,3912
"E02001386",7545,3571,3974
"E02001387",8025,3826,4199
"E02001388",8860,4471,4389
"E02001389",6232,3440,2792
"E02001390",8756,4363,4393
"E02001391",5970,2741,3229
"E02001392",5717,2778,2939
"E02001393",7753,3692,4061
"E02001394",10143,5098,5045
"E02001395",6056,2905,3151
"E02001396",8035,4006,4029
"E02001397",7631,3708,3923
"E02001398",7758,3808,3950
"E02001399",7276,3524,3752
"E02001400",6614,3182,3432
"E02001401",7872,3772,4100
"E02001402",8384,4140,4244
"E02001403",6035,3050,2985
"E02001404",7260,3452,3808
"E02001405",9609,4446,5163
"E02006932",9949,5172,4777
"E02006933",5436,3072,2364
"E02006934",5202,3117,2085
