"GeographyCode","KS403EW0001","KS403EW0002","KS403EW0003","KS403EW0004","KS403EW0005","KS403EW0009","KS403EW0010","KS403EW0011","KS403EW0012"
"E02001347",3204,108,3096,136,112,3.37078651685393,96.6292134831461,4.24469413233458,3.4956304619226
"E02001348",3148,238,2910,147,107,7.56035578144854,92.4396442185515,4.66963151207116,3.3989834815756
"E02001349",3422,221,3201,194,90,6.45821157218001,93.54178842782,5.66919929865576,2.63004091174752
"E02001350",3417,120,3297,177,112,3.51185250219491,96.4881474978051,5.17998244073749,3.27772900204858
"E02001351",3515,126,3389,233,152,3.58463726884779,96.4153627311522,6.62873399715505,4.32432432432432
"E02001352",3046,202,2844,257,173,6.63164806303349,93.3683519369665,8.43729481286934,5.6795797767564
"E02001353",2959,87,2872,82,60,2.94018249408584,97.0598175059142,2.77120648867861,2.02771206488679
"E02001354",3312,169,3143,222,140,5.10265700483092,94.8973429951691,6.70289855072464,4.22705314009662
"E02001355",3108,207,2901,202,137,6.66023166023166,93.3397683397683,6.4993564993565,4.40797940797941
"E02001356",2364,94,2270,171,82,3.97631133671743,96.0236886632826,7.23350253807107,3.46869712351946
"E02001357",2858,97,2761,171,131,3.39398180545836,96.6060181945416,5.98320503848845,4.58362491252624
"E02001358",3450,336,3114,241,144,9.73913043478261,90.2608695652174,6.98550724637681,4.17391304347826
"E02001359",2328,80,2248,110,88,3.43642611683849,96.5635738831615,4.72508591065292,3.78006872852234
"E02001360",4130,243,3887,428,201,5.88377723970944,94.1162227602906,10.363196125908,4.86682808716707
"E02001361",3388,196,3192,209,147,5.78512396694215,94.2148760330578,6.16883116883117,4.33884297520661
"E02001362",3161,155,3006,130,109,4.9035115469788,95.0964884530212,4.11262258778867,3.44827586206897
"E02001363",3481,71,3410,260,166,2.03964378052284,97.9603562194772,7.46911806952025,4.76874461361678
"E02001364",2532,181,2351,197,134,7.14849921011058,92.8515007898894,7.78041074249605,5.29225908372828
"E02001365",4059,338,3721,292,206,8.32717418083272,91.6728258191673,7.19389012071939,5.07514166050751
"E02001366",4081,254,3827,317,158,6.22396471453075,93.7760352854692,7.76770399411909,3.87160009801519
"E02001367",3939,131,3808,130,84,3.32571718710333,96.6742828128967,3.3003300330033,2.13252094440213
"E02001368",2918,32,2886,266,136,1.09664153529815,98.9033584647019,9.11583276216587,4.66072652501714
"E02001369",3877,97,3780,666,235,2.50193448542688,97.4980655145731,17.1782305906629,6.06138767087955
"E02001370",3153,148,3005,372,197,4.69394227719632,95.3060577228037,11.7982873453853,6.24801776086267
"E02001371",3076,86,2990,187,132,2.79583875162549,97.2041612483745,6.07932379713914,4.29128738621587
"E02001372",2728,140,2588,194,92,5.13196480938416,94.8680351906158,7.11143695014663,3.37243401759531
"E02001373",4089,329,3760,283,179,8.04597701149425,91.9540229885057,6.92100758131572,4.37759843482514
"E02001374",4105,368,3737,653,255,8.9646772228989,91.0353227771011,15.9074299634592,6.21193666260658
"E02001375",3202,246,2956,173,141,7.68269831355403,92.317301686446,5.40287320424734,4.40349781386633
"E02001376",3789,342,3447,462,299,9.02612826603325,90.9738717339667,12.1931908155186,7.891264185801
"E02001377",4063,251,3812,844,310,6.17770120600541,93.8222987939946,20.7728279596357,7.62983017474772
"E02001378",3557,133,3424,260,140,3.7391059881923,96.2608940118077,7.30953050323306,3.93590104020242
"E02001380",3117,135,2982,72,62,4.33108758421559,95.6689124157844,2.30991337824832,1.98909207571383
"E02001381",4312,359,3953,455,276,8.32560296846011,91.6743970315399,10.5519480519481,6.40074211502783
"E02001382",2782,76,2706,61,58,2.73184759166068,97.2681524083393,2.19266714593817,2.08483105679367
"E02001383",4260,182,4078,1047,222,4.27230046948357,95.7276995305164,24.5774647887324,5.2112676056338
"E02001384",3941,249,3692,551,301,6.31819335194113,93.6818066480589,13.9812230398376,7.63765541740675
"E02001385",3631,164,3467,745,357,4.51666207656293,95.4833379234371,20.5177637014597,9.83200220324979
"E02001386",3572,89,3483,220,136,2.49160134378499,97.508398656215,6.15901455767077,3.80739081746921
"E02001387",3162,93,3069,64,56,2.94117647058824,97.0588235294118,2.02403542061986,1.77103099304238
"E02001388",4170,219,3951,698,137,5.25179856115108,94.7482014388489,16.7386091127098,3.28537170263789
"E02001389",3740,250,3490,758,180,6.68449197860963,93.3155080213904,20.2673796791444,4.81283422459893
"E02001390",4094,116,3978,579,343,2.83341475329751,97.1665852467025,14.142647777235,8.3781143136297
"E02001391",2481,69,2412,167,122,2.78113663845224,97.2188633615478,6.73115679161628,4.9173720274083
"E02001392",2556,51,2505,51,35,1.99530516431925,98.0046948356808,1.99530516431925,1.36932707355243
"E02001393",2845,37,2808,43,25,1.30052724077329,98.6994727592267,1.51142355008787,0.878734622144113
"E02001394",4290,189,4101,450,152,4.40559440559441,95.5944055944056,10.4895104895105,3.54312354312354
"E02001395",2612,85,2527,69,43,3.2542113323124,96.7457886676876,2.6416539050536,1.64624808575804
"E02001396",3918,188,3730,351,141,4.79836651352731,95.2016334864727,8.95865237366003,3.59877488514548
"E02001397",3848,119,3729,231,96,3.09251559251559,96.9074844074844,6.0031185031185,2.49480249480249
"E02001398",3595,157,3438,301,128,4.36717663421419,95.6328233657858,8.37273991655076,3.56050069541029
"E02001399",2866,75,2791,51,42,2.6168876482903,97.3831123517097,1.7794836008374,1.46545708304257
"E02001400",2839,108,2731,119,104,3.80415639309616,96.1958436069038,4.19161676646707,3.66326171187038
"E02001401",3395,96,3299,131,70,2.82768777614138,97.1723122238586,3.85861561119293,2.06185567010309
"E02001402",3762,109,3653,147,58,2.89739500265816,97.1026049973418,3.90749601275917,1.54173312068049
"E02001403",2841,169,2672,241,131,5.94860964449138,94.0513903555086,8.48292854628652,4.61105244632172
"E02001404",3155,152,3003,237,140,4.81774960380349,95.1822503961965,7.51188589540412,4.43740095087163
"E02001405",4154,121,4033,327,242,2.9128550794415,97.0871449205585,7.87193066923447,5.825710158883
"E02006932",3201,229,2972,1413,144,7.15401437050922,92.8459856294908,44.1424554826617,4.49859418931584
"E02006933",3135,88,3047,896,156,2.80701754385965,97.1929824561404,28.5805422647528,4.97607655502392
"E02006934",2782,141,2641,891,84,5.06829618979152,94.9317038102085,32.0273184759166,3.01941049604601
