"GeographyCode","QS412EW0001","QS412EW0002","QS412EW0003","QS412EW0004","QS412EW0005","QS412EW0006"
"E02001347",3204,1125,1265,702,98,14
"E02001348",3148,1176,1143,722,99,8
"E02001349",3422,1409,1143,780,80,10
"E02001350",3417,960,1491,854,100,12
"E02001351",3515,1164,1248,951,121,31
"E02001352",3046,822,1059,992,156,17
"E02001353",2959,1043,1346,510,58,2
"E02001354",3312,1093,1213,866,126,14
"E02001355",3108,1024,1196,751,121,16
"E02001356",2364,862,874,546,70,12
"E02001357",2858,1205,943,579,106,25
"E02001358",3450,762,1619,925,128,16
"E02001359",2328,1057,812,371,76,12
"E02001360",4130,937,1580,1412,182,19
"E02001361",3388,1124,1247,870,135,12
"E02001362",3161,1379,993,680,92,17
"E02001363",3481,1061,1281,973,150,16
"E02001364",2532,572,1038,788,121,13
"E02001365",4059,1160,1581,1112,177,29
"E02001366",4081,1418,1356,1149,130,28
"E02001367",3939,1747,1348,760,73,11
"E02001368",2918,610,1236,936,112,24
"E02001369",3877,675,1579,1388,208,27
"E02001370",3153,513,1282,1161,177,20
"E02001371",3076,973,1215,756,106,26
"E02001372",2728,905,941,790,82,10
"E02001373",4089,1320,1550,1040,149,30
"E02001374",4105,898,1270,1682,217,38
"E02001375",3202,1193,1124,744,122,19
"E02001376",3789,802,1536,1152,250,49
"E02001377",4063,795,1314,1644,259,51
"E02001378",3557,1075,1331,1011,121,19
"E02001380",3117,1554,1044,457,56,6
"E02001381",4312,868,1829,1339,240,36
"E02001382",2782,1426,933,365,48,10
"E02001383",4260,490,1209,2339,194,28
"E02001384",3941,1082,1370,1188,260,41
"E02001385",3631,496,1334,1444,295,62
"E02001386",3572,1067,1428,941,120,16
"E02001387",3162,1706,970,430,51,5
"E02001388",4170,1472,1074,1487,119,18
"E02001389",3740,300,1155,2105,161,19
"E02001390",4094,702,1583,1466,301,42
"E02001391",2481,886,895,578,108,14
"E02001392",2556,1323,918,280,31,4
"E02001393",2845,1802,760,258,23,2
"E02001394",4290,1154,1498,1486,133,19
"E02001395",2612,1333,812,424,34,9
"E02001396",3918,937,1782,1058,125,16
"E02001397",3848,1241,1406,1105,89,7
"E02001398",3595,1084,1281,1102,108,20
"E02001399",2866,1512,865,447,37,5
"E02001400",2839,1188,892,655,87,17
"E02001401",3395,1630,1151,544,62,8
"E02001402",3762,1815,1237,652,50,8
"E02001403",2841,737,1105,868,113,18
"E02001404",3155,998,1221,796,122,18
"E02001405",4154,1101,1439,1372,208,34
"E02006932",3201,403,889,1765,136,8
"E02006933",3135,292,1421,1266,137,19
"E02006934",2782,98,1309,1291,76,8
