"GeographyCode","KS613EW0001","KS613EW0002","KS613EW0003","KS613EW0004","KS613EW0005","KS613EW0006","KS613EW0007","KS613EW0008","KS613EW0009","KS613EW0010","KS613EW0011","KS613EW0012","KS613EW0013","KS613EW0014","KS613EW0015","KS613EW0016","KS613EW0017","KS613EW0018","KS613EW0019","KS613EW0020","KS613EW0021","KS613EW0022","KS613EW0023","KS613EW0024","KS613EW0025","KS613EW0026","KS613EW0027","KS613EW0028","KS613EW0029","KS613EW0030","KS613EW0031"
"E01006512",705,53,5,48,68,31,8,10,35,23,71,66,5,406,406,0,7.5177304964539,0.709219858156028,6.80851063829787,9.64539007092199,4.39716312056738,1.13475177304965,1.41843971631206,4.9645390070922,3.26241134751773,10.0709219858156,9.36170212765957,0.709219858156028,57.5886524822695,57.5886524822695,0
"E01006513",1436,62,7,55,103,46,9,13,42,19,46,38,8,1096,1096,0,4.31754874651811,0.487465181058496,3.83008356545961,7.17270194986072,3.2033426183844,0.626740947075209,0.905292479108635,2.92479108635097,1.32311977715877,3.2033426183844,2.64623955431755,0.557103064066852,76.3231197771588,76.3231197771588,0
"E01006514",860,53,5,48,142,55,16,21,42,34,42,36,6,455,455,0,6.16279069767442,0.581395348837209,5.58139534883721,16.5116279069767,6.3953488372093,1.86046511627907,2.44186046511628,4.88372093023256,3.95348837209302,4.88372093023256,4.18604651162791,0.697674418604651,52.9069767441861,52.9069767441861,0
"E01006515",457,28,4,24,75,53,12,20,78,63,69,60,9,59,59,0,6.12691466083151,0.87527352297593,5.25164113785558,16.4113785557987,11.5973741794311,2.62582056892779,4.37636761487965,17.0678336980306,13.7855579868709,15.0984682713348,13.1291028446389,1.96936542669584,12.910284463895,12.910284463895,0
"E01006518",610,17,2,15,84,70,15,23,135,107,99,81,18,60,60,0,2.78688524590164,0.327868852459016,2.45901639344262,13.7704918032787,11.4754098360656,2.45901639344262,3.77049180327869,22.1311475409836,17.5409836065574,16.2295081967213,13.2786885245902,2.95081967213115,9.83606557377049,9.83606557377049,0
"E01006519",501,68,17,51,192,83,20,15,42,23,15,10,5,43,43,0,13.5728542914172,3.39321357285429,10.1796407185629,38.3233532934132,16.5668662674651,3.99201596806387,2.9940119760479,8.38323353293413,4.59081836327345,2.9940119760479,1.99600798403194,0.998003992015968,8.58283433133733,8.58283433133733,0
"E01006520",656,140,8,132,225,81,20,17,57,18,39,26,13,59,59,0,21.3414634146341,1.21951219512195,20.1219512195122,34.2987804878049,12.3475609756098,3.04878048780488,2.59146341463415,8.6890243902439,2.74390243902439,5.94512195121951,3.96341463414634,1.98170731707317,8.99390243902439,8.99390243902439,0
"E01006521",581,89,9,80,162,87,36,19,71,16,31,24,7,70,70,0,15.3184165232358,1.54905335628227,13.7693631669535,27.8829604130809,14.974182444062,6.19621342512909,3.27022375215146,12.2203098106713,2.75387263339071,5.33562822719449,4.13080895008606,1.20481927710843,12.0481927710843,12.0481927710843,0
"E01006522",660,107,6,101,223,92,16,20,52,33,41,33,8,76,76,0,16.2121212121212,0.909090909090909,15.3030303030303,33.7878787878788,13.9393939393939,2.42424242424242,3.03030303030303,7.87878787878788,5,6.21212121212121,5,1.21212121212121,11.5151515151515,11.5151515151515,0
"E01006523",618,122,10,112,175,81,18,19,76,37,41,30,11,49,49,0,19.7411003236246,1.61812297734628,18.1229773462783,28.3171521035599,13.1067961165049,2.9126213592233,3.07443365695793,12.2977346278317,5.98705501618123,6.63430420711974,4.85436893203883,1.77993527508091,7.92880258899676,7.92880258899676,0
