"GeographyCode","KS204EW0001","KS204EW0002","KS204EW0003","KS204EW0004","KS204EW0005","KS204EW0006","KS204EW0007","KS204EW0008","KS204EW0009","KS204EW0010","KS204EW0011","KS204EW0012","KS204EW0013","KS204EW0014","KS204EW0015","KS204EW0016","KS204EW0017","KS204EW0018","KS204EW0019"
"E01006512",1880,699,26,21,20,0,18,61,55,980,37.1808510638298,1.38297872340426,1.11702127659574,1.06382978723404,0,0.957446808510638,3.24468085106383,2.92553191489362,52.1276595744681
"E01006513",2941,1806,98,28,101,0,39,84,36,749,61.4076844610677,3.33219993199592,0.952057123427406,3.43420605236314,0,1.32607956477389,2.85617137028222,1.22407344440666,25.4675280516831
"E01006514",2108,1503,44,18,67,0,39,64,37,336,71.2998102466793,2.08728652751423,0.853889943074004,3.17836812144213,0,1.85009487666034,3.03605313092979,1.75521821631879,15.9392789373814
"E01006515",1208,877,16,5,12,0,7,19,27,245,72.5993377483444,1.32450331125828,0.413907284768212,0.993377483443709,0,0.579470198675497,1.57284768211921,2.23509933774834,20.2814569536424
"E01006518",1696,1446,7,6,9,0,19,11,33,165,85.2594339622642,0.412735849056604,0.35377358490566,0.530660377358491,0,1.12028301886792,0.648584905660377,1.94575471698113,9.72877358490566
"E01006519",1286,1157,5,15,28,0,10,9,10,52,89.9688958009331,0.388802488335925,1.16640746500778,2.17729393468118,0,0.777604976671851,0.699844479004666,0.777604976671851,4.04354587869362
"E01006520",1706,1341,35,38,56,0,40,50,34,112,78.6049237983587,2.05158264947245,2.2274325908558,3.28253223915592,0,2.34466588511137,2.93083235638921,1.99296600234467,6.56506447831184
"E01006521",1660,1391,24,27,32,0,19,23,12,132,83.7951807228916,1.44578313253012,1.62650602409639,1.92771084337349,0,1.14457831325301,1.3855421686747,0.72289156626506,7.95180722891566
"E01006522",1731,1456,35,20,35,0,23,38,19,105,84.1132293471981,2.02195262853842,1.15540150202195,2.02195262853842,0,1.32871172732525,2.19526285384171,1.09763142692086,6.06585788561525
"E01006523",1508,1281,30,24,27,0,12,39,16,79,84.946949602122,1.9893899204244,1.59151193633952,1.79045092838196,0,0.795755968169761,2.58620689655172,1.06100795755968,5.23872679045093
