"GeographyCode","KS201EW0001","KS201EW0002","KS201EW0003","KS201EW0004","KS201EW0005","KS201EW0006","KS201EW0007","KS201EW0008","KS201EW0009","KS201EW0010","KS201EW0011","KS201EW0012","KS201EW0013","KS201EW0014","KS201EW0015","KS201EW0016","KS201EW0017","KS201EW0018","KS201EW0019","KS201EW0020","KS201EW0021","KS201EW0022","KS201EW0023","KS201EW0024","KS201EW0025","KS201EW0026","KS201EW0027","KS201EW0028","KS201EW0029","KS201EW0030","KS201EW0031","KS201EW0032","KS201EW0033","KS201EW0034","KS201EW0035","KS201EW0036","KS201EW0037"
"E01006512",1880,577,19,0,128,24,29,14,25,79,33,9,467,73,83,20,17,247,36,30.6914893617021,1.01063829787234,0,6.80851063829787,1.27659574468085,1.54255319148936,0.74468085106383,1.32978723404255,4.20212765957447,1.75531914893617,0.478723404255319,24.8404255319149,3.88297872340426,4.41489361702128,1.06382978723404,0.904255319148936,13.1382978723404,1.91489361702128
"E01006513",2941,1884,85,0,171,16,8,31,22,51,19,3,400,73,56,5,3,92,22,64.0598435906154,2.89017341040462,0,5.81434886093166,0.544032641958518,0.272016320979259,1.05406324379463,0.748044882692962,1.73410404624277,0.64603876232574,0.102006120367222,13.6008160489629,2.48214892893574,1.90411424685481,0.170010200612037,0.102006120367222,3.12818769126148,0.748044882692962
"E01006514",2108,1429,68,1,141,37,34,23,30,19,20,0,105,52,62,19,17,30,21,67.7893738140417,3.2258064516129,0.047438330170778,6.6888045540797,1.75521821631879,1.61290322580645,1.09108159392789,1.42314990512334,0.901328273244782,0.94876660341556,0,4.98102466793169,2.46679316888046,2.94117647058824,0.901328273244782,0.806451612903226,1.42314990512334,0.996204933586338
"E01006515",1208,707,24,0,76,37,35,10,24,4,0,0,159,14,24,9,15,44,26,58.5264900662252,1.98675496688742,0,6.29139072847682,3.06291390728477,2.89735099337748,0.827814569536424,1.98675496688742,0.33112582781457,0,0,13.1622516556291,1.15894039735099,1.98675496688742,0.745033112582781,1.24172185430464,3.64238410596026,2.1523178807947
"E01006518",1696,1286,29,0,52,29,27,17,21,5,3,7,42,12,56,16,37,45,12,75.8254716981132,1.70990566037736,0,3.06603773584906,1.70990566037736,1.59198113207547,1.00235849056604,1.23820754716981,0.294811320754717,0.17688679245283,0.412735849056604,2.47641509433962,0.707547169811321,3.30188679245283,0.943396226415094,2.18160377358491,2.65330188679245,0.707547169811321
"E01006519",1286,1174,25,0,34,2,3,7,3,4,2,3,11,4,4,2,0,6,2,91.2908242612753,1.94401244167963,0,2.64385692068429,0.15552099533437,0.233281493001555,0.544323483670295,0.233281493001555,0.31104199066874,0.15552099533437,0.233281493001555,0.855365474339036,0.31104199066874,0.31104199066874,0.15552099533437,0,0.46656298600311,0.15552099533437
"E01006520",1706,1328,68,6,102,20,15,17,17,10,7,1,12,15,22,11,15,27,13,77.8429073856975,3.98593200468933,0.351699882766706,5.978898007034,1.17233294255569,0.879249706916764,0.996483001172333,0.996483001172333,0.586166471277843,0.41031652989449,0.0586166471277843,0.703399765533412,0.879249706916764,1.28956623681125,0.644783118405627,0.879249706916764,1.58264947245018,0.762016412661196
"E01006521",1660,1372,35,1,61,15,13,16,8,16,3,0,19,14,38,3,6,30,10,82.6506024096386,2.10843373493976,0.0602409638554217,3.67469879518072,0.903614457831325,0.783132530120482,0.963855421686747,0.481927710843374,0.963855421686747,0.180722891566265,0,1.14457831325301,0.843373493975904,2.28915662650602,0.180722891566265,0.36144578313253,1.80722891566265,0.602409638554217
"E01006522",1731,1344,60,0,67,30,35,25,32,16,6,1,15,18,17,19,11,25,10,77.6429809358752,3.46620450606586,0,3.87059503177354,1.73310225303293,2.02195262853842,1.44425187752744,1.84864240323512,0.924321201617562,0.346620450606586,0.0577700751010976,0.866551126516464,1.03986135181976,0.98209127671866,1.09763142692086,0.635470826112074,1.44425187752744,0.577700751010976
"E01006523",1508,1240,32,1,61,21,13,8,21,11,14,0,8,3,18,8,21,20,8,82.2281167108753,2.12201591511936,0.0663129973474801,4.04509283819629,1.39257294429708,0.862068965517241,0.530503978779841,1.39257294429708,0.729442970822281,0.928381962864721,0,0.530503978779841,0.19893899204244,1.19363395225464,0.530503978779841,1.39257294429708,1.3262599469496,0.530503978779841
