"GeographyCode","QS411EW0001","QS411EW0002","QS411EW0003","QS411EW0004","QS411EW0005","QS411EW0006","QS411EW0007"
"E00032987",87,0,10,34,42,1,0
"E00032988",200,5,99,63,18,7,8
"E00032989",232,5,129,79,8,6,5
"E00032990",219,2,134,54,16,6,7
"E00032991",219,1,144,54,13,4,3
"E00032992",165,0,80,56,17,10,2
"E00032993",166,0,18,98,43,6,1
"E00032994",63,0,21,22,17,3,0
"E00032995",149,0,35,72,41,1,0
"E00032996",181,2,19,72,67,21,0
"E00032997",106,0,7,54,35,10,0
"E00032998",164,0,12,73,63,14,2
"E00032999",236,0,104,96,18,3,15
"E00033000",87,0,34,18,25,8,2
"E00033002",129,0,26,87,13,3,0
"E00033004",167,0,8,129,26,4,0
"E00033005",176,0,41,68,59,8,0
"E00033006",120,0,0,44,71,5,0
"E00033007",155,0,5,94,50,5,1
"E00033008",147,0,19,45,61,17,5
"E00033012",104,2,32,59,9,1,1
"E00033013",115,0,36,55,18,5,1
"E00033015",109,1,7,95,4,2,0
"E00033016",226,0,75,60,54,17,20
"E00033018",72,2,15,34,1,7,13
"E00033019",218,0,91,88,26,1,12
"E00033020",143,4,67,55,3,8,6
"E00033021",134,0,21,77,32,3,1
"E00033023",149,2,62,33,24,17,11
"E00033024",104,0,8,51,39,4,2
"E00033025",135,0,2,79,50,4,0
"E00033026",90,3,0,2,70,13,2
"E00033027",200,2,77,55,44,14,8
"E00033029",111,1,9,11,72,13,5
"E00033030",95,0,2,14,31,39,9
"E00033031",130,0,1,4,82,41,2
"E00033032",238,2,108,115,9,0,4
"E00033033",193,0,95,73,15,2,8
"E00033034",201,0,97,84,13,1,6
"E00033035",159,0,21,67,47,16,8
"E00033036",128,0,28,92,5,3,0
"E00033037",153,1,29,60,35,21,7
"E00033038",110,2,45,49,10,2,2
"E00033040",132,0,29,21,60,16,6
"E00033041",110,0,0,8,79,18,5
"E00033042",98,0,0,5,77,14,2
"E00033043",112,0,0,12,68,23,9
"E00033044",92,0,1,3,55,26,7
"E00033045",132,0,55,30,33,13,1
"E00033046",121,0,17,89,10,4,1
"E00033047",106,1,0,2,70,25,8
"E00033048",100,0,0,5,59,30,6
"E00033049",154,0,9,20,103,18,4
"E00033050",84,0,0,1,52,26,5
"E00033051",167,1,23,88,25,22,8
"E00033052",144,0,19,17,14,70,24
"E00033053",111,0,0,4,81,17,9
"E00033054",76,0,23,16,21,16,0
"E00033055",106,0,2,7,57,32,8
"E00033056",123,0,1,1,109,9,3
"E00033057",122,0,2,6,101,10,3
"E00033059",149,0,47,28,47,24,3
"E00033060",101,0,1,48,36,8,8
"E00033061",91,0,3,11,29,41,7
"E00033062",105,0,0,3,68,24,10
"E00033063",101,1,1,0,51,44,4
"E00033064",97,0,1,1,78,13,4
"E00033065",120,0,3,8,31,67,11
"E00033066",155,1,65,76,8,2,3
"E00033067",184,1,95,62,14,8,4
"E00033068",203,3,69,111,15,2,3
"E00033069",164,0,68,81,10,3,2
"E00033070",190,2,85,79,22,2,0
"E00033071",141,0,30,72,23,13,3
"E00033072",167,0,62,85,12,7,1
"E00033073",192,1,153,34,3,0,1
"E00033074",179,3,73,61,37,1,4
"E00033075",210,1,181,24,3,0,1
"E00033076",152,0,28,71,19,12,22
"E00033077",185,0,81,56,38,8,2
"E00033078",176,0,39,85,44,6,2
"E00033079",116,0,34,9,55,16,2
"E00033080",150,0,67,80,2,1,0
"E00033081",127,0,5,105,14,2,1
"E00033082",122,0,0,7,30,67,18
"E00033083",122,0,0,18,17,65,22
"E00033084",148,0,1,39,85,20,3
"E00033085",143,0,1,53,55,31,3
"E00033086",122,0,1,19,84,15,3
"E00033087",149,0,5,14,77,48,5
"E00033088",101,1,1,2,89,7,1
"E00033089",124,0,2,6,113,3,0
"E00033090",139,1,0,4,126,7,1
"E00033091",126,1,0,14,97,11,3
"E00033092",127,0,0,3,92,27,5
"E00033093",158,0,2,18,122,13,3
"E00033094",136,0,0,2,125,9,0
"E00033095",164,0,8,19,34,63,40
"E00033096",110,0,1,18,49,30,12
"E00033097",119,0,0,13,102,4,0
"E00033098",113,0,1,6,81,20,5
"E00033099",94,0,51,3,23,15,2
"E00033100",138,1,10,26,97,2,2
"E00033101",96,0,1,4,72,16,3
"E00033102",207,1,17,45,138,6,0
"E00033103",117,0,0,4,105,6,2
"E00033104",109,0,0,2,98,6,3
"E00033105",118,0,1,3,79,31,4
"E00033106",125,0,2,8,106,6,3
"E00033107",121,0,1,5,53,38,24
"E00033108",119,0,2,1,109,3,4
"E00033109",123,0,0,9,89,13,12
"E00033110",142,1,0,3,116,20,2
"E00033112",115,0,0,0,21,77,17
"E00033113",117,0,4,34,23,43,13
"E00033114",113,0,0,4,51,48,10
"E00033115",92,0,10,51,26,4,1
"E00033116",101,1,36,43,9,7,5
"E00033117",154,0,14,13,82,33,12
"E00033118",129,0,0,1,109,16,3
"E00033119",109,0,2,5,71,25,6
"E00033120",132,0,2,30,78,19,3
"E00033121",119,0,26,15,67,9,2
"E00033122",121,0,0,3,97,17,4
"E00033123",123,0,1,24,67,27,4
"E00033124",120,1,1,12,54,45,7
"E00033125",111,0,29,21,53,8,0
"E00033126",111,0,0,4,90,16,1
"E00033127",194,0,35,15,103,34,7
"E00033128",111,0,1,1,105,2,2
"E00033129",108,0,1,0,84,21,2
"E00033130",126,0,0,6,47,49,24
"E00033131",130,1,27,11,84,6,1
"E00033132",158,0,6,14,104,26,8
"E00033133",144,1,1,15,124,3,0
"E00033134",111,0,1,82,25,3,0
"E00033135",183,0,7,6,161,5,4
"E00033136",99,1,13,15,56,10,4
"E00033137",167,0,27,115,22,2,1
"E00033138",113,0,5,97,10,0,1
"E00033139",149,0,59,12,72,5,1
"E00033140",94,0,1,8,77,6,2
"E00033141",85,0,0,6,57,21,1
"E00033142",117,0,4,34,72,5,2
"E00033143",127,0,15,67,30,9,6
"E00033144",126,0,1,111,11,2,1
"E00033145",122,1,2,8,106,5,0
"E00033146",124,0,13,13,55,24,19
"E00033147",127,0,2,2,106,17,0
"E00033148",116,0,1,4,104,6,1
"E00033149",98,1,3,6,80,4,4
"E00033150",146,0,42,25,66,11,2
"E00033151",125,0,27,37,35,21,5
"E00033152",146,0,16,50,70,4,6
"E00033153",167,0,2,80,79,6,0
"E00033154",102,0,1,93,6,2,0
"E00033155",155,0,5,107,41,1,1
"E00033156",122,0,9,63,47,2,1
"E00033157",140,1,2,75,57,5,0
"E00033158",130,1,1,53,67,8,0
"E00033159",87,0,4,45,38,0,0
"E00033160",167,5,41,38,69,8,6
"E00033161",137,0,50,31,42,12,2
"E00033162",131,0,20,63,34,11,3
"E00033163",136,0,52,37,23,17,7
"E00033164",152,2,2,8,134,5,1
"E00033165",117,0,76,15,26,0,0
"E00033166",113,0,64,23,24,2,0
"E00033167",130,2,2,7,111,5,3
"E00033168",122,0,8,12,90,9,3
"E00033169",122,0,1,5,109,6,1
"E00033170",142,1,1,8,124,7,1
"E00033171",136,0,1,9,120,6,0
"E00033172",122,3,74,15,13,10,7
"E00033173",129,0,1,8,113,4,3
"E00033174",114,0,0,5,107,2,0
"E00033175",107,1,1,7,92,5,1
"E00033176",99,0,9,6,28,52,4
"E00033177",130,0,9,5,82,18,16
"E00033178",88,0,18,16,37,8,9
"E00033179",136,0,1,13,120,1,1
"E00033181",155,0,43,15,19,34,44
"E00033182",184,3,84,38,14,13,32
"E00033183",207,0,69,36,10,31,61
"E00033185",117,0,9,9,42,32,25
"E00033186",105,0,15,15,21,23,31
"E00033187",129,0,61,42,11,2,13
"E00033188",113,0,9,10,49,29,16
"E00033189",208,0,12,78,64,43,11
"E00033190",226,2,17,127,76,2,2
"E00033191",128,0,2,9,42,42,33
"E00033192",118,1,12,8,35,32,30
"E00033193",114,0,5,6,34,46,23
"E00033194",117,1,3,9,55,27,22
"E00033195",105,0,2,36,41,21,5
"E00033196",137,0,77,48,3,3,6
"E00033197",236,0,34,85,111,2,4
"E00033198",135,2,5,16,43,43,26
"E00033199",137,0,20,46,69,1,1
"E00033200",126,1,73,22,17,4,9
"E00033201",91,1,6,1,60,14,9
"E00033202",98,0,0,3,43,35,17
"E00033203",101,0,1,15,70,9,6
"E00033204",105,0,2,29,48,23,3
"E00033206",117,0,25,50,33,8,1
"E00033207",179,0,8,162,7,0,2
"E00033208",143,0,22,104,14,3,0
"E00033209",208,1,110,57,29,5,6
"E00033210",133,0,46,50,11,16,10
"E00033211",145,0,20,46,29,48,2
"E00033212",123,0,1,53,47,22,0
"E00033213",136,0,14,13,39,45,25
"E00033214",223,0,51,91,48,16,17
"E00033215",147,0,36,60,25,12,14
"E00033216",150,0,39,91,6,5,9
"E00033217",158,0,77,46,7,13,15
"E00033218",106,0,21,5,10,38,32
"E00033219",181,1,73,41,23,21,22
"E00033220",135,0,16,12,53,31,23
"E00033221",170,0,108,28,20,2,12
"E00033222",135,1,96,22,15,0,1
"E00033223",171,0,104,51,7,4,5
"E00033224",148,0,46,27,61,12,2
"E00033225",160,0,33,51,57,2,17
"E00033226",187,2,27,62,81,13,2
"E00033227",136,0,49,29,49,6,3
"E00033228",208,1,86,57,53,9,2
"E00033229",128,0,15,33,70,6,4
"E00033230",114,0,1,34,65,12,2
"E00033231",113,2,3,87,14,5,2
"E00033235",122,0,26,49,38,8,1
"E00033237",146,0,2,102,35,6,1
"E00033238",182,0,0,34,134,14,0
"E00033242",104,0,12,33,55,3,1
"E00033245",167,0,57,70,32,5,3
"E00033246",121,2,19,18,69,8,5
"E00033247",148,2,7,49,88,2,0
"E00033248",250,2,130,113,4,1,0
"E00033249",132,1,4,77,43,6,1
"E00033250",126,0,6,86,32,1,1
"E00033251",106,0,11,51,42,2,0
"E00033252",169,0,61,25,72,11,0
"E00033253",132,0,45,42,39,5,1
"E00033254",152,0,4,63,64,20,1
"E00033255",126,0,12,33,68,12,1
"E00033256",100,0,15,27,50,7,1
"E00033257",180,0,46,71,60,3,0
"E00033258",157,2,12,43,88,10,2
"E00033259",80,1,0,63,15,0,1
"E00033260",129,0,14,62,49,4,0
"E00033261",110,0,3,46,57,2,2
"E00033262",96,0,1,91,3,0,1
"E00033263",89,0,1,83,5,0,0
"E00033264",147,0,19,49,66,12,1
"E00033265",126,0,8,11,103,3,1
"E00033266",147,0,41,24,64,17,1
"E00033267",141,0,44,57,39,0,1
"E00033268",121,3,14,15,75,12,2
"E00033269",92,0,32,19,28,9,4
"E00033270",128,0,6,4,96,20,2
"E00033271",126,0,0,3,55,63,5
"E00033272",120,0,2,6,90,18,4
"E00033274",122,0,27,21,63,9,2
"E00033275",142,0,54,8,72,5,3
"E00033276",127,0,24,70,33,0,0
"E00033277",99,0,4,12,79,3,1
"E00033278",107,0,0,51,55,1,0
"E00033279",139,0,2,71,65,0,1
"E00033281",136,0,8,38,89,1,0
"E00033282",125,0,2,6,112,3,2
"E00033283",118,1,0,5,107,3,2
"E00033284",182,3,79,59,35,6,0
"E00033285",135,0,0,2,132,1,0
"E00033286",128,0,46,14,64,3,1
"E00033287",115,1,0,1,92,19,2
"E00033288",121,0,0,5,107,5,4
"E00033289",105,0,8,48,33,15,1
"E00033290",88,0,2,13,52,17,4
"E00033291",185,0,2,31,139,11,2
"E00033292",106,1,17,43,40,5,0
"E00033293",145,1,32,23,72,14,3
"E00033294",130,1,33,61,27,3,5
"E00033295",108,0,2,2,77,27,0
"E00033296",111,0,0,6,89,14,2
"E00033297",143,0,6,27,107,2,1
"E00033298",129,1,0,11,109,7,1
"E00033299",117,1,0,2,94,14,6
"E00033300",112,1,32,4,70,3,2
"E00033301",120,0,1,3,112,4,0
"E00033302",105,0,2,8,89,2,4
"E00033304",102,0,0,4,88,10,0
"E00033305",121,0,7,9,101,4,0
"E00033306",122,2,4,9,100,4,3
"E00033307",124,0,4,15,102,2,1
"E00033308",122,1,7,9,103,2,0
"E00033309",135,0,2,10,120,2,1
"E00033310",127,0,1,7,115,2,2
"E00033312",133,0,9,3,111,7,3
"E00033313",137,0,0,16,118,1,2
"E00033314",130,0,1,7,116,5,1
"E00033315",130,0,0,3,120,7,0
"E00033316",144,0,0,16,116,10,2
"E00033317",152,0,1,18,115,14,4
"E00033318",153,0,2,5,137,8,1
"E00033319",164,0,0,2,119,35,8
"E00033320",130,0,0,4,115,10,1
"E00033322",118,0,0,6,75,35,2
"E00033323",107,0,1,2,34,47,23
"E00033324",113,0,1,1,81,27,3
"E00033326",106,0,0,1,45,55,5
"E00033327",124,0,0,4,106,10,4
"E00033328",119,0,32,17,64,6,0
"E00033329",131,2,1,12,100,16,0
"E00033330",130,0,1,8,98,21,2
"E00033331",134,0,0,3,113,13,5
"E00033332",108,1,0,0,62,43,2
"E00033333",121,1,0,3,93,22,2
"E00033334",108,0,0,2,94,10,2
"E00033335",108,0,2,1,76,26,3
"E00033336",121,0,0,3,73,32,13
"E00033337",85,0,0,4,59,21,1
"E00033338",90,0,1,5,16,48,20
"E00033339",132,0,5,21,45,44,17
"E00033340",103,0,2,2,72,21,6
"E00033341",115,0,2,1,88,24,0
"E00033342",126,0,1,4,74,41,6
"E00033343",96,0,0,3,43,46,4
"E00033344",139,0,0,2,125,8,4
"E00033345",129,0,2,2,58,58,9
"E00033346",124,0,4,14,98,7,1
"E00033347",121,0,0,1,105,15,0
"E00033348",112,0,0,3,40,48,21
"E00033349",154,0,60,37,35,12,10
"E00033350",122,0,0,1,97,21,3
"E00033351",124,0,3,0,109,7,5
"E00033352",108,0,0,8,92,8,0
"E00033353",103,1,0,12,83,6,1
"E00033354",150,0,79,48,21,1,1
"E00033355",113,0,12,14,62,20,5
"E00033356",137,0,3,10,99,15,10
"E00033357",125,0,0,2,118,4,1
"E00033358",95,2,2,2,85,4,0
"E00033359",161,4,23,37,76,14,7
"E00033360",155,1,0,23,107,22,2
"E00033361",174,1,1,23,123,20,6
"E00033362",106,0,1,3,91,9,2
"E00033363",87,0,0,6,76,4,1
"E00033364",134,0,0,4,100,29,1
"E00033365",172,0,0,12,91,55,14
"E00033366",108,0,0,0,85,22,1
"E00033367",137,0,11,29,51,29,17
"E00033368",124,1,0,7,107,5,4
"E00033369",137,0,6,8,28,77,18
"E00033370",141,0,27,23,84,5,2
"E00033371",124,0,1,11,82,26,4
"E00033372",112,0,5,16,75,14,2
"E00033373",181,0,8,18,129,14,12
"E00033374",140,0,4,20,108,6,2
"E00033375",140,0,7,38,11,57,27
"E00033376",135,0,1,37,59,30,8
"E00033377",133,0,8,35,30,51,9
"E00033378",137,0,4,23,56,45,9
"E00033379",130,0,0,16,105,9,0
"E00033380",106,1,0,14,79,7,5
"E00033381",130,0,26,60,16,24,4
"E00033382",123,0,0,7,96,19,1
"E00033383",133,0,1,19,104,5,4
"E00033384",146,0,0,7,119,18,2
"E00033385",156,0,8,62,74,6,6
"E00033386",140,0,1,15,104,17,3
"E00033387",122,0,56,33,15,3,15
"E00033388",162,0,29,54,64,6,9
"E00033389",118,1,0,17,85,15,0
"E00033391",164,0,15,95,35,15,4
"E00033392",149,4,54,25,22,33,11
"E00033394",139,3,32,31,48,20,5
"E00033395",156,0,48,47,44,8,9
"E00033396",126,0,7,12,79,21,7
"E00033397",125,0,3,1,92,27,2
"E00033399",128,0,0,4,117,4,3
"E00033400",118,0,0,3,93,21,1
"E00033401",102,0,1,1,90,9,1
"E00033402",134,0,0,3,91,25,15
"E00033403",144,1,3,3,83,42,12
"E00033404",162,0,22,51,37,44,8
"E00033405",129,0,2,10,101,13,3
"E00033406",126,1,3,7,54,52,9
"E00033407",138,0,13,13,61,35,16
"E00033408",123,1,13,6,38,42,23
"E00033409",166,0,40,67,6,37,16
"E00033410",121,1,3,7,89,19,2
"E00033411",119,1,1,4,18,57,38
"E00033412",146,0,1,7,105,25,8
"E00033413",111,1,13,16,68,9,4
"E00033414",135,0,2,10,94,12,17
"E00033415",94,0,0,3,10,60,21
"E00033416",144,0,6,7,90,30,11
"E00033417",144,0,14,18,49,49,14
"E00033418",144,0,3,4,12,90,35
"E00033419",119,0,5,16,23,48,27
"E00033420",155,1,8,12,62,56,16
"E00033421",128,0,17,21,52,13,25
"E00033422",172,0,2,5,27,105,33
"E00033423",126,5,2,8,41,58,12
"E00033424",134,1,4,5,99,19,6
"E00033425",124,1,0,25,91,5,2
"E00033426",121,0,6,9,68,24,14
"E00033427",105,0,2,5,61,34,3
"E00033428",124,0,5,17,101,1,0
"E00033432",135,0,0,1,127,5,2
"E00033435",125,0,2,0,121,1,1
"E00033436",128,0,1,25,100,1,1
"E00033437",114,0,2,2,104,5,1
"E00033438",127,0,2,3,115,6,1
"E00033439",173,0,16,40,103,10,4
"E00033440",139,1,2,9,122,2,3
"E00033441",141,0,4,15,116,2,4
"E00033442",134,0,0,3,123,3,5
"E00033443",72,0,0,4,65,2,1
"E00033444",115,0,1,3,107,1,3
"E00033445",98,0,6,3,87,2,0
"E00033446",121,1,2,0,106,8,4
"E00033447",94,0,49,2,43,0,0
"E00033448",124,0,3,7,107,5,2
"E00033449",143,0,10,14,108,10,1
"E00033450",121,0,0,4,112,3,2
"E00033451",109,0,25,0,77,6,1
"E00033452",110,0,1,16,86,7,0
"E00033453",78,4,28,7,33,3,3
"E00033454",219,1,6,19,162,23,8
"E00033455",122,0,6,22,91,1,2
"E00033456",133,0,15,3,111,4,0
"E00033457",95,0,0,6,84,1,4
"E00033458",87,0,3,3,77,2,2
"E00033459",143,0,56,3,81,1,2
"E00033460",79,0,0,20,54,5,0
"E00033462",94,2,0,47,36,4,5
"E00033463",103,0,0,5,94,4,0
"E00033464",116,0,1,6,104,4,1
"E00033466",122,2,0,1,118,1,0
"E00033468",119,0,1,4,105,8,1
"E00033470",130,0,0,1,126,3,0
"E00033471",107,0,0,1,103,3,0
"E00033472",105,0,9,8,88,0,0
"E00033473",116,0,0,4,108,3,1
"E00033474",145,1,4,132,8,0,0
"E00033475",157,1,10,96,46,3,1
"E00033476",115,0,22,31,61,1,0
"E00033477",74,0,0,16,50,8,0
"E00033478",115,2,0,33,73,6,1
"E00033479",167,0,0,7,152,7,1
"E00033480",108,0,1,5,62,21,19
"E00033481",172,0,1,3,163,4,1
"E00033482",117,0,0,2,108,5,2
"E00033483",166,0,45,34,62,18,7
"E00033484",121,0,1,14,62,35,9
"E00033485",137,0,2,14,107,14,0
"E00033486",165,1,3,59,100,2,0
"E00033487",157,0,41,77,37,1,1
"E00033488",149,0,5,135,6,0,3
"E00033489",122,0,0,5,113,4,0
"E00033490",108,0,1,4,101,2,0
"E00033491",142,0,2,115,23,0,2
"E00033492",195,1,24,146,23,0,1
"E00033493",142,0,2,79,53,6,2
"E00033494",103,0,0,3,99,1,0
"E00033495",161,4,3,78,66,10,0
"E00033496",152,0,1,97,53,1,0
"E00033497",98,0,2,20,71,1,4
"E00033498",91,0,70,17,3,1,0
