"GeographyCode","KS206EW0001","KS206EW0002","KS206EW0003","KS206EW0004","KS206EW0005","KS206EW0006","KS206EW0007","KS206EW0008","KS206EW0009"
"E00032987",87,60,5,0,22,68.9655172413793,5.74712643678161,0,25.2873563218391
"E00032988",200,186,7,0,7,93,3.5,0,3.5
"E00032989",232,206,2,0,24,88.7931034482759,0.862068965517241,0,10.3448275862069
"E00032990",219,174,5,0,40,79.4520547945205,2.28310502283105,0,18.2648401826484
"E00032991",219,201,9,0,9,91.7808219178082,4.10958904109589,0,4.10958904109589
"E00032992",165,142,1,1,21,86.0606060606061,0.606060606060606,0.606060606060606,12.7272727272727
"E00032993",166,129,6,0,31,77.710843373494,3.6144578313253,0,18.6746987951807
"E00032994",63,61,0,0,2,96.8253968253968,0,0,3.17460317460317
"E00032995",149,140,3,0,6,93.9597315436242,2.01342281879195,0,4.02684563758389
"E00032996",181,177,2,0,2,97.7900552486188,1.10497237569061,0,1.10497237569061
"E00032997",106,93,4,2,7,87.7358490566038,3.77358490566038,1.88679245283019,6.60377358490566
"E00032998",164,145,5,3,11,88.4146341463415,3.04878048780488,1.82926829268293,6.70731707317073
"E00032999",236,185,12,3,36,78.3898305084746,5.08474576271187,1.27118644067797,15.2542372881356
"E00033000",87,49,4,1,33,56.3218390804598,4.59770114942529,1.14942528735632,37.9310344827586
"E00033002",129,112,4,0,13,86.8217054263566,3.10077519379845,0,10.077519379845
"E00033004",167,158,4,1,4,94.6107784431138,2.39520958083832,0.598802395209581,2.39520958083832
"E00033005",176,159,6,1,10,90.3409090909091,3.40909090909091,0.568181818181818,5.68181818181818
"E00033006",120,115,2,0,3,95.8333333333333,1.66666666666667,0,2.5
"E00033007",155,140,2,0,13,90.3225806451613,1.29032258064516,0,8.38709677419355
"E00033008",147,140,1,1,5,95.2380952380952,0.680272108843537,0.680272108843537,3.40136054421769
"E00033012",104,93,1,0,10,89.4230769230769,0.961538461538462,0,9.61538461538462
"E00033013",115,89,3,1,22,77.3913043478261,2.60869565217391,0.869565217391304,19.1304347826087
"E00033015",109,55,6,2,46,50.4587155963303,5.5045871559633,1.8348623853211,42.2018348623853
"E00033016",226,98,12,5,111,43.3628318584071,5.30973451327434,2.21238938053097,49.1150442477876
"E00033018",72,62,3,1,6,86.1111111111111,4.16666666666667,1.38888888888889,8.33333333333333
"E00033019",218,162,17,0,39,74.3119266055046,7.79816513761468,0,17.8899082568807
"E00033020",143,122,5,0,16,85.3146853146853,3.4965034965035,0,11.1888111888112
"E00033021",134,99,7,0,28,73.8805970149254,5.22388059701492,0,20.8955223880597
"E00033023",149,132,6,0,11,88.5906040268456,4.02684563758389,0,7.38255033557047
"E00033024",104,97,2,0,5,93.2692307692308,1.92307692307692,0,4.80769230769231
"E00033025",135,135,0,0,0,100,0,0,0
"E00033026",90,89,0,0,1,98.8888888888889,0,0,1.11111111111111
"E00033027",200,184,5,0,11,92,2.5,0,5.5
"E00033029",111,104,1,0,6,93.6936936936937,0.900900900900901,0,5.40540540540541
"E00033030",95,91,3,0,1,95.7894736842105,3.15789473684211,0,1.05263157894737
"E00033031",130,127,2,0,1,97.6923076923077,1.53846153846154,0,0.769230769230769
"E00033032",238,216,7,0,15,90.7563025210084,2.94117647058824,0,6.30252100840336
"E00033033",193,178,4,0,11,92.2279792746114,2.07253886010363,0,5.69948186528497
"E00033034",201,185,5,0,11,92.0398009950249,2.48756218905473,0,5.4726368159204
"E00033035",159,149,8,0,2,93.7106918238994,5.0314465408805,0,1.25786163522013
"E00033036",128,118,2,1,7,92.1875,1.5625,0.78125,5.46875
"E00033037",153,147,2,0,4,96.078431372549,1.30718954248366,0,2.61437908496732
"E00033038",110,98,1,1,10,89.0909090909091,0.909090909090909,0.909090909090909,9.09090909090909
"E00033040",132,120,7,2,3,90.9090909090909,5.3030303030303,1.51515151515152,2.27272727272727
"E00033041",110,108,2,0,0,98.1818181818182,1.81818181818182,0,0
"E00033042",98,93,1,0,4,94.8979591836735,1.02040816326531,0,4.08163265306122
"E00033043",112,104,3,0,5,92.8571428571429,2.67857142857143,0,4.46428571428571
"E00033044",92,90,1,0,1,97.8260869565217,1.08695652173913,0,1.08695652173913
"E00033045",132,130,0,0,2,98.4848484848485,0,0,1.51515151515152
"E00033046",121,119,1,0,1,98.3471074380165,0.826446280991736,0,0.826446280991736
"E00033047",106,102,4,0,0,96.2264150943396,3.77358490566038,0,0
"E00033048",100,95,3,0,2,95,3,0,2
"E00033049",154,144,5,1,4,93.5064935064935,3.24675324675325,0.649350649350649,2.5974025974026
"E00033050",84,82,1,0,1,97.6190476190476,1.19047619047619,0,1.19047619047619
"E00033051",167,151,6,1,9,90.4191616766467,3.59281437125748,0.598802395209581,5.38922155688623
"E00033052",144,131,11,1,1,90.9722222222222,7.63888888888889,0.694444444444444,0.694444444444444
"E00033053",111,109,1,1,0,98.1981981981982,0.900900900900901,0.900900900900901,0
"E00033054",76,72,4,0,0,94.7368421052632,5.26315789473684,0,0
"E00033055",106,102,1,0,3,96.2264150943396,0.943396226415094,0,2.83018867924528
"E00033056",123,118,4,1,0,95.9349593495935,3.2520325203252,0.813008130081301,0
"E00033057",122,114,6,0,2,93.4426229508197,4.91803278688525,0,1.63934426229508
"E00033059",149,142,2,2,3,95.3020134228188,1.34228187919463,1.34228187919463,2.01342281879195
"E00033060",101,99,1,0,1,98.019801980198,0.99009900990099,0,0.99009900990099
"E00033061",91,88,2,0,1,96.7032967032967,2.1978021978022,0,1.0989010989011
"E00033062",105,102,1,0,2,97.1428571428571,0.952380952380952,0,1.9047619047619
"E00033063",101,99,2,0,0,98.019801980198,1.98019801980198,0,0
"E00033064",97,93,3,0,1,95.8762886597938,3.09278350515464,0,1.03092783505155
"E00033065",120,110,6,0,4,91.6666666666667,5,0,3.33333333333333
"E00033066",155,147,5,0,3,94.8387096774194,3.2258064516129,0,1.93548387096774
"E00033067",184,150,7,1,26,81.5217391304348,3.80434782608696,0.543478260869565,14.1304347826087
"E00033068",203,192,4,0,7,94.5812807881773,1.97044334975369,0,3.44827586206897
"E00033069",164,151,6,0,7,92.0731707317073,3.65853658536585,0,4.26829268292683
"E00033070",190,176,2,0,12,92.6315789473684,1.05263157894737,0,6.31578947368421
"E00033071",141,131,4,0,6,92.9078014184397,2.83687943262411,0,4.25531914893617
"E00033072",167,155,2,0,10,92.814371257485,1.19760479041916,0,5.98802395209581
"E00033073",192,183,5,0,4,95.3125,2.60416666666667,0,2.08333333333333
"E00033074",179,168,3,1,7,93.854748603352,1.67597765363128,0.558659217877095,3.91061452513966
"E00033075",210,198,3,0,9,94.2857142857143,1.42857142857143,0,4.28571428571429
"E00033076",152,146,4,0,2,96.0526315789474,2.63157894736842,0,1.31578947368421
"E00033077",185,173,8,0,4,93.5135135135135,4.32432432432432,0,2.16216216216216
"E00033078",176,160,2,0,14,90.9090909090909,1.13636363636364,0,7.95454545454545
"E00033079",116,111,4,0,1,95.6896551724138,3.44827586206897,0,0.862068965517241
"E00033080",150,132,1,1,16,88,0.666666666666667,0.666666666666667,10.6666666666667
"E00033081",127,120,5,0,2,94.488188976378,3.93700787401575,0,1.5748031496063
"E00033082",122,116,2,1,3,95.0819672131148,1.63934426229508,0.819672131147541,2.45901639344262
"E00033083",122,116,4,0,2,95.0819672131148,3.27868852459016,0,1.63934426229508
"E00033084",148,146,2,0,0,98.6486486486486,1.35135135135135,0,0
"E00033085",143,138,2,0,3,96.5034965034965,1.3986013986014,0,2.0979020979021
"E00033086",122,121,0,0,1,99.1803278688525,0,0,0.819672131147541
"E00033087",149,129,10,2,8,86.5771812080537,6.71140939597315,1.34228187919463,5.36912751677852
"E00033088",101,98,1,0,2,97.029702970297,0.99009900990099,0,1.98019801980198
"E00033089",124,117,3,0,4,94.3548387096774,2.41935483870968,0,3.2258064516129
"E00033090",139,137,0,0,2,98.5611510791367,0,0,1.43884892086331
"E00033091",126,125,1,0,0,99.2063492063492,0.793650793650794,0,0
"E00033092",127,127,0,0,0,100,0,0,0
"E00033093",158,153,2,1,2,96.8354430379747,1.26582278481013,0.632911392405063,1.26582278481013
"E00033094",136,135,0,0,1,99.2647058823529,0,0,0.735294117647059
"E00033095",164,161,1,0,2,98.1707317073171,0.609756097560976,0,1.21951219512195
"E00033096",110,105,5,0,0,95.4545454545455,4.54545454545455,0,0
"E00033097",119,118,0,0,1,99.1596638655462,0,0,0.840336134453782
"E00033098",113,110,1,0,2,97.3451327433628,0.884955752212389,0,1.76991150442478
"E00033099",94,94,0,0,0,100,0,0,0
"E00033100",138,136,0,0,2,98.5507246376812,0,0,1.44927536231884
"E00033101",96,95,1,0,0,98.9583333333333,1.04166666666667,0,0
"E00033102",207,204,0,1,2,98.5507246376812,0,0.483091787439614,0.966183574879227
"E00033103",117,116,0,0,1,99.1452991452991,0,0,0.854700854700855
"E00033104",109,104,2,1,2,95.4128440366973,1.8348623853211,0.917431192660551,1.8348623853211
"E00033105",118,118,0,0,0,100,0,0,0
"E00033106",125,123,2,0,0,98.4,1.6,0,0
"E00033107",121,111,5,1,4,91.7355371900827,4.13223140495868,0.826446280991736,3.30578512396694
"E00033108",119,119,0,0,0,100,0,0,0
"E00033109",123,121,1,0,1,98.3739837398374,0.813008130081301,0,0.813008130081301
"E00033110",142,139,0,1,2,97.887323943662,0,0.704225352112676,1.40845070422535
"E00033112",115,109,4,0,2,94.7826086956522,3.47826086956522,0,1.73913043478261
"E00033113",117,107,7,0,3,91.4529914529915,5.98290598290598,0,2.56410256410256
"E00033114",113,107,2,1,3,94.6902654867257,1.76991150442478,0.884955752212389,2.65486725663717
"E00033115",92,89,0,0,3,96.7391304347826,0,0,3.26086956521739
"E00033116",101,99,0,0,2,98.019801980198,0,0,1.98019801980198
"E00033117",154,148,1,1,4,96.1038961038961,0.649350649350649,0.649350649350649,2.5974025974026
"E00033118",129,127,2,0,0,98.4496124031008,1.55038759689922,0,0
"E00033119",109,105,3,0,1,96.3302752293578,2.75229357798165,0,0.917431192660551
"E00033120",132,130,2,0,0,98.4848484848485,1.51515151515152,0,0
