"GeographyCode","QS115EW0001","QS115EW0002","QS115EW0003","QS115EW0004","QS115EW0005","QS115EW0006","QS115EW0007","QS115EW0008","QS115EW0009","QS115EW0010","QS115EW0011","QS115EW0012"
"E02001347",3204,980,370,610,2224,250,329,464,496,64,206,415
"E02001348",3148,1041,360,681,2107,272,310,382,495,67,147,434
"E02001349",3422,1155,350,805,2267,217,297,464,547,64,178,500
"E02001350",3417,1227,505,722,2190,322,303,409,510,77,186,383
"E02001351",3515,1175,444,731,2340,414,310,365,468,64,202,517
"E02001352",3046,1217,340,877,1829,308,239,307,423,51,137,364
"E02001353",2959,704,227,477,2255,225,247,493,564,71,220,435
"E02001354",3312,1124,408,716,2188,354,344,322,450,79,173,466
"E02001355",3108,1252,441,811,1856,284,272,272,429,41,156,402
"E02001356",2364,761,296,465,1603,333,194,291,313,65,132,275
"E02001357",2858,839,390,449,2019,318,350,262,361,77,202,449
"E02001358",3450,1491,352,1139,1959,397,268,311,453,52,113,365
"E02001359",2328,647,262,385,1681,123,290,282,375,40,169,402
"E02001360",4130,1818,488,1330,2312,400,316,320,647,54,138,437
"E02001361",3388,1207,465,742,2181,290,379,295,476,57,198,486
"E02001362",3161,1034,548,486,2127,165,424,312,431,43,224,528
"E02001363",3481,1271,449,822,2210,423,289,385,468,76,172,397
"E02001364",2532,1148,298,850,1384,275,157,198,318,48,121,267
"E02001365",4059,1622,397,1225,2437,502,280,408,492,84,188,483
"E02001366",4081,1608,421,1187,2473,361,376,344,599,69,219,505
"E02001367",3939,1205,558,647,2734,168,572,500,615,80,198,601
"E02001368",2918,1327,511,816,1591,286,254,191,428,23,106,303
"E02001369",3877,1767,517,1250,2110,266,317,230,670,34,156,437
"E02001370",3153,1597,582,1015,1556,322,279,207,261,45,130,312
"E02001371",3076,935,340,595,2141,371,245,447,477,96,164,341
"E02001372",2728,1060,417,643,1668,181,277,268,367,51,140,384
"E02001373",4089,1529,474,1055,2560,356,342,440,579,73,257,513
"E02001374",4105,2151,320,1831,1954,299,195,287,542,47,164,420
"E02001375",3202,1191,523,668,2011,234,344,342,465,73,157,396
"E02001376",3789,1447,358,1089,2342,399,297,332,519,94,157,544
"E02001377",4063,1938,430,1508,2125,192,165,259,647,37,112,713
"E02001378",3557,1410,448,962,2147,247,299,358,560,61,190,432
"E02001380",3117,877,442,435,2240,121,416,448,519,59,194,483
"E02001381",4312,1764,427,1337,2548,407,232,351,746,92,142,578
"E02001382",2782,628,303,325,2154,88,377,465,491,63,190,480
"E02001383",4260,2689,353,2336,1571,209,97,182,685,39,87,272
"E02001384",3941,1241,359,882,2700,222,171,207,626,53,121,1300
"E02001385",3631,1676,344,1332,1955,423,172,326,432,157,188,257
"E02001386",3572,1483,698,785,2089,267,414,283,463,55,175,432
"E02001387",3162,836,411,425,2326,91,398,442,546,78,213,558
"E02001388",4170,1979,251,1728,2191,114,208,287,684,46,99,753
"E02001389",3740,2417,317,2100,1323,157,64,158,698,22,49,175
"E02001390",4094,1702,465,1237,2392,424,338,364,592,89,184,401
"E02001391",2481,734,329,405,1747,241,307,254,374,54,163,354
"E02001392",2556,790,428,362,1766,69,541,269,374,37,107,369
"E02001393",2845,687,404,283,2158,32,506,373,454,89,189,515
"E02001394",4290,2206,512,1694,2084,141,281,316,810,36,92,408
"E02001395",2612,779,365,414,1833,81,331,332,513,46,120,410
"E02001396",3918,1584,408,1176,2334,290,266,311,851,42,128,446
"E02001397",3848,1751,749,1002,2097,157,475,321,568,53,121,402
"E02001398",3595,1550,452,1098,2045,145,279,296,737,44,101,443
"E02001399",2866,739,416,323,2127,85,441,380,429,65,187,540
"E02001400",2839,977,404,573,1862,145,325,288,443,46,178,437
"E02001401",3395,1047,525,522,2348,157,551,365,527,52,172,524
"E02001402",3762,1343,493,850,2419,131,438,464,683,79,131,493
"E02001403",2841,1196,304,892,1645,264,221,267,409,64,110,310
"E02001404",3155,1081,392,689,2074,333,267,367,489,63,179,376
"E02001405",4154,1412,471,941,2742,614,328,431,570,90,234,475
"E02006932",3201,1806,91,1715,1395,44,29,50,981,1,16,274
"E02006933",3135,1596,145,1451,1539,107,107,131,916,17,38,223
"E02006934",2782,1525,63,1462,1257,35,17,90,976,3,13,123
