"GeographyCode","QS116EW0001","QS116EW0002","QS116EW0003","QS116EW0004","QS116EW0005","QS116EW0006","QS116EW0007","QS116EW0008","QS116EW0009","QS116EW0010","QS116EW0011","QS116EW0012"
"E02001347",3204,980,502,667,0,0,173,162,387,258,1,74
"E02001348",3148,1041,388,704,1,1,165,193,390,184,3,78
"E02001349",3422,1155,495,785,0,3,160,236,335,172,2,79
"E02001350",3417,1227,419,611,0,0,184,202,460,232,1,81
"E02001351",3515,1175,375,643,0,3,165,159,622,295,2,76
"E02001352",3046,1217,293,509,0,0,136,121,439,187,6,138
"E02001353",2959,704,642,765,2,2,138,203,330,133,0,40
"E02001354",3312,1124,322,708,0,3,157,146,532,254,2,64
"E02001355",3108,1252,291,607,0,0,120,147,429,193,5,64
"E02001356",2364,761,221,415,1,4,163,108,481,168,0,42
"E02001357",2858,839,272,576,0,0,163,106,516,329,1,56
"E02001358",3450,1491,259,538,0,0,145,182,555,216,1,63
"E02001359",2328,647,378,721,0,2,91,105,212,131,1,40
"E02001360",4130,1818,214,606,1,2,157,193,650,344,6,139
"E02001361",3388,1207,341,738,0,0,158,142,464,273,0,65
"E02001362",3161,1034,403,831,1,1,117,123,303,267,0,81
"E02001363",3481,1271,347,573,1,0,163,162,643,250,2,69
"E02001364",2532,1148,174,345,0,1,99,105,423,180,0,57
"E02001365",4059,1622,336,603,2,2,231,170,729,214,27,123
"E02001366",4081,1608,408,779,0,1,153,206,540,254,5,127
"E02001367",3939,1205,666,1212,1,1,133,177,270,198,4,72
"E02001368",2918,1327,158,400,0,2,64,129,439,273,7,119
"E02001369",3877,1767,210,590,0,2,89,225,461,268,53,212
"E02001370",3153,1597,161,391,0,3,114,107,484,191,2,103
"E02001371",3076,935,418,521,0,0,198,168,539,241,1,55
"E02001372",2728,1060,347,577,0,3,91,138,290,171,0,51
"E02001373",4089,1529,478,735,0,4,204,218,543,269,7,102
"E02001374",4105,2151,312,433,0,7,122,226,420,164,45,225
"E02001375",3202,1191,342,663,0,1,158,162,381,233,0,71
"E02001376",3789,1447,358,531,0,2,132,171,568,252,138,190
"E02001377",4063,1938,254,367,0,3,47,192,345,196,496,225
"E02001378",3557,1410,440,653,1,4,126,226,362,233,10,92
"E02001380",3117,877,604,949,1,3,117,151,200,153,2,60
"E02001381",4312,1764,376,535,0,2,136,288,562,205,193,251
"E02001382",2782,628,634,901,0,3,110,132,168,153,13,40
"E02001383",4260,2689,184,194,1,9,57,262,315,139,186,224
"E02001384",3941,1241,245,352,0,0,75,241,335,175,847,430
"E02001385",3631,1676,453,238,0,1,72,111,631,214,50,185
"E02001386",3572,1483,272,636,0,3,140,158,460,347,1,72
"E02001387",3162,836,688,905,2,7,91,170,162,147,39,115
"E02001388",4170,1979,296,510,1,3,91,304,207,135,281,363
"E02001389",3740,2417,129,212,1,8,55,334,221,74,57,232
"E02001390",4094,1702,321,521,0,2,128,157,714,342,25,182
"E02001391",2481,734,235,585,0,0,124,103,425,232,2,41
"E02001392",2556,790,366,968,0,1,61,116,107,107,2,38
"E02001393",2845,687,665,1129,1,4,61,90,81,94,1,32
"E02001394",4290,2206,304,580,2,10,117,378,208,120,105,260
"E02001395",2612,779,422,762,3,6,82,169,141,138,15,95
"E02001396",3918,1584,273,600,1,4,130,350,436,218,52,270
"E02001397",3848,1751,397,876,0,3,107,221,238,173,0,82
"E02001398",3595,1550,300,637,4,9,107,311,222,150,51,254
"E02001399",2866,739,553,997,2,1,89,123,166,137,11,48
"E02001400",2839,977,383,707,0,0,104,109,289,201,1,68
"E02001401",3395,1047,494,1078,0,2,103,170,236,186,5,74
"E02001402",3762,1343,581,988,1,5,127,257,198,139,15,108
"E02001403",2841,1196,245,454,0,2,125,187,396,163,3,70
"E02001404",3155,1081,301,532,0,2,211,175,514,265,4,70
"E02001405",4154,1412,321,683,0,2,258,171,880,322,0,105
"E02006932",3201,1806,44,132,0,5,12,390,65,29,386,332
"E02006933",3135,1596,108,311,0,4,39,367,165,75,141,329
"E02006934",2782,1525,68,165,1,4,24,424,53,25,150,343
