"GeographyCode","KS605EW0001","KS605EW0002","KS605EW0003","KS605EW0004","KS605EW0005","KS605EW0006","KS605EW0007","KS605EW0008","KS605EW0009","KS605EW0010","KS605EW0011","KS605EW0012","KS605EW0013","KS605EW0014","KS605EW0015","KS605EW0016","KS605EW0017","KS605EW0018","KS605EW0019","KS605EW0020","KS605EW0021","KS605EW0022","KS605EW0023","KS605EW0024","KS605EW0025","KS605EW0026","KS605EW0027","KS605EW0028","KS605EW0029","KS605EW0030","KS605EW0031","KS605EW0032","KS605EW0033","KS605EW0034","KS605EW0035","KS605EW0036","KS605EW0037"
"E00032987",99,0,1,4,0,1,3,16,3,19,4,0,2,4,4,4,7,14,13,0,1.01010101010101,4.04040404040404,0,1.01010101010101,3.03030303030303,16.1616161616162,3.03030303030303,19.1919191919192,4.04040404040404,0,2.02020202020202,4.04040404040404,4.04040404040404,4.04040404040404,7.07070707070707,14.1414141414141,13.1313131313131
"E00032988",158,0,0,10,0,0,3,21,1,17,8,1,2,18,6,7,20,28,16,0,0,6.32911392405063,0,0,1.89873417721519,13.2911392405063,0.632911392405063,10.7594936708861,5.06329113924051,0.632911392405063,1.26582278481013,11.3924050632911,3.79746835443038,4.43037974683544,12.6582278481013,17.7215189873418,10.126582278481
"E00032989",154,0,1,4,0,2,2,26,3,13,9,3,7,6,8,9,22,28,11,0,0.649350649350649,2.5974025974026,0,1.2987012987013,1.2987012987013,16.8831168831169,1.94805194805195,8.44155844155844,5.84415584415584,1.94805194805195,4.54545454545455,3.8961038961039,5.19480519480519,5.84415584415584,14.2857142857143,18.1818181818182,7.14285714285714
"E00032990",160,0,0,6,0,0,7,22,3,14,11,5,6,18,5,7,19,27,10,0,0,3.75,0,0,4.375,13.75,1.875,8.75,6.875,3.125,3.75,11.25,3.125,4.375,11.875,16.875,6.25
"E00032991",167,0,0,6,0,1,3,19,3,10,12,6,4,13,13,8,21,37,11,0,0,3.59281437125748,0,0.598802395209581,1.79640718562874,11.377245508982,1.79640718562874,5.98802395209581,7.18562874251497,3.59281437125748,2.39520958083832,7.78443113772455,7.78443113772455,4.79041916167665,12.5748502994012,22.1556886227545,6.58682634730539
"E00032992",92,0,0,2,0,5,2,13,9,7,1,6,5,6,1,3,13,16,3,0,0,2.17391304347826,0,5.43478260869565,2.17391304347826,14.1304347826087,9.78260869565217,7.60869565217391,1.08695652173913,6.52173913043478,5.43478260869565,6.52173913043478,1.08695652173913,3.26086956521739,14.1304347826087,17.3913043478261,3.26086956521739
"E00032993",149,0,0,5,0,1,6,18,3,15,11,6,2,13,7,6,22,22,12,0,0,3.35570469798658,0,0.671140939597315,4.02684563758389,12.0805369127517,2.01342281879195,10.0671140939597,7.38255033557047,4.02684563758389,1.34228187919463,8.7248322147651,4.69798657718121,4.02684563758389,14.7651006711409,14.7651006711409,8.05369127516778
"E00032994",30,0,0,1,0,0,3,4,3,5,1,1,0,1,0,1,1,5,4,0,0,3.33333333333333,0,0,10,13.3333333333333,10,16.6666666666667,3.33333333333333,3.33333333333333,0,3.33333333333333,0,3.33333333333333,3.33333333333333,16.6666666666667,13.3333333333333
"E00032995",76,0,0,4,1,0,1,9,2,7,1,2,5,3,2,6,11,18,4,0,0,5.26315789473684,1.31578947368421,0,1.31578947368421,11.8421052631579,2.63157894736842,9.21052631578947,1.31578947368421,2.63157894736842,6.57894736842105,3.94736842105263,2.63157894736842,7.89473684210526,14.4736842105263,23.6842105263158,5.26315789473684
"E00032996",111,0,0,5,0,4,7,21,14,4,2,4,1,1,5,8,9,18,8,0,0,4.5045045045045,0,3.6036036036036,6.30630630630631,18.9189189189189,12.6126126126126,3.6036036036036,1.8018018018018,3.6036036036036,0.900900900900901,0.900900900900901,4.5045045045045,7.20720720720721,8.10810810810811,16.2162162162162,7.20720720720721
"E00032997",90,0,0,4,0,0,2,18,4,12,4,2,1,6,7,6,6,12,6,0,0,4.44444444444444,0,0,2.22222222222222,20,4.44444444444444,13.3333333333333,4.44444444444444,2.22222222222222,1.11111111111111,6.66666666666667,7.77777777777778,6.66666666666667,6.66666666666667,13.3333333333333,6.66666666666667
"E00032998",157,0,0,14,1,0,10,18,4,28,5,6,3,10,4,12,7,21,14,0,0,8.9171974522293,0.636942675159236,0,6.36942675159236,11.4649681528662,2.54777070063694,17.8343949044586,3.18471337579618,3.82165605095541,1.91082802547771,6.36942675159236,2.54777070063694,7.64331210191083,4.45859872611465,13.3757961783439,8.9171974522293
"E00032999",191,1,0,3,0,0,1,30,3,27,7,7,3,9,8,7,33,23,29,0.523560209424084,0,1.57068062827225,0,0,0.523560209424084,15.7068062827225,1.57068062827225,14.1361256544503,3.66492146596859,3.66492146596859,1.57068062827225,4.71204188481675,4.18848167539267,3.66492146596859,17.2774869109948,12.0418848167539,15.1832460732984
"E00033000",39,0,0,1,0,0,0,6,3,4,0,1,1,2,3,1,1,10,6,0,0,2.56410256410256,0,0,0,15.3846153846154,7.69230769230769,10.2564102564103,0,2.56410256410256,2.56410256410256,5.12820512820513,7.69230769230769,2.56410256410256,2.56410256410256,25.6410256410256,15.3846153846154
"E00033002",97,0,1,6,0,1,6,6,3,12,3,2,2,3,5,9,16,18,4,0,1.03092783505155,6.18556701030928,0,1.03092783505155,6.18556701030928,6.18556701030928,3.09278350515464,12.3711340206186,3.09278350515464,2.06185567010309,2.06185567010309,3.09278350515464,5.15463917525773,9.27835051546392,16.4948453608247,18.5567010309278,4.12371134020619
