"GeographyCode","QS612EW0001","QS612EW0002","QS612EW0003","QS612EW0004","QS612EW0005","QS612EW0006","QS612EW0007","QS612EW0008","QS612EW0009","QS612EW0010","QS612EW0011","QS612EW0012"
"E01006512",1666,513,1153,37,185,80,50,17,22,27,47,688
"E01006513",2853,1052,1801,144,554,155,57,25,9,23,35,799
"E01006514",1955,926,1029,91,291,90,54,28,21,76,115,263
"E01006515",921,482,439,10,57,23,16,10,8,27,124,164
"E01006518",1229,562,667,9,58,31,24,10,16,64,225,230
"E01006519",949,643,306,7,37,25,17,13,11,40,83,73
"E01006520",1523,1049,474,23,78,34,22,13,21,40,130,113
"E01006521",1256,799,457,13,74,35,18,23,10,63,136,85
"E01006522",1564,1027,537,31,69,47,34,25,15,55,119,142
"E01006523",1242,812,430,21,69,36,23,18,10,51,120,82
"E01006524",2033,767,1266,107,486,76,33,19,15,49,76,405
"E01006525",942,638,304,10,55,28,20,6,11,53,71,50
"E01006526",1029,698,331,11,43,27,14,11,19,48,95,63
"E01006527",1103,658,445,31,70,25,22,12,14,59,122,90
"E01006528",1157,760,397,30,80,36,20,17,13,50,80,71
"E01006529",1007,709,298,18,40,16,20,13,4,51,82,54
"E01006530",1005,648,357,11,36,30,12,13,22,63,111,59
"E01006531",997,570,427,11,39,29,20,12,19,77,157,63
"E01006532",1132,729,403,12,47,29,17,20,15,52,132,79
"E01006533",992,581,411,11,52,39,27,8,13,57,131,73
"E01006534",1158,709,449,15,38,20,15,18,18,49,152,124
"E01006535",1222,739,483,12,48,23,12,18,13,38,162,157
"E01006536",1386,775,611,14,58,55,27,16,15,90,191,145
"E01006537",1728,1167,561,18,76,54,36,21,16,71,148,121
"E01006538",972,643,329,9,37,18,8,10,6,42,118,81
"E01006539",1117,732,385,10,34,36,28,17,13,47,101,99
"E01006540",1139,487,652,22,56,55,39,18,21,57,133,251
"E01006541",1211,717,494,14,40,33,18,12,15,67,155,140
"E01006542",1025,565,460,21,39,23,17,10,9,49,118,174
"E01006543",966,626,340,16,35,16,17,10,14,39,120,73
"E01006544",1190,561,629,17,45,39,16,10,25,69,196,212
"E01006545",1083,670,413,10,50,27,27,11,13,47,123,105
"E01006546",942,546,396,14,64,29,28,12,18,56,74,101
"E01006547",1125,521,604,22,83,45,21,27,26,54,152,174
"E01006548",1177,583,594,21,88,43,30,19,16,70,143,164
"E01006549",1456,820,636,47,152,50,24,20,20,54,81,188
"E01006550",1466,583,883,94,363,99,64,22,7,30,43,161
"E01006551",1298,466,832,51,205,32,27,17,10,74,187,229
"E01006552",1403,646,757,57,96,50,33,14,24,64,99,320
"E01006553",1673,873,800,79,261,91,59,17,9,31,59,194
"E01006554",1500,752,748,82,232,63,42,17,19,38,70,185
"E01006556",1510,596,914,30,91,53,29,28,16,72,141,454
"E01006557",1874,739,1135,141,423,131,93,19,14,30,31,253
"E01006558",1057,472,585,24,64,41,26,20,23,54,157,176
"E01006560",1419,525,894,14,90,48,27,26,21,82,336,250
"E01006562",1109,468,641,21,58,32,19,17,19,73,187,215
"E01006563",1224,410,814,19,71,40,35,18,26,74,287,244
"E01006564",1354,683,671,18,57,45,34,27,20,79,247,144
"E01006565",1119,653,466,8,41,28,23,13,9,58,156,130
"E01006566",1078,695,383,13,51,33,17,9,13,50,103,94
"E01006567",1237,659,578,22,53,44,22,9,22,64,183,159
"E01006568",1145,733,412,10,46,37,20,19,13,48,106,113
"E01006569",1035,509,526,13,55,31,29,15,16,55,183,129
"E01006570",1082,739,343,15,30,15,18,14,12,32,123,84
"E01006571",1050,557,493,14,54,29,13,14,20,44,150,155
"E01006572",834,409,425,7,34,23,22,6,10,67,137,119
"E01006573",1055,590,465,11,61,23,26,16,17,64,149,98
"E01006574",966,512,454,11,38,40,21,16,18,48,140,122
"E01006575",956,569,387,13,39,17,14,12,17,53,132,90
"E01006576",1264,902,362,16,42,22,20,14,12,58,113,65
"E01006577",1106,775,331,15,27,27,19,14,11,55,85,78
"E01006578",1020,712,308,10,37,25,22,11,10,54,82,57
"E01006579",1177,800,377,12,54,22,23,13,16,64,108,65
"E01006580",1015,711,304,11,32,29,12,25,16,44,70,65
"E01006581",1152,777,375,22,60,29,27,10,17,48,94,68
"E01006582",1192,818,374,12,49,36,18,16,13,41,90,99
"E01006583",1408,769,639,51,227,44,24,19,13,45,74,142
"E01006584",1042,672,370,16,32,31,20,16,20,69,98,68
"E01006585",1005,491,514,23,49,33,23,10,12,71,173,120
"E01006586",1460,875,585,12,96,38,33,24,6,68,156,152
"E01006587",1280,805,475,13,58,32,32,15,10,77,129,109
"E01006588",1264,831,433,25,76,36,28,12,20,44,97,95
"E01006589",1116,789,327,10,37,21,14,12,14,59,80,80
"E01006590",1369,906,463,32,116,40,24,12,12,30,97,100
"E01006591",1289,867,422,21,82,38,27,15,16,49,69,105
"E01006592",1136,763,373,17,52,40,26,9,15,59,93,62
"E01006593",1255,838,417,25,106,50,30,11,3,39,64,89
"E01006594",1054,681,373,13,53,26,20,19,19,61,87,75
"E01006595",1313,897,416,15,62,40,15,12,19,56,117,80
"E01006596",1095,759,336,12,39,34,14,16,8,53,83,77
"E01006597",1232,837,395,14,67,27,26,10,20,68,97,66
"E01006598",927,369,558,9,50,33,30,18,19,50,185,164
"E01006599",778,362,416,10,57,32,11,13,9,56,112,116
"E01006600",1030,569,461,10,38,25,18,9,8,46,182,125
"E01006603",1025,526,499,10,43,28,20,9,18,71,158,142
"E01006604",1019,583,436,16,35,31,25,6,15,40,167,101
"E01006605",1121,586,535,4,52,29,30,17,13,72,178,140
"E01006606",1155,670,485,11,36,34,22,11,15,66,176,114
"E01006607",1084,578,506,6,37,24,16,20,8,60,190,145
"E01006608",926,559,367,9,35,24,20,12,10,46,130,81
"E01006609",975,553,422,16,42,28,19,15,12,45,110,135
"E01006610",1015,545,470,9,37,17,24,13,14,59,141,156
"E01006611",994,473,521,17,52,43,18,18,20,47,152,154
"E01006612",1073,536,537,12,43,24,27,14,18,52,199,148
"E01006613",1016,491,525,10,57,33,20,19,8,57,196,125
"E01006614",989,551,438,12,61,35,23,16,17,50,129,95
"E01006615",998,562,436,10,47,32,19,9,10,55,137,117
"E01006616",1068,588,480,12,54,29,22,13,11,60,178,101
"E01006617",1093,768,325,12,40,26,9,14,13,42,92,77
"E01006618",1205,667,538,8,56,26,18,12,18,70,196,134
"E01006619",1196,767,429,19,55,31,27,25,21,45,117,89
"E01006620",1021,618,403,11,53,30,10,17,17,65,138,62
"E01006621",1123,692,431,13,48,28,15,18,17,63,143,86
"E01006622",1097,772,325,7,31,25,16,10,16,56,96,68
"E01006623",1150,779,371,8,47,25,18,14,17,45,105,92
"E01006624",1174,667,507,13,51,49,24,21,19,52,145,133
"E01006625",1010,660,350,8,36,33,9,13,11,50,104,86
"E01006626",1116,710,406,16,44,20,24,14,20,60,121,87
"E01006627",1033,683,350,8,54,29,13,19,11,32,108,76
