"GeographyCode","KS209EW0001","KS209EW0002","KS209EW0003","KS209EW0004","KS209EW0005","KS209EW0006","KS209EW0007","KS209EW0008","KS209EW0009","KS209EW0010","KS209EW0011","KS209EW0012","KS209EW0013","KS209EW0014","KS209EW0015","KS209EW0016","KS209EW0017","KS209EW0018","KS209EW0019"
"E02001347",7653,6308,18,30,1,53,1,12,841,389,82.4251927348752,0.235201881615053,0.392003136025088,0.0130667712008363,0.692538873644323,0.0130667712008363,0.156801254410035,10.9891545799033,5.08297399712531
"E02001348",7222,5721,7,3,7,31,0,19,1009,425,79.2162835779562,0.096926059263362,0.041539739684298,0.096926059263362,0.429243976737746,0,0.263085018000554,13.9711991138189,5.88479645527555
"E02001349",7966,6371,9,11,5,27,3,17,1136,387,79.9774039668592,0.112980165704243,0.138086869194075,0.0627667587245795,0.338940497112729,0.0376600552347477,0.21340697966357,14.2606075822245,4.85814712528245
"E02001350",7856,6463,24,20,4,76,0,8,853,408,82.2683299389002,0.305498981670061,0.254582484725051,0.0509164969450102,0.967413441955193,0,0.10183299389002,10.8579429735234,5.19348268839104
"E02001351",8894,6974,8,17,6,48,4,21,1326,490,78.412412862604,0.08994827973915,0.191140094445694,0.0674612098043625,0.5396896784349,0.044974139869575,0.236114234315269,14.9089273667641,5.50933213402294
"E02001352",7416,5479,13,21,4,134,4,33,1270,458,73.8807982740022,0.17529665587918,0.283171521035599,0.0539374325782093,1.80690399137001,0.0539374325782093,0.444983818770227,17.1251348435814,6.17583603020496
"E02001353",7572,6292,35,35,3,60,3,11,781,352,83.0956154252509,0.462229265715795,0.462229265715795,0.0396196513470681,0.792393026941363,0.0396196513470681,0.14527205493925,10.3143159006867,4.648705758056
"E02001354",7613,6125,6,0,2,42,1,10,998,429,80.4544857480625,0.0788125574674898,0,0.0262708524891633,0.551687902272429,0.0131354262445816,0.131354262445816,13.1091553920925,5.63509785892552
"E02001355",6664,5302,13,7,2,43,11,13,853,420,79.561824729892,0.195078031212485,0.105042016806723,0.0300120048019208,0.645258103241297,0.165066026410564,0.195078031212485,12.8001200480192,6.30252100840336
"E02001356",5584,4371,3,9,6,32,4,7,832,320,78.2772206303725,0.0537249283667622,0.161174785100287,0.107449856733524,0.573065902578797,0.0716332378223496,0.125358166189112,14.8997134670487,5.73065902578797
"E02001357",6982,5552,16,3,1,30,3,11,881,485,79.5187625322257,0.229160698940132,0.0429676310512747,0.0143225436837582,0.429676310512747,0.0429676310512747,0.157547980521341,12.618160985391,6.94643368662274
"E02001358",7069,5614,9,15,2,60,1,13,966,389,79.417173574763,0.127316452114868,0.212194086858113,0.0282925449144151,0.848776347432452,0.0141462724572075,0.183901541943698,13.6652991936625,5.50289998585373
"E02001359",5751,4738,17,9,5,77,3,2,603,297,82.3856720570336,0.295600765084333,0.156494522691706,0.0869414014953921,1.33889758302904,0.0521648408972353,0.0347765605981568,10.4851330203443,5.16431924882629
"E02001360",8358,6551,19,33,2,79,8,12,1103,551,78.3799952141661,0.227327111749222,0.394831299353912,0.0239291696578129,0.945202201483608,0.0957166786312515,0.143575017946877,13.1969370662838,6.59248624072745
"E02001361",7618,6117,17,12,3,41,1,25,965,437,80.2966657915463,0.223155683906537,0.157521659228144,0.039380414807036,0.538199002362825,0.0131268049356787,0.328170123391966,12.6673667629299,5.73641375689157
"E02001362",7401,6114,19,9,7,29,0,14,792,417,82.61045804621,0.256722064585867,0.121605188488042,0.0945818132684772,0.391838940683691,0,0.189163626536954,10.7012565869477,5.63437373327929
"E02001363",7788,6036,18,14,7,60,1,10,1163,479,77.5038520801233,0.231124807395994,0.179763739085773,0.0898818695428865,0.770416024653313,0.0128402670775552,0.128402670775552,14.9332306111967,6.15048793014895
"E02001364",5311,4003,10,5,5,95,1,12,869,311,75.3718697043871,0.18828845791753,0.0941442289587648,0.0941442289587648,1.78874035021653,0.018828845791753,0.225946149501036,16.3622669930333,5.85577104123517
"E02001365",9049,6640,35,30,6,143,16,24,1641,514,73.3782738424135,0.386783069952481,0.331528345673555,0.066305669134711,1.58028511437728,0.176815117692563,0.265222676538844,18.1346005083435,5.68018565587358
"E02001366",8985,6683,40,17,5,150,2,15,1557,516,74.3795214245965,0.445186421814135,0.189204229271007,0.0556483027267668,1.669449081803,0.0222593210907067,0.1669449081803,17.3288814691152,5.74290484140234
"E02001367",9304,7780,19,30,6,102,1,7,860,499,83.6199484092863,0.204213241616509,0.32244196044712,0.0644883920894239,1.09630266552021,0.0107480653482373,0.0752364574376612,9.24333619948409,5.36328460877042
"E02001368",5847,4738,15,12,0,83,0,7,550,442,81.033008380366,0.256541816316059,0.205233453052848,0,1.41953138361553,0,0.119719514280828,9.40653326492218,7.55943218744655
"E02001369",7655,5880,28,44,4,178,8,15,962,536,76.8125408229915,0.365774003919007,0.574787720444154,0.0522534291312867,2.32527759634226,0.104506858262573,0.195950359242325,12.5669497060745,7.00195950359242
"E02001370",6186,4592,13,20,1,181,4,10,933,432,74.2321370837375,0.210151956029745,0.323310701584222,0.0161655350792111,2.92596184933721,0.0646621403168445,0.161655350792111,15.082444228904,6.9835111542192
"E02001371",7447,5777,9,20,3,34,2,10,1107,485,77.5748623606821,0.120854035181952,0.268564522626561,0.0402846783939842,0.456559688465154,0.0268564522626561,0.134282261313281,14.8650463273802,6.5126896736941
"E02001372",6221,5027,11,15,4,41,1,4,768,350,80.8069442211863,0.176820446873493,0.241118791191127,0.0642983443176338,0.659058029255747,0.0160745860794085,0.0642983443176338,12.3452821089857,5.62610512779296
"E02001373",9253,6862,23,18,17,171,3,19,1476,664,74.1597319788177,0.248568031989625,0.194531503296228,0.183724197557549,1.84804928131417,0.032421917216038,0.205338809034908,15.9515832702907,7.17605101048309
