"GeographyCode","KS603EW0001","KS603EW0002","KS603EW0003","KS603EW0004","KS603EW0005","KS603EW0006","KS603EW0007","KS603EW0008","KS603EW0009","KS603EW0010","KS603EW0011","KS603EW0012","KS603EW0013","KS603EW0014","KS603EW0015","KS603EW0016","KS603EW0017","KS603EW0018","KS603EW0019","KS603EW0020","KS603EW0021","KS603EW0022","KS603EW0023","KS603EW0024","KS603EW0025","KS603EW0026","KS603EW0027","KS603EW0028","KS603EW0029"
"E01006512",705,45,112,11,13,86,19,334,40,22,23,3,0,3,5,6.38297872340426,15.886524822695,1.56028368794326,1.84397163120567,12.1985815602837,2.69503546099291,47.3758865248227,5.67375886524823,3.12056737588652,3.26241134751773,0.425531914893617,0,0.425531914893617,0.709219858156028
"E01006513",1436,57,168,21,21,394,14,714,7,24,16,11,0,8,8,3.96935933147632,11.6991643454039,1.46239554317549,1.46239554317549,27.4373259052925,0.974930362116992,49.7214484679666,0.487465181058496,1.67130919220056,1.1142061281337,0.766016713091922,0,0.557103064066852,0.557103064066852
"E01006514",860,75,155,34,24,196,40,262,22,34,18,4,6,2,6,8.72093023255814,18.0232558139535,3.95348837209302,2.7906976744186,22.7906976744186,4.65116279069767,30.4651162790698,2.55813953488372,3.95348837209302,2.09302325581395,0.465116279069767,0.697674418604651,0.232558139534884,0.697674418604651
"E01006515",457,76,127,11,23,28,60,32,39,35,26,5,2,6,9,16.6301969365427,27.7899343544858,2.40700218818381,5.0328227571116,6.12691466083151,13.1291028446389,7.00218818380744,8.53391684901532,7.65864332603939,5.68927789934355,1.09409190371991,0.437636761487965,1.31291028446389,1.96936542669584
"E01006518",610,117,140,9,34,25,87,36,45,85,32,6,10,9,18,19.1803278688525,22.9508196721311,1.47540983606557,5.57377049180328,4.0983606557377,14.2622950819672,5.9016393442623,7.37704918032787,13.9344262295082,5.24590163934426,0.983606557377049,1.63934426229508,1.47540983606557,2.95081967213115
"E01006519",501,108,179,30,14,18,101,25,14,7,5,5,5,1,5,21.5568862275449,35.7285429141717,5.98802395209581,2.79441117764471,3.59281437125748,20.1596806387226,4.99001996007984,2.79441117764471,1.39720558882236,0.998003992015968,0.998003992015968,0.998003992015968,0.199600798403194,0.998003992015968
"E01006520",656,61,365,43,28,36,47,23,12,33,8,4,6,2,13,9.29878048780488,55.640243902439,6.55487804878049,4.26829268292683,5.48780487804878,7.16463414634146,3.50609756097561,1.82926829268293,5.03048780487805,1.21951219512195,0.609756097560976,0.914634146341463,0.304878048780488,1.98170731707317
"E01006521",581,71,216,52,19,29,84,45,29,28,8,3,4,2,7,12.2203098106713,37.1772805507745,8.95008605851979,3.27022375215146,4.99139414802065,14.4578313253012,7.74526678141136,4.99139414802065,4.81927710843374,1.37693631669535,0.516351118760757,0.688468158347676,0.344234079173838,1.20481927710843
"E01006522",660,50,333,39,33,37,30,43,25,50,20,7,4,2,8,7.57575757575758,50.4545454545455,5.90909090909091,5,5.60606060606061,4.54545454545455,6.51515151515152,3.78787878787879,7.57575757575758,3.03030303030303,1.06060606060606,0.606060606060606,0.303030303030303,1.21212121212121
"E01006523",618,76,281,30,35,13,49,36,34,48,16,5,7,2,11,12.2977346278317,45.4692556634304,4.85436893203883,5.66343042071197,2.10355987055016,7.92880258899676,5.8252427184466,5.50161812297735,7.76699029126214,2.58899676375405,0.809061488673139,1.13268608414239,0.323624595469256,1.77993527508091
"E01006524",1034,56,171,33,5,178,72,473,22,16,8,1,1,1,2,5.41586073500967,16.5377176015474,3.19148936170213,0.483558994197292,17.2147001934236,6.96324951644101,45.7446808510638,2.12765957446809,1.54738878143133,0.773694390715667,0.0967117988394584,0.0967117988394584,0.0967117988394584,0.193423597678917
"E01006525",458,100,149,33,12,20,85,28,16,12,3,4,6,2,4,21.8340611353712,32.5327510917031,7.20524017467249,2.62008733624454,4.36681222707424,18.5589519650655,6.11353711790393,3.49344978165939,2.62008733624454,0.655021834061135,0.873362445414847,1.31004366812227,0.436681222707424,0.873362445414847
"E01006526",514,90,206,36,10,21,83,19,17,21,11,3,1,1,2,17.5097276264591,40.0778210116732,7.00389105058366,1.94552529182879,4.08560311284047,16.147859922179,3.69649805447471,3.30739299610895,4.08560311284047,2.14007782101167,0.583657587548638,0.194552529182879,0.194552529182879,0.389105058365759
"E01006527",592,108,192,18,18,41,107,56,19,22,11,6,3,1,7,18.2432432432432,32.4324324324324,3.04054054054054,3.04054054054054,6.92567567567568,18.0743243243243,9.45945945945946,3.20945945945946,3.71621621621622,1.85810810810811,1.01351351351351,0.506756756756757,0.168918918918919,1.18243243243243
