"GeographyCode","KS602EW0001","KS602EW0002","KS602EW0003","KS602EW0004","KS602EW0005","KS602EW0006","KS602EW0007","KS602EW0008","KS602EW0009","KS602EW0010","KS602EW0011","KS602EW0012","KS602EW0013","KS602EW0014","KS602EW0015","KS602EW0016","KS602EW0017","KS602EW0018","KS602EW0019","KS602EW0020","KS602EW0021","KS602EW0022","KS602EW0023","KS602EW0024","KS602EW0025","KS602EW0026","KS602EW0027","KS602EW0028","KS602EW0029"
"E01006512",961,42,171,32,46,87,13,488,9,59,14,8,4,11,17,4.37044745057232,17.7939646201873,3.32986472424558,4.78668054110302,9.05306971904266,1.35275754422477,50.780437044745,0.936524453694069,6.13943808532778,1.45681581685744,0.832466181061394,0.416233090530697,1.14464099895942,1.76899063475546
"E01006513",1417,35,246,72,22,276,11,705,1,34,15,1,3,2,8,2.47000705716302,17.3606210303458,5.08115737473536,1.55257586450247,19.4777699364855,0.776287932251235,49.7529992942837,0.0705716302046577,2.39943542695836,1.05857445306987,0.0705716302046577,0.211714890613973,0.141143260409315,0.564573041637262
"E01006514",1095,71,245,78,97,154,55,263,3,94,35,18,15,23,42,6.48401826484018,22.3744292237443,7.12328767123288,8.85844748858448,14.0639269406393,5.02283105022831,24.0182648401826,0.273972602739726,8.58447488584475,3.19634703196347,1.64383561643836,1.36986301369863,2.10045662100457,3.83561643835616
"E01006515",464,31,167,36,38,20,44,43,7,61,17,7,4,7,10,6.68103448275862,35.9913793103448,7.75862068965517,8.18965517241379,4.31034482758621,9.48275862068965,9.26724137931035,1.50862068965517,13.1465517241379,3.66379310344828,1.50862068965517,0.862068965517241,1.50862068965517,2.1551724137931
"E01006518",619,57,177,37,56,17,80,46,11,103,35,14,12,12,21,9.20840064620355,28.59450726979,5.97738287560582,9.04684975767367,2.74636510500808,12.924071082391,7.4313408723748,1.77705977382876,16.6397415185784,5.65428109854604,2.26171243941842,1.93861066235864,1.93861066235864,3.39256865912763
"E01006519",448,24,218,60,11,14,62,38,0,17,4,6,1,3,2,5.35714285714286,48.6607142857143,13.3928571428571,2.45535714285714,3.125,13.8392857142857,8.48214285714286,0,3.79464285714286,0.892857142857143,1.33928571428571,0.223214285714286,0.669642857142857,0.446428571428571
"E01006520",867,51,396,86,81,27,67,42,4,96,17,7,20,12,35,5.88235294117647,45.6747404844291,9.91926182237601,9.34256055363322,3.11418685121107,7.7277970011534,4.84429065743945,0.461361014994233,11.0726643598616,1.96078431372549,0.807381776239908,2.30680507497117,1.3840830449827,4.03690888119954
"E01006521",675,41,308,71,50,20,82,23,0,54,26,9,4,3,27,6.07407407407407,45.6296296296296,10.5185185185185,7.40740740740741,2.96296296296296,12.1481481481481,3.40740740740741,0,8,3.85185185185185,1.33333333333333,0.592592592592593,0.444444444444444,4
"E01006522",904,58,411,82,90,28,45,31,11,129,19,6,8,9,48,6.41592920353982,45.4646017699115,9.07079646017699,9.95575221238938,3.09734513274336,4.97787610619469,3.42920353982301,1.21681415929204,14.2699115044248,2.10176991150442,0.663716814159292,0.884955752212389,0.995575221238938,5.30973451327434
"E01006523",624,45,281,73,48,20,50,33,4,61,9,3,11,8,22,7.21153846153846,45.0320512820513,11.6987179487179,7.69230769230769,3.2051282051282,8.01282051282051,5.28846153846154,0.641025641025641,9.77564102564103,1.44230769230769,0.480769230769231,1.76282051282051,1.28205128205128,3.52564102564103
"E01006524",999,24,232,71,14,146,60,427,1,19,5,3,4,4,3,2.4024024024024,23.2232232232232,7.10710710710711,1.4014014014014,14.6146146146146,6.00600600600601,42.7427427427427,0.1001001001001,1.9019019019019,0.500500500500501,0.3003003003003,0.4004004004004,0.4004004004004,0.3003003003003
"E01006525",484,29,236,54,23,23,66,32,4,13,4,6,6,4,9,5.99173553719008,48.7603305785124,11.1570247933884,4.75206611570248,4.75206611570248,13.6363636363636,6.61157024793388,0.826446280991736,2.68595041322314,0.826446280991736,1.2396694214876,1.2396694214876,0.826446280991736,1.8595041322314
"E01006526",515,37,232,68,35,25,58,16,2,34,8,6,7,1,16,7.18446601941748,45.0485436893204,13.2038834951456,6.79611650485437,4.85436893203883,11.2621359223301,3.10679611650485,0.388349514563107,6.60194174757282,1.55339805825243,1.16504854368932,1.35922330097087,0.194174757281553,3.10679611650485
"E01006527",511,30,210,48,36,35,71,52,2,17,10,15,8,8,16,5.87084148727984,41.0958904109589,9.39334637964775,7.04500978473581,6.84931506849315,13.894324853229,10.1761252446184,0.391389432485323,3.32681017612524,1.95694716242661,2.93542074363992,1.56555772994129,1.56555772994129,3.13111545988258
