"GeographyCode","QS202EW0001","QS202EW0002","QS202EW0003","QS202EW0004","QS202EW0005","QS202EW0006"
"E02001347",3204,980,2104,45,62,13
"E02001348",3148,1041,2001,27,60,19
"E02001349",3422,1155,2146,27,65,29
"E02001350",3417,1227,2082,43,53,12
"E02001351",3515,1175,2235,47,45,13
"E02001352",3046,1217,1727,27,39,36
"E02001353",2959,704,2111,39,84,21
"E02001354",3312,1124,2081,41,55,11
"E02001355",3108,1252,1783,29,36,8
"E02001356",2364,761,1526,33,39,5
"E02001357",2858,839,1913,51,44,11
"E02001358",3450,1491,1871,45,37,6
"E02001359",2328,647,1585,26,55,15
"E02001360",4130,1818,2184,57,50,21
"E02001361",3388,1207,2088,36,46,11
"E02001362",3161,1034,2024,37,47,19
"E02001363",3481,1271,2088,60,49,13
"E02001364",2532,1148,1266,61,38,19
"E02001365",4059,1622,2248,77,75,37
"E02001366",4081,1608,2266,66,103,38
"E02001367",3939,1205,2571,30,107,26
"E02001368",2918,1327,1483,44,46,18
"E02001369",3877,1767,1897,67,81,65
"E02001370",3153,1597,1405,81,51,19
"E02001371",3076,935,1986,63,79,13
"E02001372",2728,1060,1555,45,59,9
"E02001373",4089,1529,2344,84,96,36
"E02001374",4105,2151,1656,94,113,91
"E02001375",3202,1191,1868,44,83,16
"E02001376",3789,1447,1960,142,117,123
"E02001377",4063,1938,1673,99,84,269
"E02001378",3557,1410,1910,74,130,33
"E02001380",3117,877,2065,31,126,18
"E02001381",4312,1764,2011,164,185,188
"E02001382",2782,628,2022,31,85,16
"E02001383",4260,2689,1089,166,142,174
"E02001384",3941,1241,1891,147,117,545
"E02001385",3631,1676,1332,310,172,141
"E02001386",3572,1483,1933,68,76,12
"E02001387",3162,836,2017,52,185,72
"E02001388",4170,1979,1704,83,151,253
"E02001389",3740,2417,965,83,175,100
"E02001390",4094,1702,1977,214,123,78
"E02001391",2481,734,1628,45,57,17
"E02001392",2556,790,1642,17,98,9
"E02001393",2845,687,1958,32,157,11
"E02001394",4290,2206,1673,71,200,140
"E02001395",2612,779,1631,43,118,41
"E02001396",3918,1584,2025,85,140,84
"E02001397",3848,1751,1928,44,107,18
"E02001398",3595,1550,1679,74,176,116
"E02001399",2866,739,1925,41,142,19
"E02001400",2839,977,1677,66,106,13
"E02001401",3395,1047,2202,42,80,24
"E02001402",3762,1343,2137,47,192,43
"E02001403",2841,1196,1501,57,63,24
"E02001404",3155,1081,1922,60,67,25
"E02001405",4154,1412,2536,109,73,24
"E02006932",3201,1806,1028,18,114,235
"E02006933",3135,1596,1255,43,117,124
"E02006934",2782,1525,994,8,142,113
