"GeographyCode","QS409EW0001","QS409EW0002","QS409EW0003","QS409EW0004","QS409EW0005"
"E01006512",799,546,222,22,9
"E01006513",909,539,344,9,17
"E01006514",1115,818,281,5,11
"E01006515",641,460,167,12,2
"E01006518",835,618,198,14,5
"E01006519",514,425,87,2,0
"E01006520",1182,981,193,2,6
"E01006521",928,751,168,4,5
"E01006522",1094,852,231,3,8
"E01006523",830,665,160,2,3
"E01006524",583,476,103,1,3
"E01006525",486,390,95,1,0
"E01006526",654,532,116,6,0
"E01006527",638,499,139,0,0
"E01006528",613,473,136,3,1
"E01006529",559,433,123,1,2
"E01006530",616,492,120,4,0
"E01006531",674,550,123,0,1
"E01006532",617,521,94,2,0
"E01006533",614,505,108,0,1
"E01006534",649,479,163,6,1
"E01006535",656,499,153,4,0
"E01006536",815,635,175,4,1
"E01006537",964,669,283,12,0
"E01006538",527,382,144,1,0
"E01006539",601,520,79,2,0
"E01006540",771,579,176,12,4
"E01006541",803,623,175,3,2
"E01006542",583,448,135,0,0
"E01006543",509,347,159,3,0
"E01006544",738,520,207,10,1
"E01006545",646,465,175,6,0
"E01006546",583,436,139,7,1
"E01006547",718,546,161,8,3
"E01006548",759,557,185,10,7
"E01006549",949,746,186,6,11
"E01006550",483,258,219,6,0
"E01006551",751,631,117,1,2
"E01006552",869,578,249,28,14
"E01006553",642,411,225,5,1
"E01006554",649,445,193,8,3
"E01006556",1016,771,205,27,13
"E01006557",635,317,306,11,1
"E01006558",739,587,147,4,1
"E01006560",996,753,220,18,5
"E01006562",714,525,170,17,2
"E01006563",908,669,225,12,2
"E01006564",800,565,222,10,3
"E01006565",638,450,178,10,0
"E01006566",577,396,173,6,2
"E01006567",892,726,163,1,2
"E01006568",629,437,189,3,0
"E01006569",613,450,155,6,2
"E01006570",595,446,145,2,2
"E01006571",612,419,184,7,2
"E01006572",501,321,174,6,0
"E01006573",778,611,162,5,0
"E01006574",612,411,195,5,1
"E01006575",578,442,134,2,0
"E01006576",713,527,185,1,0
"E01006577",597,458,138,1,0
"E01006578",554,395,152,6,1
"E01006579",618,462,149,6,1
"E01006580",515,402,110,2,1
"E01006581",607,456,148,2,1
"E01006582",585,432,153,0,0
"E01006583",467,377,87,3,0
"E01006584",611,472,137,2,0
"E01006585",641,484,144,10,3
"E01006586",921,701,217,3,0
"E01006587",717,524,187,6,0
"E01006588",702,562,136,3,1
"E01006589",599,438,159,2,0
"E01006590",701,526,174,1,0
"E01006591",671,523,143,3,2
