"GeographyCode","QS416EW0001","QS416EW0002","QS416EW0003","QS416EW0004","QS416EW0005","QS416EW0006","QS416EW0007"
"E02001347",3204,1218,1376,526,71,13,2693
"E02001348",3148,1192,1460,428,57,11,2549
"E02001349",3422,1171,1571,567,99,14,3064
"E02001350",3417,1531,1325,486,65,10,2535
"E02001351",3515,1694,1365,378,63,15,2382
"E02001352",3046,1656,1053,295,33,9,1779
"E02001353",2959,481,1413,893,145,27,3754
"E02001354",3312,1519,1332,400,50,11,2327
"E02001355",3108,1572,1198,301,30,7,1918
"E02001356",2364,1299,845,192,16,12,1329
"E02001357",2858,1424,1145,244,41,4,1774
"E02001358",3450,2109,1143,174,20,4,1583
"E02001359",2328,636,961,559,134,38,2641
"E02001360",4130,2717,1165,216,27,5,1698
"E02001361",3388,1622,1328,371,52,15,2289
"E02001362",3161,1222,1336,501,92,10,2655
"E02001363",3481,1741,1325,357,45,13,2245
"E02001364",2532,1693,709,113,16,1,987
"E02001365",4059,2364,1361,293,36,5,2091
"E02001366",4081,1938,1599,471,64,9,2773
"E02001367",3939,982,1746,988,170,53,4459
"E02001368",2918,1911,876,116,8,7,1167
"E02001369",3877,2339,1282,221,29,6,1853
"E02001370",3153,2221,797,114,19,2,1090
"E02001371",3076,1395,1224,398,51,8,2212
"E02001372",2728,1128,1057,446,81,16,2260
"E02001373",4089,1863,1701,451,57,17,2846
"E02001374",4105,2527,1237,281,40,20,2012
"E02001375",3202,1554,1279,317,43,9,2078
"E02001376",3789,2476,1126,164,16,7,1544
"E02001377",4063,2770,1045,201,39,8,1597
"E02001378",3557,1498,1485,485,71,18,2742
"E02001380",3117,707,1455,803,127,25,3554
"E02001381",4312,2379,1577,295,55,6,2361
"E02001382",2782,413,1304,891,138,36,3653
"E02001383",4260,2988,1086,162,11,13,1507
"E02001384",3941,1976,1411,398,121,35,2727
"E02001385",3631,2488,978,137,24,4,1344
"E02001386",3572,1854,1329,330,49,10,2177
"E02001387",3162,567,1377,1003,168,47,4086
"E02001388",4170,1847,1618,573,100,32,3203
"E02001389",3740,2076,1357,264,29,14,2048
"E02001390",4094,2669,1200,203,21,1,1673
"E02001391",2481,1152,974,304,42,9,1749
"E02001392",2556,409,1172,776,164,35,3363
"E02001393",2845,262,1048,1177,277,81,4587
"E02001394",4290,1632,1881,668,80,29,3658
"E02001395",2612,614,1229,645,95,29,2927
"E02001396",3918,1777,1661,419,50,11,2700
"E02001397",3848,1313,1644,747,114,30,3617
"E02001398",3595,1346,1481,630,111,27,3184
"E02001399",2866,470,1314,839,207,36,3763
"E02001400",2839,943,1267,511,99,19,2670
"E02001401",3395,850,1573,770,165,37,3761
"E02001402",3762,826,1757,973,156,50,4398
"E02001403",2841,1332,1162,302,32,13,1945
"E02001404",3155,1483,1311,308,48,5,2095
"E02001405",4154,2282,1522,297,43,10,2291
"E02006932",3201,2343,729,109,10,10,1029
"E02006933",3135,1429,1364,303,30,9,2113
"E02006934",2782,1391,1129,247,12,3,1672
