"GeographyCode","KS401EW0001","KS401EW0002","KS401EW0003","KS401EW0004","KS401EW0005","KS401EW0006","KS401EW0007","KS401EW0008","KS401EW0009","KS401EW0010","KS401EW0011","KS401EW0012","KS401EW0013","KS401EW0014","KS401EW0015","KS401EW0016","KS401EW0017","KS401EW0018","KS401EW0019","KS401EW0020","KS401EW0021","KS401EW0022","KS401EW0023","KS401EW0024","KS401EW0025","KS401EW0026"
"E01006512",814,807,2,5,899,799,100,25,101,42,658,63,6,4,99.1400491400491,0.245700245700246,0.614250614250614,88.8765294771969,11.1234705228031,2.78086763070078,11.2347052280311,4.67185761957731,73.1924360400445,7.00778642936596,0.667408231368187,0.444938820912125
"E01006513",956,945,4,7,998,909,89,10,30,112,628,131,87,0,98.8493723849372,0.418410041841004,0.732217573221757,91.0821643286573,8.91783567134269,1.00200400801603,3.0060120240481,11.2224448897796,62.9258517034068,13.12625250501,8.71743486973948,0
"E01006514",1109,1085,9,15,1194,1115,79,13,31,136,541,466,7,0,97.8358881875563,0.811541929666366,1.35256988277728,93.3835845896147,6.61641541038526,1.08877721943049,2.5963149078727,11.3902847571189,45.3098827470687,39.0284757118928,0.586264656616415,0
"E01006515",665,665,0,0,665,641,24,25,80,128,389,37,6,0,100,0,0,96.390977443609,3.60902255639098,3.7593984962406,12.0300751879699,19.2481203007519,58.4962406015038,5.56390977443609,0.902255639097744,0
"E01006518",864,864,0,0,864,835,29,48,198,363,227,4,24,0,100,0,0,96.6435185185185,3.35648148148148,5.55555555555556,22.9166666666667,42.0138888888889,26.2731481481481,0.462962962962963,2.77777777777778,0
"E01006519",540,540,0,0,540,514,26,55,310,149,5,12,9,0,100,0,0,95.1851851851852,4.81481481481481,10.1851851851852,57.4074074074074,27.5925925925926,0.925925925925926,2.22222222222222,1.66666666666667,0
"E01006520",1194,1186,0,8,1227,1182,45,21,33,12,540,619,2,0,99.3299832495812,0,0.670016750418761,96.3325183374083,3.66748166259169,1.71149144254279,2.68948655256724,0.97799511002445,44.0097799511002,50.4482477587612,0.162999185004075,0
"E01006521",978,977,0,1,994,928,66,79,68,68,519,213,47,0,99.8977505112474,0,0.102249488752556,93.3601609657948,6.63983903420523,7.9476861167002,6.841046277666,6.841046277666,52.2132796780684,21.4285714285714,4.72837022132797,0
"E01006522",1098,1089,1,8,1137,1094,43,15,19,45,428,612,18,0,99.1803278688525,0.0910746812386157,0.728597449908925,96.2181178540018,3.78188214599824,1.31926121372032,1.67106420404573,3.95778364116095,37.6429199648197,53.8258575197889,1.58311345646438,0
"E01006523",849,844,0,5,882,830,52,17,29,296,266,263,10,1,99.4110718492344,0,0.588928150765607,94.1043083900227,5.89569160997732,1.92743764172336,3.28798185941043,33.5600907029478,30.1587301587302,29.8185941043084,1.13378684807256,0.113378684807256
"E01006524",608,604,1,3,623,583,40,83,51,63,348,75,3,0,99.3421052631579,0.164473684210526,0.493421052631579,93.5794542536116,6.42054574638844,13.322632423756,8.18619582664527,10.1123595505618,55.8587479935794,12.0385232744783,0.481540930979133,0
"E01006525",499,499,0,0,499,486,13,24,369,75,24,5,2,0,100,0,0,97.3947895791583,2.60521042084168,4.80961923847695,73.9478957915832,15.0300601202405,4.80961923847695,1.00200400801603,0.400801603206413,0
"E01006526",675,675,0,0,675,654,21,24,204,316,124,6,1,0,100,0,0,96.8888888888889,3.11111111111111,3.55555555555556,30.2222222222222,46.8148148148148,18.3703703703704,0.888888888888889,0.148148148148148,0
"E01006527",670,670,0,0,670,638,32,94,105,313,139,18,1,0,100,0,0,95.2238805970149,4.77611940298508,14.0298507462687,15.6716417910448,46.7164179104478,20.7462686567164,2.6865671641791,0.149253731343284,0
"E01006528",636,633,1,2,644,613,31,83,24,389,81,58,9,0,99.5283018867924,0.157232704402516,0.314465408805031,95.1863354037267,4.81366459627329,12.888198757764,3.72670807453416,60.4037267080745,12.5776397515528,9.00621118012422,1.39751552795031,0
"E01006529",570,570,0,0,570,559,11,19,52,455,6,17,21,0,100,0,0,98.0701754385965,1.92982456140351,3.33333333333333,9.12280701754386,79.8245614035088,1.05263157894737,2.98245614035088,3.68421052631579,0
"E01006530",632,632,0,0,632,616,16,14,562,23,23,1,9,0,100,0,0,97.4683544303797,2.53164556962025,2.21518987341772,88.9240506329114,3.63924050632911,3.63924050632911,0.158227848101266,1.42405063291139,0
"E01006531",692,692,0,0,692,674,18,47,545,6,91,1,2,0,100,0,0,97.3988439306358,2.60115606936416,6.79190751445087,78.757225433526,0.867052023121387,13.150289017341,0.144508670520231,0.289017341040462,0
"E01006532",635,635,0,0,635,617,18,244,330,17,39,5,0,0,100,0,0,97.1653543307087,2.83464566929134,38.4251968503937,51.9685039370079,2.67716535433071,6.14173228346457,0.78740157480315,0,0
"E01006533",630,630,0,0,630,614,16,133,248,109,130,9,1,0,100,0,0,97.4603174603175,2.53968253968254,21.1111111111111,39.3650793650794,17.3015873015873,20.6349206349206,1.42857142857143,0.158730158730159,0
"E01006534",673,673,0,0,673,649,24,128,304,99,132,10,0,0,100,0,0,96.4338781575037,3.56612184249629,19.0193164933135,45.1708766716196,14.7102526002972,19.6136701337296,1.48588410104012,0,0
"E01006535",678,678,0,0,678,656,22,22,384,213,42,12,5,0,100,0,0,96.7551622418879,3.24483775811209,3.24483775811209,56.6371681415929,31.4159292035398,6.19469026548673,1.76991150442478,0.737463126843658,0
"E01006536",849,849,0,0,849,815,34,19,426,273,125,6,0,0,100,0,0,95.9952885747939,4.00471142520612,2.2379269729093,50.1766784452297,32.1554770318021,14.7232037691402,0.706713780918728,0,0
"E01006537",1005,1005,0,0,1005,964,41,97,530,122,249,3,3,1,100,0,0,95.9203980099502,4.07960199004975,9.65174129353234,52.7363184079602,12.1393034825871,24.7761194029851,0.298507462686567,0.298507462686567,0.099502487562189
"E01006538",538,538,0,0,538,527,11,85,319,116,2,6,10,0,100,0,0,97.9553903345725,2.04460966542751,15.7992565055762,59.2936802973978,21.5613382899628,0.371747211895911,1.11524163568773,1.85873605947955,0
"E01006539",626,626,0,0,626,601,25,184,256,38,127,16,5,0,100,0,0,96.0063897763578,3.99361022364217,29.3929712460064,40.8945686900958,6.0702875399361,20.2875399361022,2.55591054313099,0.798722044728434,0
"E01006540",817,817,0,0,817,771,46,37,62,526,108,62,22,0,100,0,0,94.3696450428397,5.63035495716034,4.52876376988984,7.58873929008568,64.3818849449204,13.219094247246,7.58873929008568,2.69277845777234,0
"E01006541",827,827,0,0,827,803,24,14,130,447,223,6,7,0,100,0,0,97.0979443772672,2.90205562273277,1.69286577992745,15.7194679564692,54.0507859733978,26.9649334945586,0.725513905683192,0.846432889963724,0
"E01006542",624,618,3,3,633,583,50,14,28,422,74,93,1,1,99.0384615384615,0.480769230769231,0.480769230769231,92.1011058451817,7.89889415481833,2.21169036334913,4.42338072669826,66.6666666666667,11.6903633491311,14.6919431279621,0.157977883096367,0.157977883096367
"E01006543",519,519,0,0,519,509,10,10,476,27,3,0,3,0,100,0,0,98.0732177263969,1.92678227360308,1.92678227360308,91.7148362235068,5.20231213872832,0.578034682080925,0,0.578034682080925,0
"E01006544",766,766,0,0,766,738,28,23,225,505,10,1,2,0,100,0,0,96.3446475195823,3.65535248041775,3.00261096605744,29.3733681462141,65.9268929503916,1.30548302872063,0.130548302872063,0.261096605744125,0
"E01006545",674,674,0,0,674,646,28,15,14,615,2,16,12,0,100,0,0,95.8456973293769,4.15430267062314,2.22551928783383,2.07715133531157,91.2462908011869,0.29673590504451,2.37388724035608,1.78041543026706,0
"E01006546",630,630,0,0,630,583,47,21,22,511,37,34,5,0,100,0,0,92.5396825396825,7.46031746031746,3.33333333333333,3.49206349206349,81.1111111111111,5.87301587301587,5.3968253968254,0.793650793650794,0
"E01006547",764,760,2,2,771,718,53,26,99,516,41,50,39,0,99.4764397905759,0.261780104712042,0.261780104712042,93.1258106355383,6.87418936446174,3.37224383916991,12.84046692607,66.9260700389105,5.3177691309987,6.48508430609598,5.05836575875486,0
"E01006548",779,774,3,2,787,759,28,15,24,687,26,35,0,0,99.3581514762516,0.385109114249037,0.256739409499358,96.4421855146125,3.55781448538755,1.90597204574333,3.04955527318933,87.2935196950445,3.30368487928844,4.44726810673443,0,0
"E01006549",945,919,5,21,1041,949,92,13,120,35,315,554,3,1,97.2486772486773,0.529100529100529,2.22222222222222,91.1623439000961,8.83765609990394,1.24879923150817,11.5273775216138,3.36215177713737,30.2593659942363,53.2180595581172,0.288184438040346,0.0960614793467819
"E01006550",512,512,0,0,512,483,29,6,17,378,40,33,38,0,100,0,0,94.3359375,5.6640625,1.171875,3.3203125,73.828125,7.8125,6.4453125,7.421875,0
"E01006551",770,769,1,0,771,751,20,17,22,18,556,156,1,1,99.8701298701299,0.12987012987013,0,97.4059662775616,2.59403372243839,2.20492866407263,2.85343709468223,2.33463035019455,72.1141374837873,20.2334630350195,0.12970168612192,0.12970168612192
"E01006552",917,913,1,3,927,869,58,47,138,362,214,147,18,1,99.5637949836423,0.109051254089422,0.327153762268266,93.7432578209277,6.25674217907228,5.07011866235167,14.8867313915858,39.0507011866235,23.0852211434736,15.8576051779935,1.94174757281553,0.107874865156419
"E01006553",679,679,0,0,679,642,37,10,25,544,9,54,37,0,100,0,0,94.5508100147275,5.44918998527246,1.47275405007364,3.68188512518409,80.1178203240059,1.32547864506627,7.95287187039764,5.44918998527246,0
"E01006554",667,661,1,5,690,649,41,12,93,219,90,261,15,0,99.1004497751124,0.149925037481259,0.749625187406297,94.0579710144928,5.94202898550725,1.73913043478261,13.4782608695652,31.7391304347826,13.0434782608696,37.8260869565217,2.17391304347826,0
"E01006556",1082,1081,1,0,1083,1016,67,68,226,472,179,96,39,3,99.9075785582255,0.0924214417744917,0,93.8134810710988,6.1865189289012,6.27885503231764,20.8679593721145,43.5826408125577,16.528162511542,8.86426592797784,3.601108033241,0.277008310249307
"E01006557",666,666,0,0,666,635,31,16,38,454,84,31,43,0,100,0,0,95.3453453453454,4.65465465465465,2.4024024024024,5.70570570570571,68.1681681681682,12.6126126126126,4.65465465465465,6.45645645645646,0
"E01006558",795,794,0,1,797,739,58,22,67,661,29,16,2,0,99.874213836478,0,0.125786163522013,92.7227101631117,7.27728983688833,2.7603513174404,8.40652446675031,82.9360100376412,3.63864491844417,2.00752823086575,0.250941028858218,0
"E01006560",997,996,0,1,999,996,3,61,272,281,374,8,3,0,99.8996990972919,0,0.100300902708124,99.6996996996997,0.3003003003003,6.10610610610611,27.2272272272272,28.1281281281281,37.4374374374374,0.800800800800801,0.3003003003003,0
"E01006562",756,756,0,0,756,714,42,23,62,612,26,18,12,3,100,0,0,94.4444444444444,5.55555555555556,3.04232804232804,8.2010582010582,80.9523809523809,3.43915343915344,2.38095238095238,1.58730158730159,0.396825396825397
"E01006563",935,935,0,0,935,908,27,28,154,391,331,19,12,0,100,0,0,97.1122994652406,2.88770053475936,2.99465240641711,16.4705882352941,41.8181818181818,35.4010695187166,2.03208556149733,1.28342245989305,0
"E01006564",807,807,0,0,807,800,7,16,513,129,141,6,2,0,100,0,0,99.1325898389096,0.867410161090459,1.98265179677819,63.5687732342007,15.9851301115242,17.4721189591078,0.743494423791822,0.247831474597274,0
"E01006565",648,648,0,0,648,638,10,10,273,356,3,0,6,0,100,0,0,98.4567901234568,1.54320987654321,1.54320987654321,42.1296296296296,54.9382716049383,0.462962962962963,0,0.925925925925926,0
"E01006566",608,608,0,0,608,577,31,45,195,259,100,5,4,0,100,0,0,94.9013157894737,5.09868421052632,7.40131578947368,32.0723684210526,42.5986842105263,16.4473684210526,0.822368421052632,0.657894736842105,0
"E01006567",921,920,0,1,925,892,33,34,242,173,458,12,6,0,99.8914223669924,0,0.1085776330076,96.4324324324324,3.56756756756757,3.67567567567568,26.1621621621622,18.7027027027027,49.5135135135135,1.2972972972973,0.648648648648649,0
"E01006568",651,651,0,0,651,629,22,105,253,240,51,2,0,0,100,0,0,96.6205837173579,3.37941628264209,16.1290322580645,38.863287250384,36.8663594470046,7.83410138248848,0.307219662058372,0,0
"E01006569",632,632,0,0,632,613,19,16,258,292,56,3,7,0,100,0,0,96.9936708860759,3.00632911392405,2.53164556962025,40.8227848101266,46.2025316455696,8.86075949367089,0.474683544303797,1.10759493670886,0
"E01006570",615,615,0,0,615,595,20,91,390,55,41,15,23,0,100,0,0,96.7479674796748,3.2520325203252,14.7967479674797,63.4146341463415,8.94308943089431,6.66666666666667,2.4390243902439,3.73983739837398,0
"E01006571",624,624,0,0,624,612,12,20,136,420,41,1,6,0,100,0,0,98.0769230769231,1.92307692307692,3.2051282051282,21.7948717948718,67.3076923076923,6.57051282051282,0.16025641025641,0.961538461538462,0
"E01006572",517,517,0,0,517,501,16,17,104,388,7,0,1,0,100,0,0,96.9052224371373,3.09477756286267,3.28820116054159,20.1160541586073,75.0483558994197,1.35396518375242,0,0.193423597678917,0
"E01006573",813,813,0,0,813,778,35,6,44,593,142,12,16,0,100,0,0,95.6949569495695,4.3050430504305,0.738007380073801,5.41205412054121,72.939729397294,17.4661746617466,1.4760147601476,1.9680196801968,0
"E01006574",627,627,0,0,627,612,15,22,223,279,96,4,3,0,100,0,0,97.6076555023923,2.39234449760766,3.50877192982456,35.5661881977671,44.4976076555024,15.311004784689,0.637958532695375,0.478468899521531,0
"E01006575",591,591,0,0,591,578,13,24,344,153,50,15,5,0,100,0,0,97.8003384094755,2.19966159052453,4.06091370558376,58.2064297800338,25.8883248730964,8.46023688663283,2.53807106598985,0.846023688663283,0
"E01006576",724,724,0,0,724,713,11,69,605,9,25,12,4,0,100,0,0,98.4806629834254,1.51933701657459,9.53038674033149,83.5635359116022,1.24309392265193,3.45303867403315,1.65745856353591,0.552486187845304,0
"E01006577",605,605,0,0,605,597,8,13,351,220,15,6,0,0,100,0,0,98.6776859504132,1.32231404958678,2.14876033057851,58.0165289256198,36.3636363636364,2.47933884297521,0.991735537190083,0,0
