"GeographyCode","QS401EW0001","QS401EW0002","QS401EW0003","QS401EW0004","QS401EW0005","QS401EW0006","QS401EW0007","QS401EW0008","QS401EW0009","QS401EW0010","QS401EW0011","QS401EW0012"
"E00032987",198,198,100,6,15,79,98,93,5,0,0,0
"E00032988",298,292,62,0,10,52,230,45,184,1,0,6
"E00032989",333,308,57,2,5,50,251,79,172,0,0,25
"E00032990",326,291,43,0,3,40,248,109,138,1,0,35
"E00032991",320,313,54,3,10,41,259,57,202,0,0,7
"E00032992",240,227,99,6,3,90,128,97,31,0,0,13
"E00032993",282,282,49,2,13,34,233,194,39,0,0,0
"E00032994",111,111,82,7,45,30,29,29,0,0,0,0
"E00032995",268,268,214,18,13,183,54,54,0,0,0,0
"E00032996",417,417,409,45,259,105,8,8,0,0,0,0
"E00032997",211,211,153,17,10,126,58,33,2,23,0,0
"E00032998",337,337,280,20,100,160,57,57,0,0,0,0
"E00032999",359,351,54,7,20,27,297,172,124,1,0,8
"E00033000",177,177,124,19,21,84,53,51,2,0,0,0
"E00033002",227,227,96,9,48,39,131,131,0,0,0,0
"E00033004",252,252,135,3,70,62,117,117,0,0,0,0
"E00033005",336,336,277,21,191,65,59,51,5,3,0,0
"E00033006",271,271,266,1,5,260,5,5,0,0,0,0
"E00033007",317,317,259,33,155,71,58,48,0,10,0,0
"E00033008",345,345,338,23,204,111,7,6,0,1,0,0
"E00033012",149,149,6,0,2,4,143,84,20,39,0,0
"E00033013",202,202,64,8,54,2,138,138,0,0,0,0
"E00033015",209,209,45,0,7,38,161,156,4,1,3,0
"E00033016",448,421,250,51,187,12,169,162,7,0,2,27
"E00033018",140,140,58,0,9,49,82,73,9,0,0,0
"E00033019",350,350,101,7,14,80,249,184,65,0,0,0
"E00033020",231,220,67,1,9,57,153,77,76,0,0,11
"E00033021",262,262,113,15,38,60,149,135,5,9,0,0
"E00033023",298,295,147,18,12,117,148,57,91,0,0,3
"E00033024",178,178,79,10,42,27,99,95,4,0,0,0
"E00033025",265,265,261,0,9,252,4,3,1,0,0,0
"E00033026",219,219,214,34,110,70,5,3,2,0,0,0
"E00033027",366,358,138,14,59,65,220,159,26,35,0,8
"E00033029",240,240,205,4,9,192,35,1,9,25,0,0
