"GeographyCode","QS114EW0001","QS114EW0002","QS114EW0003","QS114EW0004","QS114EW0005","QS114EW0006","QS114EW0007","QS114EW0008","QS114EW0009","QS114EW0010","QS114EW0011","QS114EW0012"
"E02001347",7628,980,370,610,6648,662,658,1606,992,342,965,1423
"E02001348",7222,1041,360,681,6181,695,620,1326,990,347,701,1502
"E02001349",7943,1155,350,805,6788,558,594,1608,1094,331,862,1741
"E02001350",7714,1227,505,722,6487,817,606,1418,1020,415,887,1324
"E02001351",8141,1175,444,731,6966,1076,620,1258,936,338,972,1766
"E02001352",6620,1217,340,877,5403,788,478,1064,846,270,667,1290
"E02001353",7526,704,227,477,6822,575,494,1731,1128,366,1021,1507
"E02001354",7611,1124,408,716,6487,958,688,1094,900,413,821,1613
"E02001355",6660,1252,441,811,5408,710,544,922,858,216,760,1398
"E02001356",5584,761,296,465,4823,889,388,1006,626,350,642,922
"E02001357",6955,839,390,449,6116,861,700,907,722,413,956,1557
"E02001358",7041,1491,352,1139,5550,984,536,1062,906,280,535,1247
"E02001359",5740,647,262,385,5093,303,580,996,750,216,810,1438
"E02001360",8289,1818,488,1330,6471,1011,632,1093,1294,284,659,1498
"E02001361",7618,1207,465,742,6411,773,758,1023,952,303,918,1684
"E02001362",7401,1034,548,486,6367,456,848,1093,862,224,1039,1845
"E02001363",7788,1271,449,822,6517,1093,578,1314,936,405,826,1365
"E02001364",5203,1148,298,850,4055,677,314,669,636,262,593,904
"E02001365",8950,1622,397,1225,7328,1320,560,1404,984,456,910,1694
"E02001366",8912,1608,421,1187,7304,902,752,1196,1198,373,1070,1813
"E02001367",9296,1205,558,647,8091,413,1144,1783,1230,420,945,2156
"E02001368",5771,1327,511,816,4444,761,508,644,856,125,522,1028
"E02001369",7637,1767,517,1250,5870,670,634,782,1340,181,756,1507
"E02001370",6155,1597,582,1015,4558,829,558,717,522,233,635,1064
"E02001371",7347,935,340,595,6412,964,490,1560,954,507,789,1148
"E02001372",6014,1060,417,643,4954,466,554,939,734,265,654,1342
"E02001373",9210,1529,474,1055,7681,909,684,1511,1158,386,1229,1804
"E02001374",8051,2151,320,1831,5900,756,390,989,1084,249,834,1598
"E02001375",7100,1191,523,668,5909,604,688,1184,930,377,757,1369
"E02001376",8445,1447,358,1089,6998,1015,594,1170,1038,498,764,1919
"E02001377",8525,1938,430,1508,6587,488,330,892,1294,199,577,2807
"E02001378",7733,1410,448,962,6323,633,598,1233,1120,327,905,1507
"E02001380",7519,877,442,435,6642,300,832,1599,1038,309,902,1662
"E02001381",9280,1764,427,1337,7516,1007,464,1205,1492,494,711,2143
"E02001382",7093,628,303,325,6465,238,754,1641,982,330,857,1663
"E02001383",7125,2689,353,2336,4436,530,194,620,1370,208,462,1052
"E02001384",10739,1241,359,882,9498,547,342,706,1252,291,628,5732
"E02001385",8106,1676,344,1332,6430,1156,344,1117,864,862,1144,943
"E02001386",7518,1483,698,785,6035,721,828,967,926,295,843,1455
"E02001387",7955,836,411,425,7119,230,796,1567,1092,403,1019,2012
"E02001388",8802,1979,251,1728,6823,292,416,989,1368,236,486,3036
"E02001389",5919,2417,317,2100,3502,383,128,527,1396,118,276,674
"E02001390",8689,1702,465,1237,6987,1099,676,1239,1184,484,925,1380
"E02001391",5887,734,329,405,5153,645,614,897,748,287,754,1208
"E02001392",5699,790,428,362,4909,166,1082,939,748,194,507,1273
"E02001393",7203,687,404,283,6516,80,1012,1348,908,475,894,1799
"E02001394",8158,2206,512,1694,5952,327,562,1086,1620,188,479,1690
"E02001395",6056,779,365,414,5277,209,662,1162,1026,241,567,1410
"E02001396",7973,1584,408,1176,6389,717,532,1064,1702,217,611,1546
"E02001397",7606,1751,749,1002,5855,406,950,1130,1136,275,581,1377
"E02001398",7286,1550,452,1098,5736,341,558,1026,1474,232,495,1610
"E02001399",7188,739,416,323,6449,231,882,1359,858,337,871,1911
"E02001400",6525,977,404,573,5548,373,650,992,886,239,885,1523
"E02001401",7813,1047,525,522,6766,412,1102,1297,1054,267,795,1839
"E02001402",8241,1343,493,850,6898,316,876,1640,1366,416,586,1698
"E02001403",6010,1196,304,892,4814,670,442,910,818,334,520,1120
"E02001404",7229,1081,392,689,6148,874,534,1277,978,331,860,1294
"E02001405",9574,1412,471,941,8162,1653,656,1491,1140,492,1105,1625
"E02006932",5312,1806,91,1715,3506,102,58,167,1962,8,74,1135
"E02006933",5383,1596,145,1451,3787,288,214,443,1832,91,181,738
"E02006934",4367,1525,63,1462,2842,86,34,292,1952,16,65,397
