"GeographyCode","QS101EW0001","QS101EW0002","QS101EW0003","QS101EW0004"
"E00032987",198,198,0,0
"E00032988",348,298,50,0
"E00032989",333,333,0,0
"E00032990",330,326,4,0
"E00032991",320,320,0,0
"E00032992",240,240,0,0
"E00032993",282,282,0,0
"E00032994",111,111,0,0
"E00032995",268,268,0,0
"E00032996",417,417,0,0
"E00032997",211,211,0,0
"E00032998",337,337,0,0
"E00032999",359,359,0,0
"E00033000",177,177,0,0
"E00033002",227,227,0,0
"E00033004",252,252,0,0
"E00033005",402,336,66,0
"E00033006",271,271,0,0
"E00033007",317,317,0,0
"E00033008",345,345,0,0
"E00033012",149,149,0,0
"E00033013",202,202,0,0
"E00033015",209,209,0,0
"E00033016",597,448,149,0
"E00033018",270,140,130,0
"E00033019",350,350,0,0
"E00033020",231,231,0,0
"E00033021",262,262,0,0
"E00033023",433,298,135,0
"E00033024",178,178,0,0
"E00033025",265,265,0,0
"E00033026",219,219,0,0
"E00033027",393,366,27,0
"E00033029",240,240,0,0
"E00033030",321,240,81,0
"E00033031",309,309,0,0
"E00033032",347,347,0,0
"E00033033",288,288,0,0
"E00033034",313,313,0,0
"E00033035",359,324,35,0
"E00033036",191,191,0,0
"E00033037",314,276,38,0
"E00033038",166,166,0,0
"E00033040",270,270,0,0
"E00033041",262,262,0,0
"E00033042",239,239,0,0
"E00033043",252,252,0,0
"E00033044",239,239,0,0
"E00033045",215,215,0,0
"E00033046",180,180,0,0
"E00033047",328,282,46,0
"E00033048",252,252,0,0
"E00033049",372,372,0,0
"E00033050",227,227,0,0
"E00033051",308,308,0,0
"E00033052",379,377,2,0
"E00033053",278,278,0,0
"E00033054",158,158,0,0
"E00033055",244,244,0,0
"E00033056",278,278,0,0
"E00033057",292,292,0,0
"E00033059",307,307,0,0
"E00033060",204,204,0,0
"E00033061",235,235,0,0
"E00033062",264,264,0,0
"E00033063",259,259,0,0
"E00033064",235,235,0,0
"E00033065",293,293,0,0
"E00033066",242,242,0,0
"E00033067",279,279,0,0
"E00033068",327,327,0,0
"E00033069",248,248,0,0
"E00033070",279,263,16,0
"E00033071",275,261,14,0
"E00033072",304,275,29,0
"E00033073",257,253,4,0
"E00033074",299,283,16,0
"E00033075",254,237,17,0
"E00033076",397,302,95,0
"E00033077",292,292,0,0
"E00033078",329,272,57,0
"E00033079",230,230,0,0
"E00033080",197,197,0,0
"E00033081",220,220,0,0
"E00033082",312,312,0,0
"E00033083",336,336,0,0
"E00033084",325,325,0,0
"E00033085",321,321,0,0
"E00033086",249,249,0,0
"E00033087",397,397,0,0
"E00033088",239,239,0,0
"E00033089",302,302,0,0
"E00033090",376,376,0,0
"E00033091",306,306,0,0
"E00033092",307,307,0,0
"E00033093",372,372,0,0
"E00033094",328,328,0,0
"E00033095",443,414,29,0
"E00033096",262,259,3,0
"E00033097",263,263,0,0
"E00033098",277,274,3,0
"E00033099",163,163,0,0
"E00033100",297,297,0,0
"E00033101",212,212,0,0
