"GeographyCode","QS106EW0001","QS106EW0002","QS106EW0003","QS106EW0004"
"E02001347",7653,7488,118,47
"E02001348",7222,7048,139,35
"E02001349",7966,7780,139,47
"E02001350",7856,7689,124,43
"E02001351",8894,8673,192,29
"E02001352",7416,7173,205,38
"E02001353",7572,7405,113,54
"E02001354",7613,7475,128,10
"E02001355",6664,6538,107,19
"E02001356",5584,5487,77,20
"E02001357",6982,6866,97,19
"E02001358",7069,6935,111,23
"E02001359",5751,5619,88,44
"E02001360",8358,8183,132,43
"E02001361",7618,7516,91,11
"E02001362",7401,7299,81,21
"E02001363",7788,7634,129,25
"E02001364",5311,5189,111,11
"E02001365",9049,8731,255,63
"E02001366",8985,8774,183,28
"E02001367",9304,9049,191,64
"E02001368",5847,5727,93,27
"E02001369",7655,7279,269,107
"E02001370",6186,6083,74,29
"E02001371",7447,7326,85,36
"E02001372",6221,6098,97,26
"E02001373",9253,9007,194,52
"E02001374",8199,7685,390,124
"E02001375",7195,7088,95,12
"E02001376",8469,7813,518,138
"E02001377",11467,7165,3154,1148
"E02001378",7972,7720,196,56
"E02001380",7526,7365,121,40
"E02001381",9286,8251,918,117
"E02001382",7098,6899,157,42
"E02001383",7501,6034,1165,302
"E02001384",10762,6455,4109,198
"E02001385",8157,7785,261,111
"E02001386",7545,7397,127,21
"E02001387",8025,7525,404,96
"E02001388",8860,6360,2332,168
"E02001389",6232,5688,438,106
"E02001390",8756,8409,272,75
"E02001391",5970,5877,67,26
"E02001392",5717,5492,142,83
"E02001393",7753,6925,638,190
"E02001394",10143,7651,2273,219
"E02001395",6056,5807,187,62
"E02001396",8035,7621,348,66
"E02001397",7631,7370,176,85
"E02001398",7758,6935,693,130
"E02001399",7276,6952,284,40
"E02001400",6614,6474,111,29
"E02001401",7872,7610,158,104
"E02001402",8384,7953,280,151
"E02001403",6035,5896,108,31
"E02001404",7260,7127,110,23
"E02001405",9609,9435,139,35
"E02006932",9949,4575,4319,1055
"E02006933",5436,4528,597,311
"E02006934",5202,3673,1145,384
