"GeographyCode","QS102EW0001","QS102EW0002","QS102EW0003"
"E02001347",7653,226.67,33.7627387832532
"E02001348",7222,105.76,68.2866868381241
"E02001349",7966,124,64.241935483871
"E02001350",7856,289.22,27.1627135052901
"E02001351",8894,304.32,29.2258149316509
"E02001352",7416,106.15,69.8634008478568
"E02001353",7572,236.14,32.065723723215
"E02001354",7613,166.69,45.6716059751635
"E02001355",6664,134.41,49.5796443716985
"E02001356",5584,127.42,43.8235755768325
"E02001357",6982,110.12,63.4035597529967
"E02001358",7069,59.71,118.388879584659
"E02001359",5751,290.16,19.8200992555831
"E02001360",8358,240.25,34.7887617065557
"E02001361",7618,151.43,50.307072574787
"E02001362",7401,135.49,54.6239574876375
"E02001363",7788,155.8,49.987163029525
"E02001364",5311,103.18,51.4731537119597
"E02001365",9049,87.67,103.216607733546
"E02001366",8985,152.33,58.9837852031773
"E02001367",9304,247.09,37.6542960055041
"E02001368",5847,342.4,17.0765186915888
"E02001369",7655,204.65,37.4053261666259
"E02001370",6186,111.08,55.6895930860641
"E02001371",7447,92.93,80.1355859248897
"E02001372",6221,176.28,35.2904470161107
"E02001373",9253,163.44,56.6140479686735
"E02001374",8199,232.45,35.2721015272102
"E02001375",7195,92.59,77.7081758289232
"E02001376",8469,87.42,96.8771448181194
"E02001377",11467,174.46,65.7285337613206
"E02001378",7972,135.01,59.0474779645952
"E02001380",7526,153.06,49.1702600287469
"E02001381",9286,129.67,71.6125549471736
"E02001382",7098,130.99,54.1873425452325
"E02001383",7501,109.92,68.240538573508
"E02001384",10762,98.13,109.670844797717
"E02001385",8157,94.39,86.4180527598263
"E02001386",7545,184,41.0054347826087
"E02001387",8025,162.51,49.3815765183681
"E02001388",8860,124.41,71.2161401816574
"E02001389",6232,110.51,56.3930865984979
"E02001390",8756,124.99,70.0536042883431
"E02001391",5970,263.3,22.6737561716673
"E02001392",5717,174.2,32.8185993111366
"E02001393",7753,345.74,22.4243651298664
"E02001394",10143,224.8,45.1201067615658
"E02001395",6056,128.44,47.1504204297727
"E02001396",8035,149.16,53.8683293108072
"E02001397",7631,137.92,55.3291763341067
"E02001398",7758,228.62,33.934039016709
"E02001399",7276,144.55,50.3355240401245
"E02001400",6614,315.43,20.9682021367657
"E02001401",7872,308.8,25.4922279792746
"E02001402",8384,253.42,33.0834188304001
"E02001403",6035,176.86,34.1230351690603
"E02001404",7260,889.62,8.16078775207392
"E02001405",9609,213.4,45.0281162136832
"E02006932",9949,147.73,67.3458336153794
"E02006933",5436,162.67,33.4173480051638
"E02006934",5202,130.39,39.8956975228162
