"GeographyCode","KS105EW0001","KS105EW0002","KS105EW0003","KS105EW0004","KS105EW0005","KS105EW0006","KS105EW0007","KS105EW0008","KS105EW0009","KS105EW0010","KS105EW0011","KS105EW0012","KS105EW0013","KS105EW0014","KS105EW0015","KS105EW0016","KS105EW0017","KS105EW0018","KS105EW0019","KS105EW0020","KS105EW0021","KS105EW0022","KS105EW0023","KS105EW0024","KS105EW0025","KS105EW0026","KS105EW0027","KS105EW0028","KS105EW0029","KS105EW0030","KS105EW0031"
"E01006512",799,28,403,1,35,67,4,59,5,0,39,6,9,84,0,59,3.50438047559449,50.4380475594493,0.125156445556946,4.38047559449312,8.3854818523154,0.500625782227785,7.38423028785982,0.625782227784731,0,4.8811013767209,0.750938673341677,1.12640801001252,10.5131414267835,0,7.38423028785982
"E01006513",909,30,437,2,38,11,4,97,9,1,18,10,5,142,2,103,3.3003300330033,48.0748074807481,0.22002200220022,4.18041804180418,1.21012101210121,0.44004400440044,10.6710671067107,0.99009900990099,0.11001100110011,1.98019801980198,1.1001100110011,0.55005500550055,15.6215621562156,0.22002200220022,11.3311331133113
"E01006514",1115,72,675,6,41,34,5,86,8,4,31,14,7,60,2,70,6.45739910313901,60.5381165919283,0.538116591928251,3.67713004484305,3.04932735426009,0.448430493273543,7.71300448430493,0.717488789237668,0.358744394618834,2.78026905829596,1.25560538116592,0.62780269058296,5.38116591928251,0.179372197309417,6.2780269058296
"E01006515",641,91,222,26,28,27,18,32,14,5,61,32,18,20,1,46,14.1965678627145,34.6333853354134,4.05616224648986,4.36817472698908,4.21216848673947,2.80811232449298,4.99219968798752,2.18408736349454,0.78003120124805,9.51638065522621,4.99219968798752,2.80811232449298,3.1201248049922,0.15600624024961,7.17628705148206
"E01006518",835,139,250,35,42,45,27,28,18,5,105,60,26,3,1,51,16.6467065868263,29.940119760479,4.19161676646707,5.02994011976048,5.38922155688623,3.23353293413174,3.35329341317365,2.15568862275449,0.598802395209581,12.5748502994012,7.18562874251497,3.11377245508982,0.359281437125749,0.119760479041916,6.10778443113772
"E01006519",514,66,62,40,69,114,48,20,19,2,22,20,11,1,7,13,12.84046692607,12.0622568093385,7.78210116731517,13.4241245136187,22.1789883268482,9.33852140077821,3.89105058365759,3.69649805447471,0.389105058365759,4.28015564202335,3.89105058365759,2.14007782101167,0.194552529182879,1.36186770428016,2.52918287937743
"E01006520",1182,140,665,13,48,30,2,155,16,0,20,10,2,8,1,72,11.844331641286,56.2605752961083,1.09983079526227,4.06091370558376,2.53807106598985,0.169204737732657,13.1133671742809,1.35363790186125,0,1.69204737732657,0.846023688663283,0.169204737732657,0.676818950930626,0.0846023688663283,6.09137055837564
"E01006521",928,173,312,61,78,37,24,64,16,3,48,28,11,7,4,62,18.6422413793103,33.6206896551724,6.57327586206897,8.4051724137931,3.98706896551724,2.58620689655172,6.89655172413793,1.72413793103448,0.323275862068966,5.17241379310345,3.01724137931034,1.18534482758621,0.754310344827586,0.431034482758621,6.68103448275862
"E01006522",1094,58,617,6,40,24,6,130,16,1,57,10,9,13,1,106,5.30164533820841,56.3985374771481,0.548446069469835,3.6563071297989,2.19378427787934,0.548446069469835,11.8829981718464,1.46252285191956,0.0914076782449726,5.21023765996344,0.914076782449726,0.822669104204753,1.18829981718464,0.0914076782449726,9.68921389396709
"E01006523",830,78,370,15,52,42,16,69,16,0,39,30,8,8,3,84,9.39759036144578,44.578313253012,1.80722891566265,6.26506024096386,5.06024096385542,1.92771084337349,8.31325301204819,1.92771084337349,0,4.69879518072289,3.6144578313253,0.963855421686747,0.963855421686747,0.36144578313253,10.1204819277108
"E01006524",583,72,201,45,55,49,15,53,11,0,24,12,8,4,2,32,12.3499142367067,34.4768439108062,7.71869639794168,9.43396226415094,8.40480274442539,2.57289879931389,9.09090909090909,1.88679245283019,0,4.11663807890223,2.05831903945112,1.37221269296741,0.686106346483705,0.343053173241852,5.48885077186964
"E01006525",486,61,48,50,56,90,57,22,16,3,14,26,9,5,2,27,12.5514403292181,9.87654320987654,10.2880658436214,11.522633744856,18.5185185185185,11.7283950617284,4.52674897119342,3.29218106995885,0.617283950617284,2.88065843621399,5.34979423868313,1.85185185185185,1.02880658436214,0.411522633744856,5.55555555555556
"E01006526",654,81,206,48,65,66,33,37,33,1,34,16,5,2,2,25,12.3853211009174,31.4984709480122,7.3394495412844,9.9388379204893,10.0917431192661,5.04587155963303,5.65749235474006,5.04587155963303,0.152905198776758,5.19877675840979,2.44648318042813,0.764525993883792,0.305810397553517,0.305810397553517,3.82262996941896
"E01006527",638,112,133,60,51,78,47,31,20,2,42,20,11,6,2,23,17.5548589341693,20.846394984326,9.40438871473354,7.99373040752351,12.2257053291536,7.36677115987461,4.858934169279,3.13479623824451,0.313479623824451,6.58307210031348,3.13479623824451,1.72413793103448,0.940438871473354,0.313479623824451,3.60501567398119
"E01006528",613,45,169,20,57,70,30,47,26,1,35,16,16,26,0,55,7.34094616639478,27.5693311582382,3.2626427406199,9.29853181076672,11.4192495921697,4.89396411092985,7.66721044045677,4.24143556280587,0.163132137030995,5.70962479608483,2.61011419249592,2.61011419249592,4.24143556280587,0,8.97226753670473
"E01006529",559,58,122,26,63,81,40,33,33,3,21,24,21,4,0,30,10.3756708407871,21.824686940966,4.65116279069767,11.2701252236136,14.4901610017889,7.15563506261181,5.90339892665474,5.90339892665474,0.536672629695885,3.7567084078712,4.29338103756708,3.7567084078712,0.715563506261181,0,5.36672629695885
"E01006530",616,109,63,88,74,92,62,14,23,1,28,38,8,0,4,12,17.6948051948052,10.2272727272727,14.2857142857143,12.012987012987,14.9350649350649,10.0649350649351,2.27272727272727,3.73376623376623,0.162337662337662,4.54545454545455,6.16883116883117,1.2987012987013,0,0.649350649350649,1.94805194805195
"E01006531",674,171,56,130,70,83,59,17,14,5,21,20,8,1,4,15,25.3709198813056,8.30860534124629,19.2878338278932,10.3857566765579,12.3145400593472,8.75370919881306,2.52225519287834,2.07715133531157,0.741839762611276,3.11572700296736,2.9673590504451,1.18694362017804,0.148367952522255,0.593471810089021,2.22551928783383
"E01006532",617,97,52,90,98,140,58,5,13,3,19,19,10,0,2,11,15.7212317666126,8.42787682333874,14.5867098865478,15.8833063209076,22.6904376012966,9.40032414910859,0.810372771474878,2.10696920583468,0.486223662884927,3.07941653160454,3.07941653160454,1.62074554294976,0,0.324149108589951,1.78282009724473
"E01006533",614,116,124,55,62,80,60,22,9,5,26,28,17,0,0,10,18.8925081433225,20.1954397394137,8.95765472312704,10.0977198697068,13.0293159609121,9.77198697068404,3.58306188925081,1.46579804560261,0.814332247557003,4.23452768729642,4.56026058631922,2.76872964169381,0,0,1.62866449511401
"E01006534",649,89,135,40,51,106,56,15,12,4,61,34,23,0,2,21,13.713405238829,20.8012326656394,6.1633281972265,7.85824345146379,16.3328197226502,8.6286594761171,2.31124807395994,1.84899845916795,0.61633281972265,9.39907550077042,5.23882896764253,3.54391371340524,0,0.308166409861325,3.23574730354391
"E01006535",656,105,100,40,59,100,55,20,20,2,58,53,15,0,2,27,16.0060975609756,15.2439024390244,6.09756097560976,8.99390243902439,15.2439024390244,8.38414634146342,3.04878048780488,3.04878048780488,0.304878048780488,8.84146341463415,8.07926829268293,2.28658536585366,0,0.304878048780488,4.11585365853659
"E01006536",815,103,169,51,78,77,47,29,36,4,88,75,28,0,4,26,12.638036809816,20.7361963190184,6.25766871165644,9.57055214723926,9.4478527607362,5.76687116564417,3.55828220858896,4.41717791411043,0.49079754601227,10.7975460122699,9.20245398773006,3.43558282208589,0,0.49079754601227,3.19018404907975
