"GeographyCode","QS102EW0001","QS102EW0002","QS102EW0003"
"E01006512",1880,28.41,66.1738824357621
"E01006513",2941,55.92,52.5929899856938
"E01006514",2108,26.23,80.3659931376287
"E01006515",1208,36.51,33.0868255272528
"E01006518",1696,23.39,72.5096194955109
"E01006519",1286,50.79,25.3199448710376
"E01006520",1706,26.16,65.2140672782875
"E01006521",1660,60.6,27.3927392739274
"E01006522",1731,47.05,36.7906482465462
"E01006523",1508,16.37,92.1197312156384
"E01006524",2431,47.01,51.7124016166773
"E01006525",1209,42.07,28.7378179225101
"E01006526",1404,49.63,28.28934112432
"E01006527",1454,33.35,43.5982008995502
"E01006528",1461,70.35,20.7675906183369
"E01006529",1304,10.02,130.139720558882
"E01006530",1431,23.54,60.7901444350043
"E01006531",1458,43.21,33.7421893080305
"E01006532",1557,93.74,16.6097717089823
"E01006533",1408,92.15,15.2794357026587
"E01006534",1542,32.14,47.9775980087119
"E01006535",1639,181.63,9.02383967406266
"E01006536",1848,66.5,27.7894736842105
"E01006537",2257,107.56,20.9836370397917
"E01006538",1318,42.34,31.1289560699102
"E01006539",1437,85.53,16.8011224131884
"E01006540",1509,17.25,87.4782608695652
"E01006541",1593,68.19,23.3611966564012
"E01006542",1397,54.06,25.8416574176841
"E01006543",1247,14.88,83.8037634408602
"E01006544",1658,14.94,110.977242302544
"E01006545",1512,9.37,161.36606189968
"E01006546",1319,11.08,119.043321299639
"E01006547",1490,15.31,97.3220117570216
"E01006548",1675,13.25,126.415094339623
"E01006549",1662,22.69,73.2481269281622
"E01006550",1595,10.34,154.255319148936
"E01006551",1581,56.1,28.1818181818182
"E01006552",2029,15.67,129.483088704531
"E01006553",1880,16.74,112.305854241338
"E01006554",1692,14.99,112.875250166778
"E01006556",2011,23.33,86.1980282897557
"E01006557",2054,17.59,116.770892552587
"E01006558",1357,10.6,128.018867924528
"E01006560",1860,38.81,47.9257923215666
"E01006562",1514,13.29,113.920240782543
"E01006563",1744,28.52,61.1500701262272
"E01006564",1721,30.35,56.7051070840198
"E01006565",1549,21.57,71.8127028280018
"E01006566",1506,18.38,81.936887921654
"E01006567",1655,59.09,28.0081232018954
"E01006568",1617,32.94,49.0892531876138
"E01006569",1429,34.9,40.945558739255
"E01006570",1479,43.92,33.6748633879781
"E01006571",1470,40.33,36.4492933300273
"E01006572",1207,13.82,87.3371924746744
"E01006573",1501,14.33,104.745289602233
"E01006574",1388,20.06,69.1924227318046
"E01006575",1294,25.64,50.4680187207488
"E01006576",1693,33.04,51.2409200968523
"E01006577",1503,37.73,39.8356745295521
"E01006578",1380,21.62,63.8297872340426
"E01006579",1643,27.28,60.2272727272727
"E01006580",1335,37.8,35.3174603174603
"E01006581",1559,23.56,66.1714770797963
"E01006582",1642,48.26,34.0240364691256
"E01006583",1758,74.43,23.6195082627973
"E01006584",1393,29.37,47.4293496765407
"E01006585",1354,23.58,57.4215436810857
"E01006586",1899,36.75,51.6734693877551
"E01006587",1624,28.52,56.9424964936886
"E01006588",1569,36.27,43.2588916459884
"E01006589",1518,28.42,53.4130893736805
"E01006590",1642,26.67,61.5673040869891
"E01006591",1633,18.63,87.6543209876543
"E01006592",1565,37.63,41.5891575870316
"E01006593",1541,18.17,84.8101265822785
"E01006594",1410,29.77,47.3631172321129
"E01006595",1745,19.41,89.9021123132406
"E01006596",1451,24.22,59.9091659785301
"E01006597",1667,29.57,56.3747040919851
"E01006598",1361,21.62,62.9509713228492
"E01006599",1121,20.12,55.7157057654075
"E01006600",1407,24.51,57.4051407588739
"E01006603",1410,27.01,52.2028878193262
"E01006604",1367,31.42,43.5073201782304
"E01006605",1531,28.25,54.1946902654867
"E01006606",1521,45.21,33.64299933643
"E01006607",1531,20.22,75.7171117705242
"E01006608",1215,29.87,40.6762638098427
"E01006609",1283,12.99,98.7682832948422
"E01006610",1397,17.72,78.8374717832957
"E01006611",1291,8.61,149.941927990708
"E01006612",1495,28.57,52.327616380819
"E01006613",1360,60.43,22.5053781234486
"E01006614",1322,7.94,166.498740554156
"E01006615",1302,15.02,86.6844207723036
"E01006616",1428,26.79,53.3034714445689
"E01006617",1421,37.4,37.9946524064171
"E01006618",1639,28.44,57.6300984528833
"E01006619",1599,38.34,41.7057902973396
"E01006620",1417,23.03,61.5284411636995
"E01006621",1468,65.01,22.5811413628672
"E01006622",1519,21.6,70.3240740740741
"E01006623",1462,47.1,31.0403397027601
"E01006624",1556,40.82,38.1185693287604
"E01006625",1416,21.95,64.5102505694761
"E01006626",1448,25.43,56.9406213134094
"E01006627",1378,111.73,12.3333034995077
"E01006628",1874,55.94,33.5001787629603
"E01006629",1255,25.36,49.48738170347
"E01006630",1338,32.98,40.5700424499697
"E01006632",1842,20.31,90.6942392909897
"E01006633",1432,21.19,67.579046720151
"E01006637",1596,23.12,69.0311418685121
"E01006638",1219,22.09,55.1833408782254
"E01006639",1509,40.59,37.1766444937177
"E01006640",1880,61.71,30.4650785934208
"E01006641",1740,18.53,93.9017808958446
"E01006642",1290,18.6,69.3548387096774
"E01006643",1822,21.92,83.1204379562044
"E01006644",2040,38.14,53.4871525957001
"E01006645",1424,31.86,44.6955430006277
"E01006646",1899,69.03,27.509778357236
"E01006647",1422,34.42,41.3131900058106
"E01006648",2175,66.46,32.7264520012037
"E01006651",1642,29.93,54.8613431339793
"E01006652",1505,23.81,63.2087358252835
"E01006653",1520,42.68,35.6138706654171
"E01006654",1513,63.68,23.7594221105528
"E01006655",1758,38.81,45.2976037103839
"E01006656",1493,25.69,58.1159984429739
"E01006657",1211,13.12,92.3018292682927
"E01006658",1300,17.19,75.6253635834788
"E01006659",1765,161.04,10.9600099354198
"E01006660",1433,98.06,14.6135019375892
"E01006661",1663,33.1,50.2416918429003
"E01006662",1775,89.27,19.8834994959113
"E01006663",1153,112.79,10.2225374589946
"E01006664",1795,31.57,56.8577763699715
"E01006665",1555,70.47,22.0661274301121
"E01006666",1504,23.46,64.1091219096334
"E01006667",1453,53.83,26.9923834293145
"E01006668",1534,23.38,65.6116338751069
"E01006669",1470,22.49,65.3623832814584
"E01006670",1526,65,23.4769230769231
"E01006671",1355,90.51,14.9707214672412
"E01006672",1955,36.59,53.4298988794753
"E01006673",1937,29.13,66.4950223137659
"E01006674",1885,20.66,91.2391093901258
"E01006675",1824,48.76,37.4077112387203
"E01006676",1753,14.88,117.809139784946
"E01006677",1040,12.9,80.6201550387597
"E01006678",2127,33.43,63.625486090338
"E01006679",2232,34.73,64.2672041462712
"E01006680",1569,44.54,35.2267624607095
"E01006681",1585,35.16,45.0796359499431
"E01006682",1310,21.61,60.6200832947709
"E01006683",1510,25.91,58.278656889232
"E01006684",2138,62.84,34.0229153405474
"E01006685",1484,29.11,50.9790450017176
"E01006686",1433,19.14,74.8693834900731
"E01006687",1952,85.59,22.8064026171282
"E01006688",1524,25.09,60.7413312076525
"E01006689",1651,42.74,38.6289190453907
"E01006690",1492,79.9,18.6733416770964
"E01006691",1503,18.92,79.4397463002114
"E01006692",2180,53.5,40.7476635514019
"E01006693",1511,30.89,48.9155066364519
"E01006694",1864,13.15,141.749049429658
"E01006695",1821,16.14,112.825278810409
"E01006696",1744,20.77,83.9672604718344
"E01006697",1845,12.79,144.253322908522
"E01006698",1716,13.51,127.017024426351
"E01006699",1594,19.64,81.1608961303462
"E01006700",1438,14.63,98.2911825017088
"E01006701",1380,25.01,55.1779288284686
"E01006702",1618,19.55,82.7621483375959
"E01006703",1561,25.73,60.6684803731053
"E01006705",1409,13.4,105.149253731343
"E01006706",1346,59,22.8135593220339
"E01006707",1323,62.87,21.0434229362176
"E01006708",1805,118.61,15.2179411516736
"E01006709",1438,24.13,59.5938665561542
"E01006710",1496,22.82,65.5565293602103
"E01006711",1538,62.76,24.5060548119822
"E01006712",1339,11.84,113.091216216216
"E01006713",1377,9.95,138.391959798995
"E01006716",1589,27.78,57.1994240460763
"E01006717",1436,15.64,91.8158567774936
"E01006718",1587,15.27,103.929273084479
"E01006719",1535,17.71,86.6741953698475
"E01006720",2108,53.47,39.4239760613428
"E01006721",1655,19.41,85.2653271509531
"E01006722",1793,10.3,174.077669902913
"E01006723",1875,12.4,151.209677419355
"E01006724",1790,28.09,63.7237451050196
"E01006725",1537,26.66,57.6519129782446
"E01006726",1565,9.07,172.546857772878
"E01006727",1441,9.65,149.326424870466
"E01006728",1623,10.91,148.762603116407
"E01006729",1400,17.01,82.3045267489712
"E01006730",1326,22.95,57.7777777777778
"E01006731",1196,17.26,69.2931633835458
"E01006732",1643,18.39,89.342033713975
"E01006734",1412,17,83.0588235294118
"E01006735",1309,18.01,72.681843420322
"E01006736",1460,26.52,55.052790346908
"E01006737",1435,18.07,79.4133923630327
"E01006738",1501,15.87,94.580970384373
"E01006739",1769,543.01,3.25776689195411
"E01006740",1280,91.93,13.92363755031
"E01006741",1815,157.09,11.5538863072124
"E01006742",1394,31.83,43.7951617970468
"E01006743",2175,173.65,12.5251943564642
"E01006744",1482,14.4,102.916666666667
"E01006745",1879,38.7,48.5529715762274
"E01006746",1513,21.79,69.4355208811381
"E01006747",3552,50.21,70.7428799044015
"E01006748",1936,16.17,119.727891156463
"E01006751",2572,47.69,53.9316418536381
"E01006752",1012,19.91,50.828729281768
"E01006753",1557,29.38,52.9952348536419
"E01006754",1627,47.04,34.5875850340136
"E01006755",1587,51.05,31.0871694417238
"E01006756",1820,33.09,55.0015110305228
"E01006757",1491,28.55,52.2241681260946
"E01006758",1527,24.29,62.8653766982297
"E01006759",1095,59.94,18.2682682682683
"E01006760",1611,22.97,70.1349586417066
"E01006761",1644,36.69,44.8078495502862
"E01006762",1692,26.63,63.5373638753286
"E01006763",1471,12,122.583333333333
"E01006764",1522,14.85,102.491582491582
"E01006765",1468,15.76,93.1472081218274
"E01006766",1266,12.81,98.8290398126464
"E01006767",1787,25.85,69.1295938104449
"E01006768",1359,27.82,48.8497483824587
"E01006769",1270,30.85,41.1669367909238
"E01006770",1002,22.88,43.7937062937063
