"GeographyCode","KS105EW0001","KS105EW0002","KS105EW0003","KS105EW0004","KS105EW0005","KS105EW0006","KS105EW0007","KS105EW0008","KS105EW0009","KS105EW0010","KS105EW0011","KS105EW0012","KS105EW0013","KS105EW0014","KS105EW0015","KS105EW0016","KS105EW0017","KS105EW0018","KS105EW0019","KS105EW0020","KS105EW0021","KS105EW0022","KS105EW0023","KS105EW0024","KS105EW0025","KS105EW0026","KS105EW0027","KS105EW0028","KS105EW0029","KS105EW0030","KS105EW0031"
"E02001347",3204,370,610,161,261,481,211,114,165,26,364,243,80,1,19,98,11.5480649188514,19.0387016229713,5.02496878901373,8.14606741573034,15.0124843945069,6.58551810237203,3.55805243445693,5.1498127340824,0.811485642946317,11.3607990012484,7.58426966292135,2.49687890137328,0.031210986267166,0.593008739076155,3.05867665418227
"E02001348",3148,360,681,172,266,376,240,156,156,20,366,171,68,3,13,100,11.43583227446,21.6327827191868,5.46378653113088,8.44980940279543,11.9440914866582,7.62388818297332,4.95552731893266,4.95552731893266,0.635324015247776,11.6264294790343,5.43202033036849,2.16010165184244,0.0952986022871665,0.412960609911055,3.17662007623888
"E02001349",3422,350,805,171,303,472,266,183,158,21,311,158,84,2,14,124,10.2279368790181,23.5242548217417,4.99707773232028,8.85447106954997,13.7931034482759,7.77323202805377,5.34774985388662,4.61718293395675,0.613676212741087,9.08825248392753,4.61718293395675,2.45470485096435,0.0584453535943892,0.409117475160725,3.62361192285213
"E02001350",3417,505,722,143,250,401,182,151,176,22,425,220,94,2,18,106,14.7790459467369,21.129645888206,4.1849575651156,7.31635937957272,11.7354404448347,5.32630962832894,4.41908106526193,5.1507170032192,0.6438396254024,12.4378109452736,6.438396254024,2.75095112671934,0.0585308750365818,0.526777875329236,3.10213637693884
"E02001351",3515,444,731,156,220,355,240,106,155,27,558,263,123,2,12,123,12.6315789473684,20.796586059744,4.43812233285917,6.25889046941678,10.099573257468,6.82788051209104,3.01564722617354,4.40967283072546,0.768136557610242,15.8748221906117,7.48221906116643,3.49928876244666,0.0568990042674253,0.341394025604552,3.49928876244666
"E02001352",3046,340,877,121,201,267,158,82,131,13,410,175,86,6,15,164,11.1621799080762,28.7918581746553,3.97242284963887,6.59881812212738,8.7655942219304,5.18713066316481,2.69205515430072,4.30072225869993,0.426789231779383,13.4602757715036,5.74523965856861,2.82337491792515,0.196979645436638,0.492449113591595,5.38411030860144
"E02001353",2959,227,477,149,355,617,231,159,133,13,308,122,85,0,4,79,7.67151064548834,16.1203109158499,5.03548496113552,11.9972963839135,20.8516390672524,7.80669144981413,5.37343697194998,4.49476174383238,0.439337614058804,10.4089219330855,4.12301453193647,2.87259209192295,0,0.135180804325786,2.66982088543427
"E02001354",3312,408,716,187,232,311,264,110,152,22,485,232,88,2,10,93,12.3188405797101,21.6183574879227,5.64613526570048,7.0048309178744,9.39009661835749,7.97101449275362,3.32125603864734,4.58937198067633,0.664251207729469,14.6437198067633,7.0048309178744,2.65700483091787,0.0603864734299517,0.301932367149758,2.80797101449275
"E02001355",3108,441,811,145,228,268,213,114,112,19,401,179,72,5,10,90,14.1891891891892,26.0939510939511,4.66537966537967,7.33590733590734,8.62290862290862,6.85328185328185,3.66795366795367,3.6036036036036,0.611325611325611,12.9021879021879,5.75933075933076,2.31660231660232,0.160875160875161,0.321750321750322,2.8957528957529
"E02001356",2364,296,465,113,143,211,149,70,160,22,443,157,73,0,5,57,12.5211505922166,19.6700507614213,4.78003384094755,6.04906937394247,8.92554991539763,6.30287648054146,2.96108291032149,6.76818950930626,0.930626057529611,18.7394247038917,6.64128595600677,3.08798646362098,0,0.211505922165821,2.41116751269036
