"GeographyCode","QS803EW0001","QS803EW0002","QS803EW0003","QS803EW0004","QS803EW0005","QS803EW0006"
"E02001347",7653,7187,29,67,241,129
"E02001348",7222,6975,24,26,83,114
"E02001349",7966,7674,29,35,54,174
"E02001350",7856,7350,78,106,168,154
"E02001351",8894,8435,59,86,168,146
"E02001352",7416,6954,91,105,121,145
"E02001353",7572,7205,30,41,100,196
"E02001354",7613,7366,16,63,66,102
"E02001355",6664,6432,34,42,56,100
"E02001356",5584,5269,29,106,99,81
"E02001357",6982,6766,31,44,72,69
"E02001358",7069,6802,32,60,58,117
"E02001359",5751,5416,29,30,64,212
"E02001360",8358,7815,83,146,175,139
"E02001361",7618,7428,25,38,55,72
"E02001362",7401,7232,8,30,26,105
"E02001363",7788,7305,39,138,175,131
"E02001364",5311,4954,68,84,100,105
"E02001365",9049,8338,111,172,218,210
"E02001366",8985,8394,75,126,166,224
"E02001367",9304,8960,31,50,64,199
"E02001368",5847,5493,55,77,88,134
"E02001369",7655,6896,170,200,239,150
"E02001370",6186,5609,107,132,163,175
"E02001371",7447,6908,26,64,248,201
"E02001372",6221,5943,36,39,71,132
"E02001373",9253,8660,72,126,157,238
"E02001374",8199,6562,328,357,521,431
"E02001375",7195,6871,18,45,132,129
"E02001376",8469,6279,439,520,800,431
"E02001377",11467,7541,2138,754,521,513
"E02001378",7972,7396,58,83,158,277
"E02001380",7526,7264,5,20,61,176
"E02001381",9286,7484,314,434,515,539
"E02001382",7098,6725,33,42,66,232
"E02001383",7501,5446,557,353,446,699
"E02001384",10762,9166,339,348,319,590
"E02001385",8157,4853,449,652,982,1221
"E02001386",7545,7285,12,29,55,164
"E02001387",8025,7500,62,61,89,313
"E02001388",8860,7987,235,162,136,340
"E02001389",6232,4873,215,246,358,540
"E02001390",8756,7444,143,268,453,448
"E02001391",5970,5799,13,18,38,102
"E02001392",5717,5371,14,22,54,256
"E02001393",7753,7116,90,39,89,419
"E02001394",10143,9096,220,172,224,431
"E02001395",6056,5724,39,38,44,211
"E02001396",8035,7331,126,176,164,238
"E02001397",7631,7279,23,39,73,217
"E02001398",7758,6996,110,108,172,372
"E02001399",7276,6938,21,30,33,254
"E02001400",6614,6204,38,29,89,254
"E02001401",7872,7426,84,62,87,213
"E02001402",8384,7801,51,89,111,332
"E02001403",6035,5649,95,82,80,129
"E02001404",7260,6935,59,86,68,112
"E02001405",9609,9034,117,175,150,133
"E02006932",9949,6911,1777,703,289,269
"E02006933",5436,4255,435,280,221,245
"E02006934",5202,3983,415,379,210,215
