"GeographyCode","KS205EW0001","KS205EW0002","KS205EW0003","KS205EW0004","KS205EW0005","KS205EW0006","KS205EW0007","KS205EW0008","KS205EW0009","KS205EW0010","KS205EW0011","KS205EW0012","KS205EW0013","KS205EW0014","KS205EW0015","KS205EW0016","KS205EW0017","KS205EW0018","KS205EW0019","KS205EW0020","KS205EW0021","KS205EW0022","KS205EW0023","KS205EW0024","KS205EW0025"
"E00032987",198,25,132,2,19,1,0,19,0,0,2,2,0,12.6262626262626,66.6666666666667,1.01010101010101,9.5959595959596,0.505050505050505,0,9.5959595959596,0,0,1.01010101010101,1.01010101010101,0
"E00032988",348,74,257,3,10,2,3,1,0,0,0,0,0,21.264367816092,73.8505747126437,0.862068965517241,2.8735632183908,0.574712643678161,0.862068965517241,0.28735632183908,0,0,0,0,0
"E00032989",333,56,252,3,4,1,7,11,1,0,0,0,0,16.8168168168168,75.6756756756757,0.900900900900901,1.2012012012012,0.3003003003003,2.1021021021021,3.3033033033033,0.3003003003003,0,0,0,0
"E00032990",330,46,243,4,5,0,11,19,2,0,0,6,0,13.9393939393939,73.6363636363636,1.21212121212121,1.51515151515152,0,3.33333333333333,5.75757575757576,0.606060606060606,0,0,1.81818181818182,0
"E00032991",320,44,245,5,13,0,10,3,2,0,1,1,0,13.75,76.5625,1.5625,4.0625,0,3.125,0.9375,0.625,0,0.3125,0.3125,0
"E00032992",240,34,177,2,10,0,6,11,1,0,0,0,0,14.1666666666667,73.75,0.833333333333333,4.16666666666667,0,2.5,4.58333333333333,0.416666666666667,0,0,0,0
"E00032993",282,19,213,10,10,4,5,21,4,0,1,1,0,6.73758865248227,75.531914893617,3.54609929078014,3.54609929078014,1.41843971631206,1.77304964539007,7.4468085106383,1.41843971631206,0,0.354609929078014,0.354609929078014,0
"E00032994",111,32,76,0,1,2,1,1,0,0,0,0,0,28.8288288288288,68.4684684684685,0,0.900900900900901,1.8018018018018,0.900900900900901,0.900900900900901,0,0,0,0,0
"E00032995",268,89,166,5,2,0,4,2,0,0,0,0,0,33.2089552238806,61.9402985074627,1.86567164179104,0.746268656716418,0,1.49253731343284,0.746268656716418,0,0,0,0,0
"E00032996",417,104,307,6,1,0,1,0,0,0,0,0,0,24.9400479616307,73.621103117506,1.43884892086331,0.239808153477218,0,0.239808153477218,0,0,0,0,0,0
"E00032997",211,36,153,2,4,0,10,4,1,0,1,0,0,17.0616113744076,72.5118483412322,0.947867298578199,1.8957345971564,0,4.739336492891,1.8957345971564,0.4739336492891,0,0.4739336492891,0,0
"E00032998",337,67,229,12,13,1,5,7,2,1,2,0,0,19.8813056379822,67.9525222551929,3.56083086053412,3.85756676557863,0.29673590504451,1.48367952522255,2.07715133531157,0.593471810089021,0.29673590504451,0.593471810089021,0,0
"E00032999",359,22,269,9,35,2,6,16,6,0,2,0,0,6.12813370473538,74.9303621169916,2.50696378830084,9.74930362116992,0.557103064066852,1.67130919220056,4.45682451253482,1.67130919220056,0,0.557103064066852,0,0
"E00033000",177,34,133,0,0,0,0,10,0,0,0,0,0,19.2090395480226,75.1412429378531,0,0,0,0,5.64971751412429,0,0,0,0,0
"E00033002",227,24,170,2,10,0,8,8,5,0,1,0,0,10.5726872246696,74.8898678414097,0.881057268722467,4.40528634361234,0,3.52422907488987,3.52422907488987,2.20264317180617,0,0.440528634361234,0,0
"E00033004",252,4,227,2,5,2,2,6,5,1,0,1,0,1.58730158730159,90.0793650793651,0.793650793650794,1.98412698412698,0.793650793650794,0.793650793650794,2.38095238095238,1.98412698412698,0.396825396825397,0,0.396825396825397,0
"E00033005",402,141,233,3,9,0,8,7,0,0,1,2,0,35.0746268656716,57.9601990049751,0.746268656716418,2.23880597014925,0,1.99004975124378,1.74129353233831,0,0,0.248756218905473,0.497512437810945,0
"E00033006",271,75,184,0,8,0,0,4,1,0,0,2,0,27.6752767527675,67.8966789667897,0,2.9520295202952,0,0,1.4760147601476,0.3690036900369,0,0,0.738007380073801,0
"E00033007",317,101,202,3,3,0,2,5,1,0,0,0,0,31.8611987381703,63.7223974763407,0.946372239747634,0.946372239747634,0,0.630914826498423,1.57728706624606,0.315457413249211,0,0,0,0
"E00033008",345,132,206,0,5,2,0,1,2,0,0,0,0,38.2608695652174,59.7101449275362,0,1.44927536231884,0.579710144927536,0,0.289855072463768,0.579710144927536,0,0,0,0
"E00033012",149,6,124,3,7,4,3,5,1,0,2,0,0,4.02684563758389,83.2214765100671,2.01342281879195,4.69798657718121,2.68456375838926,2.01342281879195,3.35570469798658,0.671140939597315,0,1.34228187919463,0,0
"E00033013",202,12,131,4,11,1,5,37,1,0,0,0,0,5.94059405940594,64.8514851485149,1.98019801980198,5.44554455445545,0.495049504950495,2.47524752475248,18.3168316831683,0.495049504950495,0,0,0,0
"E00033015",209,3,73,2,27,0,15,87,2,0,1,1,0,1.43540669856459,34.9282296650718,0.956937799043062,12.9186602870813,0,7.17703349282297,41.6267942583732,0.956937799043062,0,0.478468899521531,0.478468899521531,0
"E00033016",597,12,212,1,30,0,22,321,3,0,1,0,1,2.01005025125628,35.5108877721943,0.16750418760469,5.0251256281407,0,3.68509212730318,53.7688442211055,0.50251256281407,0,0.16750418760469,0,0.16750418760469
"E00033018",270,5,229,7,11,1,3,11,3,0,2,0,0,1.85185185185185,84.8148148148148,2.59259259259259,4.07407407407407,0.37037037037037,1.11111111111111,4.07407407407407,1.11111111111111,0,0.740740740740741,0,0
"E00033019",350,40,235,5,16,4,5,41,6,0,0,1,0,11.4285714285714,67.1428571428571,1.42857142857143,4.57142857142857,1.14285714285714,1.42857142857143,11.7142857142857,1.71428571428571,0,0,0.285714285714286,0
"E00033020",231,6,187,8,13,3,0,10,2,2,2,0,0,2.5974025974026,80.9523809523809,3.46320346320346,5.62770562770563,1.2987012987013,0,4.32900432900433,0.865800865800866,0.865800865800866,0.865800865800866,0,0
"E00033021",262,48,177,5,11,2,2,19,1,0,1,0,0,18.3206106870229,67.5572519083969,1.90839694656489,4.19847328244275,0.763358778625954,0.763358778625954,7.25190839694656,0.381679389312977,0,0.381679389312977,0,0
"E00033023",433,23,365,17,10,3,2,8,9,0,1,2,0,5.31177829099307,84.2956120092379,3.92609699769053,2.3094688221709,0.69284064665127,0.46189376443418,1.84757505773672,2.07852193995381,0,0.23094688221709,0.46189376443418,0
"E00033024",178,47,126,0,3,0,0,1,1,0,0,0,0,26.4044943820225,70.7865168539326,0,1.68539325842697,0,0,0.561797752808989,0.561797752808989,0,0,0,0
"E00033025",265,34,227,1,0,0,0,1,1,0,0,2,0,12.8301886792453,85.6603773584906,0.377358490566038,0,0,0,0.377358490566038,0.377358490566038,0,0,0.754716981132076,0
"E00033026",219,26,189,3,1,0,0,0,0,0,0,0,0,11.8721461187215,86.3013698630137,1.36986301369863,0.45662100456621,0,0,0,0,0,0,0,0
"E00033027",393,57,307,10,10,1,2,3,3,1,1,1,0,14.5038167938931,78.117048346056,2.54452926208651,2.54452926208651,0.254452926208651,0.508905852417303,0.763358778625954,0.763358778625954,0.254452926208651,0.254452926208651,0.254452926208651,0
"E00033029",240,24,209,3,3,0,0,2,2,0,0,1,0,10,87.0833333333333,1.25,1.25,0,0,0.833333333333333,0.833333333333333,0,0,0.416666666666667,0
"E00033030",321,13,299,4,5,0,0,7,4,0,0,2,0,4.04984423676012,93.1464174454829,1.24610591900312,1.55763239875389,0,0,2.18068535825545,1.24610591900312,0,0,0.623052959501558,0
"E00033031",309,20,275,11,1,0,2,2,0,0,1,0,0,6.47249190938511,88.9967637540453,3.55987055016181,0.323624595469256,0,0.647249190938511,0.647249190938511,0,0,0.323624595469256,0,0
"E00033032",347,30,289,9,18,1,1,4,2,0,1,1,0,8.64553314121038,83.2853025936599,2.59365994236311,5.18731988472623,0.288184438040346,0.288184438040346,1.15273775216138,0.576368876080692,0,0.288184438040346,0.288184438040346,0
"E00033033",288,31,231,5,11,0,1,4,2,0,4,6,0,10.7638888888889,80.2083333333333,1.73611111111111,3.81944444444444,0,0.347222222222222,1.38888888888889,0.694444444444444,0,1.38888888888889,2.08333333333333,0
"E00033034",313,16,272,10,15,0,0,1,0,0,0,1,0,5.11182108626198,86.9009584664537,3.19488817891374,4.79233226837061,0,0,0.319488817891374,0,0,0,0.319488817891374,0
"E00033035",359,55,290,2,12,0,0,1,3,0,0,3,0,15.3203342618384,80.7799442896936,0.557103064066852,3.34261838440111,0,0,0.278551532033426,0.835654596100279,0,0,0.835654596100279,0
"E00033036",191,23,153,6,5,0,4,2,0,0,0,1,0,12.0418848167539,80.1047120418848,3.1413612565445,2.61780104712042,0,2.09424083769634,1.04712041884817,0,0,0,0.523560209424084,0
"E00033037",314,57,237,1,6,0,1,11,1,0,0,0,0,18.1528662420382,75.4777070063694,0.318471337579618,1.91082802547771,0,0.318471337579618,3.5031847133758,0.318471337579618,0,0,0,0
"E00033038",166,23,122,2,12,0,0,5,2,0,0,1,1,13.855421686747,73.4939759036145,1.20481927710843,7.2289156626506,0,0,3.01204819277108,1.20481927710843,0,0,0.602409638554217,0.602409638554217
"E00033040",270,34,222,3,9,0,2,1,1,0,0,0,0,12.5925925925926,82.2222222222222,1.11111111111111,3.33333333333333,0,0.740740740740741,0.37037037037037,0.37037037037037,0,0,0,0
"E00033041",262,26,233,1,1,0,0,1,0,0,0,0,0,9.9236641221374,88.9312977099237,0.381679389312977,0.381679389312977,0,0,0.381679389312977,0,0,0,0,0
"E00033042",239,22,213,2,2,0,0,0,0,0,0,0,0,9.20502092050209,89.1213389121339,0.836820083682008,0.836820083682008,0,0,0,0,0,0,0,0
"E00033043",252,25,219,2,3,0,1,1,0,0,1,0,0,9.92063492063492,86.9047619047619,0.793650793650794,1.19047619047619,0,0.396825396825397,0.396825396825397,0,0,0.396825396825397,0,0
"E00033044",239,23,210,4,1,0,0,0,0,0,0,1,0,9.6234309623431,87.8661087866109,1.67364016736402,0.418410041841004,0,0,0,0,0,0,0.418410041841004,0
"E00033045",215,39,170,2,1,0,0,2,1,0,0,0,0,18.1395348837209,79.0697674418605,0.930232558139535,0.465116279069767,0,0,0.930232558139535,0.465116279069767,0,0,0,0
"E00033046",180,22,154,2,2,0,0,2,1,0,0,0,0,12.2222222222222,85.5555555555556,1.11111111111111,1.11111111111111,0,0,1.11111111111111,0.555555555555556,0,0,0,0
"E00033047",328,55,269,2,2,0,1,1,1,0,0,0,0,16.7682926829268,82.0121951219512,0.609756097560976,0.609756097560976,0,0.304878048780488,0.304878048780488,0.304878048780488,0,0,0,0
"E00033048",252,31,216,2,3,0,0,0,0,0,0,0,0,12.3015873015873,85.7142857142857,0.793650793650794,1.19047619047619,0,0,0,0,0,0,0,0
"E00033049",372,43,302,5,19,1,3,1,1,0,2,0,0,11.5591397849462,81.1827956989247,1.34408602150538,5.10752688172043,0.268817204301075,0.806451612903226,0.268817204301075,0.268817204301075,0,0.537634408602151,0,0
"E00033050",227,12,210,3,2,0,0,0,0,0,0,0,0,5.2863436123348,92.511013215859,1.3215859030837,0.881057268722467,0,0,0,0,0,0,0,0
"E00033051",308,20,265,11,9,0,5,1,3,0,1,2,0,6.49350649350649,86.038961038961,3.57142857142857,2.92207792207792,0,1.62337662337662,0.324675324675325,0.974025974025974,0,0.324675324675325,0.649350649350649,0
"E00033052",379,47,301,8,16,0,7,1,1,0,0,1,0,12.401055408971,79.4195250659631,2.11081794195251,4.22163588390501,0,1.84696569920844,0.263852242744063,0.263852242744063,0,0,0.263852242744063,0
"E00033053",278,39,229,2,7,0,1,1,0,0,0,1,0,14.0287769784173,82.3741007194245,0.719424460431655,2.51798561151079,0,0.359712230215827,0.359712230215827,0,0,0,0.359712230215827,0
"E00033054",158,18,133,1,6,0,0,0,0,0,0,0,0,11.3924050632911,84.1772151898734,0.632911392405063,3.79746835443038,0,0,0,0,0,0,0,0
"E00033055",244,35,195,5,5,1,0,1,5,0,0,0,0,14.344262295082,79.9180327868852,2.04918032786885,2.04918032786885,0.409836065573771,0,0.409836065573771,2.04918032786885,0,0,0,0
"E00033056",278,25,243,6,3,0,3,0,0,0,0,0,0,8.99280575539568,87.410071942446,2.15827338129496,1.07913669064748,0,1.07913669064748,0,0,0,0,0,0
"E00033057",292,31,247,2,3,0,2,7,0,0,0,0,0,10.6164383561644,84.5890410958904,0.684931506849315,1.02739726027397,0,0.684931506849315,2.3972602739726,0,0,0,0,0
"E00033059",307,40,260,3,1,1,2,3,1,0,0,2,0,13.0293159609121,84.6905537459283,0.977198697068404,0.325732899022801,0.325732899022801,0.651465798045603,0.977198697068404,0.325732899022801,0,0,0.651465798045603,0
"E00033060",204,22,173,3,6,1,0,1,0,0,0,0,0,10.7843137254902,84.8039215686274,1.47058823529412,2.94117647058824,0.490196078431373,0,0.490196078431373,0,0,0,0,0
"E00033061",235,17,215,2,1,0,0,0,0,0,0,0,0,7.23404255319149,91.4893617021277,0.851063829787234,0.425531914893617,0,0,0,0,0,0,0,0
"E00033062",264,25,237,1,0,0,1,0,0,0,0,1,0,9.46969696969697,89.7727272727273,0.378787878787879,0,0,0.378787878787879,0,0,0,0,0.378787878787879,0
"E00033063",259,20,236,1,1,0,1,2,0,0,0,0,0,7.72200772200772,91.1196911196911,0.386100386100386,0.386100386100386,0,0.386100386100386,0.772200772200772,0,0,0,0,0
"E00033064",235,6,220,6,2,0,0,3,1,0,0,0,0,2.5531914893617,93.6170212765958,2.5531914893617,0.851063829787234,0,0,1.27659574468085,0.425531914893617,0,0,0,0
"E00033065",293,24,244,6,16,0,0,1,4,0,0,0,0,8.19112627986348,83.2764505119454,2.04778156996587,5.46075085324232,0,0,0.341296928327645,1.36518771331058,0,0,0,0
"E00033066",242,28,202,2,4,2,0,2,2,0,0,3,0,11.5702479338843,83.4710743801653,0.826446280991736,1.65289256198347,0.826446280991736,0,0.826446280991736,0.826446280991736,0,0,1.2396694214876,0
"E00033067",279,30,218,3,24,0,2,1,5,0,1,1,0,10.752688172043,78.1362007168459,1.0752688172043,8.60215053763441,0,0.716845878136201,0.3584229390681,1.7921146953405,0,0.3584229390681,0.3584229390681,0
