"GeographyCode","QS417EW0001","QS417EW0002","QS417EW0003"
"E01006512",899,799,100
"E01006513",998,909,89
"E01006514",1194,1115,79
"E01006515",665,641,24
"E01006518",864,835,29
"E01006519",540,514,26
"E01006520",1227,1182,45
"E01006521",994,928,66
"E01006522",1137,1094,43
"E01006523",882,830,52
"E01006524",623,583,40
"E01006525",499,486,13
"E01006526",675,654,21
"E01006527",670,638,32
"E01006528",644,613,31
"E01006529",570,559,11
"E01006530",632,616,16
"E01006531",692,674,18
"E01006532",635,617,18
"E01006533",630,614,16
"E01006534",673,649,24
"E01006535",678,656,22
"E01006536",849,815,34
"E01006537",1005,964,41
"E01006538",538,527,11
"E01006539",626,601,25
"E01006540",817,771,46
"E01006541",827,803,24
"E01006542",633,583,50
"E01006543",519,509,10
"E01006544",766,738,28
"E01006545",674,646,28
"E01006546",630,583,47
"E01006547",771,718,53
"E01006548",787,759,28
"E01006549",1041,949,92
"E01006550",512,483,29
"E01006551",771,751,20
"E01006552",927,869,58
"E01006553",679,642,37
"E01006554",690,649,41
"E01006556",1083,1016,67
"E01006557",666,635,31
"E01006558",797,739,58
"E01006560",999,996,3
"E01006562",756,714,42
"E01006563",935,908,27
"E01006564",807,800,7
"E01006565",648,638,10
"E01006566",608,577,31
"E01006567",925,892,33
"E01006568",651,629,22
"E01006569",632,613,19
"E01006570",615,595,20
"E01006571",624,612,12
"E01006572",517,501,16
"E01006573",813,778,35
"E01006574",627,612,15
"E01006575",591,578,13
"E01006576",724,713,11
"E01006577",605,597,8
"E01006578",560,554,6
"E01006579",622,618,4
"E01006580",523,515,8
"E01006581",619,607,12
"E01006582",598,585,13
"E01006583",475,467,8
"E01006584",627,611,16
"E01006585",662,641,21
"E01006586",946,921,25
"E01006587",749,717,32
"E01006588",748,702,46
"E01006589",611,599,12
"E01006590",739,701,38
"E01006591",695,671,24
"E01006592",656,624,32
"E01006593",721,662,59
"E01006594",591,579,12
"E01006595",849,812,37
"E01006596",624,597,27
"E01006597",722,683,39
"E01006598",615,604,11
"E01006599",492,482,10
"E01006600",596,592,4
"E01006603",605,594,11
"E01006604",583,571,12
"E01006605",717,696,21
"E01006606",735,723,12
"E01006607",660,641,19
"E01006608",575,563,12
"E01006609",618,576,42
"E01006610",718,669,49
"E01006611",795,742,53
"E01006612",746,740,6
"E01006613",625,611,14
"E01006614",713,667,46
"E01006615",703,663,40
"E01006616",620,613,7
"E01006617",667,650,17
"E01006618",697,692,5
"E01006619",749,734,15
"E01006620",656,625,31
"E01006621",607,584,23
"E01006622",601,586,15
"E01006623",536,527,9
"E01006624",733,702,31
"E01006625",623,609,14
"E01006626",606,593,13
"E01006627",609,600,9
"E01006628",680,651,29
"E01006629",592,573,19
"E01006630",565,555,10
"E01006632",915,884,31
"E01006633",721,699,22
"E01006637",707,670,37
"E01006638",534,518,16
"E01006639",672,640,32
"E01006640",778,760,18
"E01006641",646,633,13
"E01006642",606,590,16
"E01006643",764,740,24
"E01006644",1014,963,51
"E01006645",702,690,12
"E01006646",1048,1006,42
"E01006647",640,636,4
"E01006648",1103,1075,28
"E01006651",616,592,24
"E01006652",653,633,20
"E01006653",678,656,22
"E01006654",650,627,23
"E01006655",753,706,47
"E01006656",696,669,27
"E01006657",606,582,24
"E01006658",648,634,14
"E01006659",573,548,25
"E01006660",631,616,15
"E01006661",765,749,16
"E01006662",802,785,17
"E01006663",521,510,11
"E01006664",875,822,53
"E01006665",642,630,12
"E01006666",518,514,4
"E01006667",626,618,8
"E01006668",594,590,4
"E01006669",560,551,9
"E01006670",627,607,20
"E01006671",506,499,7
"E01006672",822,798,24
"E01006673",998,954,44
"E01006674",1003,826,177
"E01006675",1304,1132,172
"E01006676",800,761,39
"E01006677",788,477,311
"E01006678",1109,1059,50
"E01006679",962,920,42
"E01006680",623,605,18
"E01006681",738,719,19
"E01006682",507,498,9
"E01006683",606,594,12
"E01006684",1028,999,29
"E01006685",619,604,15
"E01006686",541,531,10
"E01006687",990,933,57
"E01006688",735,712,23
"E01006689",725,717,8
"E01006690",859,801,58
"E01006691",701,647,54
"E01006692",1045,989,56
"E01006693",865,838,27
"E01006694",981,891,90
"E01006695",1111,1029,82
"E01006696",826,768,58
"E01006697",889,828,61
"E01006698",768,725,43
"E01006699",807,777,30
"E01006700",685,653,32
"E01006701",728,671,57
"E01006702",809,740,69
"E01006703",836,818,18
"E01006705",756,689,67
"E01006706",584,582,2
"E01006707",557,553,4
