"GeographyCode","QS115EW0001","QS115EW0002","QS115EW0003","QS115EW0004","QS115EW0005","QS115EW0006","QS115EW0007","QS115EW0008","QS115EW0009","QS115EW0010","QS115EW0011","QS115EW0012"
"E01006512",799,431,28,403,368,30,2,55,206,12,13,50
"E01006513",909,467,30,437,442,16,13,17,267,0,6,123
"E01006514",1115,747,72,675,368,24,10,38,206,3,9,78
"E01006515",641,313,91,222,328,44,45,36,123,8,16,56
"E01006518",835,389,139,250,446,61,70,54,137,15,27,82
"E01006519",514,128,66,62,386,12,74,77,86,15,32,90
"E01006520",1182,805,140,665,377,16,20,39,270,2,8,22
"E01006521",928,485,173,312,443,37,90,48,183,9,8,68
"E01006522",1094,675,58,617,419,50,9,41,271,0,5,43
"E01006523",830,448,78,370,382,29,31,53,179,7,9,74
"E01006524",583,273,72,201,310,18,61,48,125,4,15,39
"E01006525",486,109,61,48,377,7,82,63,82,5,34,104
"E01006526",654,287,81,206,367,23,64,72,118,7,23,60
"E01006527",638,245,112,133,393,28,81,74,92,8,22,88
"E01006528",613,214,45,169,399,27,42,71,117,8,32,102
"E01006529",559,180,58,122,379,15,51,94,106,13,18,82
"E01006530",616,172,109,63,444,16,129,79,86,4,31,99
"E01006531",674,227,171,56,447,12,164,55,84,10,25,97
"E01006532",617,149,97,52,468,9,120,82,96,22,41,98
"E01006533",614,240,116,124,374,20,85,56,81,12,29,91
"E01006534",649,224,89,135,425,34,61,70,91,14,53,102
"E01006535",656,205,105,100,451,29,71,70,113,10,39,119
"E01006536",815,272,103,169,543,48,106,75,138,12,54,110
"E01006537",964,278,58,220,686,84,97,109,195,16,48,137
"E01006538",527,130,71,59,397,25,76,66,81,10,39,100
"E01006539",601,176,79,97,425,9,100,66,109,10,34,97
"E01006540",771,415,100,315,356,99,29,53,67,3,32,73
"E01006541",803,362,139,223,441,60,89,62,101,4,32,93
"E01006542",583,241,50,191,342,46,43,55,71,12,39,76
"E01006543",509,148,73,75,361,24,64,56,66,8,31,112
"E01006544",738,264,85,179,474,88,75,68,103,15,46,79
"E01006545",646,201,72,129,445,92,62,64,88,13,41,85
"E01006546",583,227,57,170,356,76,34,51,78,11,35,71
"E01006547",718,334,69,265,384,67,52,54,79,13,34,85
"E01006548",759,334,86,248,425,109,53,74,77,11,30,71
"E01006549",949,636,48,588,313,25,12,32,157,4,13,70
"E01006550",483,118,27,91,365,9,23,33,81,3,11,205
"E01006551",751,511,209,302,240,22,72,21,83,1,5,36
"E01006552",869,346,48,298,523,129,30,86,137,37,42,62
"E01006553",642,167,29,138,475,19,26,47,125,13,17,228
"E01006554",649,280,34,246,369,13,24,40,107,11,26,148
"E01006556",1016,538,92,446,478,113,37,67,114,22,38,87
"E01006557",635,138,41,97,497,21,19,24,101,13,20,299
"E01006558",739,380,93,287,359,77,39,45,106,9,23,60
"E01006560",996,536,177,359,460,86,87,51,96,9,36,95
"E01006562",714,294,77,217,420,100,39,64,90,13,30,84
"E01006563",908,477,208,269,431,96,88,54,56,15,32,90
"E01006564",800,300,121,179,500,49,115,48,121,10,47,110
"E01006565",638,197,105,92,441,33,88,69,84,12,46,109
"E01006566",577,184,92,92,393,24,49,82,86,11,47,94
"E01006567",892,500,185,315,392,47,83,52,78,13,27,92
"E01006568",629,191,70,121,438,58,50,83,114,11,35,87
"E01006569",613,236,106,130,377,25,86,45,76,14,42,89
"E01006570",595,165,78,87,430,38,72,72,90,14,36,108
"E01006571",612,204,84,120,408,38,72,61,85,13,42,97
"E01006572",501,133,67,66,368,78,54,52,84,14,23,63
"E01006573",778,368,149,219,410,84,69,62,96,12,24,63
