"GeographyCode","KS602EW0001","KS602EW0002","KS602EW0003","KS602EW0004","KS602EW0005","KS602EW0006","KS602EW0007","KS602EW0008","KS602EW0009","KS602EW0010","KS602EW0011","KS602EW0012","KS602EW0013","KS602EW0014","KS602EW0015","KS602EW0016","KS602EW0017","KS602EW0018","KS602EW0019","KS602EW0020","KS602EW0021","KS602EW0022","KS602EW0023","KS602EW0024","KS602EW0025","KS602EW0026","KS602EW0027","KS602EW0028","KS602EW0029"
"E02001347",2669,177,1160,275,221,57,273,124,34,284,64,62,40,43,84,6.63169726489322,43.4619707755714,10.3034844511053,8.28025477707006,2.13563132259273,10.2285500187336,4.64593480704384,1.27388535031847,10.6406893967778,2.39790183589359,2.32296740352192,1.4986886474335,1.61109029599101,3.14724615961034
"E02001348",2602,157,1293,250,199,63,302,105,22,159,52,57,37,27,85,6.03382013835511,49.6925441967717,9.60799385088393,7.64796310530361,2.42121445042275,11.6064565718678,4.03535741737125,0.845503458877786,6.11068408916218,1.99846272098386,2.19062259800154,1.42198308993082,1.03766333589546,3.26671790930054
"E02001349",3010,182,1508,284,253,116,290,108,31,191,47,57,42,39,118,6.04651162790698,50.0996677740864,9.43521594684385,8.40531561461794,3.85382059800664,9.63455149501661,3.58803986710963,1.02990033222591,6.34551495016611,1.56146179401993,1.8936877076412,1.3953488372093,1.29568106312292,3.9202657807309
"E02001350",2601,159,1059,248,250,79,288,105,43,280,90,70,51,44,95,6.11303344867359,40.7151095732411,9.53479430988081,9.61168781237985,3.03729334871203,11.0726643598616,4.03690888119954,1.65321030372933,10.7650903498654,3.46020761245675,2.69127258746636,1.96078431372549,1.69165705497885,3.65244136870434
"E02001351",3459,265,1147,226,325,99,298,161,49,351,538,100,61,79,125,7.66117374963862,33.1598727956057,6.53368025440879,9.39577912691529,2.8620988725065,8.61520670714079,4.65452442902573,1.41659439144261,10.1474414570685,15.5536282162475,2.89100896212778,1.76351546689795,2.28389708008095,3.61376120265973
"E02001352",3383,303,1094,240,341,80,257,184,29,368,487,64,42,65,143,8.95654744309784,32.3381613952114,7.09429500443393,10.0798108187999,2.36476500147798,7.59680756724801,5.43895950339935,0.857227313035767,10.8779190067987,14.3955069464972,1.89181200118238,1.24150162577594,1.92137156370086,4.22701744014189
"E02001353",2711,147,1355,374,165,86,231,150,28,138,37,47,39,24,51,5.42235337513833,49.981556621173,13.7956473625968,6.08631501291037,3.17226115824419,8.52084101807451,5.53301364810033,1.03282921431206,5.09037255625231,1.36481003319808,1.7336776097381,1.43858354850609,0.885282183696053,1.88122464035411
"E02001354",2598,196,1014,230,248,106,292,130,25,283,74,60,63,35,119,7.54426481909161,39.0300230946882,8.85296381832179,9.54580446497306,4.08006158583526,11.2394149345651,5.00384911470362,0.962278675904542,10.8929946112394,2.84834488067744,2.3094688221709,2.42494226327945,1.34719014626636,4.58044649730562
"E02001355",2455,176,958,221,261,75,280,133,38,250,63,60,52,43,118,7.16904276985743,39.0224032586558,9.0020366598778,10.6313645621181,3.05498981670061,11.4052953156823,5.41751527494908,1.54786150712831,10.183299389002,2.56619144602851,2.44399185336049,2.11812627291242,1.75152749490835,4.80651731160896
"E02001356",1746,120,611,116,243,61,202,92,35,216,50,73,34,55,96,6.87285223367698,34.9942726231386,6.64375715922108,13.9175257731959,3.49369988545246,11.5693012600229,5.26918671248568,2.00458190148912,12.3711340206186,2.86368843069874,4.18098510882016,1.94730813287514,3.15005727376861,5.49828178694158
"E02001357",2209,158,787,166,243,74,254,142,46,260,79,76,34,48,103,7.15255771842463,35.6269805341784,7.51471253961068,11.0004526935265,3.34993209597103,11.4984155726573,6.42824807605251,2.08239022181983,11.7700316885469,3.57627885921231,3.44047080126754,1.53915799004074,2.17292892711634,4.66274332277048
