"GeographyCode","KS103EW0001","KS103EW0002","KS103EW0003","KS103EW0004","KS103EW0005","KS103EW0006","KS103EW0007","KS103EW0008","KS103EW0009","KS103EW0010","KS103EW0011","KS103EW0012","KS103EW0013"
"E01006512",1683,1288,287,1,36,62,9,76.5300059417707,17.0528817587641,0.05941770647653,2.13903743315508,3.68389780154486,0.53475935828877
"E01006513",2888,2613,170,10,22,45,28,90.4778393351801,5.88642659279778,0.346260387811634,0.761772853185596,1.55817174515235,0.969529085872576
"E01006514",2003,1583,204,4,33,128,51,79.0314528207688,10.1847229156266,0.199700449326011,1.64752870693959,6.39041437843235,2.54618072890664
"E01006515",1023,587,218,8,38,89,83,57.3802541544477,21.3098729227761,0.782013685239492,3.71456500488759,8.69990224828935,8.11339198435973
"E01006518",1425,716,363,4,58,141,143,50.2456140350877,25.4736842105263,0.280701754385965,4.07017543859649,9.89473684210526,10.0350877192982
"E01006519",1055,327,579,0,18,59,72,30.9952606635071,54.8815165876777,0,1.70616113744076,5.59241706161137,6.82464454976303
"E01006520",1616,1134,191,15,36,169,71,70.1732673267327,11.8193069306931,0.928217821782178,2.22772277227723,10.4579207920792,4.39356435643564
"E01006521",1491,697,420,8,40,171,155,46.747149564051,28.169014084507,0.536552649228706,2.68276324614353,11.4688128772636,10.3957075788062
"E01006522",1602,1213,164,6,39,141,39,75.7178526841448,10.2372034956305,0.374531835205993,2.43445692883895,8.80149812734082,2.43445692883895
"E01006523",1352,824,282,10,40,120,76,60.9467455621302,20.8579881656805,0.739644970414201,2.9585798816568,8.87573964497041,5.62130177514793
"E01006524",2300,1606,389,5,33,74,193,69.8260869565217,16.9130434782609,0.217391304347826,1.43478260869565,3.21739130434783,8.39130434782609
"E01006525",1049,361,546,0,20,52,70,34.4137273593899,52.0495710200191,0,1.90657769304099,4.95710200190658,6.67302192564347
"E01006526",1217,510,471,2,26,83,125,41.9063270336894,38.7017255546426,0.164338537387017,2.13640098603122,6.82004930156122,10.2711585866886
"E01006527",1247,536,492,0,23,94,102,42.9831595829992,39.4546912590217,0,1.84442662389735,7.53809141940658,8.17963111467522
"E01006528",1239,670,385,9,25,85,65,54.0758676351897,31.0734463276836,0.726392251815981,2.01775625504439,6.86037126715093,5.24616626311542
