"GeographyCode","QS301EW0001","QS301EW0002","QS301EW0003","QS301EW0004","QS301EW0005"
"E01006512",1880,1789,66,15,10
"E01006513",2941,2848,74,12,7
"E01006514",2108,1937,134,16,21
"E01006515",1208,1111,46,24,27
"E01006518",1696,1509,88,27,72
"E01006519",1286,1130,110,15,31
"E01006520",1706,1601,83,9,13
"E01006521",1660,1499,105,21,35
"E01006522",1731,1607,84,21,19
"E01006523",1508,1373,86,17,32
"E01006524",2431,2293,93,16,29
"E01006525",1209,1055,96,19,39
"E01006526",1404,1241,110,18,35
"E01006527",1454,1270,104,33,47
"E01006528",1461,1307,106,24,24
"E01006529",1304,1147,110,18,29
"E01006530",1431,1205,135,28,63
"E01006531",1458,1221,127,33,77
"E01006532",1557,1345,149,28,35
"E01006533",1408,1210,116,23,59
"E01006534",1542,1346,100,51,45
"E01006535",1639,1414,116,34,75
"E01006536",1848,1571,120,54,103
"E01006537",2257,2030,127,29,71
"E01006538",1318,1108,117,23,70
"E01006539",1437,1243,134,23,37
"E01006540",1509,1378,50,36,45
"E01006541",1593,1406,98,39,50
"E01006542",1397,1252,78,24,43
"E01006543",1247,1098,83,24,42
"E01006544",1658,1456,82,31,89
"E01006545",1512,1337,95,28,52
"E01006546",1319,1198,62,22,37
"E01006547",1490,1330,78,24,58
"E01006548",1675,1512,82,34,47
"E01006549",1662,1538,98,11,15
"E01006550",1595,1518,52,12,13
"E01006551",1581,1434,77,19,51
"E01006552",2029,1886,81,31,31
"E01006553",1880,1775,60,17,28
"E01006554",1692,1563,97,10,22
"E01006556",2011,1841,93,25,52
"E01006557",2054,1955,67,14,18
"E01006558",1357,1227,52,33,45
"E01006560",1860,1645,61,61,93
"E01006562",1514,1388,51,32,43
"E01006563",1744,1544,84,41,75
"E01006564",1721,1514,95,34,78
"E01006565",1549,1340,95,34,80
"E01006566",1506,1324,104,27,51
"E01006567",1655,1482,105,25,43
"E01006568",1617,1451,103,24,39
"E01006569",1429,1236,68,43,82
"E01006570",1479,1273,121,27,58
"E01006571",1470,1246,91,48,85
"E01006572",1207,1077,48,29,53
"E01006573",1501,1344,78,32,47
"E01006574",1388,1224,77,36,51
"E01006575",1294,1134,79,26,55
"E01006576",1693,1453,161,27,52
"E01006577",1503,1302,133,26,42
"E01006578",1380,1225,96,26,33
"E01006579",1643,1443,129,34,37
"E01006580",1335,1174,117,24,20
"E01006581",1559,1355,132,34,38
"E01006582",1642,1410,159,28,45
"E01006583",1758,1577,133,15,33
"E01006584",1393,1208,104,22,59
"E01006585",1354,1171,78,42,63
"E01006586",1899,1681,113,41,64
"E01006587",1624,1413,118,42,51
"E01006588",1569,1408,105,17,39
"E01006589",1518,1330,122,20,46
"E01006590",1642,1491,86,25,40
"E01006591",1633,1477,95,24,37
"E01006592",1565,1343,147,32,43
"E01006593",1541,1418,90,15,18
"E01006594",1410,1210,144,24,32
"E01006595",1745,1512,139,37,57
"E01006596",1451,1265,114,31,41
"E01006597",1667,1442,152,35,38
"E01006598",1361,1180,72,30,79
"E01006599",1121,1026,48,13,34
"E01006600",1407,1200,85,49,73
"E01006603",1410,1187,97,44,82
"E01006604",1367,1153,96,44,74
"E01006605",1531,1327,88,39,77
"E01006606",1521,1309,90,37,85
"E01006607",1531,1331,82,39,79
"E01006608",1215,1063,93,19,40
"E01006609",1283,1114,94,34,41
"E01006610",1397,1252,72,28,45
"E01006611",1291,1188,57,18,28
"E01006612",1495,1299,64,52,80
"E01006613",1360,1180,70,41,69
"E01006614",1322,1174,83,28,37
"E01006615",1302,1161,63,36,42
"E01006616",1428,1247,95,26,60
"E01006617",1421,1251,105,33,32
"E01006618",1639,1404,92,46,97
"E01006619",1599,1399,114,33,53
"E01006620",1417,1220,120,26,51
"E01006621",1468,1221,159,28,60
"E01006622",1519,1333,129,26,31
"E01006623",1462,1258,137,27,40
"E01006624",1556,1361,88,28,79
"E01006625",1416,1206,122,30,58
"E01006626",1448,1219,131,39,59
"E01006627",1378,1192,115,24,47
"E01006628",1874,1718,92,20,44
"E01006629",1255,1067,91,51,46
"E01006630",1338,1199,57,25,57
"E01006632",1842,1647,84,46,65
"E01006633",1432,1272,70,42,48
"E01006637",1596,1443,53,37,63
"E01006638",1219,1092,60,23,44
"E01006639",1509,1341,89,27,52
"E01006640",1880,1633,139,33,75
"E01006641",1740,1617,74,16,33
"E01006642",1290,1148,52,32,58
"E01006643",1822,1617,96,34,75
"E01006644",2040,1786,103,64,87
"E01006645",1424,1254,71,41,58
"E01006646",1899,1700,81,50,68
"E01006647",1422,1246,59,41,76
"E01006648",2175,1934,97,45,99
"E01006651",1642,1443,126,25,48
"E01006652",1505,1307,108,32,58
"E01006653",1520,1315,99,25,81
"E01006654",1513,1356,98,28,31
"E01006655",1758,1567,84,31,76
"E01006656",1493,1313,107,31,42
"E01006657",1211,1088,54,25,44
"E01006658",1300,1146,67,31,56
"E01006659",1765,1615,65,29,56
"E01006660",1433,1252,81,38,62
"E01006661",1663,1452,75,48,88
"E01006662",1775,1599,75,29,72
