"GeographyCode","KS501EW0001","KS501EW0002","KS501EW0003","KS501EW0004","KS501EW0005","KS501EW0006","KS501EW0007","KS501EW0008","KS501EW0009","KS501EW0010","KS501EW0011","KS501EW0012","KS501EW0013","KS501EW0014","KS501EW0015","KS501EW0016","KS501EW0017","KS501EW0018","KS501EW0019","KS501EW0020","KS501EW0021","KS501EW0022","KS501EW0023","KS501EW0024","KS501EW0025"
"E00032987",162,40,14,27,0,19,46,16,4,14,9,2,3,24.6913580246914,8.64197530864197,16.6666666666667,0,11.7283950617284,28.3950617283951,9.87654320987654,2.46913580246914,8.64197530864197,5.55555555555556,1.23456790123457,1.85185185185185
"E00032988",330,49,28,52,3,58,132,8,6,41,17,5,19,14.8484848484848,8.48484848484849,15.7575757575758,0.909090909090909,17.5757575757576,40,2.42424242424242,1.81818181818182,12.4242424242424,5.15151515151515,1.51515151515152,5.75757575757576
"E00032989",299,46,28,35,1,59,118,12,1,53,14,8,31,15.3846153846154,9.36454849498328,11.7056856187291,0.334448160535117,19.7324414715719,39.4648829431438,4.0133779264214,0.334448160535117,17.7257525083612,4.68227424749164,2.67558528428094,10.3678929765886
"E00032990",307,55,24,31,0,57,117,23,0,53,12,3,38,17.9153094462541,7.81758957654723,10.0977198697068,0,18.5667752442997,38.1107491856677,7.49185667752443,0,17.2638436482085,3.90879478827362,0.977198697068404,12.3778501628664
"E00032991",302,38,25,29,1,58,142,9,3,50,16,0,34,12.5827814569536,8.27814569536424,9.60264900662252,0.33112582781457,19.205298013245,47.0198675496689,2.98013245033113,0.993377483443709,16.5562913907285,5.29801324503311,0,11.2582781456954
"E00032992",222,61,20,29,2,48,56,6,4,48,7,3,38,27.4774774774775,9.00900900900901,13.0630630630631,0.900900900900901,21.6216216216216,25.2252252252252,2.7027027027027,1.8018018018018,21.6216216216216,3.15315315315315,1.35135135135135,17.1171171171171
"E00032993",254,49,20,29,2,29,108,17,1,52,12,7,33,19.2913385826772,7.8740157480315,11.4173228346457,0.78740157480315,11.4173228346457,42.5196850393701,6.69291338582677,0.393700787401575,20.4724409448819,4.7244094488189,2.75590551181102,12.992125984252
"E00032994",84,40,4,16,3,5,10,6,3,8,3,2,3,47.6190476190476,4.76190476190476,19.047619047619,3.57142857142857,5.95238095238095,11.9047619047619,7.14285714285714,3.57142857142857,9.52380952380952,3.57142857142857,2.38095238095238,3.57142857142857
"E00032995",229,125,26,21,2,20,30,5,3,17,2,4,11,54.585152838428,11.353711790393,9.1703056768559,0.873362445414847,8.73362445414847,13.1004366812227,2.18340611353712,1.31004366812227,7.4235807860262,0.873362445414847,1.74672489082969,4.80349344978166
"E00032996",314,187,31,34,6,27,21,8,5,15,5,3,7,59.5541401273885,9.87261146496815,10.828025477707,1.91082802547771,8.59872611464968,6.68789808917197,2.54777070063694,1.59235668789809,4.77707006369427,1.59235668789809,0.955414012738854,2.22929936305732
