"GeographyCode","QS401EW0001","QS401EW0002","QS401EW0003","QS401EW0004","QS401EW0005","QS401EW0006","QS401EW0007","QS401EW0008","QS401EW0009","QS401EW0010","QS401EW0011","QS401EW0012"
"E02001347",7628,7628,7280,1457,2533,3290,347,327,10,10,1,0
"E02001348",7222,7212,6925,122,2078,4725,287,95,115,77,0,10
"E02001349",7943,7916,7277,786,2442,4049,639,418,150,71,0,27
"E02001350",7714,7714,7213,1259,2837,3117,501,485,13,3,0,0
"E02001351",8141,8141,7751,889,2069,4793,386,345,20,21,4,0
"E02001352",6620,6600,5657,156,2070,3431,943,643,244,56,0,20
"E02001353",7526,7526,7491,3476,3070,945,35,18,4,13,0,0
"E02001354",7611,7611,7177,418,3810,2949,434,410,10,14,0,0
"E02001355",6660,6660,6093,90,1006,4997,567,428,66,73,0,0
"E02001356",5584,5584,5424,343,1797,3284,160,133,15,12,0,0
"E02001357",6955,6955,6884,226,2969,3689,71,40,13,18,0,0
"E02001358",7041,7038,6748,141,337,6270,285,130,60,95,5,3
"E02001359",5740,5740,5486,2633,1493,1360,254,222,24,8,0,0
"E02001360",8289,8283,7002,334,2218,4450,1281,1110,92,79,0,6
"E02001361",7618,7618,7211,391,3428,3392,407,376,13,18,0,0
"E02001362",7401,7401,7004,208,4596,2200,395,334,13,48,2,0
"E02001363",7788,7788,7148,706,2253,4189,640,613,19,8,0,0
"E02001364",5203,5181,4654,193,599,3862,522,304,148,70,5,22
"E02001365",8950,8925,8378,384,835,7159,547,238,204,105,0,25
"E02001366",8912,8890,7804,337,2451,5016,1086,603,405,78,0,22
"E02001367",9296,9296,8485,1591,5291,1603,811,630,111,70,0,0
"E02001368",5771,5765,4844,283,2654,1907,921,884,26,11,0,6
"E02001369",7637,7630,5541,355,3219,1967,2089,1974,89,26,0,7
"E02001370",6155,6149,5056,303,1984,2769,1093,904,126,63,0,6
"E02001371",7347,7347,7119,352,2660,4107,228,199,15,14,0,0
"E02001372",6014,6009,5226,712,2483,2031,783,694,34,55,0,5
"E02001373",9210,9196,8456,234,2267,5955,733,409,214,110,7,14
"E02001374",8051,7871,5125,359,1911,2855,2746,1370,1262,114,0,180
"E02001375",7100,7100,6779,132,1462,5185,321,248,22,51,0,0
"E02001376",8445,8427,7576,392,1125,6059,851,633,145,73,0,18
"E02001377",8525,8376,5462,357,1548,3557,2906,2511,338,57,8,149
"E02001378",7733,7709,6435,880,2872,2683,1274,1077,168,29,0,24
"E02001380",7519,7519,7212,380,5627,1205,307,174,108,25,0,0
"E02001381",9280,9265,8400,301,1702,6397,865,501,267,97,0,15
"E02001382",7093,7093,6996,1005,5356,635,97,26,8,63,0,0
"E02001383",7125,6756,2650,224,894,1532,4105,2584,1482,39,1,369
"E02001384",10739,10732,9368,263,902,8203,1364,661,368,335,0,7
"E02001385",8106,8012,6298,825,2377,3096,1700,1100,479,121,14,94
"E02001386",7518,7516,6852,423,2358,4071,663,640,16,7,1,2
"E02001387",7955,7955,7363,854,5065,1444,592,362,184,46,0,0
"E02001388",8802,8264,7004,129,658,6217,1260,832,289,139,0,538
"E02001389",5919,5627,1843,205,909,729,3783,1815,1939,29,1,292
"E02001390",8689,8666,7016,449,1884,4683,1649,1227,274,148,1,23
"E02001391",5887,5887,5785,303,1995,3487,100,96,1,3,2,0
"E02001392",5699,5699,5278,1521,3339,418,421,355,46,20,0,0
"E02001393",7203,7203,6723,3218,3271,234,480,442,36,2,0,0
"E02001394",8158,8030,4248,418,1160,2670,3781,2164,1507,110,1,128
"E02001395",6056,6055,5716,150,3675,1891,339,228,48,63,0,1
"E02001396",7973,7963,6434,670,739,5025,1527,1349,81,97,2,10
"E02001397",7606,7606,5902,1180,3033,1689,1704,1573,75,56,0,0
"E02001398",7286,7225,5022,920,1255,2847,2201,1370,715,116,2,61
"E02001399",7188,7188,6913,484,5512,917,275,208,14,53,0,0
"E02001400",6525,6525,5708,564,3676,1468,817,748,50,19,0,0
"E02001401",7813,7813,7009,993,5087,929,799,731,33,35,5,0
"E02001402",8241,8237,6830,1776,3776,1278,1407,1056,267,84,0,4
"E02001403",6010,5980,5151,133,1180,3838,829,537,202,90,0,30
"E02001404",7229,7229,6560,442,1572,4546,669,633,22,14,0,0
"E02001405",9574,9574,8926,426,1815,6685,644,616,16,12,4,0
"E02006932",5312,5184,637,49,183,405,4546,3877,362,307,1,128
"E02006933",5383,5378,1685,147,922,616,3693,3430,111,152,0,5
"E02006934",4367,4346,336,45,109,182,3975,3642,132,201,35,21
