"GeographyCode","KS101EW0001","KS101EW0002","KS101EW0003","KS101EW0004","KS101EW0005","KS101EW0006","KS101EW0007","KS101EW0008","KS101EW0009","KS101EW0010","KS101EW0011","KS101EW0012"
"E00032987",198,92,106,198,0,1,3.39,58.40707965,46.46464646,53.53535354,100,0
"E00032988",348,203,145,298,50,1,2.73,127.4725275,58.33333333,41.66666667,85.63218391,14.36781609
"E00032989",333,214,119,333,0,1,2.23,149.3273543,64.26426426,35.73573574,100,0
"E00032990",330,197,133,326,4,0,3.37,97.92284866,59.6969697,40.3030303,98.78787879,1.212121212
"E00032991",320,194,126,320,0,0,2.39,133.8912134,60.625,39.375,100,0
"E00032992",240,139,101,240,0,0,2.58,93.02325581,57.91666667,42.08333333,100,0
"E00032993",282,149,133,282,0,2,4.2,67.14285714,52.83687943,47.16312057,100,0
"E00032994",111,59,52,111,0,0,8.24,13.47087379,53.15315315,46.84684685,100,0
"E00032995",268,133,135,268,0,0,2.09,128.2296651,49.62686567,50.37313433,100,0
"E00032996",417,195,222,417,0,3,6.38,65.36050157,46.76258993,53.23741007,100,0
"E00032997",211,109,102,211,0,0,1.79,117.877095,51.65876777,48.34123223,100,0
"E00032998",337,175,162,337,0,0,4.97,67.80684105,51.92878338,48.07121662,100,0
"E00032999",359,209,150,359,0,2,2.51,143.0278884,58.21727019,41.78272981,100,0
"E00033000",177,75,102,177,0,3,2.29,77.29257642,42.37288136,57.62711864,100,0
"E00033002",227,122,105,227,0,0,3.82,59.42408377,53.74449339,46.25550661,100,0
"E00033004",252,139,113,252,0,4,17.47,14.42472811,55.15873016,44.84126984,100,0
"E00033005",402,184,218,336,66,6,9.08,44.27312775,45.77114428,54.22885572,83.58208955,16.41791045
"E00033006",271,137,134,271,0,1,1.87,144.9197861,50.55350554,49.44649446,100,0
"E00033007",317,158,159,317,0,1,4.74,66.87763713,49.84227129,50.15772871,100,0
"E00033008",345,147,198,345,0,2,5.52,62.5,42.60869565,57.39130435,100,0
"E00033012",149,85,64,149,0,2,19.5,7.641025641,57.04697987,42.95302013,100,0
"E00033013",202,95,107,202,0,4,2.26,89.38053097,47.02970297,52.97029703,100,0
"E00033015",209,136,73,209,0,0,1.46,143.1506849,65.07177033,34.92822967,100,0
"E00033016",597,327,270,448,149,8,3.63,164.4628099,54.77386935,45.22613065,75.04187605,24.95812395
"E00033018",270,116,154,140,130,4,2.4,112.5,42.96296296,57.03703704,51.85185185,48.14814815
"E00033019",350,217,133,350,0,2,3.86,90.67357513,62,38,100,0
"E00033020",231,134,97,231,0,0,1.43,161.5384615,58.00865801,41.99134199,100,0
"E00033021",262,130,132,262,0,1,4.98,52.61044177,49.61832061,50.38167939,100,0
"E00033023",433,209,224,298,135,7,12.87,33.64413364,48.26789838,51.73210162,68.8221709,31.1778291
"E00033024",178,90,88,178,0,3,13.41,13.27367636,50.56179775,49.43820225,100,0
"E00033025",265,114,151,265,0,0,1.92,138.0208333,43.01886792,56.98113208,100,0
"E00033026",219,104,115,219,0,3,2.33,93.99141631,47.48858447,52.51141553,100,0
"E00033027",393,199,194,366,27,0,4.66,84.33476395,50.63613232,49.36386768,93.12977099,6.870229008
"E00033029",240,137,103,240,0,1,1.7,141.1764706,57.08333333,42.91666667,100,0
"E00033030",321,158,163,240,81,9,16.95,18.9380531,49.2211838,50.7788162,74.76635514,25.23364486
"E00033031",309,136,173,309,0,4,2.19,141.0958904,44.01294498,55.98705502,100,0
"E00033032",347,171,176,347,0,0,6.78,51.179941,49.2795389,50.7204611,100,0
"E00033033",288,168,120,288,0,0,2.39,120.5020921,58.33333333,41.66666667,100,0
"E00033034",313,163,150,313,0,0,4.19,74.70167064,52.07667732,47.92332268,100,0
"E00033035",359,174,185,324,35,1,3.18,112.8930818,48.46796657,51.53203343,90.25069638,9.749303621
"E00033036",191,97,94,191,0,4,3.33,57.35735736,50.78534031,49.21465969,100,0
"E00033037",314,136,178,276,38,1,7.35,42.72108844,43.31210191,56.68789809,87.89808917,12.10191083
"E00033038",166,82,84,166,0,1,3.15,52.6984127,49.39759036,50.60240964,100,0
"E00033040",270,142,128,270,0,0,2.12,127.3584906,52.59259259,47.40740741,100,0
"E00033041",262,118,144,262,0,4,4.25,61.64705882,45.03816794,54.96183206,100,0
"E00033042",239,120,119,239,0,2,4.98,47.99196787,50.20920502,49.79079498,100,0
"E00033043",252,125,127,252,0,2,5.11,49.31506849,49.6031746,50.3968254,100,0
"E00033044",239,114,125,239,0,3,7.58,31.53034301,47.69874477,52.30125523,100,0
"E00033045",215,85,130,215,0,1,3.34,64.37125749,39.53488372,60.46511628,100,0
"E00033046",180,81,99,180,0,1,13.94,12.91248207,45,55,100,0
"E00033047",328,170,158,282,46,2,5.83,56.26072041,51.82926829,48.17073171,85.97560976,14.02439024
"E00033048",252,124,128,252,0,4,12.44,20.25723473,49.20634921,50.79365079,100,0
"E00033049",372,191,181,372,0,2,2.05,181.4634146,51.34408602,48.65591398,100,0
"E00033050",227,118,109,227,0,10,11.96,18.97993311,51.98237885,48.01762115,100,0
"E00033051",308,167,141,308,0,3,27.44,11.2244898,54.22077922,45.77922078,100,0
"E00033052",379,205,174,377,2,4,2.24,169.1964286,54.08970976,45.91029024,99.47229551,0.527704485
"E00033053",278,133,145,278,0,1,1.66,167.4698795,47.84172662,52.15827338,100,0
"E00033054",158,75,83,158,0,2,1.82,86.81318681,47.46835443,52.53164557,100,0
"E00033055",244,127,117,244,0,6,1.84,132.6086957,52.04918033,47.95081967,100,0
"E00033056",278,139,139,278,0,0,1.77,157.0621469,50,50,100,0
"E00033057",292,136,156,292,0,1,1.96,148.9795918,46.57534247,53.42465753,100,0
"E00033059",307,146,161,307,0,0,5.21,58.92514395,47.55700326,52.44299674,100,0
"E00033060",204,93,111,204,0,1,7.81,26.12035851,45.58823529,54.41176471,100,0
"E00033061",235,122,113,235,0,2,5.03,46.71968191,51.91489362,48.08510638,100,0
"E00033062",264,133,131,264,0,6,7.59,34.7826087,50.37878788,49.62121212,100,0
"E00033063",259,118,141,259,0,13,25.65,10.09746589,45.55984556,54.44015444,100,0
"E00033064",235,111,124,235,0,2,2.13,110.3286385,47.23404255,52.76595745,100,0
"E00033065",293,144,149,293,0,11,10.39,28.20019249,49.14675768,50.85324232,100,0
"E00033066",242,125,117,242,0,0,6.15,39.3495935,51.65289256,48.34710744,100,0
"E00033067",279,161,118,279,0,0,2.63,106.0836502,57.70609319,42.29390681,100,0
"E00033068",327,181,146,327,0,0,4.26,76.76056338,55.35168196,44.64831804,100,0
"E00033069",248,146,102,248,0,0,1.92,129.1666667,58.87096774,41.12903226,100,0
"E00033070",279,170,109,263,16,0,30.15,9.253731343,60.93189964,39.06810036,94.26523297,5.734767025
"E00033071",275,130,145,261,14,2,7.82,35.16624041,47.27272727,52.72727273,94.90909091,5.090909091
"E00033072",304,176,128,275,29,2,6.45,47.13178295,57.89473684,42.10526316,90.46052632,9.539473684
"E00033073",257,139,118,253,4,0,3.22,79.8136646,54.08560311,45.91439689,98.44357977,1.556420233
"E00033074",299,172,127,283,16,0,1.95,153.3333333,57.52508361,42.47491639,94.64882943,5.351170569
"E00033075",254,160,94,237,17,0,3.12,81.41025641,62.99212598,37.00787402,93.30708661,6.692913386
"E00033076",397,173,224,302,95,5,14.38,27.6077886,43.5768262,56.4231738,76.07052897,23.92947103
"E00033077",292,134,158,292,0,1,3.14,92.99363057,45.89041096,54.10958904,100,0
"E00033078",329,159,170,272,57,2,35.42,9.288537549,48.32826748,51.67173252,82.67477204,17.32522796
"E00033079",230,122,108,230,0,0,1.45,158.6206897,53.04347826,46.95652174,100,0
"E00033080",197,113,84,197,0,0,1.53,128.7581699,57.36040609,42.63959391,100,0
"E00033081",220,116,104,220,0,0,2.21,99.54751131,52.72727273,47.27272727,100,0
"E00033082",312,161,151,312,0,8,6.83,45.68081991,51.6025641,48.3974359,100,0
"E00033083",336,177,159,336,0,13,62.83,5.347763807,52.67857143,47.32142857,100,0
"E00033084",325,162,163,325,0,1,30.69,10.58976865,49.84615385,50.15384615,100,0
"E00033085",321,152,169,321,0,7,5.71,56.21716287,47.35202492,52.64797508,100,0
"E00033086",249,100,149,249,0,5,3.83,65.01305483,40.16064257,59.83935743,100,0
