"GeographyCode","QS604EW0001","QS604EW0002","QS604EW0003","QS604EW0004","QS604EW0005","QS604EW0006","QS604EW0007"
"E00032987",99,33,12,21,66,60,6
"E00032988",158,54,23,31,104,85,19
"E00032989",154,57,23,34,97,77,20
"E00032990",160,47,25,22,113,90,23
"E00032991",167,51,26,25,116,100,16
"E00032992",92,35,11,24,57,51,6
"E00032993",149,45,15,30,104,86,18
"E00032994",30,10,4,6,20,17,3
"E00032995",76,25,6,19,51,47,4
"E00032996",111,36,6,30,75,71,4
"E00032997",90,32,5,27,58,47,11
"E00032998",157,48,16,32,109,81,28
"E00032999",191,71,31,40,120,100,20
"E00033000",39,12,6,6,27,24,3
"E00033002",97,29,7,22,68,63,5
"E00033004",185,29,11,18,156,121,35
"E00033005",116,47,8,39,69,64,5
"E00033006",105,36,8,28,69,61,8
"E00033007",78,36,6,30,42,36,6
"E00033008",77,39,8,31,38,34,4
"E00033012",92,19,6,13,73,50,23
"E00033013",87,23,5,18,64,56,8
"E00033015",69,16,10,6,53,36,17
"E00033016",128,47,10,37,81,64,17
"E00033018",124,81,58,23,43,38,5
"E00033019",137,55,23,32,82,67,15
"E00033020",128,57,37,20,71,65,6
"E00033021",110,34,7,27,76,70,6
"E00033023",178,112,60,52,66,53,13
"E00033024",55,14,5,9,41,27,14
"E00033025",163,41,16,25,122,99,23
"E00033026",106,29,5,24,77,64,13
"E00033027",207,50,24,26,157,128,29
"E00033029",141,29,5,24,112,95,17
"E00033030",124,46,23,23,78,57,21
"E00033031",174,40,16,24,134,113,21
"E00033032",227,39,9,30,188,148,40
"E00033033",198,30,9,21,168,136,32
"E00033034",235,32,13,19,203,164,39
"E00033035",178,44,15,29,134,108,26
"E00033036",125,19,4,15,106,81,25
"E00033037",130,29,10,19,101,74,27
"E00033038",103,14,3,11,89,70,19
"E00033040",124,27,3,24,97,83,14
"E00033041",134,44,16,28,90,76,14
"E00033042",125,36,15,21,89,70,19
"E00033043",149,34,12,22,115,94,21
"E00033044",117,31,12,19,86,78,8
