"GeographyCode","QS408EW0001","QS408EW0002","QS408EW0003","QS408EW0004","QS408EW0005","QS408EW0006"
"E00032987",87,17,31,25,10,4
"E00032988",200,34,46,85,25,10
"E00032989",232,18,58,99,48,9
"E00032990",219,29,35,105,42,8
"E00032991",219,19,31,97,66,6
"E00032992",165,21,34,89,20,1
"E00032993",166,41,42,60,22,1
"E00032994",63,12,22,21,7,1
"E00032995",149,37,49,52,7,4
"E00032996",181,45,67,51,12,6
"E00032997",106,27,36,33,8,2
"E00032998",164,50,55,37,19,3
"E00032999",236,27,64,102,23,20
"E00033000",87,26,15,40,6,0
"E00033002",129,11,59,36,18,5
"E00033004",167,58,74,31,4,0
"E00033005",176,37,53,67,15,4
"E00033006",120,60,34,16,9,1
"E00033007",155,27,72,29,19,8
"E00033008",147,44,43,43,13,4
"E00033012",104,18,33,35,18,0
"E00033013",115,14,44,36,17,4
"E00033015",109,13,45,37,9,5
"E00033016",226,63,46,50,36,31
"E00033018",72,14,4,29,19,6
"E00033019",218,33,68,85,21,11
"E00033020",143,9,24,61,37,12
"E00033021",134,20,48,38,21,7
"E00033023",149,47,15,58,21,8
"E00033024",104,28,36,31,7,2
"E00033025",135,64,46,21,4,0
"E00033026",90,69,15,5,1,0
"E00033027",200,37,46,73,35,9
"E00033029",111,71,23,11,3,3
"E00033030",95,73,15,6,1,0
"E00033031",130,99,19,12,0,0
"E00033032",238,16,81,103,34,4
"E00033033",193,36,42,95,15,5
"E00033034",201,25,43,98,30,5
"E00033035",159,54,51,41,12,1
"E00033036",128,9,64,39,11,5
"E00033037",153,61,47,40,4,1
"E00033038",110,8,22,56,20,4
"E00033040",132,64,28,31,5,4
"E00033041",110,90,16,3,0,1
"E00033042",98,80,11,5,1,1
"E00033043",112,85,17,9,1,0
"E00033044",92,73,16,1,1,1
"E00033045",132,31,31,59,11,0
"E00033046",121,23,70,21,4,3
"E00033047",106,91,12,3,0,0
"E00033048",100,85,12,1,2,0
"E00033049",154,102,22,22,5,3
"E00033050",84,78,4,2,0,0
"E00033051",167,58,57,35,14,3
"E00033052",144,84,26,23,8,3
