"GeographyCode","KS105EW0001","KS105EW0002","KS105EW0003","KS105EW0004","KS105EW0005","KS105EW0006","KS105EW0007","KS105EW0008","KS105EW0009","KS105EW0010","KS105EW0011","KS105EW0012","KS105EW0013","KS105EW0014","KS105EW0015","KS105EW0016","KS105EW0017","KS105EW0018","KS105EW0019","KS105EW0020","KS105EW0021","KS105EW0022","KS105EW0023","KS105EW0024","KS105EW0025","KS105EW0026","KS105EW0027","KS105EW0028","KS105EW0029","KS105EW0030","KS105EW0031"
"E00032987",87,6,20,1,5,6,2,4,4,0,16,7,2,2,0,12,6.89655172413793,22.9885057471264,1.14942528735632,5.74712643678161,6.89655172413793,2.29885057471264,4.59770114942529,4.59770114942529,0,18.3908045977011,8.04597701149425,2.29885057471264,2.29885057471264,0,13.7931034482759
"E00032988",200,13,129,0,6,6,1,12,2,1,10,2,2,4,0,12,6.5,64.5,0,3,3,0.5,6,1,0.5,5,1,1,2,0,6
"E00032989",232,9,165,2,1,7,0,8,2,1,10,5,2,8,0,12,3.87931034482759,71.1206896551724,0.862068965517241,0.431034482758621,3.01724137931034,0,3.44827586206897,0.862068965517241,0.431034482758621,4.31034482758621,2.1551724137931,0.862068965517241,3.44827586206897,0,5.17241379310345
"E00032990",219,31,117,1,8,6,1,19,5,0,8,3,1,5,0,14,14.1552511415525,53.4246575342466,0.45662100456621,3.65296803652968,2.73972602739726,0.45662100456621,8.67579908675799,2.28310502283105,0,3.65296803652968,1.36986301369863,0.45662100456621,2.28310502283105,0,6.39269406392694
"E00032991",219,3,151,0,3,7,0,14,2,0,9,7,1,5,0,17,1.36986301369863,68.9497716894977,0,1.36986301369863,3.19634703196347,0,6.39269406392694,0.91324200913242,0,4.10958904109589,3.19634703196347,0.45662100456621,2.28310502283105,0,7.76255707762557
"E00032992",165,7,116,1,2,2,0,3,4,0,10,4,2,6,0,8,4.24242424242424,70.3030303030303,0.606060606060606,1.21212121212121,1.21212121212121,0,1.81818181818182,2.42424242424242,0,6.06060606060606,2.42424242424242,1.21212121212121,3.63636363636364,0,4.84848484848485
"E00032993",166,11,76,2,10,5,2,11,1,2,6,4,5,14,0,17,6.62650602409639,45.7831325301205,1.20481927710843,6.02409638554217,3.01204819277108,1.20481927710843,6.62650602409639,0.602409638554217,1.20481927710843,3.6144578313253,2.40963855421687,3.01204819277108,8.43373493975904,0,10.2409638554217
"E00032994",63,12,24,2,2,2,1,0,2,0,11,1,2,1,0,3,19.047619047619,38.0952380952381,3.17460317460317,3.17460317460317,3.17460317460317,1.58730158730159,0,3.17460317460317,0,17.4603174603175,1.58730158730159,3.17460317460317,1.58730158730159,0,4.76190476190476
"E00032995",149,40,42,8,5,7,5,4,4,0,14,11,3,0,0,6,26.8456375838926,28.1879194630872,5.36912751677852,3.35570469798658,4.69798657718121,3.35570469798658,2.68456375838926,2.68456375838926,0,9.39597315436242,7.38255033557047,2.01342281879195,0,0,4.02684563758389
"E00032996",181,29,34,11,10,9,12,2,7,0,35,12,8,1,1,10,16.0220994475138,18.7845303867403,6.07734806629834,5.52486187845304,4.97237569060773,6.62983425414365,1.10497237569061,3.86740331491713,0,19.3370165745856,6.62983425414365,4.41988950276243,0.552486187845304,0.552486187845304,5.52486187845304
