"GeographyCode","KS603EW0001","KS603EW0002","KS603EW0003","KS603EW0004","KS603EW0005","KS603EW0006","KS603EW0007","KS603EW0008","KS603EW0009","KS603EW0010","KS603EW0011","KS603EW0012","KS603EW0013","KS603EW0014","KS603EW0015","KS603EW0016","KS603EW0017","KS603EW0018","KS603EW0019","KS603EW0020","KS603EW0021","KS603EW0022","KS603EW0023","KS603EW0024","KS603EW0025","KS603EW0026","KS603EW0027","KS603EW0028","KS603EW0029"
"E02001347",2896,652,926,67,131,104,388,132,187,232,77,43,18,27,54,22.5138121546961,31.975138121547,2.31353591160221,4.52348066298343,3.59116022099448,13.3977900552486,4.55801104972376,6.45718232044199,8.01104972375691,2.65883977900552,1.48480662983425,0.621546961325967,0.93232044198895,1.8646408839779
"E02001348",2779,641,960,65,127,80,391,131,155,169,60,31,22,19,46,23.0658510255488,34.5448002878733,2.33897085282476,4.56998920474991,2.87873335732278,14.0698092839151,4.71392587261605,5.57754587981288,6.08132421734437,2.15905001799208,1.11550917596258,0.791651673263764,0.68369917236416,1.6552716804606
"E02001349",3014,688,1113,84,98,137,402,121,138,177,56,36,9,10,45,22.8268082282681,36.9276708692767,2.78699402786994,3.25149303251493,4.54545454545455,13.3377571333776,4.01459854014599,4.57863304578633,5.87259455872595,1.85799601857996,1.19442601194426,0.298606502986065,0.33178500331785,1.49303251493033
"E02001350",2933,621,824,61,165,89,398,130,257,283,105,51,22,35,75,21.1728605523355,28.0941016024548,2.07978179338561,5.62563927719059,3.03443573133311,13.5697238322537,4.43232185475622,8.76235935901807,9.64882372996932,3.5799522673031,1.73883395840436,0.750085236958745,1.19331742243437,2.55710876235936
"E02001351",3134,666,819,46,208,138,405,162,278,304,108,59,24,48,98,21.2507977026165,26.1327377153797,1.46777281429483,6.63688576898532,4.40331844288449,12.9227823867262,5.16911295469049,8.87045309508615,9.70006381620932,3.44607530312699,1.88257817485641,0.765794511805999,1.531589023612,3.12699425654116
"E02001352",2366,518,656,47,134,95,299,128,185,226,78,28,21,22,64,21.8934911242604,27.7261200338123,1.98647506339814,5.66356720202874,4.01521555367709,12.6373626373626,5.40997464074387,7.81910397295013,9.5519864750634,3.2967032967033,1.18343195266272,0.887573964497041,0.929839391377853,2.70498732037194
"E02001353",2915,726,1085,114,106,132,300,125,127,155,45,32,20,17,41,24.9056603773585,37.221269296741,3.91080617495712,3.63636363636364,4.52830188679245,10.2915951972556,4.28816466552316,4.35677530017153,5.31732418524871,1.54373927958834,1.09777015437393,0.686106346483705,0.583190394511149,1.4065180102916
"E02001354",2919,693,768,35,172,117,366,152,237,286,93,40,19,45,85,23.7410071942446,26.3103802672148,1.19904076738609,5.89242891401165,4.0082219938335,12.5385405960946,5.2072627612196,8.11921891058582,9.79787598492634,3.18602261048304,1.3703323055841,0.650907845152449,1.54162384378212,2.91195614936622
"E02001355",2583,543,722,51,159,99,364,128,203,234,80,52,20,37,71,21.0220673635308,27.9519938056523,1.97444831591173,6.15563298490128,3.83275261324042,14.0921409214092,4.95547812620983,7.85907859078591,9.05923344947735,3.09717382888115,2.01316298877274,0.774293457220287,1.43244289585753,2.74874177313202
"E02001356",2122,432,485,42,167,73,276,113,239,215,80,46,17,40,84,20.3581526861451,22.8557964184731,1.97926484448633,7.86993402450518,3.44015080113101,13.0065975494816,5.32516493873704,11.262959472196,10.1319509896324,3.77002827521206,2.16776625824694,0.801131008482564,1.88501413760603,3.95852968897267
