"GeographyCode","KS401EW0001","KS401EW0002","KS401EW0003","KS401EW0004","KS401EW0005","KS401EW0006","KS401EW0007","KS401EW0008","KS401EW0009","KS401EW0010","KS401EW0011","KS401EW0012","KS401EW0013","KS401EW0014","KS401EW0015","KS401EW0016","KS401EW0017","KS401EW0018","KS401EW0019","KS401EW0020","KS401EW0021","KS401EW0022","KS401EW0023","KS401EW0024","KS401EW0025","KS401EW0026"
"E00032987",88,88,0,0,88,87,1,2,5,29,49,3,0,0,100,0,0,98.8636363636364,1.13636363636364,2.27272727272727,5.68181818181818,32.9545454545455,55.6818181818182,3.40909090909091,0,0
"E00032988",197,196,0,1,202,200,2,0,4,24,33,140,1,0,99.492385786802,0,0.50761421319797,99.009900990099,0.99009900990099,0,1.98019801980198,11.8811881188119,16.3366336633663,69.3069306930693,0.495049504950495,0
"E00032989",218,208,4,6,234,232,2,2,1,18,65,148,0,0,95.4128440366973,1.8348623853211,2.75229357798165,99.1452991452991,0.854700854700855,0.854700854700855,0.427350427350427,7.69230769230769,27.7777777777778,63.2478632478632,0,0
"E00032990",203,198,0,5,227,219,8,0,3,14,88,121,1,0,97.5369458128079,0,2.46305418719212,96.4757709251101,3.52422907488987,0,1.3215859030837,6.16740088105727,38.7665198237885,53.3039647577093,0.440528634361234,0
"E00032991",223,221,1,1,229,219,10,1,5,12,45,166,0,0,99.1031390134529,0.448430493273543,0.448430493273543,95.6331877729258,4.36681222707424,0.436681222707424,2.18340611353712,5.24017467248908,19.6506550218341,72.4890829694323,0,0
"E00032992",190,188,0,2,199,165,34,2,1,41,125,30,0,0,98.9473684210526,0,1.05263157894737,82.9145728643216,17.0854271356784,1.00502512562814,0.50251256281407,20.6030150753769,62.8140703517588,15.0753768844221,0,0
"E00032993",179,179,0,0,179,166,13,1,2,17,132,27,0,0,100,0,0,92.7374301675978,7.26256983240224,0.558659217877095,1.11731843575419,9.49720670391061,73.7430167597765,15.0837988826816,0,0
"E00032994",65,65,0,0,65,63,2,4,25,13,21,0,2,0,100,0,0,96.9230769230769,3.07692307692308,6.15384615384615,38.4615384615385,20,32.3076923076923,0,3.07692307692308,0
"E00032995",155,155,0,0,155,149,6,4,5,98,48,0,0,0,100,0,0,96.1290322580645,3.87096774193548,2.58064516129032,3.2258064516129,63.2258064516129,30.9677419354839,0,0,0
"E00032996",183,183,0,0,183,181,2,15,123,41,4,0,0,0,100,0,0,98.9071038251366,1.09289617486339,8.19672131147541,67.2131147540984,22.4043715846995,2.18579234972678,0,0,0
