"GeographyCode","QS412EW0001","QS412EW0002","QS412EW0003","QS412EW0004","QS412EW0005","QS412EW0006"
"E00032987",87,6,38,38,3,2
"E00032988",200,21,55,116,8,0
"E00032989",232,10,61,148,12,1
"E00032990",219,16,45,145,13,0
"E00032991",219,9,36,162,11,1
"E00032992",165,11,48,103,3,0
"E00032993",166,31,75,54,6,0
"E00032994",63,5,28,27,3,0
"E00032995",149,18,59,64,6,2
"E00032996",181,25,86,56,12,2
"E00032997",106,18,47,35,6,0
"E00032998",164,40,72,45,6,1
"E00032999",236,19,73,132,11,1
"E00033000",87,11,26,48,2,0
"E00033002",129,4,68,45,10,2
"E00033004",167,21,122,24,0,0
"E00033005",176,23,77,63,12,1
"E00033006",120,34,50,28,6,2
"E00033007",155,21,83,40,8,3
"E00033008",147,36,42,52,15,2
"E00033012",104,10,57,35,2,0
"E00033013",115,11,45,51,6,2
"E00033015",109,4,61,38,6,0
"E00033016",226,52,47,114,10,3
"E00033018",72,14,28,25,4,1
"E00033019",218,26,69,107,13,3
"E00033020",143,7,49,83,4,0
"E00033021",134,14,67,46,3,4
"E00033023",149,27,36,76,9,1
"E00033024",104,26,47,28,2,1
"E00033025",135,35,68,30,2,0
"E00033026",90,47,27,15,1,0
"E00033027",200,33,56,100,8,3
"E00033029",111,56,27,22,6,0
"E00033030",95,53,30,12,0,0
"E00033031",130,75,36,16,2,1
"E00033032",238,8,94,129,7,0
"E00033033",193,16,60,111,5,1
"E00033034",201,13,67,112,9,0
"E00033035",159,45,58,49,5,2
"E00033036",128,5,63,60,0,0
"E00033037",153,43,69,38,3,0
"E00033038",110,7,40,61,2,0
"E00033040",132,49,36,42,3,2
"E00033041",110,65,35,8,1,1
"E00033042",98,56,24,17,1,0
"E00033043",112,63,34,14,1,0
"E00033044",92,52,29,8,2,1
"E00033045",132,26,40,65,1,0
"E00033046",121,12,84,23,1,1
"E00033047",106,61,32,11,1,1
"E00033048",100,65,31,3,1,0
"E00033049",154,64,57,28,3,2
"E00033050",84,48,26,10,0,0
"E00033051",167,37,76,48,6,0
"E00033052",144,68,35,35,6,0
"E00033053",111,63,31,13,3,1
"E00033054",76,20,20,34,1,1
"E00033055",106,65,36,5,0,0
"E00033056",123,70,42,11,0,0
"E00033057",122,66,33,19,3,1
"E00033059",149,49,34,56,8,2
"E00033060",101,35,55,10,1,0
"E00033061",91,53,24,10,2,2
"E00033062",105,64,32,8,1,0
"E00033063",101,63,24,13,1,0
"E00033064",97,55,33,8,1,0
"E00033065",120,80,34,6,0,0
"E00033066",155,9,67,74,5,0
"E00033067",184,20,49,109,4,2
"E00033068",203,13,92,91,5,2
"E00033069",164,10,65,84,4,1
"E00033070",190,13,70,99,8,0
"E00033071",141,22,72,40,7,0
"E00033072",167,12,54,85,15,1
"E00033073",192,4,27,155,6,0
"E00033074",179,17,61,93,8,0
"E00033075",210,2,23,179,6,0
"E00033076",152,37,71,40,4,0
"E00033077",185,25,58,97,4,1
"E00033078",176,36,81,53,5,1
"E00033079",116,44,25,45,2,0
"E00033080",150,1,61,85,3,0
"E00033081",127,13,82,28,4,0
"E00033082",122,91,24,6,1,0
"E00033083",122,78,33,11,0,0
"E00033084",148,60,61,23,4,0
"E00033085",143,55,61,25,2,0
"E00033086",122,74,41,6,1,0
"E00033087",149,70,56,19,4,0
"E00033088",101,51,31,12,7,0
"E00033089",124,48,44,27,4,1
"E00033090",139,54,47,31,5,2
"E00033091",126,61,46,16,3,0
"E00033092",127,76,39,12,0,0
"E00033093",158,68,61,25,4,0
"E00033094",136,71,47,15,3,0
"E00033095",164,110,35,18,1,0
"E00033096",110,67,34,8,1,0
"E00033097",119,51,40,25,2,1
"E00033098",113,68,34,7,4,0
"E00033099",94,26,14,52,1,1
"E00033100",138,54,42,33,8,1
"E00033101",96,63,24,7,2,0
"E00033102",207,68,87,45,5,2
"E00033103",117,55,29,26,7,0
"E00033104",109,54,31,20,3,1
"E00033105",118,70,35,11,2,0
"E00033106",125,59,39,25,1,1
"E00033107",121,67,36,14,4,0
"E00033108",119,49,37,26,5,2
"E00033109",123,68,31,21,2,1
"E00033110",142,72,48,19,2,1
"E00033112",115,92,17,4,2,0
"E00033113",117,68,37,11,1,0
"E00033114",113,72,29,12,0,0
