"GeographyCode","KS205EW0001","KS205EW0002","KS205EW0003","KS205EW0004","KS205EW0005","KS205EW0006","KS205EW0007","KS205EW0008","KS205EW0009","KS205EW0010","KS205EW0011","KS205EW0012","KS205EW0013","KS205EW0014","KS205EW0015","KS205EW0016","KS205EW0017","KS205EW0018","KS205EW0019","KS205EW0020","KS205EW0021","KS205EW0022","KS205EW0023","KS205EW0024","KS205EW0025"
"E02001347",7653,1290,6127,41,43,8,21,149,8,0,2,1,0,16.8561348490788,80.0601071475239,0.535737619234287,0.56187116163596,0.10453416960669,0.274402195217562,1.9469489089246,0.10453416960669,0,0.0261335424016725,0.0130667712008363,0
"E02001348",7222,1177,5919,33,38,4,7,48,6,0,1,2,0,16.2974245361396,81.9579063971199,0.456937136527278,0.526170036001108,0.055386319579064,0.096926059263362,0.664635834948768,0.083079479368596,0,0.013846579894766,0.027693159789532,0
"E02001349",7966,1275,6552,37,49,8,30,31,4,0,0,5,0,16.0055234747678,82.2495606326889,0.464474014561888,0.615114235500879,0.100426813959327,0.376600552347477,0.389153904092393,0.0502134069796636,0,0,0.0627667587245795,0
"E02001350",7856,1789,5728,21,141,4,77,113,3,0,1,4,0,22.7724032586558,72.9124236252546,0.267311608961303,1.79480651731161,0.0509164969450102,0.980142566191446,1.43839103869654,0.0381873727087576,0,0.0127291242362525,0.0509164969450102,0
"E02001351",8894,2265,6329,24,143,2,60,97,4,0,0,5,0,25.4666067011468,71.160332808635,0.26984483921745,1.60782550033731,0.0224870699347875,0.674612098043625,1.09062289183719,0.044974139869575,0,0,0.0562176748369687,0
"E02001352",7416,1761,5327,43,150,3,45,86,14,0,1,3,0,23.7459546925566,71.8311758360302,0.57982740021575,2.02265372168285,0.040453074433657,0.606796116504854,1.1596548004315,0.188781014023732,0,0.0134843581445523,0.040453074433657,0
"E02001353",7572,830,6555,26,84,5,32,69,10,0,0,12,0,10.9614368726889,86.5689381933439,0.343370311674591,1.10935023771791,0.0660327522451136,0.422609614368727,0.911251980982567,0.132065504490227,0,0,0.158478605388273,0
"E02001354",7613,1649,5821,27,66,3,24,28,3,5,0,6,0,21.6603178773151,76.4613161697097,0.354656508603704,0.866938132142388,0.0394062787337449,0.315250229869959,0.367791934848286,0.0394062787337449,0.0656771312229082,0,0.0788125574674898,0
"E02001355",6664,1473,5067,34,61,8,15,18,7,0,0,3,0,22.1038415366146,76.0354141656663,0.510204081632653,0.915366146458583,0.120048019207683,0.225090036014406,0.270108043217287,0.105042016806723,0,0,0.0450180072028812,0
"E02001356",5584,1609,3745,12,132,3,37,45,5,0,1,3,0,28.8144699140401,67.0666189111748,0.214899713467049,2.36389684813754,0.0537249283667622,0.662607449856733,0.805873925501433,0.089541547277937,0,0.0179083094555874,0.0537249283667622,0
"E02001357",6982,1705,5164,11,73,2,14,18,1,0,3,4,0,24.4199369808078,73.9616155829275,0.157547980521341,1.04554568891435,0.0286450873675165,0.200515611572615,0.257805786307648,0.0143225436837582,0,0.0429676310512747,0.0572901747350329,0
"E02001358",7069,1804,5121,28,71,2,19,26,6,0,3,3,0,25.5198755128024,72.4430612533597,0.396095628801811,1.00438534446173,0.0282925449144151,0.268779176686943,0.367803083887396,0.0848776347432452,0,0.0424388173716226,0.0424388173716226,0
"E02001359",5751,673,4963,25,36,5,28,45,4,0,0,2,0,11.7023126412798,86.2980351243262,0.434707007476961,0.625978090766823,0.0869414014953921,0.486871848374196,0.782472613458529,0.0695531211963137,0,0,0.0347765605981568,0
"E02001360",8358,2119,5871,43,205,5,80,49,8,0,0,2,0,25.3529552524527,70.2440775305097,0.514477147642977,2.45273988992582,0.0598229241445322,0.957166786312515,0.586264656616415,0.0957166786312515,0,0,0.0239291696578129,0
"E02001361",7618,1524,5987,24,48,2,20,14,4,0,0,5,0,20.0052507219743,78.5901811499081,0.315043318456288,0.630086636912575,0.0262536098713573,0.262536098713573,0.183775269099501,0.0525072197427146,0,0,0.0656340246783933,0
"E02001362",7401,1244,6073,16,24,3,6,27,9,0,3,5,0,16.8085393865694,82.0564788542089,0.216187001756519,0.324280502634779,0.0405350628293474,0.0810701256586948,0.364815565464126,0.121605188488042,0,0.0405350628293474,0.0675584380489123,0
"E02001363",7788,1766,5754,17,127,3,68,68,5,0,0,5,0,22.6759116589625,73.8828967642527,0.218284540318439,1.63071391884951,0.0385208012326656,0.873138161273754,0.873138161273754,0.0642013353877761,0,0,0.0642013353877761,0
"E02001364",5311,1637,3487,22,81,4,34,46,8,2,1,5,0,30.8228205610996,65.6561852758426,0.414234607418565,1.52513650913199,0.0753153831670119,0.640180756919601,0.866126906420636,0.150630766334024,0.0376576915835059,0.018828845791753,0.0941442289587648,0
"E02001365",9049,2325,6266,55,193,4,109,98,12,4,7,6,0,25.6934467897005,69.2452204663499,0.607801967068184,2.13283235716654,0.0442037794231407,1.20455298928058,1.08299259586695,0.132611338269422,0.0442037794231407,0.0773566139904962,0.066305669134711,0
"E02001366",8985,1817,6838,45,143,8,41,104,10,0,1,6,0,20.2225932109071,76.1046188091263,0.500834724540901,1.59154145798553,0.0890372843628269,0.456316082359488,1.15748469671675,0.111296605453534,0,0.0111296605453534,0.0667779632721202,0
"E02001367",9304,994,8148,41,61,3,25,57,6,0,1,2,0,10.6835769561479,87.5752364574377,0.44067067927773,0.655631986242476,0.032244196044712,0.268701633705933,0.612639724849527,0.0644883920894239,0,0.0107480653482373,0.0214961306964746,0
"E02001368",5847,1367,4251,40,127,10,25,45,6,0,0,4,0,23.3795108602702,72.7039507439713,0.684111510176159,2.1720540448093,0.17102787754404,0.427569693860099,0.769625448948179,0.102616726526424,0,0,0.0684111510176159,0
"E02001369",7655,1514,5537,103,248,10,56,177,25,0,7,13,0,19.777922926192,72.3318092749837,1.34552580013063,3.23971260613978,0.130633572828217,0.731548007838014,2.31221423905944,0.326583932070542,0,0.0914435009797518,0.169823644676682,0
