"GeographyCode","QS303EW0001","QS303EW0002","QS303EW0003","QS303EW0004"
"E00032987",198,18,20,160
"E00032988",348,62,55,231
"E00032989",333,40,39,254
"E00032990",330,45,31,254
"E00032991",320,36,44,240
"E00032992",240,40,28,172
"E00032993",282,21,22,239
"E00032994",111,27,13,71
"E00032995",268,69,37,162
"E00032996",417,83,64,270
"E00032997",211,35,16,160
"E00032998",337,43,41,253
"E00032999",359,24,27,308
"E00033000",177,43,29,105
"E00033002",227,29,16,182
"E00033004",252,11,11,230
"E00033005",402,136,50,216
"E00033006",271,56,32,183
"E00033007",317,63,47,207
"E00033008",345,71,40,234
"E00033012",149,10,10,129
"E00033013",202,16,23,163
"E00033015",209,11,13,185
"E00033016",597,16,23,558
"E00033018",270,0,19,251
"E00033019",350,40,39,271
"E00033020",231,15,15,201
"E00033021",262,37,30,195
"E00033023",433,32,31,370
"E00033024",178,52,29,97
"E00033025",265,20,26,219
"E00033026",219,22,15,182
"E00033027",393,45,45,303
"E00033029",240,26,22,192
"E00033030",321,18,29,274
"E00033031",309,26,19,264
"E00033032",347,29,22,296
"E00033033",288,17,19,252
"E00033034",313,12,24,277
"E00033035",359,68,35,256
"E00033036",191,18,19,154
"E00033037",314,46,37,231
"E00033038",166,17,7,142
"E00033040",270,33,20,217
"E00033041",262,23,22,217
"E00033042",239,26,31,182
"E00033043",252,14,23,215
"E00033044",239,13,31,195
"E00033045",215,53,43,119
"E00033046",180,45,34,101
"E00033047",328,73,30,225
"E00033048",252,26,31,195
"E00033049",372,20,26,326
"E00033050",227,14,15,198
"E00033051",308,23,19,266
"E00033052",379,27,35,317
"E00033053",278,17,17,244
"E00033054",158,30,12,116
"E00033055",244,5,14,225
"E00033056",278,15,21,242
"E00033057",292,25,21,246
"E00033059",307,58,26,223
"E00033060",204,37,19,148
"E00033061",235,18,29,188
"E00033062",264,22,25,217
"E00033063",259,18,14,227
"E00033064",235,13,17,205
"E00033065",293,20,15,258
"E00033066",242,20,23,199
"E00033067",279,19,22,238
"E00033068",327,15,26,286
"E00033069",248,24,20,204
"E00033070",279,60,28,191
"E00033071",275,18,17,240
"E00033072",304,33,23,248
"E00033073",257,35,21,201
"E00033074",299,51,41,207
"E00033075",254,75,38,141
"E00033076",397,124,33,240
"E00033077",292,44,32,216
"E00033078",329,86,35,208
"E00033079",230,27,16,187
"E00033080",197,48,25,124
"E00033081",220,13,15,192
"E00033082",312,16,32,264
"E00033083",336,17,13,306
"E00033084",325,52,35,238
"E00033085",321,40,32,249
"E00033086",249,34,31,184
"E00033087",397,27,29,341
"E00033088",239,36,29,174
"E00033089",302,37,30,235
"E00033090",376,65,37,274
"E00033091",306,42,37,227
"E00033092",307,22,28,257
"E00033093",372,45,34,293
"E00033094",328,49,44,235
"E00033095",443,51,37,355
"E00033096",262,33,26,203
"E00033097",263,37,38,188
"E00033098",277,35,32,210
"E00033099",163,42,31,90
"E00033100",297,67,31,199
"E00033101",212,27,23,162
"E00033102",429,37,47,345
"E00033103",298,50,41,207
"E00033104",275,42,34,199
"E00033105",293,36,38,219
"E00033106",286,47,28,211
"E00033107",353,30,31,292
"E00033108",317,42,28,247
"E00033109",322,41,30,251
"E00033110",340,51,27,262
"E00033112",308,21,23,264
"E00033113",246,6,21,219
"E00033114",308,25,24,259
"E00033115",132,21,19,92
"E00033116",190,85,26,79
"E00033117",385,25,45,315
"E00033118",331,22,32,277
"E00033119",262,13,25,224
"E00033120",313,24,25,264
"E00033121",220,42,39,139
"E00033122",275,33,36,206
"E00033123",258,39,41,178
