"GeographyCode","QS604EW0001","QS604EW0002","QS604EW0003","QS604EW0004","QS604EW0005","QS604EW0006","QS604EW0007"
"E01006512",513,185,86,99,328,262,66
"E01006513",1052,543,354,189,509,410,99
"E01006514",926,425,237,188,501,409,92
"E01006515",482,148,49,99,334,284,50
"E01006518",562,205,40,165,357,318,39
"E01006519",643,182,58,124,461,384,77
"E01006520",1049,178,48,130,871,705,166
"E01006521",799,176,64,112,623,512,111
"E01006522",1027,162,65,97,865,699,166
"E01006523",812,183,51,132,629,507,122
"E01006524",767,287,175,112,480,372,108
"E01006525",638,181,60,121,457,386,71
"E01006526",698,184,56,128,514,428,86
"E01006527",658,194,67,127,464,388,76
"E01006528",760,198,72,126,562,452,110
"E01006529",709,168,54,114,541,456,85
"E01006530",648,191,63,128,457,386,71
"E01006531",570,153,39,114,417,359,58
"E01006532",729,207,78,129,522,382,140
"E01006533",581,188,52,136,393,326,67
"E01006534",709,219,58,161,490,413,77
"E01006535",739,219,64,155,520,442,78
"E01006536",775,261,74,187,514,464,50
"E01006537",1167,307,73,234,860,744,116
"E01006538",643,185,56,129,458,408,50
"E01006539",732,233,99,134,499,382,117
"E01006540",487,171,35,136,316,268,48
"E01006541",717,215,56,159,502,456,46
"E01006542",565,184,59,125,381,341,40
"E01006543",626,193,55,138,433,393,40
"E01006544",561,217,56,161,344,313,31
"E01006545",670,215,43,172,455,415,40
"E01006546",546,170,46,124,376,341,35
"E01006547",521,177,51,126,344,308,36
"E01006548",583,218,58,160,365,334,31
"E01006549",820,227,94,133,593,483,110
"E01006550",583,311,191,120,272,228,44
"E01006551",466,169,90,79,297,233,64
"E01006552",646,233,65,168,413,341,72
"E01006553",873,357,190,167,516,438,78
"E01006554",752,299,143,156,453,369,84
"E01006556",596,246,77,169,350,295,55
"E01006557",739,369,202,167,370,331,39
"E01006558",472,160,34,126,312,285,27
"E01006560",525,218,50,168,307,273,34
"E01006562",468,176,48,128,292,253,39
"E01006563",410,155,32,123,255,236,19
"E01006564",683,245,59,186,438,396,42
"E01006565",653,217,57,160,436,398,38
"E01006566",695,208,57,151,487,432,55
"E01006567",659,216,60,156,443,380,63
"E01006568",733,193,32,161,540,484,56
"E01006569",509,148,43,105,361,327,34
"E01006570",739,214,67,147,525,443,82
"E01006571",557,193,46,147,364,322,42
"E01006572",409,168,46,122,241,210,31
"E01006573",590,167,40,127,423,377,46
"E01006574",512,178,37,141,334,297,37
"E01006575",569,184,55,129,385,338,47
"E01006576",902,233,54,179,669,580,89
"E01006577",775,236,72,164,539,457,82
"E01006578",712,197,61,136,515,447,68
"E01006579",800,238,63,175,562,483,79
"E01006580",711,220,70,150,491,401,90
"E01006581",777,242,82,160,535,460,75
"E01006582",818,255,80,175,563,465,98
"E01006583",769,353,196,157,416,332,84
"E01006584",672,199,56,143,473,428,45
"E01006585",491,150,38,112,341,308,33
"E01006586",875,258,68,190,617,520,97
"E01006587",805,210,68,142,595,505,90
"E01006588",831,242,75,167,589,507,82
"E01006589",789,258,75,183,531,471,60
"E01006590",906,242,87,155,664,579,85
"E01006591",867,243,86,157,624,522,102
"E01006592",763,221,88,133,542,421,121
"E01006593",838,233,77,156,605,505,100
"E01006594",681,197,68,129,484,389,95
"E01006595",897,220,59,161,677,603,74
"E01006596",759,210,62,148,549,472,77
"E01006597",837,220,82,138,617,485,132
"E01006598",369,119,23,96,250,222,28
"E01006599",362,144,35,109,218,190,28
"E01006600",569,198,50,148,371,334,37
"E01006603",526,191,44,147,335,304,31
"E01006604",583,200,47,153,383,350,33
"E01006605",586,199,49,150,387,357,30
"E01006606",670,197,43,154,473,414,59
"E01006607",578,188,52,136,390,350,40
"E01006608",559,180,47,133,379,323,56
"E01006609",553,163,40,123,390,351,39
"E01006610",545,161,41,120,384,348,36
"E01006611",473,140,29,111,333,311,22
"E01006612",536,199,53,146,337,301,36
"E01006613",491,173,46,127,318,281,37
"E01006614",551,173,47,126,378,345,33
"E01006615",562,184,38,146,378,345,33
"E01006616",588,201,51,150,387,333,54
"E01006617",768,185,48,137,583,511,72
"E01006618",667,211,46,165,456,407,49
"E01006619",767,215,64,151,552,481,71
"E01006620",618,186,50,136,432,380,52
"E01006621",692,200,73,127,492,389,103
"E01006622",772,237,74,163,535,454,81
"E01006623",779,241,67,174,538,450,88
"E01006624",667,221,66,155,446,393,53
"E01006625",660,192,54,138,468,406,62
"E01006626",710,210,66,144,500,459,41
"E01006627",683,201,53,148,482,431,51
"E01006628",874,296,109,187,578,478,100
"E01006629",621,154,46,108,467,404,63
"E01006630",406,164,35,129,242,214,28
"E01006632",670,218,59,159,452,388,64
"E01006633",412,149,36,113,263,237,26
"E01006637",552,208,48,160,344,299,45
"E01006638",371,154,31,123,217,191,26
"E01006639",705,211,50,161,494,441,53
"E01006640",870,257,64,193,613,532,81
"E01006641",899,235,49,186,664,605,59
"E01006642",442,159,36,123,283,259,24
"E01006643",674,224,53,171,450,389,61
"E01006644",850,233,45,188,617,528,89
"E01006645",435,174,32,142,261,227,34
"E01006646",757,202,53,149,555,466,89
"E01006647",337,140,31,109,197,180,17
"E01006648",933,277,75,202,656,589,67
"E01006651",920,249,69,180,671,573,98
"E01006652",733,204,47,157,529,467,62
"E01006653",620,181,42,139,439,394,45
"E01006654",744,207,62,145,537,479,58
"E01006655",766,218,52,166,548,462,86
"E01006656",740,177,43,134,563,496,67
"E01006657",550,161,38,123,389,335,54
"E01006658",489,179,28,151,310,288,22
"E01006659",571,170,53,117,401,325,76
"E01006660",583,193,57,136,390,333,57
"E01006661",545,177,39,138,368,331,37
"E01006662",596,187,50,137,409,366,43
"E01006663",514,165,25,140,349,316,33
"E01006664",663,201,46,155,462,408,54
"E01006665",855,235,53,182,620,522,98
"E01006666",819,248,71,177,571,491,80
"E01006667",661,193,52,141,468,417,51
"E01006668",847,230,55,175,617,529,88
"E01006669",764,214,50,164,550,478,72
"E01006670",789,229,62,167,560,479,81
"E01006671",636,191,49,142,445,368,77
"E01006672",702,245,50,195,457,406,51
"E01006673",629,232,79,153,397,348,49
"E01006674",441,179,55,124,262,213,49
"E01006675",936,267,92,175,669,558,111
"E01006676",518,202,54,148,316,269,47
"E01006677",274,130,33,97,144,124,20
"E01006678",731,243,78,165,488,416,72
"E01006679",473,204,56,148,269,218,51
"E01006680",793,239,63,176,554,463,91
"E01006681",706,218,59,159,488,412,76
"E01006682",666,184,61,123,482,411,71
"E01006683",749,209,64,145,540,475,65
"E01006684",1193,267,89,178,926,773,153
"E01006685",696,198,67,131,498,419,79
