"GeographyCode","QS408EW0001","QS408EW0002","QS408EW0003","QS408EW0004","QS408EW0005","QS408EW0006"
"E01006512",799,148,184,239,148,80
"E01006513",909,136,109,295,254,115
"E01006514",1115,174,199,410,223,109
"E01006515",641,144,194,215,73,15
"E01006518",835,199,303,233,76,24
"E01006519",514,451,48,10,3,2
"E01006520",1182,106,284,579,181,32
"E01006521",928,229,304,293,81,21
"E01006522",1094,144,290,475,143,42
"E01006523",830,231,232,269,80,18
"E01006524",583,199,200,146,31,7
"E01006525",486,401,60,18,5,2
"E01006526",654,332,199,103,16,4
"E01006527",638,372,136,108,20,2
"E01006528",613,383,95,102,21,12
"E01006529",559,424,81,40,8,6
"E01006530",616,455,113,36,11,1
"E01006531",674,480,97,85,9,3
"E01006532",617,535,47,26,9,0
"E01006533",614,375,151,75,12,1
"E01006534",649,390,130,96,25,8
"E01006535",656,430,126,83,12,5
"E01006536",815,489,182,111,27,6
"E01006537",964,551,166,164,74,9
"E01006538",527,375,97,44,7,4
"E01006539",601,449,106,34,11,1
"E01006540",771,183,241,240,70,37
"E01006541",803,325,214,215,42,7
"E01006542",583,316,115,126,23,3
"E01006543",509,311,125,61,11,1
"E01006544",738,326,238,114,51,9
"E01006545",646,384,153,85,23,1
"E01006546",583,307,141,95,28,12
"E01006547",718,295,205,163,40,15
"E01006548",759,277,272,140,44,26
"E01006549",949,171,169,378,167,64
"E01006550",483,205,83,135,41,19
"E01006551",751,212,209,257,54,19
"E01006552",869,237,253,213,105,61
"E01006553",642,355,123,101,50,13
"E01006554",649,256,85,188,87,33
"E01006556",1016,259,287,292,125,53
"E01006557",635,230,137,163,78,27
"E01006558",739,227,296,159,47,10
"E01006560",996,205,384,292,85,30
"E01006562",714,241,235,163,54,21
"E01006563",908,239,256,311,81,21
"E01006564",800,292,217,231,44,16
"E01006565",638,392,141,71,25,9
"E01006566",577,321,134,84,26,12
"E01006567",892,316,232,269,65,10
"E01006568",629,270,201,110,38,10
"E01006569",613,350,132,85,38,8
"E01006570",595,402,104,59,21,9
"E01006571",612,326,147,98,32,9
"E01006572",501,226,155,87,28,5
"E01006573",778,287,230,208,48,5
"E01006574",612,259,160,167,22,4
"E01006575",578,357,127,70,21,3
"E01006576",713,494,145,57,17,0
"E01006577",597,475,78,40,4,0
"E01006578",554,386,106,47,11,4
"E01006579",618,507,83,18,8,2
"E01006580",515,448,42,18,5,2
"E01006581",607,487,75,29,13,3
"E01006582",585,473,76,26,9,1
"E01006583",467,429,24,9,3,2
"E01006584",611,396,106,92,15,2
"E01006585",641,259,186,155,29,12
"E01006586",921,343,317,198,42,21
"E01006587",717,360,153,152,46,6
"E01006588",702,448,96,118,33,7
"E01006589",599,459,91,44,4,1
"E01006590",701,438,151,78,27,7
"E01006591",671,474,107,67,18,5
"E01006592",624,444,104,58,15,3
"E01006593",662,436,126,66,22,12
"E01006594",579,424,94,55,4,2
"E01006595",812,521,172,99,17,3
"E01006596",597,453,85,41,13,5
"E01006597",683,499,130,46,6,2
"E01006598",604,217,180,165,36,6
"E01006599",482,199,170,82,22,9
"E01006600",592,371,126,69,20,6
"E01006603",594,329,164,80,16,5
"E01006604",571,347,127,73,19,5
"E01006605",696,355,144,157,29,11
"E01006606",723,388,193,109,23,10
"E01006607",641,328,166,105,37,5
"E01006608",563,305,168,55,25,10
"E01006609",576,338,148,64,17,9
"E01006610",669,254,206,159,45,5
"E01006611",742,175,334,177,47,9
"E01006612",740,304,173,214,40,9
"E01006613",611,294,181,111,19,6
"E01006614",667,262,221,132,39,13
"E01006615",663,232,250,133,44,4
"E01006616",613,297,175,101,31,9
"E01006617",650,371,167,88,19,5
"E01006618",692,427,156,80,22,7
"E01006619",734,461,159,88,20,6
"E01006620",625,359,103,133,25,5
"E01006621",584,404,103,56,16,5
"E01006622",586,462,83,34,5,2
"E01006623",527,434,57,20,13,3
"E01006624",702,334,204,109,43,12
"E01006625",609,382,115,93,17,2
"E01006626",593,396,126,53,15,3
"E01006627",600,376,127,80,13,4
"E01006628",651,413,103,110,21,4
"E01006629",573,278,155,97,34,9
"E01006630",555,116,181,175,67,16
"E01006632",884,293,247,206,108,30
"E01006633",699,179,235,215,57,13
"E01006637",670,238,218,160,41,13
"E01006638",518,193,179,112,29,5
"E01006639",640,314,174,125,23,4
"E01006640",760,492,163,83,19,3
