"GeographyCode","KS609EW0001","KS609EW0002","KS609EW0003","KS609EW0004","KS609EW0005","KS609EW0006","KS609EW0007","KS609EW0008","KS609EW0009","KS609EW0010","KS609EW0011","KS609EW0012","KS609EW0013","KS609EW0014","KS609EW0015","KS609EW0016","KS609EW0017","KS609EW0018","KS609EW0019"
"E00032987",42,1,9,3,5,9,3,2,4,6,2.38095238095238,21.4285714285714,7.14285714285714,11.9047619047619,21.4285714285714,7.14285714285714,4.76190476190476,9.52380952380952,14.2857142857143
"E00032988",83,9,22,16,4,8,5,4,5,10,10.8433734939759,26.5060240963855,19.2771084337349,4.81927710843374,9.63855421686747,6.02409638554217,4.81927710843374,6.02409638554217,12.0481927710843
"E00032989",90,11,12,21,6,4,11,12,3,10,12.2222222222222,13.3333333333333,23.3333333333333,6.66666666666667,4.44444444444444,12.2222222222222,13.3333333333333,3.33333333333333,11.1111111111111
"E00032990",91,11,34,10,3,5,1,9,3,15,12.0879120879121,37.3626373626374,10.989010989011,3.2967032967033,5.49450549450549,1.0989010989011,9.89010989010989,3.2967032967033,16.4835164835165
"E00032991",86,3,22,18,10,7,11,3,2,10,3.48837209302326,25.5813953488372,20.9302325581395,11.6279069767442,8.13953488372093,12.7906976744186,3.48837209302326,2.32558139534884,11.6279069767442
"E00032992",59,1,10,17,4,10,1,4,5,7,1.69491525423729,16.9491525423729,28.8135593220339,6.77966101694915,16.9491525423729,1.69491525423729,6.77966101694915,8.47457627118644,11.864406779661
"E00032993",81,5,13,17,10,9,4,6,7,10,6.17283950617284,16.0493827160494,20.9876543209877,12.3456790123457,11.1111111111111,4.93827160493827,7.40740740740741,8.64197530864197,12.3456790123457
"E00032994",16,0,2,3,2,3,2,0,2,2,0,12.5,18.75,12.5,18.75,12.5,0,12.5,12.5
"E00032995",31,2,2,4,3,6,2,1,3,8,6.45161290322581,6.45161290322581,12.9032258064516,9.67741935483871,19.3548387096774,6.45161290322581,3.2258064516129,9.67741935483871,25.8064516129032
"E00032996",54,3,2,5,2,10,2,7,13,10,5.55555555555556,3.7037037037037,9.25925925925926,3.7037037037037,18.5185185185185,3.7037037037037,12.962962962963,24.0740740740741,18.5185185185185
"E00032997",52,0,2,11,2,6,10,5,6,10,0,3.84615384615385,21.1538461538462,3.84615384615385,11.5384615384615,19.2307692307692,9.61538461538462,11.5384615384615,19.2307692307692
"E00032998",89,9,14,19,8,14,6,1,12,6,10.1123595505618,15.7303370786517,21.3483146067416,8.98876404494382,15.7303370786517,6.74157303370786,1.12359550561798,13.4831460674157,6.74157303370786
"E00032999",110,9,23,30,9,3,8,11,0,17,8.18181818181818,20.9090909090909,27.2727272727273,8.18181818181818,2.72727272727273,7.27272727272727,10,0,15.4545454545455
"E00033000",13,0,1,1,0,1,2,1,1,6,0,7.69230769230769,7.69230769230769,0,7.69230769230769,15.3846153846154,7.69230769230769,7.69230769230769,46.1538461538462
"E00033002",51,0,8,10,4,12,5,1,3,8,0,15.6862745098039,19.6078431372549,7.84313725490196,23.5294117647059,9.80392156862745,1.96078431372549,5.88235294117647,15.6862745098039
"E00033004",107,27,29,13,6,16,2,3,8,3,25.2336448598131,27.1028037383178,12.1495327102804,5.60747663551402,14.9532710280374,1.86915887850467,2.80373831775701,7.47663551401869,2.80373831775701
"E00033005",63,5,3,10,7,12,7,2,9,8,7.93650793650794,4.76190476190476,15.8730158730159,11.1111111111111,19.047619047619,11.1111111111111,3.17460317460317,14.2857142857143,12.6984126984127
"E00033006",48,1,4,8,5,6,2,3,8,11,2.08333333333333,8.33333333333333,16.6666666666667,10.4166666666667,12.5,4.16666666666667,6.25,16.6666666666667,22.9166666666667
"E00033007",38,3,1,2,0,18,4,2,2,6,7.89473684210526,2.63157894736842,5.26315789473684,0,47.3684210526316,10.5263157894737,5.26315789473684,5.26315789473684,15.7894736842105
"E00033008",23,0,2,1,1,7,1,1,5,5,0,8.69565217391304,4.34782608695652,4.34782608695652,30.4347826086957,4.34782608695652,4.34782608695652,21.7391304347826,21.7391304347826
"E00033012",53,14,23,6,3,0,2,1,3,1,26.4150943396226,43.3962264150943,11.3207547169811,5.66037735849057,0,3.77358490566038,1.88679245283019,5.66037735849057,1.88679245283019
"E00033013",48,2,21,1,2,8,4,3,2,5,4.16666666666667,43.75,2.08333333333333,4.16666666666667,16.6666666666667,8.33333333333333,6.25,4.16666666666667,10.4166666666667
"E00033015",42,2,20,2,3,6,1,4,2,2,4.76190476190476,47.6190476190476,4.76190476190476,7.14285714285714,14.2857142857143,2.38095238095238,9.52380952380952,4.76190476190476,4.76190476190476
"E00033016",65,3,28,10,5,9,2,1,0,7,4.61538461538462,43.0769230769231,15.3846153846154,7.69230769230769,13.8461538461538,3.07692307692308,1.53846153846154,0,10.7692307692308
"E00033018",59,2,12,14,5,3,1,11,0,11,3.38983050847458,20.3389830508475,23.728813559322,8.47457627118644,5.08474576271187,1.69491525423729,18.6440677966102,0,18.6440677966102
"E00033019",86,4,20,17,2,7,8,18,2,8,4.65116279069767,23.2558139534884,19.7674418604651,2.32558139534884,8.13953488372093,9.30232558139535,20.9302325581395,2.32558139534884,9.30232558139535
"E00033020",77,8,20,14,8,4,7,10,2,4,10.3896103896104,25.974025974026,18.1818181818182,10.3896103896104,5.19480519480519,9.09090909090909,12.987012987013,2.5974025974026,5.19480519480519
"E00033021",63,5,18,6,5,12,3,3,4,7,7.93650793650794,28.5714285714286,9.52380952380952,7.93650793650794,19.047619047619,4.76190476190476,4.76190476190476,6.34920634920635,11.1111111111111
"E00033023",85,8,12,20,5,7,7,9,4,13,9.41176470588235,14.1176470588235,23.5294117647059,5.88235294117647,8.23529411764706,8.23529411764706,10.5882352941176,4.70588235294118,15.2941176470588
"E00033024",32,2,7,2,4,6,2,2,4,3,6.25,21.875,6.25,12.5,18.75,6.25,6.25,12.5,9.375
"E00033025",75,5,17,14,7,6,5,5,7,9,6.66666666666667,22.6666666666667,18.6666666666667,9.33333333333333,8,6.66666666666667,6.66666666666667,9.33333333333333,12
"E00033026",51,2,23,6,7,4,3,2,3,1,3.92156862745098,45.0980392156863,11.7647058823529,13.7254901960784,7.84313725490196,5.88235294117647,3.92156862745098,5.88235294117647,1.96078431372549
"E00033027",121,10,44,28,9,10,5,7,2,6,8.26446280991736,36.3636363636364,23.1404958677686,7.43801652892562,8.26446280991736,4.13223140495868,5.78512396694215,1.65289256198347,4.95867768595041
"E00033029",81,14,19,9,10,8,1,7,4,9,17.2839506172839,23.4567901234568,11.1111111111111,12.3456790123457,9.87654320987654,1.23456790123457,8.64197530864197,4.93827160493827,11.1111111111111
"E00033030",65,13,13,14,5,7,4,6,2,1,20,20,21.5384615384615,7.69230769230769,10.7692307692308,6.15384615384615,9.23076923076923,3.07692307692308,1.53846153846154
"E00033031",73,7,18,9,8,8,9,2,8,4,9.58904109589041,24.6575342465753,12.3287671232877,10.958904109589,10.958904109589,12.3287671232877,2.73972602739726,10.958904109589,5.47945205479452
"E00033032",104,8,41,22,7,8,1,7,6,4,7.69230769230769,39.4230769230769,21.1538461538462,6.73076923076923,7.69230769230769,0.961538461538462,6.73076923076923,5.76923076923077,3.84615384615385
"E00033033",106,10,43,17,11,6,2,6,5,6,9.43396226415094,40.5660377358491,16.0377358490566,10.377358490566,5.66037735849057,1.88679245283019,5.66037735849057,4.71698113207547,5.66037735849057
"E00033034",119,9,48,30,7,6,2,8,5,4,7.56302521008403,40.3361344537815,25.2100840336134,5.88235294117647,5.04201680672269,1.68067226890756,6.72268907563025,4.20168067226891,3.36134453781513
"E00033035",85,9,33,14,6,6,2,3,6,6,10.5882352941176,38.8235294117647,16.4705882352941,7.05882352941176,7.05882352941176,2.35294117647059,3.52941176470588,7.05882352941176,7.05882352941176
"E00033036",72,7,26,16,4,4,5,4,4,2,9.72222222222222,36.1111111111111,22.2222222222222,5.55555555555556,5.55555555555556,6.94444444444444,5.55555555555556,5.55555555555556,2.77777777777778
"E00033037",71,19,24,5,5,8,2,1,3,4,26.7605633802817,33.8028169014084,7.04225352112676,7.04225352112676,11.2676056338028,2.8169014084507,1.40845070422535,4.22535211267606,5.63380281690141
"E00033038",49,0,27,8,5,3,1,0,4,1,0,55.1020408163265,16.3265306122449,10.2040816326531,6.12244897959184,2.04081632653061,0,8.16326530612245,2.04081632653061
"E00033040",68,9,22,15,5,5,3,3,4,2,13.2352941176471,32.3529411764706,22.0588235294118,7.35294117647059,7.35294117647059,4.41176470588235,4.41176470588235,5.88235294117647,2.94117647058824
"E00033041",68,12,12,11,2,14,2,4,10,1,17.6470588235294,17.6470588235294,16.1764705882353,2.94117647058824,20.5882352941176,2.94117647058824,5.88235294117647,14.7058823529412,1.47058823529412
"E00033042",64,10,13,11,6,6,3,4,8,3,15.625,20.3125,17.1875,9.375,9.375,4.6875,6.25,12.5,4.6875
"E00033043",84,16,25,14,8,8,5,4,1,3,19.047619047619,29.7619047619048,16.6666666666667,9.52380952380952,9.52380952380952,5.95238095238095,4.76190476190476,1.19047619047619,3.57142857142857
"E00033044",59,3,19,12,6,11,1,1,2,4,5.08474576271187,32.2033898305085,20.3389830508475,10.1694915254237,18.6440677966102,1.69491525423729,1.69491525423729,3.38983050847458,6.77966101694915
"E00033045",23,2,2,0,1,5,1,3,6,3,8.69565217391304,8.69565217391304,0,4.34782608695652,21.7391304347826,4.34782608695652,13.0434782608696,26.0869565217391,13.0434782608696
"E00033046",32,8,7,8,2,1,1,2,3,0,25,21.875,25,6.25,3.125,3.125,6.25,9.375,0
"E00033047",81,12,24,12,7,6,3,6,3,8,14.8148148148148,29.6296296296296,14.8148148148148,8.64197530864197,7.40740740740741,3.7037037037037,7.40740740740741,3.7037037037037,9.87654320987654
"E00033048",63,11,9,13,7,7,3,2,5,6,17.4603174603175,14.2857142857143,20.6349206349206,11.1111111111111,11.1111111111111,4.76190476190476,3.17460317460317,7.93650793650794,9.52380952380952
"E00033049",113,8,31,19,10,9,3,9,15,9,7.07964601769912,27.4336283185841,16.8141592920354,8.84955752212389,7.9646017699115,2.65486725663717,7.9646017699115,13.2743362831858,7.9646017699115
"E00033050",69,8,18,13,5,12,1,5,6,1,11.5942028985507,26.0869565217391,18.8405797101449,7.2463768115942,17.3913043478261,1.44927536231884,7.2463768115942,8.69565217391304,1.44927536231884
"E00033051",106,21,31,27,1,6,1,7,5,7,19.811320754717,29.2452830188679,25.4716981132075,0.943396226415094,5.66037735849057,0.943396226415094,6.60377358490566,4.71698113207547,6.60377358490566
"E00033052",109,8,29,12,15,7,6,6,11,15,7.3394495412844,26.605504587156,11.0091743119266,13.7614678899083,6.42201834862385,5.5045871559633,5.5045871559633,10.0917431192661,13.7614678899083
"E00033053",74,5,18,12,3,8,5,7,6,10,6.75675675675676,24.3243243243243,16.2162162162162,4.05405405405405,10.8108108108108,6.75675675675676,9.45945945945946,8.10810810810811,13.5135135135135
"E00033054",35,3,10,5,0,2,1,2,7,5,8.57142857142857,28.5714285714286,14.2857142857143,0,5.71428571428571,2.85714285714286,5.71428571428571,20,14.2857142857143
"E00033055",73,4,35,10,2,6,2,2,6,6,5.47945205479452,47.945205479452,13.6986301369863,2.73972602739726,8.21917808219178,2.73972602739726,2.73972602739726,8.21917808219178,8.21917808219178
"E00033056",80,6,30,9,9,6,4,3,8,5,7.5,37.5,11.25,11.25,7.5,5,3.75,10,6.25
"E00033057",71,5,22,8,7,3,6,4,7,9,7.04225352112676,30.9859154929577,11.2676056338028,9.85915492957746,4.22535211267606,8.45070422535211,5.63380281690141,9.85915492957746,12.6760563380282
"E00033059",59,12,11,7,3,6,9,4,3,4,20.3389830508475,18.6440677966102,11.864406779661,5.08474576271187,10.1694915254237,15.2542372881356,6.77966101694915,5.08474576271187,6.77966101694915
"E00033060",39,3,11,7,2,6,2,1,5,2,7.69230769230769,28.2051282051282,17.9487179487179,5.12820512820513,15.3846153846154,5.12820512820513,2.56410256410256,12.8205128205128,5.12820512820513
"E00033061",54,14,15,5,5,6,2,1,3,3,25.9259259259259,27.7777777777778,9.25925925925926,9.25925925925926,11.1111111111111,3.7037037037037,1.85185185185185,5.55555555555556,5.55555555555556
"E00033062",60,11,15,6,5,10,3,0,4,6,18.3333333333333,25,10,8.33333333333333,16.6666666666667,5,0,6.66666666666667,10
"E00033063",61,9,22,9,4,6,3,2,5,1,14.7540983606557,36.0655737704918,14.7540983606557,6.55737704918033,9.83606557377049,4.91803278688525,3.27868852459016,8.19672131147541,1.63934426229508
"E00033064",61,5,19,9,2,7,5,3,6,5,8.19672131147541,31.1475409836066,14.7540983606557,3.27868852459016,11.4754098360656,8.19672131147541,4.91803278688525,9.83606557377049,8.19672131147541
"E00033065",78,9,43,6,3,5,1,6,2,3,11.5384615384615,55.1282051282051,7.69230769230769,3.84615384615385,6.41025641025641,1.28205128205128,7.69230769230769,2.56410256410256,3.84615384615385
"E00033066",85,10,36,20,6,4,1,2,2,4,11.7647058823529,42.3529411764706,23.5294117647059,7.05882352941176,4.70588235294118,1.17647058823529,2.35294117647059,2.35294117647059,4.70588235294118
"E00033067",104,7,38,26,5,6,5,3,6,8,6.73076923076923,36.5384615384615,25,4.80769230769231,5.76923076923077,4.80769230769231,2.88461538461538,5.76923076923077,7.69230769230769
"E00033068",119,11,45,25,7,9,6,7,3,6,9.2436974789916,37.8151260504202,21.0084033613445,5.88235294117647,7.56302521008403,5.04201680672269,5.88235294117647,2.52100840336134,5.04201680672269
"E00033069",100,13,28,11,8,7,11,9,8,5,13,28,11,8,7,11,9,8,5
"E00033070",76,8,26,12,6,8,0,2,5,9,10.5263157894737,34.2105263157895,15.7894736842105,7.89473684210526,10.5263157894737,0,2.63157894736842,6.57894736842105,11.8421052631579
"E00033071",82,11,32,13,3,7,5,1,4,6,13.4146341463415,39.0243902439024,15.8536585365854,3.65853658536585,8.53658536585366,6.09756097560976,1.21951219512195,4.8780487804878,7.31707317073171
"E00033072",95,9,40,11,8,9,4,3,4,7,9.47368421052632,42.1052631578947,11.5789473684211,8.42105263157895,9.47368421052632,4.21052631578947,3.15789473684211,4.21052631578947,7.36842105263158
"E00033073",82,7,23,15,8,7,8,5,3,6,8.53658536585366,28.0487804878049,18.2926829268293,9.75609756097561,8.53658536585366,9.75609756097561,6.09756097560976,3.65853658536585,7.31707317073171
"E00033074",77,7,21,20,3,10,4,0,3,9,9.09090909090909,27.2727272727273,25.974025974026,3.8961038961039,12.987012987013,5.19480519480519,0,3.8961038961039,11.6883116883117
"E00033075",57,2,17,11,2,8,5,3,4,5,3.50877192982456,29.8245614035088,19.2982456140351,3.50877192982456,14.0350877192982,8.7719298245614,5.26315789473684,7.01754385964912,8.7719298245614
"E00033076",85,13,41,10,4,7,3,2,2,3,15.2941176470588,48.2352941176471,11.7647058823529,4.70588235294118,8.23529411764706,3.52941176470588,2.35294117647059,2.35294117647059,3.52941176470588
"E00033077",73,6,30,13,2,6,4,2,5,5,8.21917808219178,41.0958904109589,17.8082191780822,2.73972602739726,8.21917808219178,5.47945205479452,2.73972602739726,6.84931506849315,6.84931506849315
"E00033078",67,5,18,10,3,2,6,2,15,6,7.46268656716418,26.865671641791,14.9253731343284,4.47761194029851,2.98507462686567,8.95522388059701,2.98507462686567,22.3880597014925,8.95522388059701
"E00033079",66,6,16,6,5,7,5,8,4,9,9.09090909090909,24.2424242424242,9.09090909090909,7.57575757575758,10.6060606060606,7.57575757575758,12.1212121212121,6.06060606060606,13.6363636363636
"E00033080",35,4,6,1,7,4,1,1,1,10,11.4285714285714,17.1428571428571,2.85714285714286,20,11.4285714285714,2.85714285714286,2.85714285714286,2.85714285714286,28.5714285714286
"E00033081",57,5,17,10,5,8,2,1,5,4,8.7719298245614,29.8245614035088,17.5438596491228,8.7719298245614,14.0350877192982,3.50877192982456,1.75438596491228,8.7719298245614,7.01754385964912
"E00033082",86,18,39,9,1,6,1,2,4,6,20.9302325581395,45.3488372093023,10.4651162790698,1.16279069767442,6.97674418604651,1.16279069767442,2.32558139534884,4.65116279069767,6.97674418604651
"E00033083",102,29,33,16,4,8,0,3,5,4,28.4313725490196,32.3529411764706,15.6862745098039,3.92156862745098,7.84313725490196,0,2.94117647058824,4.90196078431373,3.92156862745098
"E00033084",70,6,11,12,4,14,4,2,13,4,8.57142857142857,15.7142857142857,17.1428571428571,5.71428571428571,20,5.71428571428571,2.85714285714286,18.5714285714286,5.71428571428571
"E00033085",73,7,8,10,7,15,4,9,8,5,9.58904109589041,10.958904109589,13.6986301369863,9.58904109589041,20.5479452054795,5.47945205479452,12.3287671232877,10.958904109589,6.84931506849315
"E00033086",45,6,8,8,5,5,0,5,5,3,13.3333333333333,17.7777777777778,17.7777777777778,11.1111111111111,11.1111111111111,0,11.1111111111111,11.1111111111111,6.66666666666667
"E00033087",91,15,22,10,5,14,3,6,12,4,16.4835164835165,24.1758241758242,10.989010989011,5.49450549450549,15.3846153846154,3.2967032967033,6.59340659340659,13.1868131868132,4.3956043956044
"E00033088",46,5,7,3,5,11,0,3,6,6,10.8695652173913,15.2173913043478,6.52173913043478,10.8695652173913,23.9130434782609,0,6.52173913043478,13.0434782608696,13.0434782608696
"E00033089",60,7,7,10,8,6,4,3,8,7,11.6666666666667,11.6666666666667,16.6666666666667,13.3333333333333,10,6.66666666666667,5,13.3333333333333,11.6666666666667
"E00033090",93,3,8,6,6,16,4,9,21,20,3.2258064516129,8.60215053763441,6.45161290322581,6.45161290322581,17.2043010752688,4.3010752688172,9.67741935483871,22.5806451612903,21.505376344086
"E00033091",77,10,10,15,2,14,3,4,11,8,12.987012987013,12.987012987013,19.4805194805195,2.5974025974026,18.1818181818182,3.8961038961039,5.19480519480519,14.2857142857143,10.3896103896104
"E00033092",80,9,16,8,3,16,2,7,15,4,11.25,20,10,3.75,20,2.5,8.75,18.75,5
"E00033093",98,7,20,11,7,16,3,10,18,6,7.14285714285714,20.4081632653061,11.2244897959184,7.14285714285714,16.3265306122449,3.06122448979592,10.2040816326531,18.3673469387755,6.12244897959184
"E00033094",76,7,9,17,4,15,2,2,11,9,9.21052631578947,11.8421052631579,22.3684210526316,5.26315789473684,19.7368421052632,2.63157894736842,2.63157894736842,14.4736842105263,11.8421052631579
"E00033095",114,15,40,14,11,8,4,5,10,7,13.1578947368421,35.0877192982456,12.280701754386,9.64912280701754,7.01754385964912,3.50877192982456,4.3859649122807,8.7719298245614,6.14035087719298
"E00033096",58,18,19,5,3,3,0,5,5,0,31.0344827586207,32.7586206896552,8.62068965517241,5.17241379310345,5.17241379310345,0,8.62068965517241,8.62068965517241,0
"E00033097",44,2,4,9,5,8,4,2,4,6,4.54545454545455,9.09090909090909,20.4545454545455,11.3636363636364,18.1818181818182,9.09090909090909,4.54545454545455,9.09090909090909,13.6363636363636
"E00033098",66,12,6,11,6,18,1,2,6,4,18.1818181818182,9.09090909090909,16.6666666666667,9.09090909090909,27.2727272727273,1.51515151515152,3.03030303030303,9.09090909090909,6.06060606060606
"E00033099",23,5,1,4,0,5,1,3,1,3,21.7391304347826,4.34782608695652,17.3913043478261,0,21.7391304347826,4.34782608695652,13.0434782608696,4.34782608695652,13.0434782608696
"E00033100",57,4,6,7,4,6,7,4,10,9,7.01754385964912,10.5263157894737,12.280701754386,7.01754385964912,10.5263157894737,12.280701754386,7.01754385964912,17.5438596491228,15.7894736842105
"E00033101",50,6,12,5,0,10,2,2,6,7,12,24,10,0,20,4,4,12,14
