"GeographyCode","QS119EW0001","QS119EW0002","QS119EW0003","QS119EW0004","QS119EW0005","QS119EW0006"
"E02001347",3204,1077,898,845,355,29
"E02001348",3148,1104,1041,741,239,23
"E02001349",3422,1310,1051,783,249,29
"E02001350",3417,1020,909,1011,444,33
"E02001351",3515,891,1070,1059,455,40
"E02001352",3046,855,928,820,402,41
"E02001353",2959,1385,860,563,144,7
"E02001354",3312,854,1034,981,412,31
"E02001355",3108,859,921,889,403,36
"E02001356",2364,522,737,755,325,25
"E02001357",2858,595,914,960,372,17
"E02001358",3450,917,1074,954,456,49
"E02001359",2328,864,731,529,191,13
"E02001360",4130,822,1223,1289,722,74
"E02001361",3388,878,1064,954,459,33
"E02001362",3161,928,958,952,300,23
"E02001363",3481,972,994,1057,432,26
"E02001364",2532,477,772,801,434,48
"E02001365",4059,1104,1384,1095,423,53
"E02001366",4081,1189,1313,1089,429,61
"E02001367",3939,1698,1247,779,199,16
"E02001368",2918,569,774,985,539,51
"E02001369",3877,804,1190,1192,643,48
"E02001370",3153,452,895,1139,601,66
"E02001371",3076,940,915,853,339,29
"E02001372",2728,856,839,710,295,28
"E02001373",4089,1227,1272,1116,431,43
"E02001374",4105,967,1344,1108,571,115
"E02001375",3202,929,977,926,344,26
"E02001376",3789,861,1204,1143,514,67
"E02001377",4063,1123,1409,1037,437,57
"E02001378",3557,1240,1050,891,349,27
"E02001380",3117,1427,908,616,152,14
"E02001381",4312,1402,1331,1074,454,51
"E02001382",2782,1432,822,447,80,1
"E02001383",4260,1308,1491,965,430,66
"E02001384",3941,1655,1225,760,271,30
"E02001385",3631,706,1125,1138,594,68
"E02001386",3572,830,1022,1220,471,29
"E02001387",3162,1719,979,400,61,3
"E02001388",4170,1942,1553,527,131,17
"E02001389",3740,1243,1244,788,394,71
"E02001390",4094,858,1201,1246,698,91
"E02001391",2481,602,755,767,336,21
"E02001392",2556,1185,856,446,68,1
"E02001393",2845,1609,886,312,36,2
"E02001394",4290,1941,1200,807,298,44
"E02001395",2612,1293,776,449,85,9
"E02001396",3918,1482,1160,846,398,32
"E02001397",3848,1453,1157,918,291,29
"E02001398",3595,1589,1053,701,225,27
"E02001399",2866,1394,888,494,84,6
"E02001400",2839,968,850,746,259,16
"E02001401",3395,1352,1128,780,129,6
"E02001402",3762,1975,1078,579,121,9
"E02001403",2841,924,811,752,318,36
"E02001404",3155,792,982,965,373,43
"E02001405",4154,843,1330,1358,569,54
"E02006932",3201,1080,1466,496,130,29
"E02006933",3135,1322,1193,438,169,13
"E02006934",2782,1350,1098,264,65,5
