"GeographyCode","KS209EW0001","KS209EW0002","KS209EW0003","KS209EW0004","KS209EW0005","KS209EW0006","KS209EW0007","KS209EW0008","KS209EW0009","KS209EW0010","KS209EW0011","KS209EW0012","KS209EW0013","KS209EW0014","KS209EW0015","KS209EW0016","KS209EW0017","KS209EW0018","KS209EW0019"
"E00032987",198,97,5,0,1,11,0,1,58,25,48.989898989899,2.52525252525253,0,0.505050505050505,5.55555555555556,0,0.505050505050505,29.2929292929293,12.6262626262626
"E00032988",348,149,4,0,2,12,0,2,145,34,42.816091954023,1.14942528735632,0,0.574712643678161,3.44827586206897,0,0.574712643678161,41.6666666666667,9.77011494252874
"E00032989",333,138,7,2,0,24,0,4,129,29,41.4414414414414,2.1021021021021,0.600600600600601,0,7.20720720720721,0,1.2012012012012,38.7387387387387,8.70870870870871
"E00032990",330,124,6,1,0,28,5,2,140,24,37.5757575757576,1.81818181818182,0.303030303030303,0,8.48484848484849,1.51515151515152,0.606060606060606,42.4242424242424,7.27272727272727
"E00032991",320,136,5,1,1,28,0,3,111,35,42.5,1.5625,0.3125,0.3125,8.75,0,0.9375,34.6875,10.9375
"E00032992",240,102,6,2,0,32,0,1,78,19,42.5,2.5,0.833333333333333,0,13.3333333333333,0,0.416666666666667,32.5,7.91666666666667
"E00032993",282,120,0,1,1,49,0,4,82,25,42.5531914893617,0,0.354609929078014,0.354609929078014,17.3758865248227,0,1.41843971631206,29.0780141843972,8.86524822695035
"E00032994",111,70,2,0,0,5,0,0,23,11,63.0630630630631,1.8018018018018,0,0,4.5045045045045,0,0,20.7207207207207,9.90990990990991
"E00032995",268,197,0,0,0,30,0,0,30,11,73.5074626865672,0,0,0,11.1940298507463,0,0,11.1940298507463,4.1044776119403
"E00032996",417,354,0,0,0,2,0,0,32,29,84.8920863309353,0,0,0,0.479616306954436,0,0,7.67386091127098,6.95443645083933
"E00032997",211,119,0,6,0,18,0,1,49,18,56.3981042654028,0,2.8436018957346,0,8.53080568720379,0,0.4739336492891,23.2227488151659,8.53080568720379
"E00032998",337,234,5,0,1,14,1,0,62,20,69.4362017804154,1.48367952522255,0,0.29673590504451,4.15430267062314,0.29673590504451,0,18.3976261127596,5.93471810089021
"E00032999",359,143,5,2,0,25,0,3,148,33,39.8328690807799,1.39275766016713,0.557103064066852,0,6.96378830083566,0,0.835654596100279,41.2256267409471,9.19220055710306
"E00033000",177,113,17,0,0,3,0,0,36,8,63.8418079096045,9.6045197740113,0,0,1.69491525423729,0,0,20.3389830508475,4.51977401129944
"E00033002",227,114,1,0,0,28,0,1,64,19,50.2202643171806,0.440528634361234,0,0,12.3348017621145,0,0.440528634361234,28.1938325991189,8.37004405286344
"E00033004",252,159,0,4,0,6,0,0,64,19,63.0952380952381,0,1.58730158730159,0,2.38095238095238,0,0,25.3968253968254,7.53968253968254
"E00033005",402,311,5,0,0,17,0,0,48,21,77.363184079602,1.24378109452736,0,0,4.22885572139304,0,0,11.9402985074627,5.22388059701492
"E00033006",271,209,0,2,0,4,0,1,34,21,77.1217712177122,0,0.738007380073801,0,1.4760147601476,0,0.3690036900369,12.5461254612546,7.74907749077491
"E00033007",317,244,0,0,3,15,0,3,35,17,76.9716088328076,0,0,0.946372239747634,4.73186119873817,0,0.946372239747634,11.0410094637224,5.36277602523659
"E00033008",345,252,0,0,0,8,0,1,56,28,73.0434782608696,0,0,0,2.31884057971015,0,0.289855072463768,16.231884057971,8.11594202898551
"E00033012",149,99,1,0,0,7,0,0,35,7,66.4429530201342,0.671140939597315,0,0,4.69798657718121,0,0,23.489932885906,4.69798657718121
"E00033013",202,102,0,5,0,34,0,0,51,10,50.4950495049505,0,2.47524752475248,0,16.8316831683168,0,0,25.2475247524752,4.95049504950495
"E00033015",209,59,4,6,1,63,2,1,53,20,28.2296650717703,1.91387559808612,2.87081339712919,0.478468899521531,30.1435406698565,0.956937799043062,0.478468899521531,25.3588516746411,9.56937799043062
"E00033016",597,135,11,17,1,164,0,5,226,38,22.6130653266332,1.84254606365159,2.84757118927973,0.16750418760469,27.4706867671692,0,0.837520938023451,37.85594639866,6.36515912897822
"E00033018",270,128,1,3,2,0,0,3,109,24,47.4074074074074,0.37037037037037,1.11111111111111,0.740740740740741,0,0,1.11111111111111,40.3703703703704,8.88888888888889
"E00033019",350,142,2,2,2,42,0,1,135,24,40.5714285714286,0.571428571428571,0.571428571428571,0.571428571428571,12,0,0.285714285714286,38.5714285714286,6.85714285714286
"E00033020",231,86,4,3,1,3,0,3,119,12,37.2294372294372,1.73160173160173,1.2987012987013,0.432900432900433,1.2987012987013,0,1.2987012987013,51.5151515151515,5.19480519480519
"E00033021",262,138,12,0,0,22,0,1,74,15,52.6717557251908,4.58015267175572,0,0,8.3969465648855,0,0.381679389312977,28.2442748091603,5.72519083969466
"E00033023",433,212,4,1,1,8,0,1,164,42,48.9607390300231,0.92378752886836,0.23094688221709,0.23094688221709,1.84757505773672,0,0.23094688221709,37.8752886836028,9.69976905311778
"E00033024",178,138,2,0,0,4,0,1,21,12,77.5280898876404,1.12359550561798,0,0,2.24719101123596,0,0.561797752808989,11.7977528089888,6.74157303370786
"E00033025",265,186,2,0,0,0,0,1,58,18,70.188679245283,0.754716981132076,0,0,0,0,0.377358490566038,21.8867924528302,6.79245283018868
"E00033026",219,145,0,0,0,0,2,0,54,18,66.2100456621005,0,0,0,0,0.91324200913242,0,24.6575342465753,8.21917808219178
"E00033027",393,220,1,0,8,10,0,1,115,38,55.9796437659033,0.254452926208651,0,2.03562340966921,2.54452926208651,0,0.254452926208651,29.2620865139949,9.66921119592875
"E00033029",240,145,0,1,4,8,0,0,56,26,60.4166666666667,0,0.416666666666667,1.66666666666667,3.33333333333333,0,0,23.3333333333333,10.8333333333333
"E00033030",321,228,1,0,5,11,0,1,60,15,71.0280373831776,0.311526479750779,0,1.55763239875389,3.42679127725857,0,0.311526479750779,18.6915887850467,4.67289719626168
"E00033031",309,232,0,3,0,3,0,3,59,9,75.0809061488673,0,0.970873786407767,0,0.970873786407767,0,0.970873786407767,19.0938511326861,2.9126213592233
"E00033032",347,153,1,4,4,10,0,6,128,41,44.0922190201729,0.288184438040346,1.15273775216138,1.15273775216138,2.88184438040346,0,1.72910662824208,36.8876080691643,11.8155619596542
"E00033033",288,139,7,0,0,2,0,2,117,21,48.2638888888889,2.43055555555556,0,0,0.694444444444444,0,0.694444444444444,40.625,7.29166666666667
"E00033034",313,144,4,0,2,4,0,1,142,16,46.0063897763578,1.2779552715655,0,0.638977635782748,1.2779552715655,0,0.319488817891374,45.3674121405751,5.11182108626198
"E00033035",359,211,2,1,2,6,0,1,104,32,58.7743732590529,0.557103064066852,0.278551532033426,0.557103064066852,1.67130919220056,0,0.278551532033426,28.9693593314763,8.91364902506964
"E00033036",191,90,0,2,0,11,0,0,72,16,47.1204188481675,0,1.04712041884817,0,5.75916230366492,0,0,37.696335078534,8.37696335078534
"E00033037",314,200,0,6,12,23,0,5,39,29,63.6942675159236,0,1.91082802547771,3.82165605095541,7.32484076433121,0,1.59235668789809,12.4203821656051,9.23566878980892
"E00033038",166,75,2,0,2,7,0,2,68,10,45.1807228915663,1.20481927710843,0,1.20481927710843,4.21686746987952,0,1.20481927710843,40.9638554216867,6.02409638554217
"E00033040",270,143,0,0,1,23,0,3,73,27,52.962962962963,0,0,0.37037037037037,8.51851851851852,0,1.11111111111111,27.037037037037,10
