"GeographyCode","KS204EW0001","KS204EW0002","KS204EW0003","KS204EW0004","KS204EW0005","KS204EW0006","KS204EW0007","KS204EW0008","KS204EW0009","KS204EW0010","KS204EW0011","KS204EW0012","KS204EW0013","KS204EW0014","KS204EW0015","KS204EW0016","KS204EW0017","KS204EW0018","KS204EW0019"
"E00032987",198,130,4,1,2,0,0,5,15,41,65.6565656565657,2.02020202020202,0.505050505050505,1.01010101010101,0,0,2.52525252525253,7.57575757575758,20.7070707070707
"E00032988",348,295,3,3,7,0,7,11,0,22,84.7701149425287,0.862068965517241,0.862068965517241,2.01149425287356,0,2.01149425287356,3.16091954022989,0,6.32183908045977
"E00032989",333,271,1,5,6,0,3,4,0,43,81.3813813813814,0.3003003003003,1.5015015015015,1.8018018018018,0,0.900900900900901,1.2012012012012,0,12.9129129129129
"E00032990",330,235,4,5,7,0,1,5,1,72,71.2121212121212,1.21212121212121,1.51515151515152,2.12121212121212,0,0.303030303030303,1.51515151515152,0.303030303030303,21.8181818181818
"E00032991",320,245,6,3,6,0,1,12,1,46,76.5625,1.875,0.9375,1.875,0,0.3125,3.75,0.3125,14.375
"E00032992",240,175,4,4,2,0,1,5,0,49,72.9166666666667,1.66666666666667,1.66666666666667,0.833333333333333,0,0.416666666666667,2.08333333333333,0,20.4166666666667
"E00032993",282,191,6,2,5,0,5,4,6,63,67.7304964539007,2.12765957446809,0.709219858156028,1.77304964539007,0,1.77304964539007,1.41843971631206,2.12765957446809,22.3404255319149
"E00032994",111,99,1,1,3,0,0,1,0,6,89.1891891891892,0.900900900900901,0.900900900900901,2.7027027027027,0,0,0.900900900900901,0,5.40540540540541
"E00032995",268,238,2,0,2,0,4,1,0,21,88.8059701492537,0.746268656716418,0,0.746268656716418,0,1.49253731343284,0.373134328358209,0,7.83582089552239
"E00032996",417,388,6,1,0,0,9,1,1,11,93.0455635491607,1.43884892086331,0.239808153477218,0,0,2.15827338129496,0.239808153477218,0.239808153477218,2.6378896882494
"E00032997",211,167,1,1,0,0,5,5,1,31,79.1469194312796,0.4739336492891,0.4739336492891,0,0,2.3696682464455,2.3696682464455,0.4739336492891,14.6919431279621
"E00032998",337,271,14,0,5,0,4,7,5,31,80.4154302670623,4.15430267062314,0,1.48367952522255,0,1.18694362017804,2.07715133531157,1.48367952522255,9.19881305637982
"E00032999",359,249,11,5,5,0,4,19,11,55,69.3593314763231,3.06406685236769,1.39275766016713,1.39275766016713,0,1.1142061281337,5.2924791086351,3.06406685236769,15.3203342618384
"E00033000",177,115,0,1,0,0,0,0,0,61,64.9717514124294,0,0.564971751412429,0,0,0,0,0,34.4632768361582
"E00033002",227,174,1,1,0,0,1,3,4,43,76.6519823788546,0.440528634361234,0.440528634361234,0,0,0.440528634361234,1.3215859030837,1.76211453744493,18.942731277533
"E00033004",252,212,3,2,3,0,2,4,2,24,84.1269841269841,1.19047619047619,0.793650793650794,1.19047619047619,0,0.793650793650794,1.58730158730159,0.793650793650794,9.52380952380952
"E00033005",402,348,1,2,6,0,5,2,8,30,86.5671641791045,0.248756218905473,0.497512437810945,1.49253731343284,0,1.24378109452736,0.497512437810945,1.99004975124378,7.46268656716418
"E00033006",271,248,0,2,1,0,0,0,9,11,91.5129151291513,0,0.738007380073801,0.3690036900369,0,0,0,3.3210332103321,4.0590405904059
