"GeographyCode","KS612EW0001","KS612EW0002","KS612EW0003","KS612EW0004","KS612EW0005","KS612EW0006","KS612EW0007","KS612EW0008","KS612EW0009","KS612EW0010","KS612EW0011","KS612EW0012","KS612EW0013","KS612EW0014","KS612EW0015","KS612EW0016","KS612EW0017","KS612EW0018","KS612EW0019","KS612EW0020","KS612EW0021","KS612EW0022","KS612EW0023","KS612EW0024","KS612EW0025","KS612EW0026","KS612EW0027","KS612EW0028","KS612EW0029","KS612EW0030","KS612EW0031"
"E01006512",961,103,6,97,66,27,27,32,49,29,60,43,17,568,568,0,10.7180020811655,0.624349635796046,10.0936524453694,6.8678459937565,2.80957336108221,2.80957336108221,3.32986472424558,5.09885535900104,3.01768990634755,6.24349635796046,4.47450572320499,1.76899063475546,59.105098855359,59.105098855359,0
"E01006513",1417,102,5,97,128,55,36,29,29,30,42,34,8,966,966,0,7.19830628087509,0.352858151023289,6.8454481298518,9.03316866619619,3.88143966125618,2.54057868736768,2.04657727593507,2.04657727593507,2.11714890613973,2.96400846859562,2.39943542695836,0.564573041637262,68.1721947776994,68.1721947776994,0
"E01006514",1095,115,12,103,166,51,59,44,69,77,101,59,42,413,413,0,10.5022831050228,1.0958904109589,9.40639269406393,15.1598173515982,4.65753424657534,5.38812785388128,4.01826484018265,6.3013698630137,7.03196347031963,9.22374429223744,5.38812785388128,3.83561643835616,37.716894977169,37.716894977169,0
"E01006515",464,39,2,37,66,32,31,53,57,53,71,61,10,62,62,0,8.4051724137931,0.431034482758621,7.97413793103448,14.2241379310345,6.89655172413793,6.68103448275862,11.4224137931034,12.2844827586207,11.4224137931034,15.301724137931,13.1465517241379,2.1551724137931,13.3620689655172,13.3620689655172,0
"E01006518",619,26,3,23,68,38,50,51,112,112,100,79,21,62,62,0,4.20032310177706,0.484652665589661,3.7156704361874,10.9854604200323,6.1389337641357,8.07754442649435,8.23909531502423,18.0936995153473,18.0936995153473,16.1550888529887,12.7625201938611,3.39256865912763,10.016155088853,10.016155088853,0
"E01006519",448,111,16,95,120,34,45,24,26,26,11,9,2,51,51,0,24.7767857142857,3.57142857142857,21.2053571428571,26.7857142857143,7.58928571428571,10.0446428571429,5.35714285714286,5.80357142857143,5.80357142857143,2.45535714285714,2.00892857142857,0.446428571428571,11.3839285714286,11.3839285714286,0
"E01006520",867,160,22,138,210,66,70,61,81,58,94,59,35,67,67,0,18.4544405997693,2.53748558246828,15.916955017301,24.2214532871972,7.61245674740484,8.07381776239908,7.03575547866205,9.34256055363322,6.68973471741638,10.8419838523645,6.80507497116494,4.03690888119954,7.7277970011534,7.7277970011534,0
"E01006521",675,153,26,127,144,47,75,37,59,61,56,29,27,43,43,0,22.6666666666667,3.85185185185185,18.8148148148148,21.3333333333333,6.96296296296296,11.1111111111111,5.48148148148148,8.74074074074074,9.03703703703704,8.2962962962963,4.2962962962963,4,6.37037037037037,6.37037037037037,0
"E01006522",904,162,15,147,200,79,72,54,72,73,133,85,48,59,59,0,17.9203539823009,1.65929203539823,16.2610619469027,22.1238938053097,8.73893805309734,7.9646017699115,5.97345132743363,7.9646017699115,8.07522123893805,14.712389380531,9.40265486725664,5.30973451327434,6.52654867256637,6.52654867256637,0
"E01006523",624,110,5,105,174,53,59,37,47,42,51,29,22,51,51,0,17.6282051282051,0.801282051282051,16.8269230769231,27.8846153846154,8.49358974358974,9.4551282051282,5.92948717948718,7.53205128205128,6.73076923076923,8.17307692307692,4.6474358974359,3.52564102564103,8.17307692307692,8.17307692307692,0
"E01006524",999,127,11,116,128,34,49,25,30,13,21,18,3,572,572,0,12.7127127127127,1.1011011011011,11.6116116116116,12.8128128128128,3.4034034034034,4.9049049049049,2.5025025025025,3.003003003003,1.3013013013013,2.1021021021021,1.8018018018018,0.3003003003003,57.2572572572573,57.2572572572573,0
"E01006525",484,89,19,70,128,49,50,34,35,33,14,5,9,52,52,0,18.3884297520661,3.92561983471074,14.4628099173554,26.4462809917355,10.1239669421488,10.3305785123967,7.02479338842975,7.23140495867769,6.81818181818182,2.89256198347107,1.03305785123967,1.8595041322314,10.7438016528926,10.7438016528926,0
"E01006526",515,69,11,58,134,37,55,43,54,47,37,21,16,39,39,0,13.3980582524272,2.13592233009709,11.2621359223301,26.0194174757282,7.18446601941748,10.6796116504854,8.3495145631068,10.4854368932039,9.12621359223301,7.18446601941748,4.07766990291262,3.10679611650485,7.57281553398058,7.57281553398058,0
"E01006527",511,79,10,69,91,34,49,50,44,48,29,13,16,87,87,0,15.4598825831703,1.95694716242661,13.5029354207436,17.8082191780822,6.65362035225049,9.58904109589041,9.78473581213307,8.6105675146771,9.39334637964775,5.67514677103718,2.5440313111546,3.13111545988258,17.0254403131115,17.0254403131115,0
"E01006528",603,105,9,96,118,73,55,41,47,55,37,13,24,72,72,0,17.4129353233831,1.49253731343284,15.9203980099502,19.5688225538972,12.106135986733,9.12106135986733,6.79933665008292,7.79436152570481,9.12106135986733,6.13598673300166,2.1558872305141,3.98009950248756,11.9402985074627,11.9402985074627,0
"E01006529",500,91,12,79,122,42,43,34,54,45,25,14,11,44,44,0,18.2,2.4,15.8,24.4,8.4,8.6,6.8,10.8,9,5,2.8,2.2,8.8,8.8,0
"E01006530",481,60,17,43,127,62,46,60,38,38,9,7,2,41,41,0,12.4740124740125,3.53430353430353,8.93970893970894,26.4033264033264,12.8898128898129,9.56340956340956,12.4740124740125,7.9002079002079,7.9002079002079,1.87110187110187,1.45530145530146,0.415800415800416,8.52390852390852,8.52390852390852,0
"E01006531",486,56,12,44,116,54,59,52,43,38,14,11,3,54,54,0,11.522633744856,2.46913580246914,9.05349794238683,23.8683127572016,11.1111111111111,12.1399176954733,10.6995884773663,8.8477366255144,7.81893004115226,2.88065843621399,2.26337448559671,0.617283950617284,11.1111111111111,11.1111111111111,0
"E01006532",562,137,25,112,148,24,98,38,34,20,14,8,6,49,49,0,24.3772241992883,4.44839857651246,19.9288256227758,26.3345195729537,4.27046263345196,17.4377224199288,6.76156583629893,6.04982206405694,3.55871886120996,2.49110320284698,1.42348754448399,1.06761565836299,8.71886120996441,8.71886120996441,0
"E01006533",495,69,11,58,96,42,61,53,54,46,32,18,14,42,42,0,13.9393939393939,2.22222222222222,11.7171717171717,19.3939393939394,8.48484848484849,12.3232323232323,10.7070707070707,10.9090909090909,9.29292929292929,6.46464646464646,3.63636363636364,2.82828282828283,8.48484848484849,8.48484848484849,0
