"GeographyCode","QS803EW0001","QS803EW0002","QS803EW0003","QS803EW0004","QS803EW0005","QS803EW0006"
"E01006512",1880,766,679,220,103,112
"E01006513",2941,2033,607,177,57,67
"E01006514",2108,1632,182,108,62,124
"E01006515",1208,910,44,41,69,144
"E01006518",1696,1468,39,52,55,82
"E01006519",1286,1205,3,16,19,43
"E01006520",1706,1470,42,45,54,95
"E01006521",1660,1474,14,28,43,101
"E01006522",1731,1546,38,26,41,80
"E01006523",1508,1362,20,19,41,66
"E01006524",2431,2152,94,40,50,95
"E01006525",1209,1141,8,6,4,50
"E01006526",1404,1334,9,16,9,36
"E01006527",1454,1371,9,13,7,54
"E01006528",1461,1305,19,20,49,68
"E01006529",1304,1217,8,18,19,42
"E01006530",1431,1382,5,0,4,40
"E01006531",1458,1411,1,5,16,25
"E01006532",1557,1432,10,10,14,91
"E01006533",1408,1339,4,1,8,56
"E01006534",1542,1399,18,2,34,89
"E01006535",1639,1563,8,2,20,46
"E01006536",1848,1760,7,6,17,58
"E01006537",2257,2010,74,54,50,69
"E01006538",1318,1284,0,2,9,23
"E01006539",1437,1323,8,8,11,87
"E01006540",1509,1298,67,41,43,60
"E01006541",1593,1563,12,2,6,10
"E01006542",1397,1320,25,21,12,19
"E01006543",1247,1237,0,0,3,7
"E01006544",1658,1615,1,11,11,20
"E01006545",1512,1469,5,12,12,14
"E01006546",1319,1260,4,10,19,26
"E01006547",1490,1352,26,27,31,54
"E01006548",1675,1526,26,32,48,43
"E01006549",1662,1261,61,71,122,147
"E01006550",1595,1447,25,25,35,63
"E01006551",1581,1389,45,32,41,74
"E01006552",2029,1253,154,170,245,207
"E01006553",1880,1697,40,50,28,65
"E01006554",1692,1458,26,40,64,104
"E01006556",2011,1230,97,179,266,239
"E01006557",2054,1780,50,65,48,111
"E01006558",1357,1288,8,19,20,22
"E01006560",1860,1751,14,16,38,41
"E01006562",1514,1402,21,31,26,34
"E01006563",1744,1603,24,31,35,51
"E01006564",1721,1635,9,8,46,23
"E01006565",1549,1486,4,11,28,20
"E01006566",1506,1417,4,10,36,39
"E01006567",1655,1568,20,8,25,34
"E01006568",1617,1537,13,12,20,35
"E01006569",1429,1393,1,4,9,22
"E01006570",1479,1412,2,14,17,34
"E01006571",1470,1426,1,5,9,29
"E01006572",1207,1146,2,14,7,38
"E01006573",1501,1420,4,7,33,37
"E01006574",1388,1331,1,4,16,36
"E01006575",1294,1232,3,8,13,38
"E01006576",1693,1643,0,3,13,34
"E01006577",1503,1451,1,2,16,33
"E01006578",1380,1333,0,13,9,25
"E01006579",1643,1576,1,6,11,49
"E01006580",1335,1255,1,16,9,54
"E01006581",1559,1484,17,9,14,35
"E01006582",1642,1560,5,13,16,48
"E01006583",1758,1669,32,2,6,49
"E01006584",1393,1362,0,1,8,22
"E01006585",1354,1269,9,11,28,37
"E01006586",1899,1758,18,14,44,65
"E01006587",1624,1500,14,26,11,73
"E01006588",1569,1408,22,30,39,70
"E01006589",1518,1436,14,5,18,45
"E01006590",1642,1506,19,29,21,67
"E01006591",1633,1487,19,30,28,69
"E01006592",1565,1451,10,11,15,78
"E01006593",1541,1416,28,15,24,58
"E01006594",1410,1286,0,8,33,83
"E01006595",1745,1659,13,16,13,44
"E01006596",1451,1335,15,15,16,70
"E01006597",1667,1566,14,2,12,73
"E01006598",1361,1307,9,19,16,10
"E01006599",1121,1051,6,23,21,20
"E01006600",1407,1376,3,3,8,17
"E01006603",1410,1389,2,1,10,8
"E01006604",1367,1343,2,5,5,12
"E01006605",1531,1488,0,5,9,29
"E01006606",1521,1470,3,12,16,20
"E01006607",1531,1504,1,5,2,19
"E01006608",1215,1189,1,3,7,15
"E01006609",1283,1231,7,10,8,27
"E01006610",1397,1353,5,7,15,17
"E01006611",1291,1230,8,19,13,21
"E01006612",1495,1467,2,5,5,16
"E01006613",1360,1334,2,4,5,15
"E01006614",1322,1281,2,17,13,9
"E01006615",1302,1262,3,6,7,24
"E01006616",1428,1386,3,6,16,17
"E01006617",1421,1377,7,3,6,28
"E01006618",1639,1623,0,3,2,11
"E01006619",1599,1555,8,10,6,20
"E01006620",1417,1388,0,1,5,23
"E01006621",1468,1391,8,9,17,43
"E01006622",1519,1486,1,2,0,30
"E01006623",1462,1382,2,5,12,61
"E01006624",1556,1451,13,15,25,52
"E01006625",1416,1386,3,3,6,18
"E01006626",1448,1392,3,14,4,35
"E01006627",1378,1327,5,5,10,31
"E01006628",1874,1673,53,31,30,87
"E01006629",1255,1182,4,10,9,50
"E01006630",1338,1221,4,27,42,44
"E01006632",1842,1667,28,41,62,44
"E01006633",1432,1376,14,13,15,14
"E01006637",1596,1412,21,58,78,27
"E01006638",1219,1132,11,25,36,15
"E01006639",1509,1450,1,13,17,28
"E01006640",1880,1763,7,25,30,55
"E01006641",1740,1482,10,27,150,71
"E01006642",1290,1230,3,13,28,16
"E01006643",1822,1719,10,6,47,40
"E01006644",2040,1947,6,26,25,36
"E01006645",1424,1364,0,16,19,25
"E01006646",1899,1618,71,67,87,56
"E01006647",1422,1350,4,23,22,23
"E01006648",2175,1892,76,109,68,30
"E01006651",1642,1578,8,5,24,27
"E01006652",1505,1432,7,12,32,22
"E01006653",1520,1463,1,7,31,18
"E01006654",1513,1451,11,8,16,27
"E01006655",1758,1593,15,21,86,43
"E01006656",1493,1448,7,1,6,31
"E01006657",1211,1178,0,4,13,16
"E01006658",1300,1250,3,15,18,14
"E01006659",1765,1648,15,19,36,47
"E01006660",1433,1303,2,19,82,27
"E01006661",1663,1575,7,21,32,28
"E01006662",1775,1667,10,20,54,24
"E01006663",1153,1117,6,6,17,7
"E01006664",1795,1635,46,41,37,36
"E01006665",1555,1503,1,8,18,25
"E01006666",1504,1401,4,7,29,63
"E01006667",1453,1389,6,8,21,29
"E01006668",1534,1474,4,5,19,32
"E01006669",1470,1356,9,18,28,59
"E01006670",1526,1438,15,13,13,47
"E01006671",1355,1256,9,5,17,68
"E01006672",1955,1834,6,48,41,26
"E01006673",1937,1255,71,120,216,275
"E01006674",1885,1118,62,146,245,314
"E01006675",1824,1351,86,104,102,181
"E01006676",1753,1231,46,109,197,170
"E01006677",1040,791,26,26,80,117
"E01006678",2127,1857,26,39,97,108
"E01006679",2232,1252,136,157,226,461
"E01006680",1569,1508,4,2,3,52
"E01006681",1585,1482,5,19,18,61
"E01006682",1310,1249,4,6,7,44
"E01006683",1510,1448,1,4,5,52
"E01006684",2138,2010,20,9,27,72
"E01006685",1484,1403,11,9,5,56
"E01006686",1433,1362,3,5,11,52
"E01006687",1952,1756,9,29,40,118
"E01006688",1524,1427,8,26,20,43
"E01006689",1651,1589,3,1,11,47
"E01006690",1492,1132,65,71,142,82
"E01006691",1503,1013,103,107,154,126
"E01006692",2180,1804,75,93,119,89
"E01006693",1511,1358,12,37,63,41
"E01006694",1864,1287,103,160,235,79
"E01006695",1821,1329,85,109,181,117
"E01006696",1744,1349,60,88,172,75
"E01006697",1845,1364,93,121,157,110
"E01006698",1716,1663,9,6,9,29
"E01006699",1594,1498,20,27,31,18
"E01006700",1438,1366,10,12,16,34
"E01006701",1380,1319,5,14,19,23
"E01006702",1618,1521,19,23,31,24
"E01006703",1561,1458,14,15,43,31
"E01006705",1409,1325,19,18,21,26
"E01006706",1346,1312,2,2,8,22
"E01006707",1323,1278,0,7,7,31
"E01006708",1805,1750,9,6,16,24
"E01006709",1438,1400,1,2,9,26
"E01006710",1496,1459,2,3,7,25
"E01006711",1538,1418,15,17,40,48
"E01006712",1339,1265,5,14,27,28
"E01006713",1377,1307,4,9,35,22
"E01006716",1589,1452,13,22,39,63
"E01006717",1436,1347,6,27,12,44
"E01006718",1587,1487,5,23,29,43
"E01006719",1535,1494,2,9,7,23
"E01006720",2108,1386,158,187,211,166
"E01006721",1655,1402,60,67,42,84
"E01006722",1793,1425,85,66,95,122
"E01006723",1875,1543,86,80,71,95
"E01006724",1790,1569,33,45,28,115
"E01006725",1537,1395,13,27,42,60
"E01006726",1565,1262,58,70,80,95
"E01006727",1441,1286,14,34,54,53
"E01006728",1623,1430,25,54,62,52
"E01006729",1400,1349,1,9,12,29
"E01006730",1326,1285,2,6,17,16
"E01006731",1196,1138,16,12,19,11
"E01006732",1643,1578,8,22,18,17
"E01006734",1412,1311,17,29,35,20
"E01006735",1309,1254,2,10,26,17
"E01006736",1460,1382,11,16,33,18
"E01006737",1435,1389,3,4,22,17
"E01006738",1501,1474,2,8,6,11
"E01006739",1769,1696,19,12,14,28
"E01006740",1280,1147,52,17,22,42
"E01006741",1815,1769,6,12,7,21
"E01006742",1394,1348,5,9,13,19
"E01006743",2175,1996,32,54,41,52
"E01006744",1482,1413,2,13,25,29
"E01006745",1879,1741,36,43,20,39
"E01006746",1513,1266,80,44,82,41
"E01006747",3552,2361,720,169,173,129
"E01006748",1936,1450,201,162,64,59
"E01006751",2572,1737,472,129,100,134
"E01006752",1012,725,46,62,66,113
"E01006753",1557,1511,5,6,19,16
"E01006754",1627,1472,51,49,26,29
"E01006755",1587,1505,22,21,24,15
"E01006756",1820,1667,30,43,50,30
"E01006757",1491,1423,5,28,9,26
"E01006758",1527,1456,4,28,22,17
"E01006759",1095,982,19,15,23,56
"E01006760",1611,1315,84,69,56,87
"E01006761",1644,1493,20,16,47,68
"E01006762",1692,1627,9,19,19,18
"E01006763",1471,1432,2,13,7,17
"E01006764",1522,1372,24,41,44,41
"E01006765",1468,1406,7,11,21,23
"E01006766",1266,1115,19,26,75,31
"E01006767",1787,1616,31,65,33,42
"E01006768",1359,1221,19,33,31,55
"E01006769",1270,1212,3,12,19,24
"E01006770",1002,969,3,2,6,22
"E01006771",1425,1385,2,2,10,26
"E01006772",1091,1044,0,6,3,38
"E01006773",1379,1328,4,1,12,34
"E01006774",1445,1325,11,3,22,84
"E01006775",1319,1275,3,5,8,28
"E01006776",1677,1579,9,16,28,45
"E01006778",2205,2019,25,67,51,43
"E01006779",1968,1891,9,30,11,27
"E01006780",1465,1419,4,7,9,26
"E01006781",1470,1436,3,1,4,26
"E01006782",1560,1502,6,7,16,29
"E01006783",1548,1498,6,2,23,19
"E01006784",1347,1303,1,4,5,34
"E01006785",1769,1669,11,11,23,55
"E01006786",1820,1764,8,12,6,30
"E01006787",2330,2099,52,47,58,74
"E01006788",1825,1759,12,8,20,26
"E01006790",1587,1528,7,13,18,21
"E01006791",1674,1568,20,37,25,24
"E01006792",1368,1291,5,3,13,56
"E01006793",1494,1401,15,11,22,45
"E01006794",1593,1492,4,10,19,68
"E01006795",1407,1348,2,7,8,42
"E01006796",1591,1406,40,11,25,109
"E01006797",1499,1453,1,2,10,33
"E01006798",1410,1332,0,12,11,55
"E01006799",1821,1745,5,7,22,42
"E01006800",1401,1302,5,8,17,69
"E01006801",1355,1286,0,1,5,63
"E01032505",1317,1194,13,24,23,63
"E01032506",1403,1291,11,38,29,34
"E01032507",1539,1438,23,15,20,43
"E01032508",1723,1570,25,25,49,54
"E01032509",1434,1344,19,25,20,26
"E01032510",1809,1718,5,34,34,18
"E01032511",1378,1328,7,10,13,20
"E01033747",1043,944,14,13,42,30
"E01033748",1277,1077,36,54,52,58
"E01033749",1153,963,98,29,18,45
"E01033750",1448,1147,103,51,83,64
"E01033751",1873,1579,106,67,50,71
"E01033752",1196,877,104,111,55,49
"E01033753",1051,746,112,96,50,47
"E01033754",1452,1135,120,75,43,79
"E01033755",1082,781,93,105,55,48
"E01033756",1185,750,201,123,54,57
"E01033757",1025,670,204,45,55,51
"E01033758",1730,984,474,162,63,47
"E01033759",1147,1077,8,16,21,25
"E01033760",2115,1487,392,145,48,43
"E01033761",1372,971,147,126,70,58
"E01033762",1791,1436,157,93,51,54
"E01033763",1527,1227,66,74,81,79
"E01033764",2202,2023,37,31,49,62
"E01033765",1351,1223,11,31,41,45
"E01033766",1075,997,28,9,6,35
"E01033767",1067,955,29,32,25,26
"E01033768",1223,979,56,39,44,105
