"GeographyCode","KS607EW0001","KS607EW0002","KS607EW0003","KS607EW0004","KS607EW0005","KS607EW0006","KS607EW0007","KS607EW0008","KS607EW0009","KS607EW0010","KS607EW0011","KS607EW0012","KS607EW0013","KS607EW0014","KS607EW0015","KS607EW0016","KS607EW0017","KS607EW0018","KS607EW0019","KS607EW0020","KS607EW0021","KS607EW0022","KS607EW0023","KS607EW0024","KS607EW0025","KS607EW0026","KS607EW0027","KS607EW0028","KS607EW0029","KS607EW0030","KS607EW0031","KS607EW0032","KS607EW0033","KS607EW0034","KS607EW0035","KS607EW0036","KS607EW0037"
"E00032987",57,0,0,1,0,1,0,11,1,14,2,0,1,2,4,2,2,11,5,0,0,1.75438596491228,0,1.75438596491228,0,19.2982456140351,1.75438596491228,24.5614035087719,3.50877192982456,0,1.75438596491228,3.50877192982456,7.01754385964912,3.50877192982456,3.50877192982456,19.2982456140351,8.7719298245614
"E00032988",75,0,0,3,0,0,1,10,0,6,0,1,2,10,1,4,11,19,7,0,0,4,0,0,1.33333333333333,13.3333333333333,0,8,0,1.33333333333333,2.66666666666667,13.3333333333333,1.33333333333333,5.33333333333333,14.6666666666667,25.3333333333333,9.33333333333333
"E00032989",64,0,0,1,0,0,1,9,0,7,1,0,2,1,5,1,14,18,4,0,0,1.5625,0,0,1.5625,14.0625,0,10.9375,1.5625,0,3.125,1.5625,7.8125,1.5625,21.875,28.125,6.25
"E00032990",69,0,0,1,0,0,1,9,0,3,3,1,3,6,3,4,13,17,5,0,0,1.44927536231884,0,0,1.44927536231884,13.0434782608696,0,4.34782608695652,4.34782608695652,1.44927536231884,4.34782608695652,8.69565217391304,4.34782608695652,5.79710144927536,18.8405797101449,24.6376811594203,7.2463768115942
"E00032991",81,0,0,1,0,1,0,13,0,5,5,3,4,4,6,3,11,22,3,0,0,1.23456790123457,0,1.23456790123457,0,16.0493827160494,0,6.17283950617284,6.17283950617284,3.7037037037037,4.93827160493827,4.93827160493827,7.40740740740741,3.7037037037037,13.5802469135802,27.1604938271605,3.7037037037037
"E00032992",33,0,0,1,0,0,0,3,2,2,0,2,1,1,1,1,5,11,3,0,0,3.03030303030303,0,0,0,9.09090909090909,6.06060606060606,6.06060606060606,0,6.06060606060606,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,15.1515151515152,33.3333333333333,9.09090909090909
"E00032993",68,0,0,1,0,0,1,8,0,4,4,3,0,4,2,3,16,14,8,0,0,1.47058823529412,0,0,1.47058823529412,11.7647058823529,0,5.88235294117647,5.88235294117647,4.41176470588235,0,5.88235294117647,2.94117647058824,4.41176470588235,23.5294117647059,20.5882352941176,11.7647058823529
"E00032994",14,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,1,5,1,0,0,0,0,0,7.14285714285714,21.4285714285714,0,21.4285714285714,0,0,0,0,0,0,7.14285714285714,35.7142857142857,7.14285714285714
"E00032995",45,0,0,0,0,0,0,4,1,5,0,0,3,3,0,5,9,13,2,0,0,0,0,0,0,8.88888888888889,2.22222222222222,11.1111111111111,0,0,6.66666666666667,6.66666666666667,0,11.1111111111111,20,28.8888888888889,4.44444444444444
"E00032996",57,0,0,2,0,1,0,10,1,4,1,3,0,0,1,6,8,14,6,0,0,3.50877192982456,0,1.75438596491228,0,17.5438596491228,1.75438596491228,7.01754385964912,1.75438596491228,5.26315789473684,0,0,1.75438596491228,10.5263157894737,14.0350877192982,24.5614035087719,10.5263157894737
