"GeographyCode","QS303EW0001","QS303EW0002","QS303EW0003","QS303EW0004"
"E01006512",1880,81,114,1685
"E01006513",2941,87,110,2744
"E01006514",2108,171,182,1755
"E01006515",1208,198,143,867
"E01006518",1696,388,198,1110
"E01006519",1286,91,100,1095
"E01006520",1706,193,152,1361
"E01006521",1660,237,166,1257
"E01006522",1731,197,155,1379
"E01006523",1508,207,129,1172
"E01006524",2431,254,114,2063
"E01006525",1209,93,131,985
"E01006526",1404,215,128,1061
"E01006527",1454,170,141,1143
"E01006528",1461,113,121,1227
"E01006529",1304,104,91,1109
"E01006530",1431,154,171,1106
"E01006531",1458,223,202,1033
"E01006532",1557,104,141,1312
"E01006533",1408,227,143,1038
"E01006534",1542,200,147,1195
"E01006535",1639,284,189,1166
"E01006536",1848,280,219,1349
"E01006537",2257,221,178,1858
"E01006538",1318,150,120,1048
"E01006539",1437,124,124,1189
"E01006540",1509,237,160,1112
"E01006541",1593,270,166,1157
"E01006542",1397,239,171,987
"E01006543",1247,133,109,1005
"E01006544",1658,282,184,1192
"E01006545",1512,173,113,1226
"E01006546",1319,138,134,1047
"E01006547",1490,203,155,1132
"E01006548",1675,255,162,1258
"E01006549",1662,221,146,1295
"E01006550",1595,57,87,1451
"E01006551",1581,297,182,1102
"E01006552",2029,149,157,1723
"E01006553",1880,89,100,1691
"E01006554",1692,98,105,1489
"E01006556",2011,305,184,1522
"E01006557",2054,85,82,1887
"E01006558",1357,224,159,974
"E01006560",1860,422,241,1197
"E01006562",1514,244,182,1088
"E01006563",1744,396,247,1101
"E01006564",1721,315,217,1189
"E01006565",1549,247,158,1144
"E01006566",1506,177,148,1181
"E01006567",1655,306,212,1137
"E01006568",1617,274,114,1229
"E01006569",1429,307,155,967
"E01006570",1479,158,133,1188
"E01006571",1470,282,146,1042
"E01006572",1207,197,119,891
"E01006573",1501,252,164,1085
"E01006574",1388,237,159,992
"E01006575",1294,200,153,941
"E01006576",1693,162,160,1371
"E01006577",1503,123,119,1261
"E01006578",1380,110,115,1155
"E01006579",1643,129,168,1346
"E01006580",1335,84,109,1142
"E01006581",1559,109,134,1316
"E01006582",1642,102,119,1421
"E01006583",1758,91,109,1558
"E01006584",1393,153,143,1097
"E01006585",1354,258,167,929
"E01006586",1899,273,164,1462
"E01006587",1624,178,165,1281
"E01006588",1569,172,149,1248
"E01006589",1518,129,137,1252
"E01006590",1642,122,132,1388
"E01006591",1633,94,120,1419
"E01006592",1565,94,175,1296
"E01006593",1541,100,99,1342
"E01006594",1410,98,124,1188
"E01006595",1745,180,157,1408
"E01006596",1451,124,132,1195
"E01006597",1667,129,144,1394
"E01006598",1361,268,160,933
"E01006599",1121,116,99,906
"E01006600",1407,271,158,978
"E01006603",1410,259,184,967
"E01006604",1367,242,145,980
"E01006605",1531,283,173,1075
"E01006606",1521,228,176,1117
"E01006607",1531,264,164,1103
"E01006608",1215,160,135,920
"E01006609",1283,185,122,976
"E01006610",1397,232,187,978
"E01006611",1291,207,139,945
"E01006612",1495,287,183,1025
"E01006613",1360,270,174,916
"E01006614",1322,187,138,997
"E01006615",1302,178,134,990
"E01006616",1428,215,156,1057
"E01006617",1421,143,133,1145
"E01006618",1639,294,220,1125
"E01006619",1599,163,166,1270
"E01006620",1417,176,161,1080
"E01006621",1468,160,125,1183
"E01006622",1519,122,149,1248
"E01006623",1462,114,140,1208
"E01006624",1556,260,152,1144
"E01006625",1416,181,131,1104
"E01006626",1448,189,139,1120
"E01006627",1378,155,151,1072
"E01006628",1874,146,143,1585
"E01006629",1255,181,143,931
"E01006630",1338,236,149,953
"E01006632",1842,297,227,1318
"E01006633",1432,322,178,932
"E01006637",1596,203,141,1252
"E01006638",1219,209,126,884
"E01006639",1509,164,128,1217
"E01006640",1880,206,172,1502
"E01006641",1740,162,109,1469
"E01006642",1290,235,145,910
"E01006643",1822,265,162,1395
"E01006644",2040,319,213,1508
"E01006645",1424,265,222,937
"E01006646",1899,355,168,1376
"E01006647",1422,295,146,981
"E01006648",2175,383,213,1579
"E01006651",1642,94,110,1438
"E01006652",1505,162,138,1205
"E01006653",1520,275,179,1066
"E01006654",1513,212,137,1164
"E01006655",1758,228,165,1365
"E01006656",1493,174,151,1168
"E01006657",1211,167,113,931
"E01006658",1300,222,157,921
"E01006659",1765,261,210,1294
"E01006660",1433,266,118,1049
"E01006661",1663,327,212,1124
"E01006662",1775,398,241,1136
"E01006663",1153,152,103,898
"E01006664",1795,282,210,1303
"E01006665",1555,133,126,1296
"E01006666",1504,102,84,1318
"E01006667",1453,220,151,1082
"E01006668",1534,102,106,1326
"E01006669",1470,96,87,1287
"E01006670",1526,154,113,1259
"E01006671",1355,173,125,1057
"E01006672",1955,266,179,1510
"E01006673",1937,237,173,1527
"E01006674",1885,259,237,1389
"E01006675",1824,264,186,1374
"E01006676",1753,252,189,1312
"E01006677",1040,147,104,789
"E01006678",2127,406,269,1452
"E01006679",2232,322,257,1653
"E01006680",1569,129,143,1297
"E01006681",1585,221,179,1185
"E01006682",1310,91,116,1103
"E01006683",1510,142,138,1230
"E01006684",2138,183,168,1787
"E01006685",1484,159,141,1184
"E01006686",1433,119,129,1185
"E01006687",1952,233,168,1551
"E01006688",1524,157,154,1213
"E01006689",1651,163,147,1341
"E01006690",1492,183,157,1152
"E01006691",1503,167,151,1185
"E01006692",2180,289,228,1663
"E01006693",1511,372,234,905
"E01006694",1864,216,150,1498
"E01006695",1821,223,214,1384
"E01006696",1744,238,186,1320
"E01006697",1845,226,176,1443
"E01006698",1716,185,139,1392
"E01006699",1594,299,177,1118
"E01006700",1438,239,168,1031
"E01006701",1380,226,169,985
"E01006702",1618,246,210,1162
"E01006703",1561,313,224,1024
"E01006705",1409,155,158,1096
"E01006706",1346,263,176,907
"E01006707",1323,292,176,855
"E01006708",1805,303,200,1302
"E01006709",1438,262,177,999
"E01006710",1496,173,158,1165
"E01006711",1538,212,168,1158
"E01006712",1339,171,115,1053
"E01006713",1377,173,121,1083
"E01006716",1589,223,198,1168
"E01006717",1436,149,137,1150
"E01006718",1587,201,187,1199
"E01006719",1535,149,155,1231
"E01006720",2108,161,159,1788
"E01006721",1655,217,170,1268
"E01006722",1793,90,98,1605
"E01006723",1875,157,174,1544
"E01006724",1790,93,83,1614
"E01006725",1537,202,151,1184
"E01006726",1565,124,105,1336
"E01006727",1441,136,131,1174
"E01006728",1623,207,155,1261
"E01006729",1400,173,153,1074
"E01006730",1326,217,160,949
"E01006731",1196,182,133,881
"E01006732",1643,245,182,1216
"E01006734",1412,224,163,1025
"E01006735",1309,236,135,938
"E01006736",1460,230,154,1076
"E01006737",1435,236,178,1021
"E01006738",1501,238,161,1102
"E01006739",1769,279,191,1299
"E01006740",1280,243,153,884
"E01006741",1815,309,188,1318
"E01006742",1394,192,131,1071
"E01006743",2175,244,195,1736
"E01006744",1482,165,132,1185
"E01006745",1879,247,149,1483
"E01006746",1513,273,157,1083
"E01006747",3552,177,138,3237
"E01006748",1936,147,95,1694
"E01006751",2572,324,205,2043
"E01006752",1012,138,101,773
"E01006753",1557,244,158,1155
"E01006754",1627,290,175,1162
"E01006755",1587,291,168,1128
"E01006756",1820,258,171,1391
"E01006757",1491,206,135,1150
"E01006758",1527,243,188,1096
"E01006759",1095,135,115,845
"E01006760",1611,227,189,1195
"E01006761",1644,291,174,1179
"E01006762",1692,286,170,1236
"E01006763",1471,171,138,1162
"E01006764",1522,200,152,1170
"E01006765",1468,203,167,1098
"E01006766",1266,151,113,1002
"E01006767",1787,179,165,1443
"E01006768",1359,143,153,1063
"E01006769",1270,276,183,811
"E01006770",1002,161,125,716
"E01006771",1425,309,172,944
"E01006772",1091,183,117,791
"E01006773",1379,118,141,1120
"E01006774",1445,131,100,1214
"E01006775",1319,276,176,867
"E01006776",1677,349,187,1141
"E01006778",2205,419,261,1525
"E01006779",1968,448,256,1264
"E01006780",1465,163,168,1134
"E01006781",1470,152,152,1166
"E01006782",1560,161,153,1246
"E01006783",1548,160,130,1258
"E01006784",1347,125,124,1098
"E01006785",1769,225,168,1376
"E01006786",1820,176,187,1457
"E01006787",2330,330,210,1790
"E01006788",1825,188,153,1484
"E01006790",1587,244,187,1156
"E01006791",1674,330,198,1146
"E01006792",1368,93,151,1124
"E01006793",1494,193,164,1137
"E01006794",1593,123,169,1301
"E01006795",1407,110,114,1183
"E01006796",1591,118,121,1352
"E01006797",1499,238,157,1104
"E01006798",1410,126,139,1145
"E01006799",1821,412,272,1137
"E01006800",1401,171,214,1016
"E01006801",1355,142,177,1036
"E01032505",1317,160,137,1020
"E01032506",1403,208,158,1037
"E01032507",1539,116,112,1311
"E01032508",1723,295,201,1227
"E01032509",1434,162,137,1135
"E01032510",1809,223,163,1423
"E01032511",1378,195,126,1057
"E01033747",1043,194,193,656
"E01033748",1277,41,52,1184
"E01033749",1153,17,34,1102
"E01033750",1448,44,54,1350
"E01033751",1873,106,94,1673
"E01033752",1196,18,31,1147
"E01033753",1051,11,25,1015
"E01033754",1452,129,86,1237
"E01033755",1082,19,21,1042
"E01033756",1185,16,33,1136
"E01033757",1025,70,60,895
"E01033758",1730,78,56,1596
"E01033759",1147,169,116,862
"E01033760",2115,30,61,2024
"E01033761",1372,18,38,1316
"E01033762",1791,60,61,1670
"E01033763",1527,321,215,991
"E01033764",2202,518,272,1412
"E01033765",1351,208,156,987
"E01033766",1075,73,86,916
"E01033767",1067,151,124,792
"E01033768",1223,161,142,920
