"GeographyCode","QS115EW0001","QS115EW0002","QS115EW0003","QS115EW0004","QS115EW0005","QS115EW0006","QS115EW0007","QS115EW0008","QS115EW0009","QS115EW0010","QS115EW0011","QS115EW0012"
"E00032987",87,26,6,20,61,9,7,7,17,3,3,15
"E00032988",200,142,13,129,58,6,0,6,34,0,3,9
"E00032989",232,174,9,165,58,9,5,9,25,1,2,7
"E00032990",219,148,31,117,71,8,1,11,41,0,1,9
"E00032991",219,154,3,151,65,6,0,5,39,0,3,12
"E00032992",165,123,7,116,42,7,2,5,12,1,2,13
"E00032993",166,87,11,76,79,5,6,8,50,1,3,6
"E00032994",63,36,12,24,27,9,3,3,9,0,1,2
"E00032995",149,82,40,42,67,11,13,5,18,2,5,13
"E00032996",181,63,29,34,118,30,19,15,19,4,6,25
"E00032997",106,44,12,32,62,11,4,13,20,0,2,12
"E00032998",164,63,16,47,101,12,12,18,35,3,3,18
"E00032999",236,153,8,145,83,9,1,3,58,2,2,8
"E00033000",87,41,33,8,46,7,15,4,2,2,3,13
"E00033002",129,74,11,63,55,5,5,7,23,4,4,7
"E00033004",167,102,9,93,65,3,6,6,40,0,2,8
"E00033005",176,85,29,56,91,14,19,7,26,2,8,15
"E00033006",120,32,15,17,88,10,15,10,28,1,5,19
"E00033007",155,72,32,40,83,10,14,12,22,6,3,16
"E00033008",147,54,14,40,93,26,7,11,19,5,11,14
"E00033012",104,66,6,60,38,0,8,4,25,0,0,1
"E00033013",115,61,13,48,54,7,1,9,28,1,2,6
"E00033015",109,41,5,36,68,2,0,10,48,0,0,8
"E00033016",226,128,6,122,98,5,1,19,37,11,10,15
"E00033018",72,36,3,33,36,2,0,1,21,0,0,12
"E00033019",218,145,8,137,73,12,3,4,32,1,3,18
"E00033020",143,94,2,92,49,1,1,2,33,0,1,11
"E00033021",134,65,15,50,69,6,7,10,29,2,5,10
"E00033023",149,86,33,53,63,4,5,9,15,0,3,27
"E00033024",104,58,14,44,46,8,7,4,16,0,1,10
"E00033025",135,56,14,42,79,4,12,16,33,1,5,8
"E00033026",90,28,13,15,62,2,12,20,9,2,3,14
"E00033027",200,109,36,73,91,6,11,10,33,2,1,28
"E00033029",111,39,9,30,72,6,9,12,25,1,1,18
"E00033030",95,23,10,13,72,1,23,12,8,1,7,20
"E00033031",130,39,16,23,91,1,11,20,28,2,6,23
"E00033032",238,154,19,135,84,3,5,8,63,0,0,5
"E00033033",193,122,9,113,71,7,0,8,50,0,0,6
"E00033034",201,118,5,113,83,5,2,7,59,0,0,10
"E00033035",159,57,12,45,102,5,12,10,48,1,4,22
"E00033036",128,75,6,69,53,10,0,5,34,0,0,4
"E00033037",153,78,25,53,75,4,27,12,14,0,5,13
"E00033038",110,73,1,72,37,6,1,3,20,0,1,6
"E00033040",132,69,15,54,63,2,7,13,21,2,2,16
"E00033041",110,33,25,8,77,5,13,17,19,3,7,13
"E00033042",98,27,14,13,71,1,16,8,12,1,10,23
"E00033043",112,28,10,18,84,4,14,17,28,1,4,16
"E00033044",92,18,10,8,74,2,21,12,10,1,4,24
"E00033045",132,81,42,39,51,6,12,8,14,1,3,7
"E00033046",121,73,51,22,48,0,29,2,13,1,0,3
"E00033047",106,19,10,9,87,3,18,18,17,1,8,22
"E00033048",100,23,18,5,77,0,20,15,15,1,8,18
"E00033049",154,41,7,34,113,10,5,31,37,1,7,22
"E00033050",84,13,9,4,71,0,11,11,17,1,8,23
"E00033051",167,65,6,59,102,8,13,6,57,1,1,16
"E00033052",144,41,14,27,103,3,12,12,25,2,6,43
"E00033053",111,32,10,22,79,7,6,15,24,2,3,22
"E00033054",76,30,8,22,46,7,7,4,12,2,4,10
"E00033055",106,35,6,29,71,2,7,15,26,6,3,12
"E00033056",123,34,10,24,89,5,17,25,26,2,2,12
"E00033057",122,39,14,25,83,4,12,27,18,2,5,15
"E00033059",149,63,42,21,86,9,21,17,18,2,6,13
"E00033060",101,45,32,13,56,2,16,10,8,0,3,17
"E00033061",91,27,15,12,64,2,12,13,9,3,8,17
"E00033062",105,30,20,10,75,1,19,15,10,2,7,21
"E00033063",101,19,9,10,82,3,18,11,18,3,9,20
"E00033064",97,23,5,18,74,4,14,20,17,2,3,14
"E00033065",120,29,17,12,91,2,11,18,32,5,5,18
"E00033066",155,88,13,75,67,3,5,10,47,0,1,1
"E00033067",184,120,17,103,64,5,4,6,39,0,4,6
"E00033068",203,115,7,108,88,2,2,7,64,2,2,9
"E00033069",164,102,12,90,62,5,2,8,42,0,1,4
"E00033070",190,129,15,114,61,10,4,4,40,0,1,2
"E00033071",141,61,6,55,80,5,8,9,48,3,0,7
"E00033072",167,82,4,78,85,7,1,4,61,0,1,11
"E00033073",192,140,32,108,52,1,2,3,44,0,1,1
"E00033074",179,122,13,109,57,16,0,10,19,0,2,10
"E00033075",210,188,52,136,22,2,2,5,13,0,0,0
"E00033076",152,68,23,45,84,3,21,14,26,2,7,11
"E00033077",185,113,29,84,72,4,5,11,38,0,1,13
"E00033078",176,117,17,100,59,8,12,8,17,1,3,10
"E00033079",116,61,15,46,55,2,6,11,18,4,1,13
"E00033080",150,114,32,82,36,9,8,4,14,0,0,1
"E00033081",127,62,15,47,65,3,9,13,32,1,0,7
"E00033082",122,22,13,9,100,2,23,15,25,5,7,23
"E00033083",122,23,6,17,99,2,21,7,24,8,13,24
"E00033084",148,59,28,31,89,9,18,19,15,3,6,19
"E00033085",143,51,21,30,92,7,19,13,21,2,10,20
"E00033086",122,35,29,6,87,3,38,10,19,1,1,15
"E00033087",149,36,7,29,113,10,11,23,23,3,18,25
"E00033088",101,26,18,8,75,1,13,8,24,3,6,20
"E00033089",124,42,23,19,82,10,8,17,16,3,8,20
"E00033090",139,26,13,13,113,2,20,20,26,3,14,28
"E00033091",126,28,16,12,98,3,20,7,26,3,8,31
"E00033092",127,32,19,13,95,0,24,21,17,2,5,26
"E00033093",158,48,22,26,110,10,20,18,19,3,8,32
"E00033094",136,35,18,17,101,4,27,19,15,2,8,26
"E00033095",164,35,17,18,129,6,24,17,34,3,12,33
"E00033096",110,30,21,9,80,1,30,18,9,2,4,16
"E00033097",119,35,13,22,84,9,17,12,20,1,5,20
"E00033098",113,21,14,7,92,1,33,9,22,7,3,17
"E00033099",94,57,55,2,37,0,11,6,8,0,3,9
"E00033100",138,52,27,25,86,9,19,9,23,1,8,17
"E00033101",96,34,22,12,62,0,19,9,15,2,2,15
"E00033102",207,82,16,66,125,16,17,23,41,1,11,16
"E00033103",117,32,17,15,85,2,18,6,16,4,14,25
"E00033104",109,34,14,20,75,6,17,10,15,4,9,14
"E00033105",118,31,23,8,87,1,20,13,15,0,12,26
"E00033106",125,37,16,21,88,6,18,15,23,1,7,18
"E00033107",121,17,8,9,104,9,17,7,21,4,15,31
"E00033108",119,22,13,9,97,13,14,10,24,2,15,19
"E00033109",123,28,17,11,95,2,18,17,21,3,11,23
"E00033110",142,33,12,21,109,9,26,16,22,1,9,26
"E00033112",115,23,13,10,92,1,17,17,21,2,11,23
"E00033113",117,38,18,20,79,2,17,11,28,0,6,15
"E00033114",113,18,5,13,95,0,28,18,18,5,5,21
"E00033115",92,62,26,36,30,0,14,3,8,0,0,5
"E00033116",101,73,34,39,28,1,12,1,9,0,0,5
"E00033117",154,44,37,7,110,3,23,26,23,4,10,21
"E00033118",129,24,15,9,105,3,21,20,22,0,8,31
"E00033119",109,30,20,10,79,1,23,16,15,3,7,14
"E00033120",132,42,21,21,90,6,19,24,17,1,8,15
"E00033121",119,53,31,22,66,4,30,9,13,1,2,7
"E00033122",121,36,22,14,85,3,27,16,18,1,4,16
"E00033123",123,40,33,7,83,3,38,11,12,1,6,12
"E00033124",120,34,14,20,86,6,11,12,14,4,12,27
"E00033125",111,64,13,51,47,8,8,5,14,2,0,10
"E00033126",111,30,18,12,81,1,24,8,17,1,5,25
"E00033127",194,73,29,44,121,6,19,26,28,0,7,35
"E00033128",111,36,19,17,75,9,11,12,19,1,10,13
"E00033129",108,30,19,11,78,3,32,8,7,1,4,23
"E00033130",126,23,11,12,103,3,17,14,21,5,11,32
"E00033131",130,64,42,22,66,8,11,10,14,2,9,12
"E00033132",158,40,12,28,118,13,12,23,23,3,14,30
"E00033133",144,35,25,10,109,21,18,16,15,1,17,21
"E00033134",111,62,12,50,49,11,8,8,12,1,2,7
"E00033135",183,54,18,36,129,29,17,21,21,5,13,23
"E00033136",99,37,15,22,62,14,11,7,6,4,7,13
"E00033137",167,97,15,82,70,26,9,10,13,1,3,8
"E00033138",113,76,14,62,37,10,3,6,10,0,1,7
"E00033139",149,83,32,51,66,5,20,2,23,0,4,12
"E00033140",94,34,14,20,60,14,9,7,9,1,5,15
"E00033141",85,28,13,15,57,8,7,11,8,1,4,18
"E00033142",117,39,12,27,78,11,9,11,24,2,9,12
"E00033143",127,68,8,60,59,25,4,7,7,4,4,8
"E00033144",126,70,17,53,56,15,5,6,27,0,1,2
"E00033145",122,34,12,22,88,21,10,14,18,1,8,16
"E00033146",124,41,11,30,83,12,11,12,16,5,7,20
"E00033147",127,44,20,24,83,9,6,9,20,2,13,24
"E00033148",116,38,16,22,78,15,10,17,16,2,5,13
"E00033149",98,32,9,23,66,7,13,10,18,2,5,11
"E00033150",146,55,7,48,91,27,4,14,25,2,9,10
"E00033151",125,65,15,50,60,14,7,11,7,0,10,11
"E00033152",146,62,6,56,84,14,9,11,22,2,6,20
"E00033153",167,73,21,52,94,15,17,18,15,2,5,22
"E00033154",102,68,10,58,34,6,5,7,9,0,0,7
"E00033155",155,81,30,51,74,24,14,8,18,2,3,5
"E00033156",122,61,12,49,61,7,9,6,19,2,4,14
"E00033157",140,55,14,41,85,21,5,22,16,3,3,15
"E00033158",130,40,8,32,90,32,4,17,19,0,7,11
"E00033159",87,31,8,23,56,25,5,11,7,0,2,6
"E00033160",167,85,13,72,82,17,13,9,9,4,12,18
"E00033161",137,71,50,21,66,6,5,13,14,1,10,17
"E00033162",131,70,7,63,61,16,5,8,7,1,10,14
"E00033163",136,70,6,64,66,16,2,5,16,0,6,21
"E00033164",152,42,10,32,110,20,7,21,30,1,3,28
"E00033165",117,90,49,41,27,4,7,2,5,0,7,2
"E00033166",113,81,27,54,32,2,18,4,3,0,1,4
"E00033167",130,31,7,24,99,13,26,18,19,2,7,14
"E00033168",122,35,23,12,87,3,22,12,20,3,9,18
"E00033169",122,34,17,17,88,8,15,11,14,3,4,33
"E00033170",142,35,14,21,107,16,11,15,21,1,10,33
"E00033171",136,37,15,22,99,9,10,20,21,1,9,29
"E00033172",122,90,3,87,32,1,4,2,12,2,5,6
"E00033173",129,42,18,24,87,4,17,13,11,1,9,32
"E00033174",114,32,13,19,82,19,10,11,11,5,8,18
"E00033175",107,26,8,18,81,8,18,10,16,4,11,14
"E00033176",99,28,8,20,71,12,4,8,13,4,11,19
"E00033177",130,40,16,24,90,17,17,11,16,4,6,19
"E00033178",88,45,11,34,43,5,13,5,7,1,4,8
"E00033179",136,39,10,29,97,14,16,17,22,4,7,17
"E00033181",155,65,7,58,90,2,7,8,23,5,8,37
"E00033182",184,109,16,93,75,7,2,14,26,1,3,22
"E00033183",207,91,8,83,116,3,4,5,39,0,9,56
"E00033185",117,38,2,36,79,3,4,7,16,5,3,41
"E00033186",105,29,3,26,76,3,1,6,19,2,3,42
