"GeographyCode","QS202EW0001","QS202EW0002","QS202EW0003","QS202EW0004","QS202EW0005","QS202EW0006"
"E01006512",799,431,289,18,27,34
"E01006513",909,467,330,6,33,73
"E01006514",1115,747,265,12,35,56
"E01006515",641,313,254,23,27,24
"E01006518",835,389,369,38,30,9
"E01006519",514,128,333,6,41,6
"E01006520",1182,805,281,6,69,21
"E01006521",928,485,368,19,36,20
"E01006522",1094,675,333,16,36,34
"E01006523",830,448,305,15,32,30
"E01006524",583,273,266,13,19,12
"E01006525",486,109,332,7,26,12
"E01006526",654,287,314,10,38,5
"E01006527",638,245,341,14,32,6
"E01006528",613,214,313,13,39,34
"E01006529",559,180,323,8,34,14
"E01006530",616,172,416,5,20,3
"E01006531",674,227,430,3,11,3
"E01006532",617,149,425,8,35,0
"E01006533",614,240,348,8,17,1
"E01006534",649,224,374,21,25,5
"E01006535",656,205,403,16,30,2
"E01006536",815,272,494,18,26,5
"E01006537",964,278,634,20,21,11
"E01006538",527,130,374,6,11,6
"E01006539",601,176,379,6,37,3
"E01006540",771,415,319,17,12,8
"E01006541",803,362,422,7,10,2
"E01006542",583,241,322,5,10,5
"E01006543",509,148,349,3,5,4
"E01006544",738,264,457,10,6,1
"E01006545",646,201,429,5,9,2
"E01006546",583,227,334,11,8,3
"E01006547",718,334,356,9,13,6
"E01006548",759,334,389,16,11,9
"E01006549",949,636,217,14,38,44
"E01006550",483,118,230,13,22,100
"E01006551",751,511,179,17,31,13
"E01006552",869,346,366,78,37,42
"E01006553",642,167,326,19,30,100
"E01006554",649,280,258,7,42,62
"E01006556",1016,538,302,80,45,51
"E01006557",635,138,332,19,13,133
"E01006558",739,380,334,19,5,1
"E01006560",996,536,430,17,7,6
"E01006562",714,294,375,24,14,7
"E01006563",908,477,387,28,12,4
"E01006564",800,300,471,12,14,3
"E01006565",638,197,413,8,15,5
"E01006566",577,184,357,11,24,1
"E01006567",892,500,362,11,15,4
"E01006568",629,191,401,14,23,0
"E01006569",613,236,349,7,17,4
"E01006570",595,165,404,9,14,3
"E01006571",612,204,388,11,7,2
"E01006572",501,133,341,12,15,0
"E01006573",778,368,378,13,17,2
"E01006574",612,231,348,14,17,2
"E01006575",578,205,342,11,19,1
"E01006576",713,191,493,6,20,3
"E01006577",597,145,401,6,37,8
"E01006578",554,139,395,8,10,2
"E01006579",618,131,441,5,36,5
"E01006580",515,113,380,1,17,4
"E01006581",607,138,434,8,22,5
"E01006582",585,110,427,9,33,6
"E01006583",467,85,356,3,22,1
"E01006584",611,205,388,3,14,1
"E01006585",641,268,355,4,14,0
"E01006586",921,414,422,26,40,19
"E01006587",717,259,406,14,32,6
"E01006588",702,272,355,11,34,30
"E01006589",599,152,403,6,31,7
"E01006590",701,231,376,17,30,47
"E01006591",671,192,391,21,40,27
"E01006592",624,189,366,6,44,19
"E01006593",662,232,345,16,33,36
"E01006594",579,172,363,9,30,5
"E01006595",812,280,479,16,23,14
"E01006596",597,162,379,12,36,8
"E01006597",683,193,430,10,37,13
"E01006598",604,223,366,5,7,3
"E01006599",482,158,309,6,9,0
"E01006600",592,180,390,8,10,4
"E01006603",594,182,393,7,12,0
"E01006604",571,175,383,3,8,2
"E01006605",696,289,371,18,10,8
"E01006606",723,272,426,9,13,3
"E01006607",641,196,430,6,9,0
"E01006608",563,221,332,4,6,0
"E01006609",576,209,351,4,11,1
"E01006610",669,283,371,6,8,1
"E01006611",742,411,313,10,7,1
"E01006612",740,346,373,13,5,3
"E01006613",611,240,359,7,3,2
"E01006614",667,292,358,11,6,0
"E01006615",663,279,367,10,6,1
"E01006616",613,207,385,8,11,2
"E01006617",650,211,417,5,16,1
"E01006618",692,212,459,6,13,2
"E01006619",734,256,447,7,19,5
"E01006620",625,229,376,4,13,3
"E01006621",584,163,392,3,20,6
"E01006622",586,129,435,3,16,3
"E01006623",527,69,441,3,12,2
"E01006624",702,268,402,9,16,7
"E01006625",609,185,412,6,3,3
"E01006626",593,173,399,4,13,4
"E01006627",600,195,387,3,14,1
"E01006628",651,200,369,17,43,22
"E01006629",573,203,324,10,26,10
"E01006630",555,166,339,29,9,12
"E01006632",884,344,485,22,14,19
"E01006633",699,317,361,9,9,3
"E01006637",670,208,435,14,11,2
"E01006638",518,161,334,8,12,3
"E01006639",640,199,422,12,7,0
"E01006640",760,217,504,8,23,8
"E01006641",633,154,441,9,22,7
"E01006642",590,219,352,8,9,2
"E01006643",740,198,504,20,16,2
"E01006644",963,404,526,14,15,4
"E01006645",690,299,371,12,4,4
"E01006646",1006,503,439,17,31,16
"E01006647",636,242,353,24,13,4
"E01006648",1075,428,557,21,29,40
"E01006651",592,103,460,9,19,1
"E01006652",633,193,422,5,9,4
"E01006653",656,203,437,6,9,1
"E01006654",627,217,395,7,7,1
"E01006655",706,194,476,16,13,7
"E01006656",669,222,431,2,11,3
"E01006657",582,236,328,5,10,3
"E01006658",634,254,360,9,10,1
"E01006659",548,264,273,6,3,2
"E01006660",616,226,371,5,11,3
"E01006661",749,269,456,11,10,3
"E01006662",785,333,435,7,9,1
"E01006663",510,175,327,4,4,0
"E01006664",822,327,464,14,14,3
"E01006665",630,180,427,10,10,3
"E01006666",514,84,396,12,20,2
"E01006667",618,188,398,6,18,8
"E01006668",590,119,441,7,18,5
"E01006669",551,123,400,7,16,5
"E01006670",607,133,449,4,18,3
"E01006671",499,115,355,11,13,5
"E01006672",798,238,532,12,15,1
"E01006673",954,482,307,89,38,38
"E01006674",826,400,304,67,36,19
"E01006675",1132,766,264,23,53,26
"E01006676",761,290,334,74,36,27
"E01006677",477,210,203,40,15,9
"E01006678",1059,513,450,51,34,11
"E01006679",920,392,360,85,54,29
"E01006680",605,140,432,5,27,1
"E01006681",719,276,406,11,25,1
"E01006682",498,96,363,6,32,1
"E01006683",594,136,419,5,28,6
"E01006684",999,361,573,14,43,8
"E01006685",604,181,378,9,26,10
"E01006686",531,122,370,11,23,5
"E01006687",933,391,470,12,48,12
"E01006688",712,282,383,6,34,7
"E01006689",717,228,441,8,33,7
"E01006690",801,436,314,20,16,15
"E01006691",647,247,313,36,20,31
"E01006692",989,400,509,25,28,27
"E01006693",838,463,346,12,14,3
"E01006694",891,375,436,32,31,17
"E01006695",1029,637,309,30,36,17
"E01006696",768,290,422,24,18,14
