"GeographyCode","QS114EW0001","QS114EW0002","QS114EW0003","QS114EW0004","QS114EW0005","QS114EW0006","QS114EW0007","QS114EW0008","QS114EW0009","QS114EW0010","QS114EW0011","QS114EW0012"
"E00032987",198,26,6,20,172,23,14,21,34,15,16,49
"E00032988",298,142,13,129,156,12,0,19,68,0,15,42
"E00032989",333,174,9,165,159,24,10,31,50,5,9,30
"E00032990",326,148,31,117,178,16,2,35,82,0,7,36
"E00032991",320,154,3,151,166,14,0,17,78,0,16,41
"E00032992",240,123,7,116,117,14,4,15,24,5,10,45
"E00032993",282,87,11,76,195,10,12,29,100,5,18,21
"E00032994",111,36,12,24,75,29,6,12,18,0,4,6
"E00032995",268,82,40,42,186,27,26,17,36,13,22,45
"E00032996",417,63,29,34,354,88,38,51,38,23,29,87
"E00032997",211,44,12,32,167,28,8,43,40,0,10,38
"E00032998",337,63,16,47,274,35,24,59,70,15,16,55
"E00032999",359,153,8,145,206,23,2,11,116,10,9,35
"E00033000",177,41,33,8,136,19,30,14,4,14,12,43
"E00033002",227,74,11,63,153,11,10,23,46,21,21,21
"E00033004",252,102,9,93,150,6,12,18,80,0,9,25
"E00033005",336,85,29,56,251,38,38,23,52,12,37,51
"E00033006",271,32,15,17,239,25,30,34,56,6,25,63
"E00033007",317,72,32,40,245,28,28,43,44,37,13,52
"E00033008",345,54,14,40,291,73,14,37,38,28,52,49
"E00033012",149,66,6,60,83,0,16,14,50,0,0,3
"E00033013",202,61,13,48,141,15,2,32,56,5,9,22
"E00033015",209,41,5,36,168,7,0,37,96,0,0,28
"E00033016",448,128,6,122,320,13,2,69,74,58,54,50
"E00033018",140,36,3,33,104,5,0,3,42,0,0,54
"E00033019",350,145,8,137,205,25,6,14,64,5,16,75
"E00033020",231,94,2,92,137,2,2,6,66,0,4,57
"E00033021",262,65,15,50,197,17,14,37,58,11,26,34
"E00033023",298,86,33,53,212,12,10,30,30,0,14,116
"E00033024",178,58,14,44,120,20,14,14,32,0,7,33
"E00033025",265,56,14,42,209,8,24,54,66,5,25,27
"E00033026",219,28,13,15,191,4,24,73,18,10,13,49
"E00033027",366,109,36,73,257,14,22,36,66,10,5,104
"E00033029",240,39,9,30,201,14,18,42,50,5,6,66
"E00033030",240,23,10,13,217,3,46,43,16,5,33,71
"E00033031",309,39,16,23,270,2,22,69,56,10,27,84
"E00033032",347,154,19,135,193,6,10,26,126,0,0,25
"E00033033",288,122,9,113,166,14,0,27,100,0,0,25
"E00033034",313,118,5,113,195,12,4,23,118,0,0,38
"E00033035",324,57,12,45,267,13,24,36,96,5,21,72
"E00033036",191,75,6,69,116,20,0,16,68,0,0,12
