"GeographyCode","QS101EW0001","QS101EW0002","QS101EW0003","QS101EW0004"
"E01006512",1880,1420,460,0
"E01006513",2941,1691,1250,0
"E01006514",2108,1758,350,0
"E01006515",1208,1208,0,0
"E01006518",1696,1630,66,0
"E01006519",1286,1286,0,0
"E01006520",1706,1685,21,0
"E01006521",1660,1619,41,0
"E01006522",1731,1670,61,0
"E01006523",1508,1473,35,0
"E01006524",2431,1079,1352,0
"E01006525",1209,1209,0,0
"E01006526",1404,1301,103,0
"E01006527",1454,1373,81,0
"E01006528",1461,1434,27,0
"E01006529",1304,1304,0,0
"E01006530",1431,1428,3,0
"E01006531",1458,1455,3,0
"E01006532",1557,1554,3,0
"E01006533",1408,1355,53,0
"E01006534",1542,1542,0,0
"E01006535",1639,1550,89,0
"E01006536",1848,1848,0,0
"E01006537",2257,2257,0,0
"E01006538",1318,1318,0,0
"E01006539",1437,1403,34,0
"E01006540",1509,1485,24,0
"E01006541",1593,1593,0,0
"E01006542",1397,1297,100,0
"E01006543",1247,1247,0,0
"E01006544",1658,1658,0,0
"E01006545",1512,1512,0,0
"E01006546",1319,1319,0,0
"E01006547",1490,1490,0,0
"E01006548",1675,1580,95,0
"E01006549",1662,1559,103,0
"E01006550",1595,1595,0,0
"E01006551",1581,1134,447,0
"E01006552",2029,2027,2,0
"E01006553",1880,1880,0,0
"E01006554",1692,1670,22,0
"E01006556",2011,2010,1,0
"E01006557",2054,2051,3,0
"E01006558",1357,1357,0,0
"E01006560",1860,1860,0,0
"E01006562",1514,1514,0,0
"E01006563",1744,1740,4,0
"E01006564",1721,1721,0,0
"E01006565",1549,1549,0,0
"E01006566",1506,1431,75,0
"E01006567",1655,1622,33,0
"E01006568",1617,1491,126,0
"E01006569",1429,1372,57,0
"E01006570",1479,1463,16,0
"E01006571",1470,1438,32,0
"E01006572",1207,1207,0,0
"E01006573",1501,1501,0,0
"E01006574",1388,1388,0,0
"E01006575",1294,1289,5,0
"E01006576",1693,1691,2,0
"E01006577",1503,1503,0,0
"E01006578",1380,1380,0,0
"E01006579",1643,1643,0,0
"E01006580",1335,1331,4,0
"E01006581",1559,1559,0,0
"E01006582",1642,1630,12,0
"E01006583",1758,1255,503,0
"E01006584",1393,1393,0,0
"E01006585",1354,1354,0,0
"E01006586",1899,1875,24,0
"E01006587",1624,1619,5,0
"E01006588",1569,1521,48,0
"E01006589",1518,1512,6,0
"E01006590",1642,1637,5,0
"E01006591",1633,1633,0,0
"E01006592",1565,1541,24,0
"E01006593",1541,1541,0,0
"E01006594",1410,1405,5,0
"E01006595",1745,1745,0,0
"E01006596",1451,1451,0,0
"E01006597",1667,1639,28,0
"E01006598",1361,1361,0,0
"E01006599",1121,1121,0,0
"E01006600",1407,1407,0,0
"E01006603",1410,1386,24,0
"E01006604",1367,1367,0,0
"E01006605",1531,1531,0,0
"E01006606",1521,1521,0,0
"E01006607",1531,1529,2,0
"E01006608",1215,1213,2,0
"E01006609",1283,1283,0,0
"E01006610",1397,1395,2,0
"E01006611",1291,1291,0,0
"E01006612",1495,1495,0,0
"E01006613",1360,1360,0,0
"E01006614",1322,1322,0,0
"E01006615",1302,1302,0,0
"E01006616",1428,1428,0,0
"E01006617",1421,1421,0,0
"E01006618",1639,1639,0,0
"E01006619",1599,1599,0,0
"E01006620",1417,1409,8,0
"E01006621",1468,1468,0,0
"E01006622",1519,1519,0,0
"E01006623",1462,1462,0,0
"E01006624",1556,1551,5,0
"E01006625",1416,1416,0,0
"E01006626",1448,1448,0,0
"E01006627",1378,1378,0,0
"E01006628",1874,1518,356,0
"E01006629",1255,1242,13,0
"E01006630",1338,1338,0,0
"E01006632",1842,1842,0,0
"E01006633",1432,1432,0,0
"E01006637",1596,1596,0,0
"E01006638",1219,1219,0,0
"E01006639",1509,1509,0,0
"E01006640",1880,1880,0,0
"E01006641",1740,1640,100,0
"E01006642",1290,1290,0,0
"E01006643",1822,1822,0,0
"E01006644",2040,2040,0,0
"E01006645",1424,1424,0,0
"E01006646",1899,1881,18,1
"E01006647",1422,1422,0,0
"E01006648",2175,2175,0,0
"E01006651",1642,1642,0,0
"E01006652",1505,1505,0,0
"E01006653",1520,1520,0,0
"E01006654",1513,1455,58,0
"E01006655",1758,1733,25,0
"E01006656",1493,1493,0,0
"E01006657",1211,1211,0,0
"E01006658",1300,1300,0,0
"E01006659",1765,1070,695,0
"E01006660",1433,1433,0,0
"E01006661",1663,1663,0,0
"E01006662",1775,1633,142,0
"E01006663",1153,1153,0,0
"E01006664",1795,1795,0,0
"E01006665",1555,1555,0,0
"E01006666",1504,1504,0,0
"E01006667",1453,1413,40,0
"E01006668",1534,1534,0,0
"E01006669",1470,1470,0,0
"E01006670",1526,1520,6,0
"E01006671",1355,1349,6,0
"E01006672",1955,1955,0,0
"E01006673",1937,1925,12,0
"E01006674",1885,1885,0,0
"E01006675",1824,1682,142,0
"E01006676",1753,1753,0,0
"E01006677",1040,993,47,0
"E01006678",2127,2126,1,0
"E01006679",2232,2184,48,0
"E01006680",1569,1569,0,0
"E01006681",1585,1585,0,0
"E01006682",1310,1310,0,0
"E01006683",1510,1507,3,0
"E01006684",2138,2113,25,0
"E01006685",1484,1426,58,0
"E01006686",1433,1429,4,0
"E01006687",1952,1896,56,0
"E01006688",1524,1520,4,0
"E01006689",1651,1651,0,0
"E01006690",1492,1457,35,0
"E01006691",1503,1488,15,0
"E01006692",2180,2180,0,0
"E01006693",1511,1508,3,0
"E01006694",1864,1864,0,0
"E01006695",1821,1814,7,0
"E01006696",1744,1744,0,0
"E01006697",1845,1843,2,0
"E01006698",1716,1716,0,0
"E01006699",1594,1581,13,0
"E01006700",1438,1410,28,0
"E01006701",1380,1380,0,0
"E01006702",1618,1596,22,0
"E01006703",1561,1527,34,0
"E01006705",1409,1409,0,0
"E01006706",1346,1346,0,0
"E01006707",1323,1294,29,0
"E01006708",1805,1757,48,0
"E01006709",1438,1438,0,0
"E01006710",1496,1490,6,0
"E01006711",1538,1500,38,0
"E01006712",1339,1303,36,0
"E01006713",1377,1375,2,0
"E01006716",1589,1454,135,0
"E01006717",1436,1436,0,0
"E01006718",1587,1584,3,0
"E01006719",1535,1535,0,0
"E01006720",2108,2108,0,0
"E01006721",1655,1655,0,0
"E01006722",1793,1793,0,0
"E01006723",1875,1862,13,0
"E01006724",1790,1783,7,0
"E01006725",1537,1537,0,1
"E01006726",1565,1565,0,0
"E01006727",1441,1438,3,0
"E01006728",1623,1620,3,0
"E01006729",1400,1400,0,0
"E01006730",1326,1323,3,0
"E01006731",1196,1196,0,0
"E01006732",1643,1643,0,0
"E01006734",1412,1412,0,0
"E01006735",1309,1309,0,0
"E01006736",1460,1460,0,0
"E01006737",1435,1435,0,0
"E01006738",1501,1501,0,0
"E01006739",1769,1738,31,0
"E01006740",1280,1280,0,0
"E01006741",1815,1815,0,0
"E01006742",1394,1394,0,0
"E01006743",2175,2175,0,0
"E01006744",1482,1482,0,0
"E01006745",1879,1854,25,0
"E01006746",1513,1506,7,0
"E01006747",3552,1655,1897,0
"E01006748",1936,1936,0,0
"E01006751",2572,2043,529,0
"E01006752",1012,1012,0,0
"E01006753",1557,1557,0,0
"E01006754",1627,1627,0,0
"E01006755",1587,1552,35,0
"E01006756",1820,1820,0,0
"E01006757",1491,1491,0,0
"E01006758",1527,1527,0,0
"E01006759",1095,1052,43,0
"E01006760",1611,1548,63,0
"E01006761",1644,1583,61,0
"E01006762",1692,1692,0,0
"E01006763",1471,1471,0,0
"E01006764",1522,1522,0,0
"E01006765",1468,1468,0,0
"E01006766",1266,1265,1,0
"E01006767",1787,1784,3,0
"E01006768",1359,1347,12,0
"E01006769",1270,1270,0,0
"E01006770",1002,1002,0,0
"E01006771",1425,1425,0,0
"E01006772",1091,1081,10,0
"E01006773",1379,1378,1,0
"E01006774",1445,1445,0,0
"E01006775",1319,1302,17,0
"E01006776",1677,1646,31,0
"E01006778",2205,2205,0,0
"E01006779",1968,1934,34,0
"E01006780",1465,1465,0,0
"E01006781",1470,1469,1,0
"E01006782",1560,1541,19,0
"E01006783",1548,1548,0,0
"E01006784",1347,1344,3,0
"E01006785",1769,1769,0,0
"E01006786",1820,1820,0,0
"E01006787",2330,1534,796,0
"E01006788",1825,1825,0,0
"E01006790",1587,1587,0,0
"E01006791",1674,1674,0,0
"E01006792",1368,1364,4,0
"E01006793",1494,1494,0,0
"E01006794",1593,1590,3,0
"E01006795",1407,1407,0,0
"E01006796",1591,1586,5,0
"E01006797",1499,1499,0,0
"E01006798",1410,1410,0,0
"E01006799",1821,1796,25,0
"E01006800",1401,1401,0,0
"E01006801",1355,1344,11,0
"E01032505",1317,1315,2,0
"E01032506",1403,1344,59,0
"E01032507",1539,1539,0,0
"E01032508",1723,1723,0,0
"E01032509",1434,1432,2,0
"E01032510",1809,1809,0,0
"E01032511",1378,1378,0,0
"E01033747",1043,1035,8,0
