"GeographyCode","KS106EW0001","KS106EW0002","KS106EW0003","KS106EW0004","KS106EW0005","KS106EW0006","KS106EW0007","KS106EW0008","KS106EW0009","KS106EW0010","KS106EW0011","KS106EW0012","KS106EW0013"
"E02001347",3204,202,1005,1091,405,202,890,6.30461922596754,31.3670411985019,34.0511860174782,12.6404494382022,6.30461922596754,27.7777777777778
"E02001348",3148,178,882,966,407,158,757,5.65438373570521,28.0177890724269,30.6861499364676,12.9288437102922,5.01905972045743,24.0470139771283
"E02001349",3422,134,941,1025,398,199,777,3.91583869082408,27.4985388661601,29.9532437171245,11.6306253652835,5.81531268264173,22.7060198714202
"E02001350",3417,282,1271,1096,476,210,1025,8.25285338015803,37.1963710857477,32.0749195200468,13.9303482587065,6.14574187884109,29.9970734562482
"E02001351",3515,374,1206,1192,449,276,994,10.6401137980085,34.3100995732575,33.9118065433855,12.773826458037,7.85206258890469,28.2788051209104
"E02001352",3046,251,1058,894,365,197,801,8.2403151674327,34.7340774786605,29.3499671700591,11.9829284307288,6.46749835850295,26.2967826657912
"E02001353",2959,106,605,1143,391,202,542,3.58229131463332,20.4460966542751,38.6279148360933,13.2139236228456,6.82663061845218,18.316998986144
"E02001354",3312,300,1108,1037,392,239,925,9.05797101449275,33.4541062801932,31.31038647343,11.8357487922705,7.21618357487923,27.9287439613527
"E02001355",3108,251,1128,854,352,198,896,8.07593307593308,36.2934362934363,27.4774774774775,11.3256113256113,6.37065637065637,28.8288288288288
"E02001356",2364,337,807,887,389,212,623,14.2554991539763,34.1370558375635,37.5211505922166,16.4551607445008,8.9678510998308,26.3536379018613
"E02001357",2858,333,1025,981,351,261,871,11.6515045486354,35.8642407277817,34.3247025892232,12.2813156053184,9.13226032190343,30.4758572428272
"E02001358",3450,358,1174,974,433,191,871,10.3768115942029,34.0289855072464,28.231884057971,12.5507246376812,5.53623188405797,25.2463768115942
"E02001359",2328,89,706,708,227,117,582,3.82302405498282,30.3264604810997,30.4123711340206,9.75085910652921,5.02577319587629,25
"E02001360",4130,392,1693,1045,417,253,1350,9.49152542372881,40.9927360774818,25.3026634382567,10.0968523002421,6.12590799031477,32.6876513317191
"E02001361",3388,277,1237,988,331,236,979,8.17591499409681,36.5112160566706,29.1617473435655,9.76977567886659,6.96576151121606,28.8961038961039
"E02001362",3161,150,1156,866,246,190,953,4.74533375514078,36.5707054729516,27.3963935463461,7.78234735843088,6.01075608984499,30.1486871243277
"E02001363",3481,392,1229,1180,499,249,996,11.2611318586613,35.3059465670784,33.8983050847458,14.3349612180408,7.15311692042517,28.6124676817007
"E02001364",2532,298,1062,726,307,171,805,11.7693522906793,41.9431279620853,28.6729857819905,12.1248025276461,6.75355450236967,31.7930489731438
"E02001365",4059,436,1330,1321,585,271,944,10.7415619610742,32.7666913032767,32.5449618132545,14.4124168514412,6.67652131066765,23.2569598423257
"E02001366",4081,297,1408,1126,400,235,1068,7.27762803234501,34.5013477088949,27.5912766478804,9.8015192354815,5.75839255084538,26.1700563587356
"E02001367",3939,108,1289,1094,370,149,964,2.74181264280274,32.7240416349327,27.7735465854278,9.39324701700939,3.78268596090378,24.4732165524245
"E02001368",2918,290,1319,679,256,189,1041,9.93831391363948,45.2021932830706,23.2693625771076,8.7731322823852,6.4770390678547,35.6751199451679
"E02001369",3877,285,1651,785,288,202,1215,7.35104462213051,42.5844725303069,20.2476141346402,7.42842403920557,5.21021408305391,31.3386639153985
