"GeographyCode","KS601EW0001","KS601EW0002","KS601EW0003","KS601EW0004","KS601EW0005","KS601EW0006","KS601EW0007","KS601EW0008","KS601EW0009","KS601EW0010","KS601EW0011","KS601EW0012","KS601EW0013","KS601EW0014","KS601EW0015","KS601EW0016","KS601EW0017","KS601EW0018","KS601EW0019","KS601EW0020","KS601EW0021","KS601EW0022","KS601EW0023","KS601EW0024","KS601EW0025","KS601EW0026","KS601EW0027","KS601EW0028","KS601EW0029"
"E02001347",5565,829,2086,342,352,161,661,256,221,516,141,105,58,70,138,14.8966756513926,37.4842767295597,6.1455525606469,6.32524707996406,2.89308176100629,11.8778077268643,4.60017969451932,3.97124887690925,9.2722371967655,2.53369272237197,1.88679245283019,1.04222821203953,1.25786163522013,2.47978436657682
"E02001348",5381,798,2253,315,326,143,693,236,177,328,112,88,59,46,131,14.8299572570154,41.8695409775135,5.8539304961903,6.05835346589853,2.65749860620702,12.8786470916187,4.38580189555845,3.28935142166883,6.09552127857276,2.08139750975655,1.63538375766586,1.09645047388961,0.854859691507155,2.43449173016168
"E02001349",6024,870,2621,368,351,253,692,229,169,368,103,93,51,49,163,14.4422310756972,43.5092961487384,6.10889774236388,5.82669322709163,4.19986719787517,11.4873837981408,3.80146082337317,2.80544488711819,6.10889774236388,1.70982735723772,1.54382470119522,0.846613545816733,0.813413014608234,2.7058432934927
"E02001350",5534,780,1883,309,415,168,686,235,300,563,195,121,73,79,170,14.0946873870618,34.02602096133,5.58366461872064,7.49909649439827,3.0357788218287,12.3960968558005,4.24647632815323,5.42103361040838,10.1734730755331,3.52367184676545,2.18648355619805,1.31911817853271,1.42753885074087,3.07191904589808
"E02001351",6593,931,1966,272,533,237,703,323,327,655,646,159,85,127,223,14.1210374639769,29.8195055361747,4.12558774457758,8.08433186713181,3.59472167450326,10.6628242074928,4.89913544668588,4.95980585469437,9.93477931139087,9.79827089337176,2.41164871833763,1.28924617018049,1.92628545426968,3.38237524647353
"E02001352",5749,821,1750,287,475,175,556,312,214,594,565,92,63,87,207,14.2807444773004,30.4400765350496,4.99217255174813,8.26230648808489,3.04400765350496,9.67124717342146,5.42703078796312,3.72238650200035,10.3322316924683,9.82779613845886,1.60027830927118,1.09584275526178,1.51330666202818,3.60062619586015
"E02001353",5626,873,2440,488,271,218,531,275,155,293,82,79,59,41,92,15.5172413793103,43.3700675435478,8.67401350870956,4.81692143618912,3.87486669036616,9.43832207607536,4.88801990757199,2.75506576608603,5.20796302879488,1.45751866334874,1.40419480981159,1.04870245289726,0.728759331674369,1.6352648418059
"E02001354",5517,889,1782,265,420,223,658,282,262,569,167,100,82,80,204,16.1138299800616,32.300163132137,4.80333514591263,7.61283306144644,4.04205183976799,11.9267717962661,5.11147362697118,4.7489577669023,10.3135762189596,3.02700743157513,1.81257930034439,1.4863150262824,1.45006344027551,3.69766177270256
"E02001355",5038,719,1680,272,420,174,644,261,241,484,143,112,72,80,189,14.2715363239381,33.3465660976578,5.39896784438269,8.33664152441445,3.45375148868599,12.7828503374355,5.18062723302898,4.78364430329496,9.60698689956332,2.83842794759825,2.22310440651052,1.42913854704248,1.58793171893609,3.7514886859865
"E02001356",3868,552,1096,158,410,134,478,205,274,431,130,119,51,95,180,14.2709410548087,28.335056876939,4.08479834539814,10.5997931747673,3.46432264736298,12.3578076525336,5.29989658738366,7.08376421923475,11.1427094105481,3.36091003102379,3.076525336091,1.31851085832472,2.45604963805584,4.6535677352637
"E02001357",4940,730,1412,203,417,175,648,288,308,561,198,111,59,93,179,14.7773279352227,28.582995951417,4.10931174089069,8.4412955465587,3.54251012145749,13.1174089068826,5.82995951417004,6.23481781376518,11.3562753036437,4.0080971659919,2.24696356275304,1.19433198380567,1.88259109311741,3.62348178137652
"E02001358",5310,764,1744,248,496,167,627,231,272,572,189,145,71,92,209,14.3879472693032,32.8436911487759,4.67043314500942,9.34086629001883,3.14500941619586,11.8079096045198,4.35028248587571,5.12241054613936,10.7721280602637,3.55932203389831,2.73069679849341,1.33709981167608,1.73258003766478,3.93596986817326
"E02001359",4403,671,1632,344,220,156,624,224,131,293,108,65,42,41,92,15.2396093572564,37.0656370656371,7.8128548716784,4.99659323188735,3.54303883715648,14.1721553486259,5.08744038155803,2.97524415171474,6.65455371337724,2.45287304110834,1.47626618214853,0.95389507154213,0.931183284124461,2.08948444242562
"E02001360",6444,869,1776,222,586,189,880,362,325,922,313,166,105,115,262,13.4854127870888,27.56052141527,3.44506517690875,9.09373060211049,2.93296089385475,13.6561142147734,5.61762880198634,5.04345127250155,14.3078833022967,4.85723153320919,2.57603972687772,1.62942271880819,1.78460583488516,4.06579764121664
"E02001361",5666,848,1863,295,412,186,798,287,253,579,145,132,69,95,158,14.9664666431345,32.8803388633957,5.20649488175079,7.27144369925874,3.28273914578186,14.0840098835157,5.06530180021179,4.46523120367102,10.2188492763855,2.55912460289446,2.32968584539358,1.21779032827391,1.67666784327568,2.78856336039534
"E02001362",5471,837,1909,328,330,180,832,298,196,449,112,110,56,66,148,15.2988484737708,34.8930725644306,5.99524766953025,6.03180405775909,3.29007494059587,15.2074575031987,5.44690184609761,3.58252604642661,8.20690915737525,2.04715774081521,2.01060135258636,1.0235788704076,1.20636081155182,2.70517272893438
"E02001363",5578,803,1709,271,508,175,690,312,346,577,187,160,50,119,203,14.3958408031553,30.6382215847974,4.85837217640731,9.10720688418788,3.13732520616709,12.3700250986016,5.59340265328075,6.20294012190749,10.344209394048,3.35245607744711,2.86841161706705,0.896378630333453,2.13338114019362,3.63929723915382
"E02001364",3920,502,1025,158,386,112,460,226,245,603,203,114,52,70,173,12.8061224489796,26.1479591836735,4.03061224489796,9.8469387755102,2.85714285714286,11.734693877551,5.76530612244898,6.25,15.3826530612245,5.17857142857143,2.90816326530612,1.3265306122449,1.78571428571429,4.41326530612245
"E02001365",6559,944,2106,309,630,254,684,450,386,572,224,167,78,95,280,14.3924378716268,32.1085531330996,4.71108400670834,9.6051227321238,3.87254154596737,10.4284189663058,6.860801951517,5.88504345174569,8.72084159170605,3.41515474919957,2.54611983534075,1.18920567159628,1.44839152309803,4.26894343649947
"E02001366",6768,923,2355,407,582,223,791,379,264,647,197,143,70,109,259,13.637706855792,34.7960992907801,6.01359338061466,8.59929078014184,3.29491725768322,11.6873522458629,5.59988179669031,3.90070921985816,9.5596926713948,2.91075650118203,2.1128841607565,1.03427895981087,1.61052009456265,3.82683215130024
"E02001367",6888,1004,2670,627,295,239,1107,341,187,315,103,89,67,52,91,14.5760743321719,38.7630662020906,9.10278745644599,4.28281068524971,3.46980255516841,16.0714285714286,4.95063879210221,2.71486643437863,4.57317073170732,1.49535423925668,1.29210220673635,0.972706155632985,0.754936120789779,1.32113821138211
"E02001368",4349,551,1080,168,408,111,652,235,252,684,208,124,68,92,186,12.6695792136123,24.8332950103472,3.86295700160957,9.38146700390894,2.55231087606346,14.9919521729133,5.40354104391814,5.79443550241435,15.7277535065532,4.78270866865946,2.85123016785468,1.56357783398482,2.11542883421476,4.27684525178202
"E02001369",6096,741,1753,227,514,259,840,444,224,853,241,139,74,124,220,12.1555118110236,28.75656167979,3.72375328083989,8.43175853018373,4.248687664042,13.7795275590551,7.28346456692913,3.6745406824147,13.992782152231,3.95341207349081,2.28018372703412,1.21391076115486,2.03412073490814,3.60892388451444
"E02001370",4553,552,958,134,559,125,754,260,282,725,204,153,84,138,236,12.1238743685482,21.0410718207775,2.94311443004612,12.2776191522073,2.74544256534153,16.5605095541401,5.71052053591039,6.1937184274105,15.9235668789809,4.48056226663738,3.36042169997804,1.84493740390951,3.03096859213705,5.18339556336481
"E02001371",5162,807,1751,287,388,140,541,288,316,485,159,113,52,86,184,15.6334753971329,33.9209608678807,5.55986051917861,7.51646648585819,2.71212708252615,10.4804339403332,5.57923285548237,6.1216582719876,9.39558310732274,3.08020147229756,2.18907400232468,1.00736148779543,1.66602092212321,3.56450987989151
"E02001372",4514,647,1630,295,309,160,595,219,154,397,108,86,52,65,119,14.3331856446611,36.1098803721755,6.5352237483385,6.84536996012406,3.54452813469207,13.1812140008861,4.85157288435977,3.41160832964112,8.7948604342047,2.39255649091715,1.90518387239699,1.15197164377492,1.43996455471865,2.63624280017723
"E02001373",6860,1040,2435,363,561,231,772,396,314,569,179,128,85,93,251,15.1603498542274,35.4956268221574,5.29154518950437,8.17784256559767,3.36734693877551,11.2536443148688,5.77259475218659,4.57725947521866,8.29446064139942,2.60932944606414,1.86588921282799,1.23906705539359,1.35568513119534,3.65889212827988
"E02001374",6580,771,1992,368,711,339,559,519,256,769,296,176,80,150,324,11.7173252279635,30.273556231003,5.59270516717325,10.8054711246201,5.15197568389058,8.49544072948328,7.88753799392097,3.89057750759878,11.6869300911854,4.49848024316109,2.67477203647416,1.21580547112462,2.27963525835866,4.92401215805471
"E02001375",5152,753,1880,261,393,145,723,217,218,428,134,96,80,85,160,14.6156832298137,36.4906832298137,5.06599378881988,7.62810559006211,2.81444099378882,14.0333850931677,4.21195652173913,4.23136645962733,8.30745341614907,2.60093167701863,1.86335403726708,1.5527950310559,1.64984472049689,3.1055900621118
"E02001376",6362,803,1572,273,635,471,605,700,328,631,344,152,77,160,234,12.6218170386671,24.709210939956,4.29110342659541,9.98113800691606,7.40333228544483,9.50958817981767,11.0028292989626,5.15561144294247,9.91826469663628,5.40710468406162,2.38918579063188,1.21031122288588,2.51493241119145,3.67808865136749
"E02001377",10129,645,1351,212,435,1677,634,4150,222,574,229,106,53,98,181,6.36785467469642,13.3379405666897,2.09300029617929,4.29459966433014,16.5564221542107,6.25925560272485,40.9714680620002,2.19172672524435,5.66689702833449,2.26083522558989,1.04650014808964,0.523250074044822,0.967519004837595,1.7869483660776
"E02001378",5940,787,2184,395,377,202,771,299,224,526,175,90,60,61,149,13.2491582491582,36.7676767676768,6.64983164983165,6.34680134680135,3.4006734006734,12.979797979798,5.03367003367003,3.77104377104377,8.85521885521885,2.94612794612795,1.51515151515152,1.01010101010101,1.02693602693603,2.50841750841751
"E02001380",5545,854,2291,433,232,178,854,270,131,241,61,56,59,34,81,15.4012623985573,41.3165013525699,7.80883678990081,4.18394950405771,3.21009918845807,15.4012623985573,4.8692515779982,2.36248872858431,4.34625788999098,1.10009017132552,1.00991884580703,1.06402164111812,0.613165013525699,1.46077547339946
