"GeographyCode","KS204EW0001","KS204EW0002","KS204EW0003","KS204EW0004","KS204EW0005","KS204EW0006","KS204EW0007","KS204EW0008","KS204EW0009","KS204EW0010","KS204EW0011","KS204EW0012","KS204EW0013","KS204EW0014","KS204EW0015","KS204EW0016","KS204EW0017","KS204EW0018","KS204EW0019"
"E02001347",7653,7105,11,34,37,0,35,19,40,372,92.8394093819417,0.143734483209199,0.444270220828433,0.483470534430942,0,0.45733699202927,0.248268652815889,0.522670848033451,4.86083888671109
"E02001348",7222,6879,30,38,28,0,47,20,36,144,95.2506230960953,0.41539739684298,0.526170036001108,0.387704237053448,0,0.650789255054002,0.27693159789532,0.498476876211576,1.9939075048463
"E02001349",7966,7560,29,44,41,0,59,47,35,151,94.9033391915642,0.364047200602561,0.552347476776299,0.514687421541552,0,0.740647752950038,0.590007532011047,0.439367311072056,1.8955561134823
"E02001350",7856,7239,21,46,44,0,31,29,125,321,92.1461303462322,0.267311608961303,0.585539714867617,0.560081466395112,0,0.394602851323829,0.369144602851324,1.59114052953157,4.08604887983707
"E02001351",8894,8172,24,25,214,0,21,36,121,281,91.8821677535417,0.26984483921745,0.281088374184844,2.40611648302226,0,0.236114234315269,0.404767258826175,1.36046773105464,3.15943332583764
"E02001352",7416,6817,26,49,58,4,30,46,113,273,91.9228694714132,0.35059331175836,0.660733549083064,0.782092772384035,0.0539374325782093,0.40453074433657,0.620280474649407,1.52373247033441,3.68122977346278
"E02001353",7572,7097,18,45,45,0,26,47,41,253,93.7268885367142,0.237717908082409,0.594294770206022,0.594294770206022,0,0.343370311674591,0.620707871104068,0.541468568409931,3.34125726360275
"E02001354",7613,7284,14,36,32,0,31,23,55,138,95.6784447655326,0.183895967424143,0.472875344804939,0.420333639826612,0,0.407198213582031,0.302114803625378,0.72244844345199,1.81268882175227
"E02001355",6664,6329,23,28,52,0,34,27,38,133,94.9729891956783,0.345138055222089,0.420168067226891,0.78031212484994,0,0.510204081632653,0.40516206482593,0.570228091236495,1.99579831932773
"E02001356",5584,5194,14,28,33,0,10,15,127,163,93.0157593123209,0.250716332378223,0.501432664756447,0.590974212034384,0,0.179083094555874,0.268624641833811,2.2743553008596,2.91905444126074
